date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
11/27/13,HL,DOUGLAS,WY,CONVERSE,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$86200,15,15
