date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c),value_of_product_lost_(d)
11/26/12,GT,LARAMIE,WY,ALBANY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$62143,N/A,N/A,$60343
12/10/11,GT,NEAREST TOWN IS HYRUM,UT,CACHE,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$2278500,N/A,N/A,$606500
12/12/10,GT,BYERS,CO,ARAPAHOE,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$2667003,N/A,N/A,$279321
12/02/10,GT,KIT CARSON,CO,CHEYENNE,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$176025,N/A,N/A,$131825
09/16/07,GT,CARR,CO,WELD,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$2209300,N/A,N/A,$9300
11/11/06,GT,BORIE,WY,LARAMIE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1,0,$0,N/A,N/A,$0
01/20/06,GT,HUGO,CO,LINCOLN,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$575000,N/A,N/A,$500000
