date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
03/13/13,GT,MCALLEN,TX,HIDALGO,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$136926,$766
12/14/10,GT,HARLINGEN,TX,CAMERON,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$205115,$115
