date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
06/24/14,HL,,OK,,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$2830,0,0
03/24/14,HL,LONGVIEW,TX,GREGG,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$116350,650,60
02/26/14,HL,,OK,,CORROSION,EXTERNAL,0,0,$29000,1,0
02/24/14,HL,RURAL,OK,GARVIN,CORROSION,EXTERNAL,0,0,$15000,5,5
02/20/14,HL,CUSHING,OK,PAYNE,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$32617,1,0
01/17/14,HL,RURAL,OK,CREEK,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$30550,25,0
