date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c),value_of_product_lost_(d)
01/04/15,GG,OFFSHORE,OCS,,CORROSION,EXTERNAL,0,0,$495621,N/A,N/A,$20621
03/06/06,GG,OFFSHORE,OCS,,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$150000,N/A,N/A,$0
