date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
09/27/13,HL,KALKASKA,MI,KALKASKA,CORROSION,INTERNAL,0,0,$42454,5,0
09/27/13,HL,KALKASKA,MI,KALKASKA,CORROSION,INTERNAL,0,0,$21769,2,0
