date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
04/29/15,HL,BALTIMORE,MD,Not Within a County or Parish,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$3029,0,0
02/17/12,HL,BALTIMORE,MD,,CORROSION,EXTERNAL,0,0,$0,5,0
