date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(b),gross_barrels_spilled_(hazliq)_(c),net_barrels_lost_(hazliq)_(c)(d)
04/24/09,HL,,OH,WOOD,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$2385000,173,173
