date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(b),value_of_product_lost_(c)
03/06/06,GT,CARRIZO SPRINGS,TX,DIMMIT,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$46700,$0
