date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
01/10/14,GT,CANDLER (NEAR ASHEVILLE),NC,BUNCOMBE,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,$777287,$11720
04/08/10,GT,MILL SPRING,NC,POLK,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$360700,$44700
