date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
07/29/13,GT,GOLDEN MEADOW,LA,LAFOURCHE,CORROSION,EXTERNAL,0,0,$97021,$2021
04/29/08,GT,PORT ALLEN,LA,WEST BATON ROUGE,ALL OTHER CAUSES,UNKNOWN,0,0,$2516000,$16000
