date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
02/19/15,GT,BLOOMINGTON,MN,HENNEPIN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$54566,$1394
03/02/14,GT,EDINA,MN,HENNEPIN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$365211,$211
03/17/11,GT,MINNEAPOLIS,MN,HENNEPIN,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,$161397,$36803
