date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
09/16/14,HL,PORT FOURCHON,LA,LAFOURCHE,CORROSION,INTERNAL,0,0,$96000,0,0
06/30/13,HL,OFFSHORE,LA,,CORROSION,EXTERNAL,0,0,$175000,0,0
11/09/09,GG,OFFSHORE,LA,LAFOURCHE,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$1000000,N/A,N/A
04/24/09,GG,OFFSHORE,GM,,CORROSION,INTERNAL,0,0,$0,N/A,N/A
01/09/09,GG,OFFSHORE,GM,,CORROSION,INTERNAL,0,0,$0,N/A,N/A
01/01/09,GG,OFFSHORE,GM,,CORROSION,INTERNAL,0,0,$1109800,N/A,N/A
10/10/08,GG,OFFSHORE,GM,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$1380660,N/A,N/A
