date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
05/25/09,GT,BRYCELAND,LA,BIENVILLE,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$9227057,$27057
11/05/08,GT,HAUGHTON,LA,BOSSIER,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$119700,$94500
