date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
03/05/15,GT,Not Within a Municipality,NY,ALLEGANY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$42200,$33700
06/22/13,GT,RED HOUSE,NY,CATTARAGUS,CORROSION,INTERNAL,0,0,$48000,$25000
12/21/09,GT,EDEN,NY,ERIE,CORROSION,EXTERNAL,0,0,$84800,$39800
09/29/09,GT,DERBY,NY,ERIE,CORROSION,EXTERNAL,0,0,$70000,$7000
