date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c),value_of_product_lost_(d)
07/25/14,HL,HAHNVILLE,LA,ST. CHARLES,CORROSION,EXTERNAL,0,0,$515269,0,0,$7
03/12/13,HL,N/A - ACCIDENT OCCURED IN REMOTE MARSH AREA.,LA,LAFOURCHE,OTHER OUTSIDE FORCE DAMAGE,FISHING OR MARITIME ACTIVITY,1,0,$10262149,23702,23702,$977937
09/13/12,HL,NAPOLEONVILLE,LA,IBERVILLE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$525,3,3,$325
09/20/11,HL,BARATARIA,LA,ST. CHARLES,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$67542,3,3,$42
09/24/09,HL,JEANERETTE,LA,IBERIA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$508628,3830,3830,$280628
06/27/08,HL,EMPIRE,LA,PLAQUEMINES,CORROSION,EXTERNAL,0,0,$260000,424,424,$60000
12/30/06,HL,BRULY MCCALL,LA,ASCENSION,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$69564,198,198,$9564
