date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
04/27/12,GT,ZWINGLE,IA,JACKSON,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$629780,$17064
