date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
06/25/14,HL,BENICIA,CA,SOLANO,CORROSION,INTERNAL,0,0,$51000,22,0
08/24/11,HL,BENICIA,CA,SOLANO,CORROSION,EXTERNAL,0,0,$580000,5,0
