date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
01/17/15,GT,RIVERDALE,GA,CLAYTON,ALL OTHER CAUSES,UNKNOWN,0,0,$322077,$5484
04/17/13,GT,DECATUR,GA,DEKALB,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$66696,$1696
03/31/08,GT,ATLANTA,GA,FULTON,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$65000,$5000
12/03/07,GT,CANTON,GA,CHEROKEE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$92000,$57000
03/30/06,GT,CONLEY,GA,DEKALB,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,0,0,$58400,$7900
