date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
10/07/14,GT,LACONIA,IN,HARRISON,CORROSION,INTERNAL,0,0,$70588,$9834
09/17/14,GT,PROSPECT,KY,OLDHAM COUNTY,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,1,$1354709,$30709
