date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
02/22/15,GT,CORONA,NM,LINCOLN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$365386,$365386
11/10/11,GT,SELIGMAN,AZ,YAVAPAI,CORROSION,EXTERNAL,0,0,$320997,$305047
03/27/10,GT,WHITE DEER,TX,CARSON,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$91005,$45153
02/24/09,GT,BUCKEYE,AZ,MARICOPA,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$132000,$107000
