date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
02/27/14,GT,GRAND BAYOU,LA,ASSUMPTION PARISH,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$29769,$29769
03/08/13,GT,BELLE RIVER,LA,ST. MARTIN,CORROSION,INTERNAL,0,0,$334051,$51
01/25/13,GT,FRANKLIN,LA,ST. MARY,CORROSION,INTERNAL,0,0,$2157133,$133
09/28/12,GT,SHREVEPORT,LA,RED RIVER,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$91135,$635
04/19/10,GT,PEIRRE PART,LA,ASSUMPTION,ALL OTHER CAUSES,UNKNOWN,0,0,$357663,$34837
08/10/07,GT,NAPOLEONVILLE,LA,ASSUMPTION,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$135679,$95334
03/09/07,GT,MORGAN CITY,LA,ST. MARTIN,CORROSION,EXTERNAL,0,0,$348075,$3500
01/30/06,GT,LABADIEVILLE,LA,LAFOURCHE,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$9681,$3181
