date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
09/25/10,GT,CHATTANOOGA,TN,HAMILTON,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$58232,$5732
09/24/10,GT,CHATTANOOGA,TN,HAMILTON,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$60732,$5732
03/25/10,GT,KINGSPORT,TN,SULLIVAN,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,$119500,$500
