date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
11/14/11,HL,BROWNSVILLE,TX,CAMERON,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0,0,$87130,1330,1330
04/11/09,HL,COLLINS,MS,COVINGTON,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$82500,266,0
02/13/08,HL,PURVIS,MS,LAMAR,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$500,7,0
10/26/07,HL,RICHMOND,VA,HENRICO,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$1005,0,0
