date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
11/23/12,HL,GUERNSEY,WY,PLATTE,CORROSION,INTERNAL,0,0,$15500,20,5
06/14/10,HL,CHEYENNE,WY,LARAMIE,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$45375,30,5
08/28/07,HL,FORT LUPTON,CO,WELD,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$97800,3,0
10/19/06,HL,AULT,CO,WELD,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$10000,15,0
