date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
05/25/10,GT,BEN FRANKLIN,TX,DELTA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,1,$7418,$0
10/06/06,GT,BETWEEN PARIS & COOPER,TX,LAMAR,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$28023,$23023
