date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
05/07/15,GT,LAUGHLIN,NV,CLARK,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$76009,$2800
11/13/14,GT,LAUGHLIN,NV,CLARK COUNTY,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$126118,$105864
12/06/06,GT,LAS VEGAS,NV,CLARK,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$59784,$22076
