date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c),value_of_product_lost_(d)
04/15/13,HL,SULPHUR,LA,CALCASIEU,CORROSION,EXTERNAL,0,0,$33286,2,2,$286
03/13/08,HL,SULPHUR,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$101852,19,0,$1852
