date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
05/26/14,GT,WARREN,MN,MARSHALL,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$626779,$360000
03/20/13,GT,ADA,MN,NORMAN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$189874,$189674
04/10/08,GT,GRAND FORKS,ND,GRAND FORKS,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$302000,$2000
07/26/06,GT,CLEAR LAKE,WI,POLK,CORROSION,EXTERNAL,0,0,$376500,$248500
