date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(b),gross_barrels_spilled_(hazliq)_(c),net_barrels_lost_(hazliq)_(c)(d)
10/23/11,HL,PORT NECHES,TX,JEFFERSON,CORROSION,EXTERNAL,0,0,$6400,4,4
