date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
01/18/12,GT,MECHANICSVILLE,VA,HANOVER COUNTY,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$99408,$7800
10/12/10,GT,MECHANICSVILLE,VA,,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$79020,$26020
