date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
04/14/14,HL,WARREN,PA,WARREN,CORROSION,EXTERNAL,0,0,$250000,2,0
01/14/10,HL,GOWANDA,NY,CATTARAUGUS,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$75017,0,0
11/01/07,HL,PERSIA,NY,CATTARAUGUS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$95100,38,1
04/16/07,HL,WEST SENECA,NY,ERIE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$18950,2,0
