date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
08/01/11,HL,BAKERSFIELD,CA,KERN,CORROSION,EXTERNAL,0,0,$12250,2,0
10/24/06,HL,BAKERSFIELD,CA,KERN,EXCAVATION DAMAGE,UNSPECIFIED EXCAVATION DAMAGE,0,0,$5800,4,0
