date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
11/19/13,HL,VENICE,LA,PLAQUEMINES,OTHER OUTSIDE FORCE DAMAGE,MARITIME EQUIPMENT OR VESSEL ADRIFT,0,0,$130300,3,2
05/16/13,HL,VENICE,LA,PLAQUEMINES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$594500,125,70
