date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
06/01/14,GT,MIDLAND,TX,MARTIN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1,0,$7970,$4570
12/05/12,GT,GOLDSMITH,TX,ECTOR,CORROSION,EXTERNAL,0,0,$453664,$23664
