date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
03/13/14,GT,OPELOUSAS,LA,ST LANDRY,CORROSION,EXTERNAL,0,0,$101835,$32705
05/22/13,GT,MORGAN CITY,LA,ST MARY,OTHER OUTSIDE FORCE DAMAGE,FISHING OR MARITIME ACTIVITY,0,0,$311120,$120
08/04/12,GT,NAPOLEONVILLE,LA,ASSUMPTION,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,$25059800,$59800
10/30/07,GT,LOGANSPORT,LA,DESOTO,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$55000,$2000
11/06/06,GT,GOLDEN MEADOW,LA,LAFOURCHE PARISH,CORROSION,EXTERNAL,0,0,$132500,$122500
