date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
01/08/07,GT,RIO RANCH,NM,SANDOVAL,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$146229,$114956
07/29/06,GT,ALBUQUERQUE,NM,BERNALILLO COUNTY,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,0,0,$60900,$45400
07/18/06,GT,NAVAJO,NM,MCKINLEY,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,0,0,$0,$0
