date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(b),value_of_product_lost_(c)
11/15/06,GT,RESERVE,LA,ST. JOHN THE BAPTIST,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,$90000,$10000
