"","SchoolCode","SchoolName","EthnicityRace","Grade","PrimaryResidency","UnaccompaniedYouthIndicator","RunawayYouthIndicator","StartDate","EnrollmentStatusCode","ExitDate","SINFStartDate","EngLangAcqStatus","TitleIMigrant","SpecialEducation","year"
"1",6027288,"Barton (Clara) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","4/12/2010","10-Primary enrollment","6/24/2011","8/14/2013","RFEP","N","N","2010-2011"
"2",6027288,"Barton (Clara) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","5/7/2010","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2010-2011"
"3",6027288,"Barton (Clara) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","8/20/2009","10-Primary enrollment","6/30/2011","8/21/2014","RFEP","N","N","2010-2011"
"4",6027288,"Barton (Clara) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","4/3/2008","10-Primary enrollment","6/24/2011","8/26/2013","RFEP","N","N","2010-2011"
"5",6027288,"Barton (Clara) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","1/9/2008","10-Primary enrollment","1/14/2011","4/25/2014","RFEP","N","N","2010-2011"
"6",6027288,"Barton (Clara) Elementary","Am Indian/Alskn Nat","6","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/24/2011","8/26/2013","EO  ","N","N","2010-2011"
"7",6027288,"Barton (Clara) Elementary","Hispanic","KN","100-Temporary Shelters","N","N","8/20/2009","10-Primary enrollment","6/30/2010","5/29/2014","EO  ","N","N","2010-2011"
"8",6027288,"Barton (Clara) Elementary","Hispanic","6","100-Temporary Shelters","N","N","11/12/2008","10-Primary enrollment","6/30/2010","5/29/2014","EO  ","N","N","2010-2011"
"9",6027288,"Barton (Clara) Elementary","Missing","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/21/2012","7/1/2013","EO  ","N","N","2010-2011"
"10",6027288,"Barton (Clara) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","8/20/2009","10-Primary enrollment","3/9/2012","7/1/2013","EL  ","N","Y","2010-2011"
"11",6027288,"Barton (Clara) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","5/7/2010","10-Primary enrollment","6/24/2011","8/26/2013","RFEP","N","N","2010-2011"
"12",6027288,"Barton (Clara) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/21/2012","7/1/2013","IFEP","N","N","2010-2011"
"13",6027288,"Barton (Clara) Elementary","White","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/24/2011","8/26/2013","EO  ","N","N","2010-2011"
"14",6027288,"Barton (Clara) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/7/2003","10-Primary enrollment","6/30/2010","7/1/2013","RFEP","N","N","2010-2011"
"15",6027288,"Barton (Clara) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","8/18/2008","10-Primary enrollment","6/28/2013","3/14/2014","RFEP","N","N","2010-2011"
"16",6027288,"Barton (Clara) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/24/2011","8/26/2013","RFEP","N","N","2010-2011"
"17",6027288,"Barton (Clara) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/24/2011","8/26/2013","EO  ","N","N","2010-2011"
"18",6027288,"Barton (Clara) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","7/10/2006","10-Primary enrollment","6/28/2013","8/26/2013","EO  ","N","N","2010-2011"
"19",6027288,"Barton (Clara) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/24/2011","8/26/2013","RFEP","N","Y","2010-2011"
"20",6027288,"Barton (Clara) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","8/8/2006","10-Primary enrollment","5/17/2012","9/3/2013","EL  ","N","N","2010-2011"
"21",6027288,"Barton (Clara) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/24/2011","8/26/2013","EL  ","N","N","2010-2011"
"22",6027288,"Barton (Clara) Elementary","Hispanic","KN","100-Temporary Shelters","N","N","9/2/2009","10-Primary enrollment","6/30/2010","6/1/2014","RFEP","N","N","2010-2011"
"23",6027288,"Barton (Clara) Elementary","White","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","9/16/2010","8/26/2013","EO  ","N","N","2010-2011"
"24",6027288,"Barton (Clara) Elementary","Missing","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/21/2012","7/1/2013","RFEP","N","N","2010-2011"
"25",6027288,"Barton (Clara) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","8/18/2008","10-Primary enrollment","7/11/2011","1/31/2014","RFEP","N","N","2010-2011"
"26",6027288,"Barton (Clara) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","8/18/2008","10-Primary enrollment","6/30/2011","7/1/2013","EL  ","N","Y","2010-2011"
"27",6027288,"Barton (Clara) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","8/18/2008","10-Primary enrollment","6/24/2011","3/31/2016","RFEP","N","N","2010-2011"
"28",6027288,"Barton (Clara) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","5/13/2010","10-Primary enrollment","1/31/2011","7/1/2010","RFEP","N","N","2010-2011"
"29",6027288,"Barton (Clara) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","1/12/2010","10-Primary enrollment","6/30/2010","9/27/2013","RFEP","N","N","2010-2011"
"30",6027288,"Barton (Clara) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","5/12/2008","10-Primary enrollment","6/21/2012","7/1/2013","RFEP","N","N","2010-2011"
"31",6027288,"Barton (Clara) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/24/2011","8/26/2013","EL  ","N","N","2010-2011"
"32",6027288,"Barton (Clara) Elementary","Missing","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/21/2012","7/1/2013","EO  ","N","N","2010-2011"
"33",6027288,"Barton (Clara) Elementary","Missing","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/21/2012","7/1/2013","EO  ","N","N","2010-2011"
"34",6027288,"Barton (Clara) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","2/3/2010","10-Primary enrollment","6/24/2011","8/26/2013","RFEP","N","N","2010-2011"
"35",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","12/16/2009","10-Primary enrollment","6/30/2010","12/16/2009","EL  ","N","N","2010-2011"
"36",6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","12/1/2009","10-Primary enrollment","6/30/2010","5/7/2014","EL  ","N","N","2010-2011"
"37",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","12/1/2009","10-Primary enrollment","6/30/2010","5/7/2014","RFEP","N","N","2010-2011"
"38",6027429,"Edison (Thomas) Elementary","Hispanic","6","110-Hotels/motels","N","N","5/1/2007","10-Primary enrollment","4/1/2011","3/18/2014","EO  ","N","N","2010-2011"
"39",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/30/2011","8/26/2013","RFEP","N","N","2010-2011"
"40",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/30/2011","9/3/2013","RFEP","N","N","2010-2011"
"41",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/26/2012","7/1/2013","RFEP","N","N","2010-2011"
"42",6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2009","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","Y","N","2010-2011"
"43",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","8/7/2006","10-Primary enrollment","6/26/2012","7/1/2013","RFEP","N","N","2010-2011"
"44",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2010-2011"
"45",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","8/4/2008","10-Primary enrollment","6/26/2012","9/6/2013","EL  ","N","N","2010-2011"
"46",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/26/2012","7/1/2013","EO  ","N","N","2010-2011"
"47",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","7/10/2006","10-Primary enrollment","6/28/2013","4/15/2014","EO  ","N","N","2010-2011"
"48",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","10/10/2006","10-Primary enrollment","6/30/2011","8/26/2013","RFEP","N","N","2010-2011"
"49",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/26/2012","7/1/2013","RFEP","N","N","2010-2011"
"50",6027429,"Edison (Thomas) Elementary","Hispanic","6","130-Temporarily Unsheltered","N","N","7/12/2004","10-Primary enrollment","9/24/2010","11/14/2013","EL  ","Y","N","2010-2011"
"51",6027429,"Edison (Thomas) Elementary","Hispanic","1","110-Hotels/motels","N","N","7/9/2009","10-Primary enrollment","9/24/2010","11/15/2013","EL  ","N","N","2010-2011"
"52",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/26/2012","7/1/2013","RFEP","N","N","2010-2011"
"53",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","9/27/2004","10-Primary enrollment","6/30/2011","8/26/2013","RFEP","N","N","2010-2011"
"54",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/26/2012","7/1/2013","EL  ","Y","N","2010-2011"
"55",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","6/4/2008","10-Primary enrollment","7/23/2010","8/26/2013","RFEP","N","N","2010-2011"
"56",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","5/25/2012","7/1/2013","EL  ","N","N","2010-2011"
"57",6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2010-2011"
"58",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","5/25/2012","6/9/2014","EL  ","N","N","2010-2011"
"59",6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","7/8/2008","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","Y","2010-2011"
"60",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","3/24/2008","10-Primary enrollment","6/30/2010","7/1/2013","RFEP","N","N","2010-2011"
"61",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","3/24/2008","10-Primary enrollment","6/28/2013","8/26/2013","EL  ","N","N","2010-2011"
"62",6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","7/8/2008","10-Primary enrollment","6/27/2014","7/1/2013","RFEP","N","N","2010-2011"
"63",6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","11/30/2009","10-Primary enrollment","1/28/2011","7/1/2013","EL  ","Y","N","2010-2011"
"64",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","11/30/2009","10-Primary enrollment","1/28/2011","8/26/2013","EL  ","Y","N","2010-2011"
"65",6027429,"Edison (Thomas) Elementary","Asian","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","5/27/2011","9/4/2013","EO  ","N","N","2010-2011"
"66",6027429,"Edison (Thomas) Elementary","Missing","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/26/2012","7/1/2013","RFEP","N","N","2010-2011"
"67",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","Y","2010-2011"
"68",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","8/21/2008","10-Primary enrollment","6/30/2010","7/1/2013","RFEP","N","N","2010-2011"
"69",6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","7/9/2009","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2010-2011"
"70",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","6/1/2009","10-Primary enrollment","6/26/2012","3/31/2016","RFEP","N","N","2010-2011"
"71",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","10/5/2009","10-Primary enrollment","6/26/2012","7/1/2013","EL  ","N","Y","2010-2011"
"72",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/30/2011","8/26/2013","EL  ","Y","N","2010-2011"
"73",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","10/5/2009","10-Primary enrollment","6/30/2014","7/1/2013","EL  ","N","N","2010-2011"
"74",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/31/2007","10-Primary enrollment","6/26/2012","7/1/2013","RFEP","N","N","2010-2011"
"75",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","5/27/2011","7/1/2009","EL  ","N","N","2010-2011"
"76",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/26/2012","7/1/2013","EO  ","N","N","2010-2011"
"77",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","5/25/2012","7/1/2013","EL  ","N","N","2010-2011"
"78",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","12/12/2006","10-Primary enrollment","6/30/2011","8/26/2013","EL  ","N","N","2010-2011"
"79",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","5/1/2006","10-Primary enrollment","5/27/2011","8/26/2013","EL  ","N","N","2010-2011"
"80",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/30/2011","8/26/2013","EL  ","N","N","2010-2011"
"81",6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/30/2011","2/4/2014","RFEP","N","N","2010-2011"
"82",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/30/2011","2/4/2014","RFEP","N","Y","2010-2011"
"83",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/26/2012","7/1/2013","EL  ","N","Y","2010-2011"
"84",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","10/11/2004","10-Primary enrollment","5/27/2011","8/26/2013","RFEP","N","N","2010-2011"
"85",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2010-2011"
"86",6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2010-2011"
"87",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/26/2012","7/1/2013","RFEP","N","N","2010-2011"
"88",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","9/10/2007","10-Primary enrollment","6/26/2012","4/17/2014","EL  ","N","Y","2010-2011"
"89",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/30/2011","8/7/2013","EO  ","N","N","2010-2011"
"90",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","8/4/2005","10-Primary enrollment","6/26/2012","7/1/2011","RFEP","N","N","2010-2011"
"91",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","7/10/2006","10-Primary enrollment","6/28/2013","8/26/2013","EL  ","N","N","2010-2011"
"92",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","9/16/2004","10-Primary enrollment","6/30/2011","8/29/2011","EL  ","N","N","2010-2011"
"93",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","2/27/2006","10-Primary enrollment","5/27/2011","7/1/2013","EL  ","N","N","2010-2011"
"94",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","10/10/2007","10-Primary enrollment","4/1/2010","9/12/2013","RFEP","N","N","2010-2011"
"95",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","7/9/2009","10-Primary enrollment","6/28/2013","8/26/2013","EO  ","N","Y","2010-2011"
"96",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/9/2009","10-Primary enrollment","5/27/2011","8/26/2013","EL  ","N","N","2010-2011"
"97",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","8/3/2010","10-Primary enrollment","8/26/2011","7/1/2013","RFEP","N","N","2010-2011"
"98",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/30/2011","8/26/2013","RFEP","N","N","2010-2011"
"99",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/28/2013","8/26/2013","RFEP","N","N","2010-2011"
"100",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2010-2011"
"101",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/30/2011","8/26/2013","RFEP","N","N","2010-2011"
"102",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/30/2011","8/12/2013","RFEP","N","N","2010-2011"
"103",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","5/25/2012","7/1/2013","EL  ","N","Y","2010-2011"
"104",6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","1/26/2012","6/1/2015","RFEP","N","N","2010-2011"
"105",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","10/1/2009","10-Primary enrollment","6/30/2011","8/26/2013","RFEP","N","N","2010-2011"
"106",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","5/27/2011","8/28/2011","EL  ","N","N","2010-2011"
"107",6027429,"Edison (Thomas) Elementary","Hispanic","1","110-Hotels/motels","N","N","1/5/2010","10-Primary enrollment","9/2/2010","3/3/2014","RFEP","N","Y","2010-2011"
"108",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/30/2011","8/26/2013","EL  ","N","N","2010-2011"
"109",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2010-2011"
"110",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","11/15/2004","10-Primary enrollment","5/27/2011","8/26/2013","EL  ","N","N","2010-2011"
"111",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/26/2012","7/1/2013","RFEP","N","N","2010-2011"
"112",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/26/2012","7/1/2013","RFEP","N","N","2010-2011"
"113",6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","3/1/2010","10-Primary enrollment","6/28/2013","8/20/2013","EL  ","N","N","2010-2011"
"114",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","10/29/2007","10-Primary enrollment","5/25/2012","7/1/2013","RFEP","N","N","2010-2011"
"115",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/9/2009","10-Primary enrollment","9/30/2010","9/4/2013","RFEP","N","N","2010-2011"
"116",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","3/10/2009","10-Primary enrollment","4/27/2010","8/27/2012","EO  ","N","N","2010-2011"
"117",6027429,"Edison (Thomas) Elementary","Hispanic","4","110-Hotels/motels","N","N","7/9/2009","10-Primary enrollment","6/28/2013","8/26/2013","RFEP","N","N","2010-2011"
"118",6027429,"Edison (Thomas) Elementary","Nat Hwiin/Othr Pac Islndr","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","6/30/2011","6/18/2014","EO  ","N","N","2010-2011"
"119",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","7/10/2006","10-Primary enrollment","7/11/2011","8/26/2013","RFEP","N","N","2010-2011"
"120",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2010-2011"
"121",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","5/4/2005","10-Primary enrollment","6/30/2011","8/26/2013","RFEP","N","N","2010-2011"
"122",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","7/10/2006","10-Primary enrollment","9/3/2010","8/26/2013","RFEP","N","N","2010-2011"
"123",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","2/4/2010","10-Primary enrollment","10/1/2010","10/28/2013","RFEP","N","N","2010-2011"
"124",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","7/10/2006","10-Primary enrollment","6/28/2013","8/26/2013","EL  ","N","N","2010-2011"
"125",6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","8/5/2008","10-Primary enrollment","4/5/2010","7/1/2009","EL  ","N","N","2010-2011"
"126",6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","8/17/2012","7/1/2013","EL  ","N","N","2010-2011"
"127",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","8/1/2008","10-Primary enrollment","4/5/2010","8/26/2013","EL  ","N","N","2010-2011"
"128",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","8/28/2013","7/1/2009","EL  ","N","N","2010-2011"
"129",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/12/2004","10-Primary enrollment","5/27/2011","8/16/2013","RFEP","N","N","2010-2011"
"130",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","8/4/2010","10-Primary enrollment","6/28/2013","2/19/2014","RFEP","N","N","2010-2011"
"131",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","5/27/2011","7/1/2009","EL  ","N","N","2010-2011"
"132",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","1/30/2006","10-Primary enrollment","6/30/2011","8/26/2013","RFEP","N","N","2010-2011"
"133",6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","8/4/2010","10-Primary enrollment","6/28/2013","8/20/2013","EL  ","N","N","2010-2011"
"134",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","8/4/2010","10-Primary enrollment","6/26/2012","7/1/2013","EL  ","N","Y","2010-2011"
"135",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/30/2011","8/26/2013","RFEP","N","N","2010-2011"
"136",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","8/22/2005","10-Primary enrollment","6/26/2012","7/1/2013","EL  ","N","N","2010-2011"
"137",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","EL  ","N","N","2010-2011"
"138",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","4/30/2007","10-Primary enrollment","6/26/2012","7/1/2013","RFEP","N","N","2010-2011"
"139",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","5/25/2012","7/1/2013","RFEP","N","N","2010-2011"
"140",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","1/23/2006","10-Primary enrollment","6/26/2012","7/1/2013","EL  ","N","N","2010-2011"
"141",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","EL  ","N","N","2010-2011"
"142",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2010-2011"
"143",6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","12/1/2005","10-Primary enrollment","6/30/2010","7/1/2013","RFEP","N","N","2010-2011"
"144",6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2010-2011"
"145",6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/11/2005","10-Primary enrollment","6/26/2012","7/1/2013","EL  ","N","N","2010-2011"
"146",6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","8/13/2009","10-Primary enrollment","10/7/2009","8/13/2009","EO  ","N","N","2010-2011"
