year,month,month_year,line,early,ontime,earlyorontime_rail,late,total,pctlate
2009,12,12/1/09,2,1921,18280,,5375,25576,21.02
2009,12,12/1/09,4,1977,19557,,6100,27634,22.07
2009,12,12/1/09,10,1398,10784,,2836,15018,18.88
2009,12,12/1/09,14,2081,16154,,5705,23940,23.83
2009,12,12/1/09,16,1688,18744,,6620,27052,24.47
2009,12,12/1/09,18,1511,18106,,2210,21827,10.13
2009,12,12/1/09,20,2314,22218,,5156,29688,17.37
2009,12,12/1/09,26,1677,21678,,4640,27995,16.57
2009,12,12/1/09,28,471,5987,,1637,8095,20.22
2009,12,12/1/09,30,961,10122,,2194,13277,16.52
2009,12,12/1/09,33,1927,17788,,8507,28222,30.14
2009,12,12/1/09,35,327,4332,,1397,6056,23.07
2009,12,12/1/09,38,479,3908,,783,5170,15.15
2009,12,12/1/09,40,1808,14581,,6607,22996,28.73
2009,12,12/1/09,42,565,3671,,1281,5517,23.22
2009,12,12/1/09,45,2662,20493,,3394,26549,12.78
2009,12,12/1/09,53,856,9642,,2389,12887,18.54
2009,12,12/1/09,55,1176,13427,,2630,17233,15.26
2009,12,12/1/09,60,886,10529,,3017,14432,20.90
2009,12,12/1/09,62,642,6133,,1360,8135,16.72
2009,12,12/1/09,66,1003,15826,,2921,19750,14.79
2009,12,12/1/09,70,535,7979,,1063,9577,11.10
2009,12,12/1/09,71,13,395,,31,439,7.06
2009,12,12/1/09,76,816,9543,,1896,12255,15.47
2009,12,12/1/09,78,733,6970,,1619,9322,17.37
2009,12,12/1/09,81,835,10850,,1822,13507,13.49
2009,12,12/1/09,83,283,5417,,1038,6738,15.41
2009,12,12/1/09,84,416,7825,,1088,9329,11.66
2009,12,12/1/09,90,715,6399,,1524,8638,17.64
2009,12,12/1/09,92,930,6742,,1819,9491,19.17
2009,12,12/1/09,94,883,10835,,2770,14488,19.12
2009,12,12/1/09,96,0,2,,5,7,71.43
2009,12,12/1/09,102,403,2705,,822,3930,20.92
2009,12,12/1/09,105,1191,12109,,4117,17417,23.64
2009,12,12/1/09,108,1421,12891,,5762,20074,28.70
2009,12,12/1/09,110,1090,10960,,3341,15391,21.71
2009,12,12/1/09,111,1683,11635,,4953,18271,27.11
2009,12,12/1/09,115,1273,9512,,4764,15549,30.64
2009,12,12/1/09,117,889,7957,,2878,11724,24.55
2009,12,12/1/09,120,127,2728,,539,3394,15.88
2009,12,12/1/09,121,383,5405,,693,6481,10.69
2009,12,12/1/09,126,12,117,,21,150,14.00
2009,12,12/1/09,127,121,826,,175,1122,15.60
2009,12,12/1/09,150,1112,11340,,3248,15700,20.69
2009,12,12/1/09,152,983,13181,,3480,17644,19.72
2009,12,12/1/09,154,166,1391,,349,1906,18.31
2009,12,12/1/09,155,29,520,,178,727,24.48
2009,12,12/1/09,156,615,4457,,909,5981,15.20
2009,12,12/1/09,158,178,2845,,717,3740,19.17
2009,12,12/1/09,161,312,1899,,357,2568,13.90
2009,12,12/1/09,163,1769,15331,,2847,19947,14.27
2009,12,12/1/09,164,738,7904,,2519,11161,22.57
2009,12,12/1/09,165,806,8467,,2347,11620,20.20
2009,12,12/1/09,166,617,9679,,3076,13372,23.00
2009,12,12/1/09,168,65,650,,136,851,15.98
2009,12,12/1/09,169,197,2522,,614,3333,18.42
2009,12,12/1/09,175,30,355,,36,421,8.55
2009,12,12/1/09,176,58,718,,194,970,20.00
2009,12,12/1/09,180,627,7496,,2539,10662,23.81
2009,12,12/1/09,183,226,3283,,1048,4557,23.00
2009,12,12/1/09,190,144,2146,,334,2624,12.73
2009,12,12/1/09,200,778,12836,,1736,15350,11.31
2009,12,12/1/09,201,50,651,,186,887,20.97
2009,12,12/1/09,202,46,355,,69,470,14.68
2009,12,12/1/09,204,1885,14266,,4615,20766,22.22
2009,12,12/1/09,206,1088,10473,,3454,15015,23.00
2009,12,12/1/09,207,2048,18552,,6519,27119,24.04
2009,12,12/1/09,209,43,965,,190,1198,15.86
2009,12,12/1/09,210,2065,13058,,5904,21027,28.08
2009,12,12/1/09,211,55,463,,172,690,24.93
2009,12,12/1/09,212,1623,10080,,4183,15886,26.33
2009,12,12/1/09,217,762,6804,,2747,10313,26.64
2009,12,12/1/09,220,53,171,,37,261,14.18
2009,12,12/1/09,222,374,2953,,398,3725,10.68
2009,12,12/1/09,224,858,11108,,2358,14324,16.46
2009,12,12/1/09,230,773,5505,,1212,7490,16.18
2009,12,12/1/09,233,875,9249,,2479,12603,19.67
2009,12,12/1/09,234,428,4904,,1060,6392,16.58
2009,12,12/1/09,236,254,3990,,831,5075,16.37
2009,12,12/1/09,243,231,2776,,697,3704,18.82
2009,12,12/1/09,245,361,4517,,1173,6051,19.39
2009,12,12/1/09,246,289,2493,,527,3309,15.93
2009,12,12/1/09,251,770,8849,,1508,11127,13.55
2009,12,12/1/09,252,187,1836,,439,2462,17.83
2009,12,12/1/09,258,137,1691,,668,2496,26.76
2009,12,12/1/09,260,787,8813,,2833,12433,22.79
2009,12,12/1/09,265,292,2711,,612,3615,16.93
2009,12,12/1/09,267,304,2946,,547,3797,14.41
2009,12,12/1/09,268,161,2342,,628,3131,20.06
2009,12,12/1/09,287,121,1518,,436,2075,21.01
2009,12,12/1/09,290,60,738,,158,956,16.53
2009,12,12/1/09,292,173,2863,,555,3591,15.46
2009,12,12/1/09,305,554,4471,,1152,6177,18.65
2009,12,12/1/09,344,93,838,,245,1176,20.83
2009,12,12/1/09,439,231,1175,,464,1870,24.81
2009,12,12/1/09,442,35,113,,49,197,24.87
2009,12,12/1/09,444,169,1567,,736,2472,29.77
2009,12,12/1/09,445,104,1067,,385,1556,24.74
2009,12,12/1/09,446,251,2230,,796,3277,24.29
2009,12,12/1/09,450,12,93,,57,162,35.19
2009,12,12/1/09,460,466,3310,,1688,5464,30.89
2009,12,12/1/09,484,52,882,,332,1266,26.22
2009,12,12/1/09,485,116,1616,,413,2145,19.25
2009,12,12/1/09,487,447,3830,,965,5242,18.41
2009,12,12/1/09,490,57,950,,273,1280,21.33
2009,12,12/1/09,534,82,560,,237,879,26.96
2009,12,12/1/09,550,731,4896,,1948,7575,25.72
2009,12,12/1/09,603,0,4,,7,11,63.64
2009,12,12/1/09,611,323,4131,,1097,5551,19.76
2009,12,12/1/09,612,275,3302,,814,4391,18.54
2009,12,12/1/09,620,22,609,,132,763,17.30
2009,12,12/1/09,645,21,349,,61,431,14.15
2009,12,12/1/09,665,63,310,,40,413,9.69
2009,12,12/1/09,685,20,631,,65,716,9.08
2009,12,12/1/09,687,70,886,,369,1325,27.85
2009,12,12/1/09,704,1044,4769,,3292,9105,36.16
2009,12,12/1/09,705,373,2134,,1320,3827,34.49
2009,12,12/1/09,710,699,3990,,3054,7743,39.44
2009,12,12/1/09,711,799,3770,,1658,6227,26.63
2009,12,12/1/09,714,781,2265,,643,3689,17.43
2009,12,12/1/09,715,303,1410,,1086,2799,38.80
2009,12,12/1/09,720,5188,21595,,11172,37955,29.43
2009,12,12/1/09,728,945,3462,,1057,5464,19.34
2009,12,12/1/09,730,633,1976,,192,2801,6.85
2009,12,12/1/09,734,192,1830,,288,2310,12.47
2009,12,12/1/09,740,1549,6161,,2797,10507,26.62
2009,12,12/1/09,741,136,2538,,369,3043,12.13
2009,12,12/1/09,745,751,7041,,1607,9399,17.10
2009,12,12/1/09,750,550,5280,,1380,7210,19.14
2009,12,12/1/09,751,765,4447,,1388,6600,21.03
2009,12,12/1/09,753,479,2543,,216,3238,6.67
2009,12,12/1/09,754,1768,10462,,5120,17350,29.51
2009,12,12/1/09,757,1006,4138,,1234,6378,19.35
2009,12,12/1/09,760,482,3246,,1386,5114,27.10
2009,12,12/1/09,761,1129,6493,,3786,11408,33.19
2009,12,12/1/09,762,468,2542,,1148,4158,27.61
2009,12,12/1/09,770,1179,3383,,1124,5686,19.77
2009,12,12/1/09,780,228,1744,,807,2779,29.04
2009,12,12/1/09,794,1230,5957,,2851,10038,28.40
2009,12,12/1/09,901,12158,22768,,889,35815,2.48
2009,12,12/1/09,902,211,1624,,331,2166,15.28
2009,12,12/1/09,910,25,143,,50,218,22.94
2009,12,12/1/09,920,138,579,,171,888,19.26
2010,1,1/1/10,2,1233,13811,,5961,21005,28.38
2010,1,1/1/10,4,1327,15818,,6385,23530,27.14
2010,1,1/1/10,10,859,8839,,2940,12638,23.26
2010,1,1/1/10,14,1620,13723,,5106,20449,24.97
2010,1,1/1/10,16,1174,17722,,4508,23404,19.26
2010,1,1/1/10,18,1011,17539,,1679,20229,8.30
2010,1,1/1/10,20,2078,20380,,5655,28113,20.12
2010,1,1/1/10,26,1738,21157,,3488,26383,13.22
2010,1,1/1/10,28,443,5804,,1161,7408,15.67
2010,1,1/1/10,30,538,4149,,692,5379,12.86
2010,1,1/1/10,33,1636,16605,,6087,24328,25.02
2010,1,1/1/10,35,248,3261,,869,4378,19.85
2010,1,1/1/10,38,266,2676,,617,3559,17.34
2010,1,1/1/10,40,1395,11162,,4017,16574,24.24
2010,1,1/1/10,42,398,2724,,806,3928,20.52
2010,1,1/1/10,45,2299,18702,,2675,23676,11.30
2010,1,1/1/10,53,604,10206,,1914,12724,15.04
2010,1,1/1/10,55,952,12755,,2245,15952,14.07
2010,1,1/1/10,60,620,10400,,2749,13769,19.97
2010,1,1/1/10,62,533,5701,,1203,7437,16.18
2010,1,1/1/10,66,954,15168,,2128,18250,11.66
2010,1,1/1/10,70,388,6936,,1051,8375,12.55
2010,1,1/1/10,71,23,528,,83,634,13.09
2010,1,1/1/10,76,441,7846,,1856,10143,18.30
2010,1,1/1/10,78,639,6392,,1472,8503,17.31
2010,1,1/1/10,81,606,9620,,1865,12091,15.42
2010,1,1/1/10,83,220,4480,,872,5572,15.65
2010,1,1/1/10,84,321,7152,,1072,8545,12.55
2010,1,1/1/10,90,723,6958,,1175,8856,13.27
2010,1,1/1/10,92,828,6947,,1166,8941,13.04
2010,1,1/1/10,94,699,10964,,2051,13714,14.96
2010,1,1/1/10,96,0,10,,0,10,0.00
2010,1,1/1/10,102,290,2307,,847,3444,24.59
2010,1,1/1/10,105,904,12213,,3820,16937,22.55
2010,1,1/1/10,108,1210,9832,,4090,15132,27.03
2010,1,1/1/10,110,709,7170,,2125,10004,21.24
2010,1,1/1/10,111,1525,9585,,2826,13936,20.28
2010,1,1/1/10,115,875,7896,,3265,12036,27.13
2010,1,1/1/10,117,668,5822,,2271,8761,25.92
2010,1,1/1/10,120,84,1812,,342,2238,15.28
2010,1,1/1/10,121,391,5548,,579,6518,8.88
2010,1,1/1/10,126,4,66,,9,79,11.39
2010,1,1/1/10,127,186,733,,94,1013,9.28
2010,1,1/1/10,150,906,11511,,2826,15243,18.54
2010,1,1/1/10,152,818,10728,,3088,14634,21.10
2010,1,1/1/10,154,100,1307,,440,1847,23.82
2010,1,1/1/10,155,10,599,,111,720,15.42
2010,1,1/1/10,156,520,3847,,856,5223,16.39
2010,1,1/1/10,158,201,2806,,644,3651,17.64
2010,1,1/1/10,161,132,1520,,286,1938,14.76
2010,1,1/1/10,163,1878,14448,,2723,19049,14.29
2010,1,1/1/10,164,756,7845,,1741,10342,16.83
2010,1,1/1/10,165,801,9033,,1611,11445,14.08
2010,1,1/1/10,166,621,10258,,2297,13176,17.43
2010,1,1/1/10,167,0,0,,7,7,100.00
2010,1,1/1/10,168,46,600,,101,747,13.52
2010,1,1/1/10,169,191,2178,,531,2900,18.31
2010,1,1/1/10,175,29,353,,38,420,9.05
2010,1,1/1/10,176,36,637,,109,782,13.94
2010,1,1/1/10,180,594,7545,,1451,9590,15.13
2010,1,1/1/10,183,194,3219,,934,4347,21.49
2010,1,1/1/10,190,193,3135,,890,4218,21.10
2010,1,1/1/10,200,775,12193,,1390,14358,9.68
2010,1,1/1/10,201,50,730,,206,986,20.89
2010,1,1/1/10,202,24,209,,39,272,14.34
2010,1,1/1/10,204,1509,10377,,2467,14353,17.19
2010,1,1/1/10,206,738,6678,,1943,9359,20.76
2010,1,1/1/10,207,1540,11705,,3234,16479,19.62
2010,1,1/1/10,209,22,440,,134,596,22.48
2010,1,1/1/10,210,1754,9562,,4094,15410,26.57
2010,1,1/1/10,211,40,321,,151,512,29.49
2010,1,1/1/10,212,1120,6665,,3153,10938,28.83
2010,1,1/1/10,217,626,5341,,1943,7910,24.56
2010,1,1/1/10,220,107,343,,75,525,14.29
2010,1,1/1/10,222,290,2859,,513,3662,14.01
2010,1,1/1/10,224,458,9735,,2471,12664,19.51
2010,1,1/1/10,230,586,4263,,832,5681,14.65
2010,1,1/1/10,233,684,7042,,1497,9223,16.23
2010,1,1/1/10,234,303,4688,,1031,6022,17.12
2010,1,1/1/10,236,271,3896,,622,4789,12.99
2010,1,1/1/10,243,229,2590,,436,3255,13.39
2010,1,1/1/10,245,317,4302,,668,5287,12.63
2010,1,1/1/10,246,433,4191,,1033,5657,18.26
2010,1,1/1/10,251,411,6498,,1035,7944,13.03
2010,1,1/1/10,252,142,2033,,400,2575,15.53
2010,1,1/1/10,258,105,1622,,476,2203,21.61
2010,1,1/1/10,260,828,8473,,3128,12429,25.17
2010,1,1/1/10,265,169,2557,,505,3231,15.63
2010,1,1/1/10,266,32,396,,229,657,34.86
2010,1,1/1/10,267,242,2646,,451,3339,13.51
2010,1,1/1/10,268,143,2208,,551,2902,18.99
2010,1,1/1/10,270,3,47,,39,89,43.82
2010,1,1/1/10,287,96,1750,,217,2063,10.52
2010,1,1/1/10,290,31,725,,221,977,22.62
2010,1,1/1/10,292,153,3070,,487,3710,13.13
2010,1,1/1/10,305,348,3386,,1044,4778,21.85
2010,1,1/1/10,344,144,1304,,426,1874,22.73
2010,1,1/1/10,439,188,812,,337,1337,25.21
2010,1,1/1/10,442,11,60,,19,90,21.11
2010,1,1/1/10,445,105,774,,266,1145,23.23
2010,1,1/1/10,460,397,3479,,1374,5250,26.17
2010,1,1/1/10,485,109,1356,,336,1801,18.66
2010,1,1/1/10,487,368,3521,,703,4592,15.31
2010,1,1/1/10,534,56,362,,205,623,32.91
2010,1,1/1/10,550,440,4098,,1436,5974,24.04
2010,1,1/1/10,603,0,1,,4,5,80.00
2010,1,1/1/10,611,249,3785,,1066,5100,20.90
2010,1,1/1/10,612,142,3194,,848,4184,20.27
2010,1,1/1/10,620,25,599,,90,714,12.61
2010,1,1/1/10,645,17,290,,51,358,14.25
2010,1,1/1/10,665,38,289,,35,362,9.67
2010,1,1/1/10,685,13,554,,54,621,8.70
2010,1,1/1/10,687,59,726,,168,953,17.63
2010,1,1/1/10,704,318,2171,,1625,4114,39.50
2010,1,1/1/10,705,309,1746,,805,2860,28.15
2010,1,1/1/10,710,352,2688,,955,3995,23.90
2010,1,1/1/10,711,267,2356,,600,3223,18.62
2010,1,1/1/10,714,101,892,,249,1242,20.05
2010,1,1/1/10,715,232,965,,512,1709,29.96
2010,1,1/1/10,720,1756,10258,,4028,16042,25.11
2010,1,1/1/10,728,498,2630,,693,3821,18.14
2010,1,1/1/10,730,138,1239,,82,1459,5.62
2010,1,1/1/10,734,78,1161,,199,1438,13.84
2010,1,1/1/10,740,564,4006,,1316,5886,22.36
2010,1,1/1/10,741,40,1464,,137,1641,8.35
2010,1,1/1/10,745,317,4358,,789,5464,14.44
2010,1,1/1/10,750,193,2711,,633,3537,17.90
2010,1,1/1/10,751,154,2977,,851,3982,21.37
2010,1,1/1/10,753,252,1741,,97,2090,4.64
2010,1,1/1/10,754,704,5592,,2135,8431,25.32
2010,1,1/1/10,757,390,1906,,366,2662,13.75
2010,1,1/1/10,760,299,2100,,559,2958,18.90
2010,1,1/1/10,761,563,4170,,2251,6984,32.23
2010,1,1/1/10,762,279,1968,,887,3134,28.30
2010,1,1/1/10,770,291,3398,,817,4506,18.13
2010,1,1/1/10,780,154,1918,,412,2484,16.59
2010,1,1/1/10,794,899,4838,,2033,7770,26.16
2010,1,1/1/10,901,532,11176,,384,12092,3.18
2010,1,1/1/10,902,196,2616,,650,3462,18.78
2010,1,1/1/10,910,30,170,,64,264,24.24
2010,1,1/1/10,920,78,412,,166,656,25.30
2010,2,2/1/10,2,1074,13380,,5547,20001,27.73
2010,2,2/1/10,4,1415,15965,,6273,23653,26.52
2010,2,2/1/10,10,760,8520,,3091,12371,24.99
2010,2,2/1/10,14,1302,12890,,5211,19403,26.86
2010,2,2/1/10,16,1175,16482,,4637,22294,20.80
2010,2,2/1/10,18,911,16681,,2002,19594,10.22
2010,2,2/1/10,20,1862,19119,,4794,25775,18.60
2010,2,2/1/10,26,1347,18760,,4706,24813,18.97
2010,2,2/1/10,28,366,5190,,1319,6875,19.19
2010,2,2/1/10,30,945,8951,,1510,11406,13.24
2010,2,2/1/10,33,1587,16124,,6425,24136,26.62
2010,2,2/1/10,35,225,2979,,785,3989,19.68
2010,2,2/1/10,38,261,2589,,705,3555,19.83
2010,2,2/1/10,40,1132,9892,,4709,15733,29.93
2010,2,2/1/10,42,321,2754,,1005,4080,24.63
2010,2,2/1/10,45,1621,17754,,3386,22761,14.88
2010,2,2/1/10,53,455,8938,,2298,11691,19.66
2010,2,2/1/10,55,794,11289,,2639,14722,17.93
2010,2,2/1/10,60,469,9392,,3293,13154,25.03
2010,2,2/1/10,62,488,5782,,1280,7550,16.95
2010,2,2/1/10,66,779,13733,,2585,17097,15.12
2010,2,2/1/10,70,404,6385,,1198,7987,15.00
2010,2,2/1/10,71,21,576,,54,651,8.29
2010,2,2/1/10,76,513,7418,,1833,9764,18.77
2010,2,2/1/10,78,624,6008,,1366,7998,17.08
2010,2,2/1/10,81,400,9251,,1999,11650,17.16
2010,2,2/1/10,83,240,4255,,841,5336,15.76
2010,2,2/1/10,84,281,6645,,1139,8065,14.12
2010,2,2/1/10,90,628,6410,,1325,8363,15.84
2010,2,2/1/10,92,679,6340,,1346,8365,16.09
2010,2,2/1/10,94,521,10544,,2417,13482,17.93
2010,2,2/1/10,96,1,7,,1,9,11.11
2010,2,2/1/10,102,274,2108,,960,3342,28.73
2010,2,2/1/10,105,635,10952,,3988,15575,25.61
2010,2,2/1/10,108,797,8458,,4141,13396,30.91
2010,2,2/1/10,110,598,7243,,2318,10159,22.82
2010,2,2/1/10,111,842,7421,,3106,11369,27.32
2010,2,2/1/10,115,670,6822,,3749,11241,33.35
2010,2,2/1/10,117,519,4958,,2316,7793,29.72
2010,2,2/1/10,120,60,1553,,420,2033,20.66
2010,2,2/1/10,121,342,5076,,687,6105,11.25
2010,2,2/1/10,126,6,73,,10,89,11.24
2010,2,2/1/10,127,163,728,,161,1052,15.30
2010,2,2/1/10,150,917,9995,,2920,13832,21.11
2010,2,2/1/10,152,672,9862,,3160,13694,23.08
2010,2,2/1/10,154,128,1459,,437,2024,21.59
2010,2,2/1/10,155,28,612,,102,742,13.75
2010,2,2/1/10,156,446,3822,,932,5200,17.92
2010,2,2/1/10,158,206,2866,,631,3703,17.04
2010,2,2/1/10,161,138,1584,,243,1965,12.37
2010,2,2/1/10,163,1684,13797,,2513,17994,13.97
2010,2,2/1/10,164,759,7600,,1605,9964,16.11
2010,2,2/1/10,165,777,8762,,1490,11029,13.51
2010,2,2/1/10,166,484,9763,,2445,12692,19.26
2010,2,2/1/10,167,0,2,,5,7,71.43
2010,2,2/1/10,168,38,544,,110,692,15.90
2010,2,2/1/10,169,180,2479,,715,3374,21.19
2010,2,2/1/10,175,41,387,,37,465,7.96
2010,2,2/1/10,176,58,667,,110,835,13.17
2010,2,2/1/10,180,563,6419,,1448,8430,17.18
2010,2,2/1/10,183,224,3132,,978,4334,22.57
2010,2,2/1/10,190,178,2992,,854,4024,21.22
2010,2,2/1/10,200,790,11579,,1625,13994,11.61
2010,2,2/1/10,201,46,683,,192,921,20.85
2010,2,2/1/10,202,18,209,,66,293,22.53
2010,2,2/1/10,204,1046,9009,,3035,13090,23.19
2010,2,2/1/10,206,607,6277,,2239,9123,24.54
2010,2,2/1/10,207,1302,10460,,3265,15027,21.73
2010,2,2/1/10,209,25,552,,146,723,20.19
2010,2,2/1/10,210,1228,8651,,4579,14458,31.67
2010,2,2/1/10,211,24,366,,139,529,26.28
2010,2,2/1/10,212,888,6365,,3113,10366,30.03
2010,2,2/1/10,217,509,5309,,1687,7505,22.48
2010,2,2/1/10,220,63,288,,85,436,19.50
2010,2,2/1/10,222,271,2602,,615,3488,17.63
2010,2,2/1/10,224,579,9018,,2806,12403,22.62
2010,2,2/1/10,230,404,4505,,844,5753,14.67
2010,2,2/1/10,233,524,6435,,2007,8966,22.38
2010,2,2/1/10,234,231,4452,,948,5631,16.84
2010,2,2/1/10,236,259,4051,,556,4866,11.43
2010,2,2/1/10,243,245,2656,,679,3580,18.97
2010,2,2/1/10,245,238,4319,,910,5467,16.65
2010,2,2/1/10,246,461,4000,,943,5404,17.45
2010,2,2/1/10,251,321,5964,,1171,7456,15.71
2010,2,2/1/10,252,137,2119,,487,2743,17.75
2010,2,2/1/10,258,103,1743,,445,2291,19.42
2010,2,2/1/10,260,619,7704,,2354,10677,22.05
2010,2,2/1/10,265,184,2454,,387,3025,12.79
2010,2,2/1/10,266,241,2625,,1085,3951,27.46
2010,2,2/1/10,267,213,2425,,517,3155,16.39
2010,2,2/1/10,268,128,1912,,434,2474,17.54
2010,2,2/1/10,270,21,270,,144,435,33.10
2010,2,2/1/10,287,68,1803,,254,2125,11.95
2010,2,2/1/10,290,28,726,,192,946,20.30
2010,2,2/1/10,292,146,2990,,449,3585,12.52
2010,2,2/1/10,305,304,3241,,1144,4689,24.40
2010,2,2/1/10,344,126,1217,,305,1648,18.51
2010,2,2/1/10,439,152,729,,392,1273,30.79
2010,2,2/1/10,442,6,68,,20,94,21.28
2010,2,2/1/10,445,99,688,,247,1034,23.89
2010,2,2/1/10,460,257,3342,,1512,5111,29.58
2010,2,2/1/10,485,126,1309,,233,1668,13.97
2010,2,2/1/10,487,319,3328,,743,4390,16.92
2010,2,2/1/10,534,46,258,,142,446,31.84
2010,2,2/1/10,550,454,3754,,1793,6001,29.88
2010,2,2/1/10,611,194,3362,,1129,4685,24.10
2010,2,2/1/10,612,100,2481,,938,3519,26.66
2010,2,2/1/10,620,40,782,,138,960,14.38
2010,2,2/1/10,645,16,380,,88,484,18.18
2010,2,2/1/10,665,23,362,,52,437,11.90
2010,2,2/1/10,685,16,656,,107,779,13.74
2010,2,2/1/10,687,50,746,,113,909,12.43
2010,2,2/1/10,704,288,2069,,1680,4037,41.62
2010,2,2/1/10,705,214,1937,,1040,3191,32.59
2010,2,2/1/10,710,268,2720,,1411,4399,32.08
2010,2,2/1/10,711,236,2239,,723,3198,22.61
2010,2,2/1/10,714,89,898,,266,1253,21.23
2010,2,2/1/10,715,201,988,,687,1876,36.62
2010,2,2/1/10,720,1530,9057,,4058,14645,27.71
2010,2,2/1/10,728,320,2181,,581,3082,18.85
2010,2,2/1/10,730,185,1129,,65,1379,4.71
2010,2,2/1/10,734,74,1258,,290,1622,17.88
2010,2,2/1/10,740,394,3845,,1746,5985,29.17
2010,2,2/1/10,741,45,1513,,167,1725,9.68
2010,2,2/1/10,745,226,4076,,970,5272,18.40
2010,2,2/1/10,750,154,2526,,635,3315,19.16
2010,2,2/1/10,751,139,2840,,943,3922,24.04
2010,2,2/1/10,753,168,2043,,186,2397,7.76
2010,2,2/1/10,754,538,4955,,2842,8335,34.10
2010,2,2/1/10,757,372,1801,,368,2541,14.48
2010,2,2/1/10,760,270,2155,,710,3135,22.65
2010,2,2/1/10,761,469,3772,,2408,6649,36.22
2010,2,2/1/10,762,281,1966,,595,2842,20.94
2010,2,2/1/10,770,307,3208,,1007,4522,22.27
2010,2,2/1/10,780,121,1757,,362,2240,16.16
2010,2,2/1/10,794,648,4071,,1945,6664,29.19
2010,2,2/1/10,901,551,11463,,564,12578,4.48
2010,2,2/1/10,902,210,2486,,1066,3762,28.34
2010,2,2/1/10,910,35,112,,39,186,20.97
2010,2,2/1/10,920,85,458,,154,697,22.09
2010,3,3/1/10,2,1531,15149,,5741,22421,25.61
2010,3,3/1/10,4,1534,16241,,6487,24262,26.74
2010,3,3/1/10,10,1019,9975,,3159,14153,22.32
2010,3,3/1/10,14,1541,14270,,5525,21336,25.90
2010,3,3/1/10,16,1256,18686,,4941,24883,19.86
2010,3,3/1/10,18,1451,20820,,2238,24509,9.13
2010,3,3/1/10,20,2047,20936,,5457,28440,19.19
2010,3,3/1/10,26,1655,22045,,4796,28496,16.83
2010,3,3/1/10,28,529,6116,,1232,7877,15.64
2010,3,3/1/10,30,1142,10054,,1779,12975,13.71
2010,3,3/1/10,33,1906,17190,,8051,27147,29.66
2010,3,3/1/10,35,329,3505,,990,4824,20.52
2010,3,3/1/10,38,360,2820,,724,3904,18.55
2010,3,3/1/10,40,1266,10518,,5254,17038,30.84
2010,3,3/1/10,42,387,2937,,1269,4593,27.63
2010,3,3/1/10,45,2254,22112,,3768,28134,13.39
2010,3,3/1/10,53,748,10789,,2969,14506,20.47
2010,3,3/1/10,55,1126,13691,,3015,17832,16.91
2010,3,3/1/10,60,715,11488,,3429,15632,21.94
2010,3,3/1/10,62,680,7065,,1420,9165,15.49
2010,3,3/1/10,66,962,17232,,3000,21194,14.15
2010,3,3/1/10,70,440,7623,,1033,9096,11.36
2010,3,3/1/10,71,38,840,,81,959,8.45
2010,3,3/1/10,76,431,8307,,1983,10721,18.50
2010,3,3/1/10,78,760,7304,,1657,9721,17.05
2010,3,3/1/10,81,658,11581,,2300,14539,15.82
2010,3,3/1/10,83,369,5289,,845,6503,12.99
2010,3,3/1/10,84,379,8346,,1305,10030,13.01
2010,3,3/1/10,90,679,7712,,1602,9993,16.03
2010,3,3/1/10,92,821,7344,,1613,9778,16.50
2010,3,3/1/10,94,638,11539,,2991,15168,19.72
2010,3,3/1/10,96,3,27,,7,37,18.92
2010,3,3/1/10,102,376,2324,,967,3667,26.37
2010,3,3/1/10,105,867,12352,,4273,17492,24.43
2010,3,3/1/10,108,856,10946,,5126,16928,30.28
2010,3,3/1/10,110,722,8910,,2835,12467,22.74
2010,3,3/1/10,111,1153,8766,,3528,13447,26.24
2010,3,3/1/10,115,692,7856,,4296,12844,33.45
2010,3,3/1/10,117,572,6035,,2644,9251,28.58
2010,3,3/1/10,120,76,1900,,619,2595,23.85
2010,3,3/1/10,121,418,5635,,946,6999,13.52
2010,3,3/1/10,126,8,126,,32,166,19.28
2010,3,3/1/10,127,244,795,,175,1214,14.42
2010,3,3/1/10,150,1045,12433,,3578,17056,20.98
2010,3,3/1/10,152,864,12624,,4105,17593,23.33
2010,3,3/1/10,154,211,1832,,559,2602,21.48
2010,3,3/1/10,155,45,762,,139,946,14.69
2010,3,3/1/10,156,433,3975,,1279,5687,22.49
2010,3,3/1/10,158,254,3405,,993,4652,21.35
2010,3,3/1/10,161,208,2727,,484,3419,14.16
2010,3,3/1/10,163,1847,16691,,2852,21390,13.33
2010,3,3/1/10,164,863,9072,,2036,11971,17.01
2010,3,3/1/10,165,862,11145,,1449,13456,10.77
2010,3,3/1/10,166,753,13188,,2836,16777,16.90
2010,3,3/1/10,168,67,819,,200,1086,18.42
2010,3,3/1/10,169,233,3440,,864,4537,19.04
2010,3,3/1/10,175,49,635,,22,706,3.12
2010,3,3/1/10,176,94,970,,119,1183,10.06
2010,3,3/1/10,177,0,3,,0,3,0.00
2010,3,3/1/10,180,638,7894,,2220,10752,20.65
2010,3,3/1/10,183,227,3654,,1169,5050,23.15
2010,3,3/1/10,190,232,3778,,1149,5159,22.27
2010,3,3/1/10,200,946,12748,,1939,15633,12.40
2010,3,3/1/10,201,157,780,,162,1099,14.74
2010,3,3/1/10,202,32,375,,60,467,12.85
2010,3,3/1/10,204,1212,10316,,2648,14176,18.68
2010,3,3/1/10,206,797,7081,,2602,10480,24.83
2010,3,3/1/10,207,1628,12114,,3588,17330,20.70
2010,3,3/1/10,209,31,756,,177,964,18.36
