year,month,month_year,line,early,ontime,earlyorontime_rail,late,total,pctlate
2011,2,2/1/11,290,54,1164,,63,1281,4.92
2011,2,2/1/11,292,108,3081,,821,4010,20.47
2011,2,2/1/11,305,216,4038,,1078,5332,20.22
2011,2,2/1/11,344,113,1780,,345,2238,15.42
2011,2,2/1/11,439,100,481,,256,837,30.59
2011,2,2/1/11,442,16,296,,83,395,21.01
2011,2,2/1/11,445,74,1335,,380,1789,21.24
2011,2,2/1/11,460,439,5402,,1643,7484,21.95
2011,2,2/1/11,485,116,1465,,280,1861,15.05
2011,2,2/1/11,487,293,3953,,1111,5357,20.74
2011,2,2/1/11,534,273,1582,,494,2349,21.03
