LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,SUSAN SHELLEY,MATT DABABNEH
LOS ANGELES,9001825B,3874,56,N,1322,TOTAL,264,105,125
LOS ANGELES,9001877B,3891,56,N,1386,POLLING PLACE,90,25,56
LOS ANGELES,9001877B,3891,56,N,0,VBM PORTION,76,31,40
LOS ANGELES,9001877B,3891,56,N,1386,TOTAL,166,56,96
LOS ANGELES,9001892B,3896,56,N,1340,POLLING PLACE,99,25,64
LOS ANGELES,9001892B,3896,56,N,0,VBM PORTION,116,31,76
LOS ANGELES,9001892B,3896,56,N,1340,TOTAL,215,56,140
LOS ANGELES,9001893A,3897,56,N,1344,POLLING PLACE,79,31,38
LOS ANGELES,9001893A,3897,56,N,0,VBM PORTION,134,26,94
LOS ANGELES,9001893A,3897,56,N,1344,TOTAL,213,57,132
LOS ANGELES,9001999A,3937,56,N,632,POLLING PLACE,61,26,31
LOS ANGELES,9001999A,3937,56,N,0,VBM PORTION,67,32,26
LOS ANGELES,9001999A,3937,56,N,632,TOTAL,128,58,57
LOS ANGELES,9002123A,4000,56,N,1269,POLLING PLACE,89,38,38
LOS ANGELES,9002123A,4000,56,N,0,VBM PORTION,142,51,70
LOS ANGELES,9002123A,4000,56,N,1269,TOTAL,231,89,108
LOS ANGELES,9002125B,4002,54,N,1307,POLLING PLACE,86,35,45
LOS ANGELES,9002125B,4002,54,N,0,VBM PORTION,105,36,52
LOS ANGELES,9002125B,4002,54,N,1307,TOTAL,191,71,97
LOS ANGELES,9002307B,4082,56,N,1552,POLLING PLACE,89,28,53
LOS ANGELES,9002307B,4082,56,N,0,VBM PORTION,107,33,66
LOS ANGELES,9002307B,4082,56,N,1552,TOTAL,196,61,119
LOS ANGELES,9002315A,4084,54,N,1038,POLLING PLACE,67,15,43
LOS ANGELES,9002315A,4084,54,N,0,VBM PORTION,71,30,34
LOS ANGELES,9002315A,4084,54,N,1038,TOTAL,138,45,77
LOS ANGELES,9003122A,4288,56,N,1159,POLLING PLACE,148,70,71
LOS ANGELES,9003122A,4288,56,N,0,VBM PORTION,156,64,80
LOS ANGELES,9003122A,4288,56,N,1159,TOTAL,304,134,151
LOS ANGELES,9003128A,4289,57,N,934,POLLING PLACE,101,60,35
LOS ANGELES,9003128A,4289,57,N,0,VBM PORTION,131,78,40
LOS ANGELES,9003128A,4289,57,N,934,TOTAL,232,138,75
LOS ANGELES,9003129A,4290,57,N,1118,POLLING PLACE,134,69,52
LOS ANGELES,9003129A,4290,57,N,0,VBM PORTION,112,55,48
LOS ANGELES,9003129A,4290,57,N,1118,TOTAL,246,124,100
LOS ANGELES,9003218B,4301,56,N,1243,POLLING PLACE,121,62,44
LOS ANGELES,9003218B,4301,56,N,0,VBM PORTION,147,56,84
LOS ANGELES,9003218B,4301,56,N,1243,TOTAL,268,118,128
LOS ANGELES,9003465A,4320,56,N,449,POLLING PLACE,42,18,19
LOS ANGELES,9003465A,4320,56,N,0,VBM PORTION,79,26,45
LOS ANGELES,9003465A,4320,56,N,449,TOTAL,121,44,64
LOS ANGELES,9003600A,4326,56,N,1165,POLLING PLACE,141,65,62
LOS ANGELES,9003600A,4326,56,N,0,VBM PORTION,128,59,62
LOS ANGELES,9003600A,4326,56,N,1165,TOTAL,269,124,124
LOS ANGELES,9003626A,4330,50,N,1393,POLLING PLACE,154,68,81
LOS ANGELES,9003626A,4330,50,N,0,VBM PORTION,158,61,89
LOS ANGELES,9003626A,4330,50,N,1393,TOTAL,312,129,170
LOS ANGELES,9003681A,4333,56,N,1274,POLLING PLACE,81,21,52
LOS ANGELES,9003681A,4333,56,N,0,VBM PORTION,145,32,103
LOS ANGELES,9003681A,4333,56,N,1274,TOTAL,226,53,155
LOS ANGELES,9003683A,4334,56,N,1412,POLLING PLACE,120,32,81
LOS ANGELES,9003683A,4334,56,N,0,VBM PORTION,157,41,102
LOS ANGELES,9003683A,4334,56,N,1412,TOTAL,277,73,183
LOS ANGELES,9004210A,4357,53,N,975,POLLING PLACE,117,46,60
LOS ANGELES,9004210A,4357,53,N,0,VBM PORTION,88,34,49
LOS ANGELES,9004210A,4357,53,N,975,TOTAL,205,80,109
LOS ANGELES,9004217A,4361,57,N,1159,POLLING PLACE,181,109,59
LOS ANGELES,9004217A,4361,57,N,0,VBM PORTION,133,59,60
LOS ANGELES,9004217A,4361,57,N,1159,TOTAL,314,168,119
LOS ANGELES,9004240A,4371,56,N,1507,POLLING PLACE,60,16,38
LOS ANGELES,9004240A,4371,56,N,0,VBM PORTION,146,55,73
LOS ANGELES,9004240A,4371,56,N,1507,TOTAL,206,71,111
LOS ANGELES,9005520A,4429,56,N,1002,POLLING PLACE,109,49,57
LOS ANGELES,9005520A,4429,56,N,0,VBM PORTION,111,44,55
LOS ANGELES,9005520A,4429,56,N,1002,TOTAL,220,93,112
LOS ANGELES,9006260A,4493,50,N,1219,POLLING PLACE,105,46,53
LOS ANGELES,9006260A,4493,50,N,0,VBM PORTION,127,58,58
LOS ANGELES,9006260A,4493,50,N,1219,TOTAL,232,104,111
LOS ANGELES,9006267A,4494,50,N,1229,POLLING PLACE,133,63,61
LOS ANGELES,9006267A,4494,50,N,0,VBM PORTION,158,72,71
LOS ANGELES,9006267A,4494,50,N,1229,TOTAL,291,135,132
LOS ANGELES,9006268A,4495,57,N,968,POLLING PLACE,53,33,17
LOS ANGELES,9006268A,4495,57,N,0,VBM PORTION,111,52,44
LOS ANGELES,9006268A,4495,57,N,968,TOTAL,164,85,61
LOS ANGELES,9006274A,4496,51,N,1230,POLLING PLACE,176,89,78
LOS ANGELES,9006274A,4496,51,N,0,VBM PORTION,125,46,68
LOS ANGELES,9006274A,4496,51,N,1230,TOTAL,301,135,146
LOS ANGELES,9006276B,4497,50,N,1106,POLLING PLACE,4,0,3
LOS ANGELES,9006276B,4497,50,N,0,VBM PORTION,3,0,2
LOS ANGELES,9006276B,4497,50,N,1106,TOTAL,7,0,5
LOS ANGELES,9006279A,4498,57,N,877,POLLING PLACE,106,47,50
LOS ANGELES,9006279A,4498,57,N,0,VBM PORTION,98,53,36
LOS ANGELES,9006279A,4498,57,N,877,TOTAL,204,100,86
LOS ANGELES,9006288A,4499,50,N,1243,POLLING PLACE,192,103,80
LOS ANGELES,9006288A,4499,50,N,0,VBM PORTION,157,86,59
LOS ANGELES,9006288A,4499,50,N,1243,TOTAL,349,189,139
LOS ANGELES,9006293A,4500,50,N,1254,POLLING PLACE,98,45,44
LOS ANGELES,9006293A,4500,50,N,0,VBM PORTION,81,34,40
LOS ANGELES,9006293A,4500,50,N,1254,TOTAL,179,79,84
LOS ANGELES,9006297A,4501,56,N,1364,POLLING PLACE,124,57,59
LOS ANGELES,9006297A,4501,56,N,0,VBM PORTION,118,60,53
LOS ANGELES,9006297A,4501,56,N,1364,TOTAL,242,117,112
LOS ANGELES,9006405A,4533,56,N,1130,POLLING PLACE,76,39,28
LOS ANGELES,9006405A,4533,56,N,0,VBM PORTION,57,21,30
LOS ANGELES,9006405A,4533,56,N,1130,TOTAL,133,60,58
LOS ANGELES,9006405C,4534,56,N,1221,POLLING PLACE,70,29,39
LOS ANGELES,9006405C,4534,56,N,0,VBM PORTION,79,30,43
LOS ANGELES,9006405C,4534,56,N,1221,TOTAL,149,59,82
LOS ANGELES,9006410A,4535,57,N,1130,POLLING PLACE,65,21,34
LOS ANGELES,9006410A,4535,57,N,0,VBM PORTION,89,43,39
LOS ANGELES,9006410A,4535,57,N,1130,TOTAL,154,64,73
LOS ANGELES,9006416B,6221,57,Y,302,POLLING PLACE,0,0,0
LOS ANGELES,9006416B,6221,57,Y,0,VBM PORTION,78,29,39
LOS ANGELES,9006416B,6221,57,Y,302,TOTAL,78,29,39
LOS ANGELES,9006419A,4536,57,N,1105,POLLING PLACE,173,91,71
LOS ANGELES,9006419A,4536,57,N,0,VBM PORTION,118,54,53
LOS ANGELES,9006419A,4536,57,N,1105,TOTAL,291,145,124
LOS ANGELES,9006421A,4537,57,N,905,POLLING PLACE,138,71,59
LOS ANGELES,9006421A,4537,57,N,0,VBM PORTION,85,40,39
LOS ANGELES,9006421A,4537,57,N,905,TOTAL,223,111,98
LOS ANGELES,9006427A,4538,56,N,1337,POLLING PLACE,122,32,79
LOS ANGELES,9006427A,4538,56,N,0,VBM PORTION,112,34,68
LOS ANGELES,9006427A,4538,56,N,1337,TOTAL,234,66,147
LOS ANGELES,9006428A,4539,56,N,1214,POLLING PLACE,69,28,31
LOS ANGELES,9006428A,4539,56,N,0,VBM PORTION,104,38,60
LOS ANGELES,9006428A,4539,56,N,1214,TOTAL,173,66,91
LOS ANGELES,9006429B,4540,56,N,1293,POLLING PLACE,99,41,53
LOS ANGELES,9006429B,4540,56,N,0,VBM PORTION,99,49,45
LOS ANGELES,9006429B,4540,56,N,1293,TOTAL,198,90,98
LOS ANGELES,9006432B,4541,56,N,1283,POLLING PLACE,131,62,61
LOS ANGELES,9006432B,4541,56,N,0,VBM PORTION,122,64,48
LOS ANGELES,9006432B,4541,56,N,1283,TOTAL,253,126,109
LOS ANGELES,9006438A,4542,56,N,1300,POLLING PLACE,78,28,47
LOS ANGELES,9006438A,4542,56,N,0,VBM PORTION,61,23,35
LOS ANGELES,9006438A,4542,56,N,1300,TOTAL,139,51,82
LOS ANGELES,9006440A,4543,56,N,1420,POLLING PLACE,123,37,81
LOS ANGELES,9006440A,4543,56,N,0,VBM PORTION,88,38,41
LOS ANGELES,9006440A,4543,56,N,1420,TOTAL,211,75,122
LOS ANGELES,9006441B,4544,56,N,1489,POLLING PLACE,87,39,45
LOS ANGELES,9006441B,4544,56,N,0,VBM PORTION,94,35,46
LOS ANGELES,9006441B,4544,56,N,1489,TOTAL,181,74,91
LOS ANGELES,9006444A,4545,56,N,1475,POLLING PLACE,117,50,57
LOS ANGELES,9006444A,4545,56,N,0,VBM PORTION,125,40,74
LOS ANGELES,9006444A,4545,56,N,1475,TOTAL,242,90,131
LOS ANGELES,9006447A,4546,57,N,1215,POLLING PLACE,127,69,54
LOS ANGELES,9006447A,4546,57,N,0,VBM PORTION,128,61,55
LOS ANGELES,9006447A,4546,57,N,1215,TOTAL,255,130,109
LOS ANGELES,9006450A,4547,56,N,1211,POLLING PLACE,89,54,32
LOS ANGELES,9006450A,4547,56,N,0,VBM PORTION,108,52,45
LOS ANGELES,9006450A,4547,56,N,1211,TOTAL,197,106,77
LOS ANGELES,9006452A,4548,56,N,989,POLLING PLACE,113,63,43
LOS ANGELES,9006452A,4548,56,N,0,VBM PORTION,119,52,56
LOS ANGELES,9006452A,4548,56,N,989,TOTAL,232,115,99
LOS ANGELES,9006453A,4549,56,N,1167,POLLING PLACE,138,60,68
LOS ANGELES,9006453A,4549,56,N,0,VBM PORTION,145,78,58
LOS ANGELES,9006453A,4549,56,N,1167,TOTAL,283,138,126
LOS ANGELES,9006462A,4550,56,N,1066,POLLING PLACE,66,24,40
LOS ANGELES,9006462A,4550,56,N,0,VBM PORTION,66,16,41
LOS ANGELES,9006462A,4550,56,N,1066,TOTAL,132,40,81
LOS ANGELES,9006463B,4551,56,N,1165,POLLING PLACE,111,52,49
LOS ANGELES,9006463B,4551,56,N,0,VBM PORTION,111,36,63
LOS ANGELES,9006463B,4551,56,N,1165,TOTAL,222,88,112
LOS ANGELES,9006468C,4552,56,N,1068,POLLING PLACE,114,45,64
LOS ANGELES,9006468C,4552,56,N,0,VBM PORTION,115,49,52
LOS ANGELES,9006468C,4552,56,N,1068,TOTAL,229,94,116
LOS ANGELES,9006471A,4553,56,N,869,POLLING PLACE,70,35,29
LOS ANGELES,9006471A,4553,56,N,0,VBM PORTION,109,45,56
LOS ANGELES,9006471A,4553,56,N,869,TOTAL,179,80,85
LOS ANGELES,9006473A,4554,56,N,1333,POLLING PLACE,85,33,41
LOS ANGELES,9006473A,4554,56,N,0,VBM PORTION,153,53,83
LOS ANGELES,9006473A,4554,56,N,1333,TOTAL,238,86,124
LOS ANGELES,9006482A,4555,56,N,1126,POLLING PLACE,139,75,57
LOS ANGELES,9006482A,4555,56,N,0,VBM PORTION,130,59,60
LOS ANGELES,9006482A,4555,56,N,1126,TOTAL,269,134,117
LOS ANGELES,9006483A,4556,56,N,1155,POLLING PLACE,142,83,53
LOS ANGELES,9006483A,4556,56,N,0,VBM PORTION,130,68,49
LOS ANGELES,9006483A,4556,56,N,1155,TOTAL,272,151,102
LOS ANGELES,9006487B,4557,56,N,1170,POLLING PLACE,167,83,76
LOS ANGELES,9006487B,4557,56,N,0,VBM PORTION,132,61,60
LOS ANGELES,9006487B,4557,56,N,1170,TOTAL,299,144,136
LOS ANGELES,9006490A,4558,56,N,1354,POLLING PLACE,127,62,59
LOS ANGELES,9006490A,4558,56,N,0,VBM PORTION,137,62,65
LOS ANGELES,9006490A,4558,56,N,1354,TOTAL,264,124,124
LOS ANGELES,9006492A,4559,56,N,1033,POLLING PLACE,131,78,45
LOS ANGELES,9006492A,4559,56,N,0,VBM PORTION,115,47,52
LOS ANGELES,9006492A,4559,56,N,1033,TOTAL,246,125,97
LOS ANGELES,9006495A,4560,56,N,1371,POLLING PLACE,157,69,82
LOS ANGELES,9006495A,4560,56,N,0,VBM PORTION,186,86,81
LOS ANGELES,9006495A,4560,56,N,1371,TOTAL,343,155,163
LOS ANGELES,9006500A,4561,56,N,1337,POLLING PLACE,123,53,64
LOS ANGELES,9006500A,4561,56,N,0,VBM PORTION,193,64,120
LOS ANGELES,9006500A,4561,56,N,1337,TOTAL,316,117,184
LOS ANGELES,9006602A,4562,56,N,894,POLLING PLACE,110,64,44
LOS ANGELES,9006602A,4562,56,N,0,VBM PORTION,94,48,34
LOS ANGELES,9006602A,4562,56,N,894,TOTAL,204,112,78
LOS ANGELES,9006606C,4563,56,N,956,POLLING PLACE,112,54,50
LOS ANGELES,9006606C,4563,56,N,0,VBM PORTION,122,50,62
LOS ANGELES,9006606C,4563,56,N,956,TOTAL,234,104,112
LOS ANGELES,9006611A,4564,56,N,1206,POLLING PLACE,91,37,49
LOS ANGELES,9006611A,4564,56,N,0,VBM PORTION,116,36,63
LOS ANGELES,9006611A,4564,56,N,1206,TOTAL,207,73,112
LOS ANGELES,9006614A,4565,56,N,1334,POLLING PLACE,113,43,65
LOS ANGELES,9006614A,4565,56,N,0,VBM PORTION,114,36,64
LOS ANGELES,9006614A,4565,56,N,1334,TOTAL,227,79,129
LOS ANGELES,9006615A,4566,56,N,862,POLLING PLACE,74,21,48
LOS ANGELES,9006615A,4566,56,N,0,VBM PORTION,103,25,57
LOS ANGELES,9006615A,4566,56,N,862,TOTAL,177,46,105
LOS ANGELES,9006618B,4567,56,N,1228,POLLING PLACE,199,70,114
LOS ANGELES,9006618B,4567,56,N,0,VBM PORTION,145,60,67
LOS ANGELES,9006618B,4567,56,N,1228,TOTAL,344,130,181
LOS ANGELES,9006620A,4568,56,N,1189,POLLING PLACE,114,52,58
LOS ANGELES,9006620A,4568,56,N,0,VBM PORTION,119,38,58
LOS ANGELES,9006620A,4568,56,N,1189,TOTAL,233,90,116
LOS ANGELES,9006623C,4569,56,N,1276,POLLING PLACE,101,43,45
LOS ANGELES,9006623C,4569,56,N,0,VBM PORTION,124,44,60
LOS ANGELES,9006623C,4569,56,N,1276,TOTAL,225,87,105
LOS ANGELES,9006624A,4570,56,N,1252,POLLING PLACE,149,58,81
LOS ANGELES,9006624A,4570,56,N,0,VBM PORTION,123,47,60
LOS ANGELES,9006624A,4570,56,N,1252,TOTAL,272,105,141
LOS ANGELES,9006626A,4571,56,N,986,POLLING PLACE,79,38,37
LOS ANGELES,9006626A,4571,56,N,0,VBM PORTION,85,31,41
LOS ANGELES,9006626A,4571,56,N,986,TOTAL,164,69,78
LOS ANGELES,9006627B,4572,56,N,626,POLLING PLACE,59,21,36
LOS ANGELES,9006627B,4572,56,N,0,VBM PORTION,61,33,20
LOS ANGELES,9006627B,4572,56,N,626,TOTAL,120,54,56
LOS ANGELES,9006632C,4573,56,N,1166,POLLING PLACE,84,29,51
LOS ANGELES,9006632C,4573,56,N,0,VBM PORTION,134,51,63
LOS ANGELES,9006632C,4573,56,N,1166,TOTAL,218,80,114
LOS ANGELES,9006651A,4574,56,N,1375,POLLING PLACE,137,55,66
LOS ANGELES,9006651A,4574,56,N,0,VBM PORTION,145,61,65
LOS ANGELES,9006651A,4574,56,N,1375,TOTAL,282,116,131
LOS ANGELES,9006652A,4575,56,N,1206,POLLING PLACE,116,41,62
LOS ANGELES,9006652A,4575,56,N,0,VBM PORTION,158,55,87
LOS ANGELES,9006652A,4575,56,N,1206,TOTAL,274,96,149
LOS ANGELES,9006656A,4576,56,N,1351,POLLING PLACE,168,44,104
LOS ANGELES,9006656A,4576,56,N,0,VBM PORTION,196,51,104
LOS ANGELES,9006656A,4576,56,N,1351,TOTAL,364,95,208
LOS ANGELES,9006660B,4577,56,N,1005,POLLING PLACE,112,39,58
LOS ANGELES,9006660B,4577,56,N,0,VBM PORTION,168,58,86
LOS ANGELES,9006660B,4577,56,N,1005,TOTAL,280,97,144
LOS ANGELES,9006666A,4578,56,N,1202,POLLING PLACE,140,39,82
LOS ANGELES,9006666A,4578,56,N,0,VBM PORTION,151,40,87
LOS ANGELES,9006666A,4578,56,N,1202,TOTAL,291,79,169
LOS ANGELES,9006667A,4579,56,N,1115,POLLING PLACE,94,25,60
LOS ANGELES,9006667A,4579,56,N,0,VBM PORTION,181,63,97
LOS ANGELES,9006667A,4579,56,N,1115,TOTAL,275,88,157
LOS ANGELES,9007674A,4608,56,N,1033,POLLING PLACE,125,45,71
LOS ANGELES,9007674A,4608,56,N,0,VBM PORTION,168,64,85
LOS ANGELES,9007674A,4608,56,N,1033,TOTAL,293,109,156
LOS ANGELES,9007807A,4624,52,N,1268,POLLING PLACE,121,63,50
LOS ANGELES,9007807A,4624,52,N,0,VBM PORTION,99,27,54
LOS ANGELES,9007807A,4624,52,N,1268,TOTAL,220,90,104
LOS ANGELES,9007825B,4625,50,N,1298,POLLING PLACE,184,76,101
LOS ANGELES,9007825B,4625,50,N,0,VBM PORTION,196,89,76
LOS ANGELES,9007825B,4625,50,N,1298,TOTAL,380,165,177
LOS ANGELES,9007843A,4628,56,N,1267,POLLING PLACE,162,55,94
LOS ANGELES,9007843A,4628,56,N,0,VBM PORTION,102,48,40
LOS ANGELES,9007843A,4628,56,N,1267,TOTAL,264,103,134
LOS ANGELES,9007847A,4629,52,N,1375,POLLING PLACE,94,34,55
LOS ANGELES,9007847A,4629,52,N,0,VBM PORTION,100,37,48
LOS ANGELES,9007847A,4629,52,N,1375,TOTAL,194,71,103
LOS ANGELES,9007852A,4630,50,N,1246,POLLING PLACE,98,46,47
LOS ANGELES,9007852A,4630,50,N,0,VBM PORTION,115,47,51
LOS ANGELES,9007852A,4630,50,N,1246,TOTAL,213,93,98
LOS ANGELES,9007857B,4631,56,N,519,POLLING PLACE,50,20,28
LOS ANGELES,9007857B,4631,56,N,0,VBM PORTION,40,13,21
LOS ANGELES,9007857B,4631,56,N,519,TOTAL,90,33,49
LOS ANGELES,9007864A,4632,56,N,1521,POLLING PLACE,70,21,41
LOS ANGELES,9007864A,4632,56,N,0,VBM PORTION,80,26,46
LOS ANGELES,9007864A,4632,56,N,1521,TOTAL,150,47,87
LOS ANGELES,9007883A,4633,56,N,1082,POLLING PLACE,83,44,29
LOS ANGELES,9007883A,4633,56,N,0,VBM PORTION,81,34,37
LOS ANGELES,9007883A,4633,56,N,1082,TOTAL,164,78,66
LOS ANGELES,9007886A,4634,56,N,1334,POLLING PLACE,93,32,54
LOS ANGELES,9007886A,4634,56,N,0,VBM PORTION,85,36,44
LOS ANGELES,9007886A,4634,56,N,1334,TOTAL,178,68,98
LOS ANGELES,9007888A,4635,56,N,1064,POLLING PLACE,79,28,42
LOS ANGELES,9007888A,4635,56,N,0,VBM PORTION,47,21,15
LOS ANGELES,9007888A,4635,56,N,1064,TOTAL,126,49,57
LOS ANGELES,9007900A,4636,56,N,1158,POLLING PLACE,70,35,30
LOS ANGELES,9007900A,4636,56,N,0,VBM PORTION,97,34,52
LOS ANGELES,9007900A,4636,56,N,1158,TOTAL,167,69,82
LOS ANGELES,9007902A,4637,56,N,1232,POLLING PLACE,94,36,47
LOS ANGELES,9007902A,4637,56,N,0,VBM PORTION,121,45,57
LOS ANGELES,9007902A,4637,56,N,1232,TOTAL,215,81,104
LOS ANGELES,9007913A,4638,56,N,1301,POLLING PLACE,101,50,47
LOS ANGELES,9007913A,4638,56,N,0,VBM PORTION,160,72,67
LOS ANGELES,9007913A,4638,56,N,1301,TOTAL,261,122,114
LOS ANGELES,9007927A,4639,56,N,853,POLLING PLACE,104,55,44
LOS ANGELES,9007927A,4639,56,N,0,VBM PORTION,109,40,55
LOS ANGELES,9007927A,4639,56,N,853,TOTAL,213,95,99
LOS ANGELES,9007928A,4640,56,N,1349,POLLING PLACE,130,66,54
LOS ANGELES,9007928A,4640,56,N,0,VBM PORTION,173,81,67
LOS ANGELES,9007928A,4640,56,N,1349,TOTAL,303,147,121
LOS ANGELES,9007935A,4641,56,N,1173,POLLING PLACE,114,60,51
LOS ANGELES,9007935A,4641,56,N,0,VBM PORTION,178,67,81
LOS ANGELES,9007935A,4641,56,N,1173,TOTAL,292,127,132
LOS ANGELES,9007939A,4642,56,N,1008,POLLING PLACE,70,30,32
LOS ANGELES,9007939A,4642,56,N,0,VBM PORTION,164,62,87
LOS ANGELES,9007939A,4642,56,N,1008,TOTAL,234,92,119
LOS ANGELES,9007947B,4643,56,N,1079,POLLING PLACE,91,33,48
LOS ANGELES,9007947B,4643,56,N,0,VBM PORTION,81,36,40
LOS ANGELES,9007947B,4643,56,N,1079,TOTAL,172,69,88
LOS ANGELES,9007954B,4644,56,N,891,POLLING PLACE,100,28,62
LOS ANGELES,9007954B,4644,56,N,0,VBM PORTION,113,41,64
LOS ANGELES,9007954B,4644,56,N,891,TOTAL,213,69,126
LOS ANGELES,9007971A,4645,56,N,1385,POLLING PLACE,142,49,87
LOS ANGELES,9007971A,4645,56,N,0,VBM PORTION,235,83,126
LOS ANGELES,9007971A,4645,56,N,1385,TOTAL,377,132,213
LOS ANGELES,9007975B,4646,56,N,963,POLLING PLACE,87,45,34
LOS ANGELES,9007975B,4646,56,N,0,VBM PORTION,135,62,59
LOS ANGELES,9007975B,4646,56,N,963,TOTAL,222,107,93
LOS ANGELES,9007985A,4647,56,N,1053,POLLING PLACE,95,32,55
LOS ANGELES,9007985A,4647,56,N,0,VBM PORTION,150,53,76
LOS ANGELES,9007985A,4647,56,N,1053,TOTAL,245,85,131
BALLOT GROUP 50,9990050A,8050,50,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 50,9990050A,8050,50,N,0,VBM PORTION,0,0,0
BALLOT GROUP 50,9990050A,8050,50,N,0,TOTAL,0,0,0
BALLOT GROUP 51,9990051A,8051,51,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 51,9990051A,8051,51,N,0,VBM PORTION,0,0,0
BALLOT GROUP 51,9990051A,8051,51,N,0,TOTAL,0,0,0
BALLOT GROUP 52,9990052A,8052,52,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 52,9990052A,8052,52,N,0,VBM PORTION,0,0,0
BALLOT GROUP 52,9990052A,8052,52,N,0,TOTAL,0,0,0
BALLOT GROUP 53,9990053A,8053,53,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 53,9990053A,8053,53,N,0,VBM PORTION,0,0,0
BALLOT GROUP 53,9990053A,8053,53,N,0,TOTAL,0,0,0
BALLOT GROUP 54,9990054A,8054,54,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 54,9990054A,8054,54,N,0,VBM PORTION,0,0,0
BALLOT GROUP 54,9990054A,8054,54,N,0,TOTAL,0,0,0
BALLOT GROUP 55,9990055A,8055,55,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 55,9990055A,8055,55,N,0,VBM PORTION,0,0,0
BALLOT GROUP 55,9990055A,8055,55,N,0,TOTAL,0,0,0
BALLOT GROUP 56,9990056A,8056,56,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 56,9990056A,8056,56,N,0,VBM PORTION,6,2,1
BALLOT GROUP 56,9990056A,8056,56,N,0,TOTAL,3,2,1
BALLOT GROUP 57,9990057A,8057,57,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 57,9990057A,8057,57,N,0,VBM PORTION,4,1,1
BALLOT GROUP 57,9990057A,8057,57,N,0,TOTAL,2,1,1
BALLOT GROUP 58,9990058A,8058,58,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 58,9990058A,8058,58,N,0,VBM PORTION,0,0,0
BALLOT GROUP 58,9990058A,8058,58,N,0,TOTAL,0,0,0
