LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TONY CARDENAS,VENICE J GAMBLE,WILLIAM O LEADER
LOS ANGELES,9006212B,4471,15,N,0,VBM PORTION,54,25,1,23
LOS ANGELES,9006212B,4471,15,N,943,TOTAL,135,69,7,47
LOS ANGELES,9006214A,4472,15,N,966,POLLING PLACE,34,20,2,7
LOS ANGELES,9006214A,4472,15,N,0,VBM PORTION,73,41,7,18
LOS ANGELES,9006214A,4472,15,N,966,TOTAL,107,61,9,25
LOS ANGELES,9006216A,4473,15,N,780,POLLING PLACE,69,43,5,11
LOS ANGELES,9006216A,4473,15,N,0,VBM PORTION,53,28,2,19
LOS ANGELES,9006216A,4473,15,N,780,TOTAL,122,71,7,30
LOS ANGELES,9006217A,4474,15,N,775,POLLING PLACE,37,24,5,6
LOS ANGELES,9006217A,4474,15,N,0,VBM PORTION,55,33,7,13
LOS ANGELES,9006217A,4474,15,N,775,TOTAL,92,57,12,19
LOS ANGELES,9006218A,4475,15,N,1028,POLLING PLACE,59,35,3,12
LOS ANGELES,9006218A,4475,15,N,0,VBM PORTION,57,34,7,14
LOS ANGELES,9006218A,4475,15,N,1028,TOTAL,116,69,10,26
LOS ANGELES,9006224A,4477,15,N,953,POLLING PLACE,73,47,7,7
LOS ANGELES,9006224A,4477,15,N,0,VBM PORTION,76,50,9,11
LOS ANGELES,9006224A,4477,15,N,953,TOTAL,149,97,16,18
LOS ANGELES,9007101E,4582,62,N,1142,POLLING PLACE,55,40,2,5
LOS ANGELES,9007101E,4582,62,N,0,VBM PORTION,75,43,4,21
LOS ANGELES,9007101E,4582,62,N,1142,TOTAL,130,83,6,26
LOS ANGELES,9007341A,4597,20,N,605,POLLING PLACE,25,15,0,8
LOS ANGELES,9007341A,4597,20,N,0,VBM PORTION,25,14,4,7
LOS ANGELES,9007341A,4597,20,N,605,TOTAL,50,29,4,15
LOS ANGELES,9007735A,4614,15,N,1103,POLLING PLACE,70,29,13,20
LOS ANGELES,9007735A,4614,15,N,0,VBM PORTION,70,38,6,23
LOS ANGELES,9007735A,4614,15,N,1103,TOTAL,140,67,19,43
LOS ANGELES,9007737A,4615,15,N,1071,POLLING PLACE,77,37,9,25
LOS ANGELES,9007737A,4615,15,N,0,VBM PORTION,78,38,4,32
LOS ANGELES,9007737A,4615,15,N,1071,TOTAL,155,75,13,57
LOS ANGELES,9007744A,4616,15,N,1276,POLLING PLACE,93,65,11,10
LOS ANGELES,9007744A,4616,15,N,0,VBM PORTION,62,35,9,10
LOS ANGELES,9007744A,4616,15,N,1276,TOTAL,155,100,20,20
LOS ANGELES,9007803A,4623,60,N,1261,POLLING PLACE,119,47,10,51
LOS ANGELES,9007803A,4623,60,N,0,VBM PORTION,87,42,4,29
LOS ANGELES,9007803A,4623,60,N,1261,TOTAL,206,89,14,80
LOS ANGELES,9008147A,4648,15,N,1131,POLLING PLACE,70,43,11,10
LOS ANGELES,9008147A,4648,15,N,0,VBM PORTION,55,30,8,10
LOS ANGELES,9008147A,4648,15,N,1131,TOTAL,125,73,19,20
BALLOT GROUP 7,9990007A,8007,7,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 7,9990007A,8007,7,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 7,9990007A,8007,7,N,0,TOTAL,0,0,0,0
BALLOT GROUP 15,9990015A,8015,15,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 15,9990015A,8015,15,N,0,VBM PORTION,4,1,0,1
BALLOT GROUP 15,9990015A,8015,15,N,0,TOTAL,2,1,0,1
BALLOT GROUP 16,9990016A,8016,16,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 16,9990016A,8016,16,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 16,9990016A,8016,16,N,0,TOTAL,0,0,0,0
BALLOT GROUP 19,9990019A,8019,19,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 19,9990019A,8019,19,N,0,VBM PORTION,8,2,0,1
BALLOT GROUP 19,9990019A,8019,19,N,0,TOTAL,4,2,0,1
BALLOT GROUP 20,9990020A,8020,20,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 20,9990020A,8020,20,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 20,9990020A,8020,20,N,0,TOTAL,0,0,0,0
BALLOT GROUP 23,9990023A,8023,23,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 23,9990023A,8023,23,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 23,9990023A,8023,23,N,0,TOTAL,0,0,0,0
BALLOT GROUP 24,9990024A,8024,24,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 24,9990024A,8024,24,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 24,9990024A,8024,24,N,0,TOTAL,0,0,0,0
BALLOT GROUP 27,9990027A,8027,27,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 27,9990027A,8027,27,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 27,9990027A,8027,27,N,0,TOTAL,0,0,0,0
BALLOT GROUP 28,9990028A,8028,28,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 28,9990028A,8028,28,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 28,9990028A,8028,28,N,0,TOTAL,0,0,0,0
BALLOT GROUP 59,9990059A,8059,59,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 59,9990059A,8059,59,N,0,VBM PORTION,4,1,1,0
BALLOT GROUP 59,9990059A,8059,59,N,0,TOTAL,2,1,1,0
BALLOT GROUP 60,9990060A,8060,60,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 60,9990060A,8060,60,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 60,9990060A,8060,60,N,0,TOTAL,0,0,0,0
BALLOT GROUP 62,9990062A,8062,62,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 62,9990062A,8062,62,N,0,VBM PORTION,4,2,0,0
BALLOT GROUP 62,9990062A,8062,62,N,0,TOTAL,2,2,0,0
