LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO
DOWNEY,1850013A,670,138,N,0,VBM PORTION,46,21,19
DOWNEY,1850013A,670,138,N,1025,TOTAL,151,42,99
DOWNEY,1850015A,671,138,N,1094,POLLING PLACE,119,25,86
DOWNEY,1850015A,671,138,N,0,VBM PORTION,65,19,42
DOWNEY,1850015A,671,138,N,1094,TOTAL,184,44,128
DOWNEY,1850016A,672,138,N,1168,POLLING PLACE,182,17,160
DOWNEY,1850016A,672,138,N,0,VBM PORTION,62,11,47
DOWNEY,1850016A,672,138,N,1168,TOTAL,244,28,207
DOWNEY,1850017A,673,138,N,1263,POLLING PLACE,96,19,74
DOWNEY,1850017A,673,138,N,0,VBM PORTION,69,17,47
DOWNEY,1850017A,673,138,N,1263,TOTAL,165,36,121
DOWNEY,1850019A,674,138,N,1291,POLLING PLACE,106,17,83
DOWNEY,1850019A,674,138,N,0,VBM PORTION,77,11,56
DOWNEY,1850019A,674,138,N,1291,TOTAL,183,28,139
DOWNEY,1850023A,675,138,N,880,POLLING PLACE,63,10,52
DOWNEY,1850023A,675,138,N,0,VBM PORTION,45,9,35
DOWNEY,1850023A,675,138,N,880,TOTAL,108,19,87
DOWNEY,1850024A,676,138,N,975,POLLING PLACE,101,18,77
DOWNEY,1850024A,676,138,N,0,VBM PORTION,74,10,58
DOWNEY,1850024A,676,138,N,975,TOTAL,175,28,135
DOWNEY,1850025A,677,138,N,831,POLLING PLACE,95,6,87
DOWNEY,1850025A,677,138,N,0,VBM PORTION,62,17,40
DOWNEY,1850025A,677,138,N,831,TOTAL,157,23,127
DOWNEY,1850027A,678,138,N,1012,POLLING PLACE,78,16,58
DOWNEY,1850027A,678,138,N,0,VBM PORTION,49,6,38
DOWNEY,1850027A,678,138,N,1012,TOTAL,127,22,96
DOWNEY,1850028A,679,138,N,1213,POLLING PLACE,126,26,97
DOWNEY,1850028A,679,138,N,0,VBM PORTION,85,15,64
DOWNEY,1850028A,679,138,N,1213,TOTAL,211,41,161
DOWNEY,1850029B,680,138,N,767,POLLING PLACE,102,14,83
DOWNEY,1850029B,680,138,N,0,VBM PORTION,75,19,51
DOWNEY,1850029B,680,138,N,767,TOTAL,177,33,134
DOWNEY,1850030A,681,138,N,1253,POLLING PLACE,145,14,125
DOWNEY,1850030A,681,138,N,0,VBM PORTION,71,16,51
DOWNEY,1850030A,681,138,N,1253,TOTAL,216,30,176
DOWNEY,1850031A,682,138,N,797,POLLING PLACE,55,3,50
DOWNEY,1850031A,682,138,N,0,VBM PORTION,42,11,28
DOWNEY,1850031A,682,138,N,797,TOTAL,97,14,78
DOWNEY,1850032A,683,138,N,986,POLLING PLACE,85,17,63
DOWNEY,1850032A,683,138,N,0,VBM PORTION,66,5,58
DOWNEY,1850032A,683,138,N,986,TOTAL,151,22,121
DOWNEY,1850033A,684,138,N,987,POLLING PLACE,110,12,96
DOWNEY,1850033A,684,138,N,0,VBM PORTION,58,6,47
DOWNEY,1850033A,684,138,N,987,TOTAL,168,18,143
DOWNEY,1850034B,685,138,N,807,POLLING PLACE,66,12,48
DOWNEY,1850034B,685,138,N,0,VBM PORTION,26,6,19
DOWNEY,1850034B,685,138,N,807,TOTAL,92,18,67
DOWNEY,1850038A,686,138,N,1086,POLLING PLACE,123,30,87
DOWNEY,1850038A,686,138,N,0,VBM PORTION,79,9,58
DOWNEY,1850038A,686,138,N,1086,TOTAL,202,39,145
DOWNEY,1850040A,687,138,N,895,POLLING PLACE,101,15,82
DOWNEY,1850040A,687,138,N,0,VBM PORTION,47,5,38
DOWNEY,1850040A,687,138,N,895,TOTAL,148,20,120
DOWNEY,1850041A,688,138,N,1227,POLLING PLACE,91,14,66
DOWNEY,1850041A,688,138,N,0,VBM PORTION,64,10,49
DOWNEY,1850041A,688,138,N,1227,TOTAL,155,24,115
DOWNEY,1850043A,689,138,N,944,POLLING PLACE,124,26,94
DOWNEY,1850043A,689,138,N,0,VBM PORTION,84,17,61
DOWNEY,1850043A,689,138,N,944,TOTAL,208,43,155
DOWNEY,1850045A,690,138,N,584,POLLING PLACE,82,13,66
DOWNEY,1850045A,690,138,N,0,VBM PORTION,49,5,39
DOWNEY,1850045A,690,138,N,584,TOTAL,131,18,105
DOWNEY,1850046A,691,138,N,623,POLLING PLACE,63,12,44
DOWNEY,1850046A,691,138,N,0,VBM PORTION,43,17,16
DOWNEY,1850046A,691,138,N,623,TOTAL,106,29,60
DOWNEY,1850047A,692,138,N,927,POLLING PLACE,129,9,116
DOWNEY,1850047A,692,138,N,0,VBM PORTION,72,11,54
DOWNEY,1850047A,692,138,N,927,TOTAL,201,20,170
DOWNEY,1850050A,693,138,N,946,POLLING PLACE,109,18,89
DOWNEY,1850050A,693,138,N,0,VBM PORTION,59,9,38
DOWNEY,1850050A,693,138,N,946,TOTAL,168,27,127
DOWNEY,1850051B,694,138,N,861,POLLING PLACE,130,23,100
DOWNEY,1850051B,694,138,N,0,VBM PORTION,73,12,57
DOWNEY,1850051B,694,138,N,861,TOTAL,203,35,157
DOWNEY,1850055A,695,138,N,762,POLLING PLACE,95,5,88
DOWNEY,1850055A,695,138,N,0,VBM PORTION,66,7,56
DOWNEY,1850055A,695,138,N,762,TOTAL,161,12,144
DOWNEY,1850056C,696,138,N,1176,POLLING PLACE,86,18,64
DOWNEY,1850056C,696,138,N,0,VBM PORTION,46,13,27
DOWNEY,1850056C,696,138,N,1176,TOTAL,132,31,91
DOWNEY,1850057A,697,138,N,773,POLLING PLACE,36,2,33
DOWNEY,1850057A,697,138,N,0,VBM PORTION,22,8,13
DOWNEY,1850057A,697,138,N,773,TOTAL,58,10,46
DOWNEY,1850058A,698,138,N,844,POLLING PLACE,57,14,39
DOWNEY,1850058A,698,138,N,0,VBM PORTION,31,13,13
DOWNEY,1850058A,698,138,N,844,TOTAL,88,27,52
DOWNEY,1850059A,699,138,N,438,POLLING PLACE,68,3,60
DOWNEY,1850059A,699,138,N,0,VBM PORTION,22,2,16
DOWNEY,1850059A,699,138,N,438,TOTAL,90,5,76
DOWNEY,1850062A,700,138,N,1029,POLLING PLACE,129,9,116
DOWNEY,1850062A,700,138,N,0,VBM PORTION,84,14,64
DOWNEY,1850062A,700,138,N,1029,TOTAL,213,23,180
DOWNEY,1850063A,701,138,N,805,POLLING PLACE,69,15,46
DOWNEY,1850063A,701,138,N,0,VBM PORTION,40,1,36
DOWNEY,1850063A,701,138,N,805,TOTAL,109,16,82
DOWNEY,1850064A,702,138,N,816,POLLING PLACE,45,6,32
DOWNEY,1850064A,702,138,N,0,VBM PORTION,40,12,25
DOWNEY,1850064A,702,138,N,816,TOTAL,85,18,57
DOWNEY,1850065A,703,138,N,1051,POLLING PLACE,122,27,88
DOWNEY,1850065A,703,138,N,0,VBM PORTION,70,26,35
DOWNEY,1850065A,703,138,N,1051,TOTAL,192,53,123
DOWNEY,1850067A,704,138,N,791,POLLING PLACE,112,10,98
DOWNEY,1850067A,704,138,N,0,VBM PORTION,57,5,48
DOWNEY,1850067A,704,138,N,791,TOTAL,169,15,146
DOWNEY,1850071A,705,138,N,964,POLLING PLACE,141,13,126
DOWNEY,1850071A,705,138,N,0,VBM PORTION,90,11,71
DOWNEY,1850071A,705,138,N,964,TOTAL,231,24,197
DOWNEY,1850073A,706,138,N,858,POLLING PLACE,139,9,125
DOWNEY,1850073A,706,138,N,0,VBM PORTION,85,14,67
DOWNEY,1850073A,706,138,N,858,TOTAL,224,23,192
DOWNEY,1850074B,707,138,N,708,POLLING PLACE,91,28,57
DOWNEY,1850074B,707,138,N,0,VBM PORTION,45,7,31
DOWNEY,1850074B,707,138,N,708,TOTAL,136,35,88
DOWNEY,1850076A,708,138,N,1131,POLLING PLACE,157,17,136
DOWNEY,1850076A,708,138,N,0,VBM PORTION,79,7,70
DOWNEY,1850076A,708,138,N,1131,TOTAL,236,24,206
DOWNEY,1850079A,709,138,N,1085,POLLING PLACE,191,17,168
DOWNEY,1850079A,709,138,N,0,VBM PORTION,73,9,59
DOWNEY,1850079A,709,138,N,1085,TOTAL,264,26,227
DOWNEY,1850080A,710,138,N,914,POLLING PLACE,127,10,113
DOWNEY,1850080A,710,138,N,0,VBM PORTION,62,5,51
DOWNEY,1850080A,710,138,N,914,TOTAL,189,15,164
DOWNEY,1850081A,711,138,N,1245,POLLING PLACE,116,23,85
DOWNEY,1850081A,711,138,N,0,VBM PORTION,88,15,67
DOWNEY,1850081A,711,138,N,1245,TOTAL,204,38,152
DOWNEY,1850082B,712,138,N,1080,POLLING PLACE,103,34,61
DOWNEY,1850082B,712,138,N,0,VBM PORTION,95,31,51
DOWNEY,1850082B,712,138,N,1080,TOTAL,198,65,112
DOWNEY,1850083A,713,138,N,1101,POLLING PLACE,132,21,105
DOWNEY,1850083A,713,138,N,0,VBM PORTION,73,13,55
DOWNEY,1850083A,713,138,N,1101,TOTAL,205,34,160
DOWNEY,1850089A,714,138,N,915,POLLING PLACE,72,15,55
DOWNEY,1850089A,714,138,N,0,VBM PORTION,53,17,34
DOWNEY,1850089A,714,138,N,915,TOTAL,125,32,89
DOWNEY,1850094A,715,138,N,412,POLLING PLACE,57,8,44
DOWNEY,1850094A,715,138,N,0,VBM PORTION,30,0,27
DOWNEY,1850094A,715,138,N,412,TOTAL,87,8,71
DOWNEY,1850102A,716,138,N,1117,POLLING PLACE,176,9,163
DOWNEY,1850102A,716,138,N,0,VBM PORTION,69,5,54
DOWNEY,1850102A,716,138,N,1117,TOTAL,245,14,217
DOWNEY,1850138A,717,138,N,820,POLLING PLACE,102,4,94
DOWNEY,1850138A,717,138,N,0,VBM PORTION,56,3,48
DOWNEY,1850138A,717,138,N,820,TOTAL,158,7,142
DOWNEY,1850150A,718,138,N,689,POLLING PLACE,65,15,49
DOWNEY,1850150A,718,138,N,0,VBM PORTION,21,6,11
DOWNEY,1850150A,718,138,N,689,TOTAL,86,21,60
DOWNEY,1850151A,719,138,N,1068,POLLING PLACE,143,8,128
DOWNEY,1850151A,719,138,N,0,VBM PORTION,126,13,105
DOWNEY,1850151A,719,138,N,1068,TOTAL,269,21,233
BALLOT GROUP 138,9990138A,8138,138,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 138,9990138A,8138,138,N,0,VBM PORTION,2,0,1
BALLOT GROUP 138,9990138A,8138,138,N,0,TOTAL,1,0,1
