LEAK_ID,RPT_TYPE,RPT_DATE,ADDRESS,MAIN_ST,CROSS_ST,PIPE_SIZE,PIPE_TYPE,YR_INST,PLR_INST,LEAK_TYPE,LEAK_QUANT,ANOD_INST,COAT_TYPE,COAT_COND,SOIL_TYPE,FOREMAN,WSM_NBR,REPAIR_HRS,MAN_HRS,REMARKS,LAT,LON,MEANgid,COUNT
43689,MAIN,28-Jan-11,1234 WETHERLY DR,E N. WETHERLY DR,396' S/S ST. IVES,2.000000000000000,COPPER,1950,67465,,1,,,SAND,,NAVAR,146-168,5.000000000000000,10.000000000000000,"FOUND LEAK ON 2"" MAIN MADE REPAIRS BACKFILLED MADE JOB SAFE AND JOB COMPLETE.",34.092829240000000,-118.388555400000001,10.0000000000000000,1.0000000000000000
41402,MAIN,28-Jan-11,14545 MORRISON ST,19' W/CL VISTA DEL MONTE AVE,12' S/CL MORRISON ST,6.000000000000000,C.I.,1949,61663,ROUND CRACK,1,,,POOR,CLAY,OBREGON,170-150,,,"FOUND ROUND CRACK AT OLD CLAMP INSTALLED NEW CLAMP 6""X 12"", JOB COMPLETE.",34.160287250000003,-118.450370100000001,10.0000000000000000,1.0000000000000000
42935,MAIN,28-Jan-11,4252 FRANKLIN AVE,22' N/S FRANKLIN AVE,108' E/E TALMADGE ST,6.000000000000000,C.I.,1926,43185,RUPTURE,1,,,,SHALE,CHESTERTON,150-201,,,"FOUND ABOUT 18"" RUPTURE WITH A SPLIT. CUT OUT BELL. CUT IN 62"" PC DI. NEVER BEEN CEMENT LINED. INTERNAL CORROSION.",34.105409850000001,-118.282594500000002,10.0000000000000000,1.0000000000000000
61612,MAIN,31-Jan-11,901 HUDSON AV,22' NS 9TH ST,35' W/W HUDSON AVE,6.000000000000000,C.I.,1927,45893,SPLIT,1,,,,,FIERROZ,132-186,4.000000000000000,12.000000000000000,"FOUND A SPLIT ON 8"" CI MAIN CUT IN 4' OF 8"" DI PIPE.",34.059046160000001,-118.334356000000000,10.0000000000000000,1.0000000000000000
43694,MAIN,31-Jan-11,537 N. ARDEN BL,22' E/W ARDEN BL,406' N/N ROSEWOOD,4.000000000000000,C.I.,1915,21480,ROUND CRACK,1,,,,C,GONZALES,140-189,6.000000000000000,18.000000000000000,"FOUND LEAK ON 4"" C.I. MAIN. USED 4""X 12"" CLAMP FOR REPAIRS.",34.080143600000000,-118.326042299999997,10.0000000000000000,1.0000000000000000
43787,MAIN,1-Feb-11,856 MANSFIELD AVE.,22' E/W MANSFIELD AVE.,6' N/N 9TH ST.,4.000000000000000,C.I.,1924,33010,,1,,,,,FIERROZ,132-183,3.000000000000000,9.000000000000000,"WE HAD TO MAKE REPAIR ON 4"" C.I. MAIN AND ABANDON CORP. BLEW OUT. HAD TO SHUT OFF THE MAIN TO MAKE REPAIR.",34.058918220000002,-118.341891799999999,10.0000000000000000,1.0000000000000000
43790,MAIN,3-Feb-11,1563 SUNSET PLAZA DR.,,70' S/N SUNSET PLAZA PL.,6.000000000000000,STEEL,1927,44765,RUST HOLE,1,,,,,KIRKWOOD,148-171,7.000000000000000,28.000000000000000,,34.099138959999998,-118.380125500000005,10.0000000000000000,1.0000000000000000
43793,MAIN,7-Feb-11,2700 RUNYON CYN. DR.,ON FIRE ROAD,2010' S/S MULHOLLAND DR.,6.000000000000000,STEEL,1926,43116,RUST HOLE,1,,,,,GONZALES,154-180,4.000000000000000,12.000000000000000,"FOUND ANOTHER LEAK 10' S OF FIRST LEAK. USED 8""X12"" CLAMP FOR REPAIRS.",34.114526720000001,-118.351007499999994,10.0000000000000000,1.0000000000000000
43792,MAIN,7-Feb-11,2700 RUNYON CYN. RD.,ON FIRE ROAD,2000' S/S MULHOLLAND DR.,6.000000000000000,STEEL,1926,43116,RUST HOLE,1,,,,C,GONZALES,154-180,4.000000000000000,12.000000000000000,"FOUND LEAK ON 6"" STEEL MAIN. USED 6""X8"" CLAMP.",34.114549619999998,-118.351023200000000,10.0000000000000000,1.0000000000000000
43795,MAIN,8-Feb-11,9101 HAZEN DR,,234' N/N BRIARCREST,6.000000000000000,C.I.,1935,53963,JOINT,1,,,,,KIRKWOOD,154-168,14.500000000000000,52.500000000000000,,34.118315400000000,-118.395517900000002,10.0000000000000000,1.0000000000000000
43620,MAIN,13-Feb-11,15233 VENTURA BL,240' E/C SEPULVEDA,8' S NORTH PL,8.000000000000000,C.I.,1939,39848,LEAK AT CORP,1,,,GOOD,CLAY,OBREGON,168-147,8.000000000000000,24.000000000000000,"FOUND LEAK AT CORP, MADE REPAIRS, JOB COMPLETE.",34.153771630000001,-118.465231200000005,10.0000000000000000,1.0000000000000000
43807,MAIN,15-Feb-11,9600 MONTE PLACENTIA WY,,223' WW BEVERLY DR,2.000000000000000,STEEL,,,RUST HOLE,1,,,,,KIRKWOOD,146-159,7.000000000000000,21.000000000000000,,34.095608990000002,-118.415178800000007,10.0000000000000000,1.0000000000000000
43622,MAIN,15-Feb-11,5306 NOBLE AVE,8' W/C NOBLE AVE,181' S/C WEDDINGTON ST,8.000000000000000,C.I.,1940,40104,BLOCKAGE,1,,,,HARD CLAY,OBREGON,172-147,7.500000000000000,15.000000000000000,"FOUND BLOCKAGE AT CORP REMOVED CORP, INSTALLED NEW 1"" CORP, REMOVED BLOCKAGE. JOB COMPLETE.",34.166793579999997,-118.461836599999998,10.0000000000000000,1.0000000000000000
43817,MAIN,18-Feb-11,5630 VALLEY OAK DR,,213' NN WALK,4.000000000000000,STEEL,,,RUST HOLE,1,,,,,KIRKWOOD,152-192,8.000000000000000,16.000000000000000,,34.111241190000001,-118.312085600000003,10.0000000000000000,1.0000000000000000
43823,MAIN,21-Feb-11,930 WESTCHESTER PL,23' E/W WESTCHESTER PL,72' N/N SAN MARINO ST,4.000000000000000,C.I.,1913,17478,ROUND CRACK,1,,,,,GONZALES,132-192,4.000000000000000,12.000000000000000,"FOUND ROUND CRACK ON 4"" C.I. MAIN USED 4""X 8"" CLAMP FOR REPAIRS.",34.054716319999997,-118.315474800000004,10.0000000000000000,1.0000000000000000
43827,MAIN,22-Feb-11,6614 EMMET TER,7' N/S EMMET TER,145' W/W WHITLEY,6.000000000000000,C.I.,1925,41245,SPLIT,1,,,,C,GONZALES,150-186,7.000000000000000,21.000000000000000,"FOUND LEAK ON 6"" C.I. MAIN. CUT IN 8' OF D.I. WITH TWO UNIONS.",34.106405979999998,-118.333855000000000,10.0000000000000000,1.0000000000000000
42894,MAIN,22-Feb-11,2003 N OXFORD AVE,19 E/W N OXFORD AVE,48 S/S LOS FELIZ BLVD,4.000000000000000,C.I.,1920,27311,RUST HOLE,1,,,FAIR,CLAY,CHESTERTON,150-192,,,FOUND RUST HOLE. USED 360 TO MAKE REPAIRS.,34.107663840000001,-118.308209399999996,10.0000000000000000,1.0000000000000000
43830,MAIN,23-Feb-11,7310 MULHOLLAND DR,200' S/S MULHOLLAND DR,4' E/W RUNYON CYN RD,6.000000000000000,STEEL,1926,43116,RUST HOLE,1,,,,C,GONZALES,154-180,3.000000000000000,9.000000000000000,"FOUND LEAK ON 6"" STL MAIN USED 6""X 12"" CLAMP FOR REPAIRS.",34.118910720000002,-118.352802199999999,10.0000000000000000,1.0000000000000000
43831,MAIN,23-Feb-11,8607 FRANKLIN AV,60' W/E QUEENS RD,,6.000000000000000,STEEL,1925,41529,RUST HOLE,1,,,,,KIRKWOOD,148-171,6.000000000000000,18.000000000000000,,34.100667240000000,-118.377807599999997,10.0000000000000000,1.0000000000000000
43832,MAIN,24-Feb-11,1360 MONTE PLACENTIA WY,ES MONTE PLACENTIA WY,5' SS HIGHLAND GORGE DR,2.000000000000000,STEEL,1927,45047,RUST HOLE,1,,,,,SPEARS,146-159,4.000000000000000,12.000000000000000,"REPAIRED PINHOLE LEAK IN 2"" STEEL MAIN WITH 2""X 8"" 360 DEGREE CLAMP.",34.095913469999999,-118.415102399999995,10.0000000000000000,1.0000000000000000
43833,MAIN,24-Feb-11,1360 MONTE PLACENTIA WY,ES MONTE PLACENTIA WY,15' SS HIGHLAND GORGE DR,2.000000000000000,STEEL,1927,45047,"CLAMP, RUST HOLE",1,,,,,SPEARS,146-159,4.000000000000000,12.000000000000000,"CUT IN 5' OF 2"" GALVANIZED STEEL TO REPAIR 2"" STEEL MAIN LEAK.",34.095887769999997,-118.415096500000004,10.0000000000000000,1.0000000000000000
60095,MAIN,1-Mar-11,660 CLOVERDALE AV,17' EW CLOVERDALE AVE,210' N/N WILSHIRE BL,6.000000000000000,C.I.,1924,34230,SPLIT,1,,,,C,R. GONZALES,134-183,8.000000000000000,24.000000000000000,"FOUND LEAK ON 6"" C.I. MAIN. CUT IN 7' OF 6"" D.I. WITH TWO UNIONS.",34.062983170000003,-118.346200699999997,10.0000000000000000,1.0000000000000000
43629,MAIN,3-Mar-11,3601 GLENRIDGE DR,EC GLENRIDGE DR,1703' SC DEER AV,6.000000000000000,C.I.,1951,62333,"CLAMP, ROUND CRACK",1,,,FAIR,,GARCIA,160-156,,,"FOUND LEAK ON 6"" CI MAIN, MADE REPAIRS. BACKFILLED & CLEANED-UP AREA. JOB COMPLETE.",34.135616970000001,-118.432518500000000,10.0000000000000000,1.0000000000000000
60716,MAIN,3-Mar-11,LONGWOOD (LS),22' E/E LONGWOOD AVE.,16' N/S NINTH ST.,4.000000000000000,C.I.,1923,30954,,1,,,POOR,CLAY,CASTRO,132-183,5.000000000000000,20.000000000000000,"WHILE EXCAVATING MAIN LINE TRENCH, CREW FOUND WATER POURING INTO EXCAVATION. UPON FURTHER INVESTIGATION, CREW FOUND LEAK ON 4"" MAIN LATERAL. CREW MADE TEMP REPAIRS, CLEANED UP AND LEFT JOB SITE SAFE.",34.058801559999999,-118.337906099999998,10.0000000000000000,1.0000000000000000
60714,MAIN,9-Mar-11,5500 W. 6TH,,120' W/W CLOVERDALE,8.000000000000000,C.I.,1928,47652,,1,,,,,KIRKWOOD,136-183,11.000000000000000,22.000000000000000,,34.064863770000002,-118.346655999999996,10.0000000000000000,1.0000000000000000
60702,MAIN,10-Mar-11,7940 WILLOW GLEN RD,,466' N/N WOODSTOCK RD.,6.000000000000000,STEEL,1928,47672,RUST HOLE,1,,,,,KIRKWOOD,154-174,9.000000000000000,18.000000000000000,,34.118974690000002,-118.370773799999995,10.0000000000000000,1.0000000000000000
60077,MAIN,14-Mar-11,1380 MILLER PL,7' N/S MILLER PL,430' E/E MILLER DR,4.000000000000000,STEEL,1926,43778,"JOINT, RUST HOLE",1,,,,,SPEARS,146-171,6.000000000000000,12.000000000000000,"REPAIRED 4"" STEEL MAIN LEAK AT BLOW OFF.",34.095770399999999,-118.376714399999997,10.0000000000000000,1.0000000000000000
60704,MAIN,14-Mar-11,815 S. ORANGE DRIVE,W/SIDE ORANGE DR,176' S/S 8TH ST.,6.000000000000000,C.I.,1922,30280,SPLIT,1,,,,,KELLY,134-183,7.000000000000000,14.000000000000000,"REPAIR 12"" SPLIT ON 6"" C.I. MAIN, REPLACED PIPE, BACKFILLED EXCAVATION, CLEANED UP AREA, JOB COMPLETED.",34.059934720000001,-118.342706899999996,10.0000000000000000,1.0000000000000000
60107,MAIN,15-Mar-11,1563 SUNSET PLAZA DR.,8' E/W SUNSET PLAZA DR,120' S/S FOREST KNOLL DR,6.000000000000000,STEEL,1927,44765,RUST HOLE,1,,,,C,R. GONZALES,148-171,5.000000000000000,15.000000000000000,"FOUND LEAK ON 6"" STEEL MAIN. USED 6""X12"" CLAMP FOR REPAIR.",34.098983640000000,-118.380461100000005,10.0000000000000000,1.0000000000000000
60085,MAIN,20-Mar-11,649 IRVING BL,17' E/W IRVING BL,70' S/S MELROSE AV,6.000000000000000,C.I.,1923,30920,SPLIT,1,,,,C,GONZALES,142-189,6.000000000000000,18.000000000000000,"FOUND LEAK ON 6"" C.I. MAIN. CUT IN 6' OF 6"" D.I. WITH TWO UNIONS.",34.083200349999998,-118.318747599999995,10.0000000000000000,1.0000000000000000
60088,MAIN,21-Mar-11,8444 MAGNOLIA DR,7' E/W MAGNOLIA R,230' S/S COLECREST DR,4.000000000000000,STEEL,1929,47804,RUST HOLE,1,,,N/A,B,SMITH,148-171,6.000000000000000,12.000000000000000,"VERY NARROW STREET, LOCATE LEAK, HAND DUG 4' DEEP, INSTALL 4""X 8"" CLAMP. BACKFILL & P/U MADE.",34.102177519999998,-118.376862099999997,10.0000000000000000,1.0000000000000000
60091,MAIN,22-Mar-11,8161 LAUREL VIEW DR,E/S LAUREL VIEW DR,319' N/N CRESCENT HEIGHTS BL,4.000000000000000,STEEL,1926,43658,,1,,,,,SPEARS,148-174,4.000000000000000,8.000000000000000,"REPAIRED 4"" STEEL MAIN LEAK WITH 4""X 12"" 360 DEGREE REPAIR CLAMP.",34.101393029999997,-118.367566499999995,10.0000000000000000,1.0000000000000000
60093,MAIN,23-Mar-11,1369 MONTE PLACENTIA,W FO MONTE PLACENTIA,9' SS HIGHLAND GORGE,2.000000000000000,STEEL,1927,45047,RUST HOLE,1,,,,,KELLY,146-162,6.000000000000000,6.000000000000000,"REPAIRED 2"" STL MAIN. BACKFILLED AND LEFT AREA CONED.",34.095895900000002,-118.415098400000005,10.0000000000000000,1.0000000000000000
60097,MAIN,25-Mar-11,1977 HILLCREST RD,,517' S/N CAMROSE DR,8.000000000000000,C.I.,1929,48771,,1,,,,,BLACK,150-183,4.000000000000000,12.000000000000000,"WHILE DIGGING TRENCH FOUND LEAK ON MAIN 8"" CI. BROKE OUT AND MADE REPAIR USING 360 DEGREE REPAIR CLAMP.",34.106606579999998,-118.340014600000003,10.0000000000000000,1.0000000000000000
43634,MAIN,31-Mar-11,STANSBURY AV,15' W/C STANSBURY AVE,25' S/C VALLEYHEART DR,6.000000000000000,C.I.,1945,40963,ROUND CRACK,1,,,,,VELAZQUEZ,168-153,6.000000000000000,12.000000000000000,"FOUND LEAK IN 360 DEGREE CLAMP ON 12 ROUND CRACK DUE TO THE MAIN SHIFTING. HAD TO CUT OUT 14"" SECTION OF PIPE. INSTALLED 6"" DUCT WITH 2 DRESSER COUPLINGS.",34.154845100000003,-118.441088199999996,10.0000000000000000,1.0000000000000000
60142,MAIN,1-Apr-11,5652 VALLEY OAK DRIVE,E VALLEY OAK DRIVE,793' S/S VERDE OAK DRIVE,4.000000000000000,STEEL,1927,44584,RUST HOLE,2,,,,,W. KELLY,152-192,8.000000000000000,16.000000000000000,"FOUND 2 RUST HOLE LEAKS ON 4"" STEEL MAIN. REPAIRED BOTH AND COMPLETED JOB.",34.110045599999999,-118.312729300000001,10.0000000000000000,1.0000000000000000
43635,MAIN,11-Apr-11,14102 TIARA ST,SC TIARA ST,54' WC HAZELTINE AV,6.000000000000000,C.I.,1974,91843,"CLAMP, ROUND CRACK",1,,,,,GARCIA,176-153,,,"FOUND LEAK ON 6"" CI MAIN, MADE REPAIRS. FLUSHED MAIN. BACKFILLED & CLEANED-UP AREA.",34.178437090000003,-118.440157200000002,10.0000000000000000,1.0000000000000000
60148,MAIN,13-Apr-11,7800 SUNSET BLVD,20' N/S SUNSET BLVD,100' W/W OGDEN DR,8.000000000000000,C.I.,1930,50150,,1,,,,,,148-177,6.500000000000000,19.500000000000000,"FOUND LEAK ON 8"" C.I. MAIN. USED 8""X12"" CLAMP FOR REPAIRS. NO NEED FOR PAVING CONTRACTOR WILL BACKFILL AND PAVE.",34.097984400000001,-118.359707999999998,10.0000000000000000,1.0000000000000000
60460,MAIN,23-Apr-11,W. SILVER LAKE DR & SHADOWLAWN AVE,5' EW W. SILVER LAKE DR,10' NS SHADOWLAWN AVE,4.000000000000000,C.I.,1928,46386,,1,,,,,CHESTERTON,150-204,6.000000000000000,12.000000000000000,"FOUND SM LEAK ON 4"" CI PIPE. CUT OUT BELL AND PUT IN 2' DI PIPE.",34.106925070000003,-118.267324000000002,10.0000000000000000,1.0000000000000000
60461,MAIN,25-Apr-11,2355 N. HILLHURST AV,180' SS VERMONT AV,20' EW HILLHURST,4.000000000000000,C.I.,1914,19681,ROUND CRACK,1,,,,,MINGO,152-198,6.000000000000000,12.000000000000000,"CONTRACTOR JOB SITE EXCAVATION, AND BACKFILLED.",34.113534450000003,-118.289673199999996,10.0000000000000000,1.0000000000000000
60155,MAIN,26-Apr-11,MULHOLLAND DR,,1400' E/E OUTPOST DR,8.000000000000000,STEEL,,,RUST HOLE,1,,,,,C.KIRKWOOD,154-183,7.500000000000000,20.500000000000000,,34.116464219999997,-118.342815799999997,10.0000000000000000,1.0000000000000000
60157,MAIN,27-Apr-11,8440 YUCCA TRAIL,,108' E/E KIRKWOOD DR,4.000000000000000,STEEL,1926,43232,RUST HOLE,1,,,BARE,SANDY,W. KELLY,150-174,7.500000000000000,22.500000000000000,"PINPOINTED LEAK ON 4"" STEEL MAIN; PLACED 1 4""X8"" 360 DEGREE REPAIR CLAMP TO MAIN AND STOPPED LEAK - JOB COMPLETE.",34.103288329999998,-118.373958000000002,10.0000000000000000,1.0000000000000000
60156,MAIN,27-Apr-11,8350 MARMONT LN,W/S MARMONT LN,240' W/W VALLEY VIEW DR,4.000000000000000,STEEL,1931,50329,RUST HOLE,1,,,,,M. SPEARS,146-174,7.500000000000000,22.500000000000000,"REPAIRED 4"" STEEL MAIN LEAK WITH LARGE SCREWPIN.",34.097963520000000,-118.371216899999993,10.0000000000000000,1.0000000000000000
60462,MAIN,28-Apr-11,2800 SHADOWLAWN AVE,6' EW SILVER LAKE,12' NS SHADOWLAWN AVE,4.000000000000000,C.I.,1928,46386,CONTRACTOR,1,,,,,MATCHIE,150-204,4.500000000000000,13.500000000000000,"CONCRETE TEE BROKE 4"" WM. CREW EXCAVATED & REPAIRED SITE LEFT BARRICADED & SAFE.",34.106925869999998,-118.267326900000000,10.0000000000000000,1.0000000000000000
60159,MAIN,29-Apr-11,6715 LEXINGTON AVE,17' N/S LEXINGTON AVE,45' W/W LAS PALMAS AVE,4.000000000000000,C.I.,1922,30863,SPLIT,1,,,,C,R. GONZALES,146-186,5.000000000000000,15.000000000000000,"FOUND SPLIT ON 4"" C.I. MAIN. CUT IN 3' OF 4"" D.I. WITH TWO UNIONS.",34.092566529999999,-118.336528000000001,10.0000000000000000,1.0000000000000000
60160,MAIN,29-Apr-11,MONTE PLACENTIA WAY,W/ MONTE PLACENTIA WAY,60' N/N HIGHLAND GORGE DR,2.000000000000000,STEEL,1927,45057,SPLIT,1,,,,ADOBE,R. NAVAR,146-162,5.000000000000000,10.000000000000000,"FOUND 2"" STEEL MAIN LEAK, CUT 2' GALVANIZED PIPE, USED 2 MECHANICAL COUPLINGS. BACK FILLED, LEFT SMALL PICK UP AND NEEDS ENOUGH OIL FOR 2' X 3'. JOB LEFT SAFE.",34.095754139999997,-118.415065600000005,10.0000000000000000,1.0000000000000000
60513,MAIN,3-May-11,9197 CRESCENT DR,13' SN CRESCENT DR,890' WW WONDERLAND AVE,6.000000000000000,C.I.,1946,64373,ROUND CRACK,1,,,,,SMITH,150-168,8.000000000000000,16.000000000000000,"LOCATE LEAK, DUG OUT, INSTALL 6""X 8"" CLAMP ON ROUND CRACK, BACKFILL W/NATIVE SOIL. JOB COMPLETE.",34.106623059999997,-118.391262600000005,10.0000000000000000,1.0000000000000000
60515,MAIN,7-May-11,589 GOWER ST,S/S CLINTON ST,36' W/W GOWER ST,4.000000000000000,C.I.,1923,31217,ROUND CRACK,1,,,,,SPEARS,142-189,4.000000000000000,12.000000000000000,"REPAIRED 4"" C.I. ROUND CRACK LEAK.",34.081643069999998,-118.322896499999999,10.0000000000000000,1.0000000000000000
60526,MAIN,10-May-11,5141 LA VISTA CT,6' SN LA VISTA CT,190' EE VAN NESS AV,4.000000000000000,C.I.,1927,44507,SPLIT,1,,,,C,GONZALES,142-192,6.500000000000000,19.500000000000000,"FOUND LEAK ON 4"" C.I. MAIN CUT IN 4' OF 4"" D.I. WITH TWO UNIONS.",34.082122609999999,-118.314974100000001,10.0000000000000000,1.0000000000000000
60131,MAIN,11-May-11,4009 WOODCLIFF RD,12' E/CL WOODCLIFF RD,80' S/CL KINGSWOOD DR,16.000000000000000,C.I.,1954,70431,JOINT,1,,,,,M. OBREGON,164-144,8.500000000000000,22.000000000000000,"REPACKED 16"" LEAD JOINT ON 16"" MAIN, JOB COMPLETE",34.143163280000003,-118.467647299999996,10.0000000000000000,1.0000000000000000
60533,MAIN,16-May-11,8440 YUCCA TRAIL,S/S YUCCA TRAIL,232' EW KIRKWOOD DR,4.000000000000000,STEEL,1926,43232,RUST HOLE,1,,,,,SPEARS,150-174,7.000000000000000,14.000000000000000,"REPAIRED 4"" STEEL MAIN LEAK WITH 4""X 12"" 360 DEGREE CLAMP.",34.103323029999999,-118.373879599999995,10.0000000000000000,1.0000000000000000
43623,MAIN,25-May-11,5010 BUFFALO AV,10' W/C BUFFALO,170' S/C HESBY,2.000000000000000,COPPER,1961,79946,"COUPLING, HIT MAIN",1,,,N/A,MUD,OHARA,170-156,,,"STREET MAINTENANCE HIT AND BROKE THE BLOW OFF ASSEMBLY. REPLACED ASSEMBLY, BACKFILL AND ST. MAINT TO PAVE.",34.161755079999999,-118.430176700000004,10.0000000000000000,1.0000000000000000
60542,MAIN,26-May-11,7357 HOLLYWOOD BL,32' WW CAMINO PALMERO,28' SN HOLLYWOOD BL,12.000000000000000,C.I.,1936,54600,JOINT,1,,,,C,GONZALES,148-180,14.500000000000000,47.000000000000000,"FOUND LEAK ON 12"" UNION CUT OUT UNION CUT IN 2' OF 12"" D.I. WITH TWO UNIONS.",34.101664380000003,-118.350363099999996,10.0000000000000000,1.0000000000000000
60757,MAIN,3-Jun-11,8478 BRIER DR.,S/S BRIER DR.,35' E/E OAK ST.,4.000000000000000,STEEL,1926,43073,RUST HOLE,1,,,,,SPEARS,150-171,8.000000000000000,24.000000000000000,"REPAIRED 4"" STEEL MAIN LEAK WITH 4""X12"" 360 CLAMP.",34.104310439999999,-118.376134300000004,10.0000000000000000,1.0000000000000000
60775,MAIN,7-Jun-11,1628 SUNSET PLAZA DR.,10' E/W SUNSET PLAZA DR,98' S/S VIEWSITE DR.,6.000000000000000,STEEL,1927,44765,RUST HOLE,1,,,,C,GONZALES,148-171,4.000000000000000,16.000000000000000,"FOUND LEAK ON 6"" STEEL MAIN. USED 6""X12"" CLAMP FOR REPAIRS.",34.100789939999999,-118.381442500000006,10.0000000000000000,1.0000000000000000
60780,MAIN,8-Jun-11,7615 JALMIA PL.,N/SIDE JALMIA PL.,162' W/W JALMIA DR.,4.000000000000000,STEEL,1946,64524,COUPLING,1,,,,,SPEARS,154-177,4.000000000000000,16.000000000000000,"REPAIRED LEAK ON 4"" STEEL MAIN AT WELD COUPLING. REPLACED 1"" CORP. VALVE.",34.119058690000003,-118.361045500000003,10.0000000000000000,1.0000000000000000
60783,MAIN,9-Jun-11,1418 N. HIGHLAND AVE.,19' E/W HIGHLAND AVE.,92' N/N DELONGPRE AVE.,8.000000000000000,C.I.,2009,106524,,1,,,,,BLACK,146-183,12.500000000000000,55.000000000000000,"LOCATED LEAK, MADE REPAIR, BACKFILLED EXCAVATION, CLEANED SITE, LEFT SAFE, TEMP ASPHALT AREA, NO PLATES.",34.096481050000001,-118.338741600000006,10.0000000000000000,1.0000000000000000
60793,MAIN,13-Jun-11,7036 MULHOLLAND DR.,S/S MULHOLLAND DR.,1525' E/E OUTPOST DR.,8.000000000000000,STEEL,1954,70914,RUST HOLE,1,,,,,SPEARS,154-183,2.000000000000000,8.000000000000000,"REPAIRED 2 HOLES IN 8"" STEEL MAIN WITH 8""X8"" 360 CLAMP.",34.116378939999997,-118.342557600000006,10.0000000000000000,1.0000000000000000
60137,MAIN,16-Jun-11,4578 VAN NUYS BLVD,44' E/CL VAN NUYS BLVD,10' S/CL HORTENSE ST,4.000000000000000,STEEL,1974,91859,,1,2,,GOOD,CLAY,A. MARTINEZ,168-150,10.300000000000001,45.299999999999997,"REMOVED AND INSTALLED 42"" OF 4"" C.I.C.C. STEEL PIPE. HOT TAR ENAMELED, TWO ANODES INSTALLED.",34.154743040000000,-118.448608300000004,10.0000000000000000,1.0000000000000000
60795,MAIN,16-Jun-11,5655 BRIARCLIFF RD,11' NS BRIARCLIFF RD,512' W/W VERDE OAK DR.,4.000000000000000,STEEL,1924,34659,RUST HOLE,1,,,N/A,B,SMITH,152-192,4.000000000000000,8.000000000000000,"LOCATE LEAK, DIG OUT, INSTALL 6""X8"" CLAMP, BACKFILL AND TEMP EXCAVATION. P/U MADE, MADE CLEAN-UP.",34.108763279999998,-118.313481100000004,10.0000000000000000,1.0000000000000000
60799,MAIN,22-Jun-11,2109 PROSPECT TR.,W/S PROSPECT TR.,64' N/N ROTHDELL TR.,2.000000000000000,STEEL,1935,54075,CLAMP,1,,,,,SPEARS,152-174,7.500000000000000,22.500000000000000,"REPAIRED 2"" STEEL MAIN LEAK AT ABANDONED 1"" CORP. VALVE.",34.109270770000002,-118.368812800000001,10.0000000000000000,1.0000000000000000
60798,MAIN,22-Jun-11,2700 LAUREL CYN BL.,25' E/W LAUREL CYN BL.,2' S/S ELRITA DR.,6.000000000000000,C.I.,,,,1,,,,,SCHWEINBOLD,154-174,7.500000000000000,22.500000000000000,"GATEMAN EXERCISED 6"" GATE TO STOP LEAK.",34.119596090000002,-118.375548300000005,10.0000000000000000,1.0000000000000000
60800,MAIN,23-Jun-11,9100 ORIOLE WAY,,,4.000000000000000,A.C.,1951,68467,,1,,,,,BLACK,146-168,4.000000000000000,24.000000000000000,"HIT 4"" A.C. MAIN WHILE EXCAVATING TRENCH. REMOVE COLLAR AND INSTALLED REPAIR CLAMP.",34.096828680000002,-118.388392699999997,10.0000000000000000,1.0000000000000000
60802,MAIN,24-Jun-11,674 CLOVERDALE AVE.,17' EW CLOVERDALE AVE,149' N/N WILSHIRE BL.,6.000000000000000,C.I.,1924,34230,CLAMP,1,,,THICK,CLAY & SAND,SCHWEINBOLD,134-183,8.000000000000000,16.000000000000000,"APPLIED 6""X20"" CLAMP TO W.M. BACKFILLED, TAMPED, OIL. HELP MAKE PICK UP.",34.061735679999998,-118.346394500000002,10.0000000000000000,1.0000000000000000
60804,MAIN,24-Jun-11,7940 WILLOW GLEN RD,S WILLOW GLEN RD.,572' W/W WOODSTOCK,6.000000000000000,STEEL,1928,47672,RUST HOLE,1,,,,,NAVAR,154-174,6.500000000000000,13.000000000000000,"FOUND LEAK ON 6"" STEEL MAIN. INSTALLED 6""X12"" REPAIR CLAMP. BACKFILLED, LEFT SAFE, NEEDS LARGE PICK-UP.",34.119208720000003,-118.370904499999995,10.0000000000000000,1.0000000000000000
60801,MAIN,24-Jun-11,9100 ORIOLE WAY,,,4.000000000000000,A.C.,1951,68467,,1,,,,,BLACK,146-168,4.000000000000000,20.000000000000000,"WHILE EXCAVATING, HIT A.C. MAIN. MADE REPAIR USING TWO MECHANICALS AND A PIECE OF D.I.",34.096831090000002,-118.388385999999997,10.0000000000000000,1.0000000000000000
60805,MAIN,25-Jun-11,7933 WILLOW GLEN RD,S WILLOW GLEN RD.,512' W/W WOODSTOCK,6.000000000000000,STEEL,1928,47672,RUST HOLE,1,,,,ADOBE,NAVAR,154-174,9.500000000000000,19.000000000000000,"FOUND LEAK ON 6"" STEEL MAIN. INSTALLED 6""X12"" REPAIR CLAMP. BACKFILLED, LEFT SAFE, NEEDS LARGE PICK-UP.",34.119054599999998,-118.370901500000002,10.0000000000000000,1.0000000000000000
60815,MAIN,28-Jun-11,855 S. DETROIT ST.,PL W. DETROIT,20' S/N 9TH ST.,8.000000000000000,C.I.,1922,30400,SPLIT,1,,,,,KIRKWOOD,132-180,9.000000000000000,27.000000000000000,"APPROXIMATE LEAK LOCATION ON 8"" MAIN AFTER THE FACT",34.059013080000000,-118.346385600000005,10.0000000000000000,1.0000000000000000
