LEAK_ID,RPT_TYPE,RPT_DATE,ADDRESS,MAIN_ST,CROSS_ST,PIPE_SIZE,PIPE_TYPE,YR_INST,PLR_INST,LEAK_TYPE,LEAK_QUANT,ANOD_INST,COAT_TYPE,COAT_COND,SOIL_TYPE,FOREMAN,WSM_NBR,REPAIR_HRS,MAN_HRS,REMARKS,LAT,LON
60161,MAIN,29-Apr-11,780 TORTUOSO WAY,201' E/E TORTUOSO WAY,E/ STONE CANYON ROAD,8,STEEL,1934,53505,RUST HOLE,1,,,,,W. KELLY,142-153,,,"PINPOINTED LEAK ON 8"" STEEL MAIN; REPAIRED LEAK, BACKFILLED EXCAVATION: JOB COMPLETE.",34.08614005,-118.4445007
60159,MAIN,29-Apr-11,6715 LEXINGTON AVE,17' N/S LEXINGTON AVE,45' W/W LAS PALMAS AVE,4,C.I.,1922,30863,SPLIT,1,,,,C,R. GONZALES,146-186,5,15,"FOUND SPLIT ON 4"" C.I. MAIN. CUT IN 3' OF 4"" D.I. WITH TWO UNIONS.",34.09256653,-118.336528
60160,MAIN,29-Apr-11,MONTE PLACENTIA WAY,W/ MONTE PLACENTIA WAY,60' N/N HIGHLAND GORGE DR,2,STEEL,1927,45057,SPLIT,1,,,,ADOBE,R. NAVAR,146-162,5,10,"FOUND 2"" STEEL MAIN LEAK, CUT 2' GALVANIZED PIPE, USED 2 MECHANICAL COUPLINGS. BACK FILLED, LEFT SMALL PICK UP AND NEEDS ENOUGH OIL FOR 2' X 3'. JOB LEFT SAFE.",34.09575414,-118.4150656
60717,MAIN,1-May-11,623 MICHAELTORENA ST,,55' N/N BELLEVUE AVE,6,C.I.,1925,42168,RUST HOLE,1,,,,,SOLIS,140-201,,,"DRILL HOLES; FOUND LK; BROKE OUT; STREET WAS 18"" THICK; EXCAVATE; CLEAN W.M. INSTALL 6""X 12"" 360 DEGREE REPAIR CLAMP; BACKFILL & TEMP, LEFT SAFE.",34.07944063,-118.280962
60369,MAIN,2-May-11,HAMILTON AV & WALKER AV,5' E/W WALKER AV,20' N/S HAMILTON AV,6,C.I.,1949,67070,SPLIT,1,,,,ROCKY,ROGERS,008-195,11.5,34.5,"ARRIVED AT 4:30 PM INVESTIGATED W/M LEAK FOUND 7FT SPLIT SET UP TRAFFIC REPAIR W/M LEAK INSTALL 7FT 2 MECH., BACKFILLED CLEANED UP LEFT SITE SAFE.",33.71849861,-118.3036231
60275,MAIN,2-May-11,16603 CALAHAN ST,9' S/CL CALAHAN ST,409' E/CL RUBIO AVE,,,1960,79244,,1,,,,,HARDY,198-138,9,27,,34.23662431,-118.4941884
60512,MAIN,3-May-11,2620 LA CIENEGA AV,W/S LA CIENEGA AV,369' N/N HARGIS ST,8,A.C.,1964,83895,CLAMP,1,,,,,SPEARS,124-171,4,11.5,"REPAIRED 8"" AC MAIN LEAK WITH 8""X 1 1/2"" SADDLE CLAMP.",34.03396383,-118.3782856
60718,MAIN,3-May-11,813 E. 12TH ST,7' S/N E. 12TH ST,24'  E/W STANFORD AV,8,C.I.,1896,1419,,1,,,FAIR,,CHESTERTON,124-210,8,16,"FOUND ROUND CRACK ON 8"" CI MAIN MADE REPAIRS",34.03215815,-118.2499098
60513,MAIN,3-May-11,9197 CRESCENT DR,13' SN CRESCENT DR,890' WW WONDERLAND AVE,6,C.I.,1946,64373,ROUND CRACK,1,,,,,SMITH,150-168,8,16,"LOCATE LEAK, DUG OUT, INSTALL 6""X 8"" CLAMP ON ROUND CRACK, BACKFILL W/NATIVE SOIL. JOB COMPLETE.",34.10662306,-118.3912626
60719,MAIN,3-May-11,3727 RANDOLPH AVE,23' E/W RANDOLPH AVE,260' N/N EDISON,,C.I.,1916,23988,,1,,,BAD,,PRECIADO,144-231,6,12,"FOUND 8"" SPLIT AT BOTTOM AT 4"" MAIN INSTALLED 1-360 DEGREE CLAMP. MAIN WILL BE TAKEN OUT OF SERVICE SOON.",34.08942557,-118.1806038
60370,MAIN,4-May-11,88TH PL,18' S/N 88TH PL,315' E/E SAN PEDRO,6,C.I.,1949,68695,SPLIT,1,,,,,ROGERS,096-204,4,8,"(NO) TRAFFIC SETUP CONSTRUCTION SITE EXCAVATED LOCATED W/M LEAK ON 6"" C.I. W/M REPAIRED 4"" SPLIT ON TOP WITH 360 DEGREE REPAIR CLAMP. COMPLETE",33.95650508,-118.2683222
60514,MAIN,4-May-11,2366 PELHAM AVE,22' E/W PELHAM AVE,74' N/N PICO BL,6,C.I.,1923,31777,RUST HOLE,1,,,,,SPEARS,126-159,4.5,13.5,"REPAIRED RUPTURE ON 6"" C.I. MAIN WITH 6""X 12"" 360 DEGREE CLAMP.",34.0427246,-118.4240218
60435,MAIN,4-May-11,6859 WOODLEY AVE,15' W/CL WOODLEY AVE,150' S/CL BASSETT ST,8,C.I.,1959,78305,SPLIT,1,,,,CLAY,CERVANTES,182-141,13,54,"ABANDONED 2"" CORP VALVE 1"" OUTSIDE EXCAVATION, NOT VISIBLE. THE MAIN AND 2"" SERVICE WAS PROSPECTED BY HAND AND EXPOSED WHILE SCRAPING SIDE OF EXCAVATION HIT THE ABANDONED CORP WHICH CAUSED A 6' SPLIT IN THE PIPE.",34.19567429,-118.4837008
60720,MAIN,4-May-11,1`528 N. AVE 45,19' EW N. AVE 45,72' SS ALUMNI AVE,12,C.I.,1937,54851,,1,,,OK,CLAY,PRECIADO,156-219,17,51,"WHILE DIGGING OUT TO REPAIR MAIN BLOW OUT. CUT IN 118"" OF DI PIPE & INSTALLED TWO 12"" DRESSER BACKFILLED WITH CON ROCK",34.12453245,-118.2181196
60371,MAIN,4-May-11,88TH PL,7' E/W METTLER ST,18' S/N 88TH PLRE,6,A.C.,1957,76241,ROUND CRACK,1,,,,,ROGERS,096-207,4,8,"NO TRAFFIC SET UP' CONSTRUCTION EXCAVATED TRENCH LOCATED & REPAIRED 6"" A.C. W/M LEAK. ROUND CRACK REPAIRED WITH 360 DEGREE.",33.95651327,-118.2666607
60130,MAIN,4-May-11,11461 WHEELER AVE,14' W/CL WHEELER AVE,35' N/CL GLOMIS ST,6,C.I.,1961,80335,GATE VALVE,1,,,,,M. OBREGON,212-168,9,25,"CUT OUT OLD BROKEN 6"" GATE VALVE, INSTALLED NEW 6"" GATE VALVE R.G. TWO 18""X6"" DI NIPPLES AND TWO 6"" CI DI DRESSERS. YOKED AND RODDED SOUTH SIDE OF GATE VALVE. BACKFILLED EXCAVATION (TAMPED IN 6"" LIFTS) AND GILED. EMP# 660-848.",34.27778314,-118.388723
60372,MAIN,4-May-11,11001 S. MAIN ST,17' E/W S. MAIN ST,80' S/S 110TH ST,8,C.I.,1926,42814,ROUND CRACK,1,,,,B,PEACOCK,088-204,2,8,"FOUND ROUND CRACK ON 8"" C.I. MAIN NEXT TO OLD D.C.I. REPAIRED WITH 360 DEGREE REPAIR CLAMP. WATER MAIN WILL DIE IN A COUPLE OF DAYS ANYWAY",33.93537346,-118.2739496
60721,MAIN,5-May-11,2352 ARTHUR ST,141' S/S HOLYOAK DR,17' E/W ARTHUR ST,6,C.I.,1926,42994,SPLIT,1,,,,,CHESTERTON,152-216,12,24,7' SPLIT CUT IN 9' (TOOK OUT BELL) LIFTED CONCRETE STREET.,34.11003504,-118.232427
60518,MAIN,6-May-11,2366 PELHAM AV,22' E/W PELHAM AV,164' NN PICO BLVD,6,C.I.,1923,31777,RUPTURE,1,,,,ADOBE,NAVAR,126-159,1.5,6,"MADE REPAIRS ON 6"" MAIN.",34.04290949,-118.4241812
60517,MAIN,6-May-11,2366 PELHAM AV,22' E/W PELHAM,164' NN PICO BL,6,C.I.,1923,31777,RUPTURE,1,,,,ADOBE,NAVAR,126-159,1.5,6,"MADE REPAIRS ON 6"" MAIN.",34.04291311,-118.4241844
60515,MAIN,7-May-11,589 GOWER ST,S/S CLINTON ST,36' W/W GOWER ST,4,C.I.,1923,31217,ROUND CRACK,1,,,,,SPEARS,142-189,4,12,"REPAIRED 4"" C.I. ROUND CRACK LEAK.",34.08164307,-118.3228965
60722,MAIN,8-May-11,4760 MELROSE AV,16' SN MELROSE AV,17' EW HARVARD,6,C.I.,1916,23337,ROUND CRACK,1,,,,,CHESTERTON,142-195,8,16,"FOUND ROUND CRACK ON 6"" CI MAIN",34.083584,-118.303973
60723,MAIN,9-May-11,2516 W AVE 31,17' EW W AVE 31,176' NN EAGLE ROCK BL,4,C.I.,,,,1,,,,CLAY,PRECIADO,150-213,8,16,"CUT IN 2 FT OF 4"" PIPE & INSTALLED TWO 4"" DRESSERS BACKFILLED WITH CON ROCK & TEMP",34.10819852,-118.2384231
60524,MAIN,9-May-11,1938 FOX HILLS,22' E/W FOX HILLS,192' N/N MISSISSIPPI,6,C.I.,1924,32926,SPLIT,1,,,,,JIMENEZ,132-159,4.5,18,"FOUND RUNNING SPLIT ON 6"" C.I. WATER MAIN, CUT IN 8' OF DI PIPE. REPAIRS COMPLETE. NO PAVING NEEDED TILL FURTHER NOTICE.",34.05629564,-118.419764
60516,MAIN,9-May-11,2300 ALSACE AV,120' E/E ALSACE AV,22' N/S BANGOR ST,6,C.I.,1926,44153,SPLIT,1,,,,,GONZALES,124-180,8,24,"FOUND LEAK ON 6"" C.I. MAIN CUT IN 2' OF 6"" D.I. WITH TWO UNIONS.",34.03613932,-118.3532051
60525,MAIN,9-May-11,1921 FOX HILLS,22' E/W FOX HILLS,32' S/S LA GRANGE,6,C.I.,1924,32926,SPLIT,1,,,,,JIMENEZ,132-159,4.5,18,"FOUND RUNNING SPLIT ON 6"" C.I. WATER MAIN, CUT IN 4' OF DI PIPE REPAIRS, COMPLETE, NO PAVING NEEDED TILL FURTHER NOTICE.",34.05711957,-118.420474
60527,MAIN,10-May-11,500 GREENCRAIG,10' E/W GREENCRAIG RD,831' S/S BONHILL RD,4,C.I.,1925,41823,,1,,,,,NUNEZ,136-141,4,8,THE CREW REPAIRED A FOUR INCH CI MAIN WITH A 360 DEGREE REPAIR CLAMP. THE MAIN STARTED LEAK AFTER THEY MOVED THE DIRT.,34.06756666,-118.4803403
60526,MAIN,10-May-11,5141 LA VISTA CT,6' SN LA VISTA CT,190' EE VAN NESS AV,4,C.I.,1927,44507,SPLIT,1,,,,C,GONZALES,142-192,6.5,19.5,"FOUND LEAK ON 4"" C.I. MAIN CUT IN 4' OF 4"" D.I. WITH TWO UNIONS.",34.08212261,-118.3149741
60131,MAIN,11-May-11,4009 WOODCLIFF RD,12' E/CL WOODCLIFF RD,80' S/CL KINGSWOOD DR,16,C.I.,1954,70431,JOINT,1,,,,,M. OBREGON,164-144,8.5,22,"REPACKED 16"" LEAD JOINT ON 16"" MAIN, JOB COMPLETE",34.14316328,-118.4676473
60132,MAIN,12-May-11,10131 LAUREL CANYON BLVD,W/CL LAUREL CANYON BLVD,N/CL GAIN ST,12,D.I.,2001,104711,12,1,,,GOOD,,E. GARCIA,204-156,,,"FOUND LEAK ON 12"" G.V., REMOVED AND RELOCATED. BACKFILLED AND CLEANED UP AREA. GSM #207-157",34.2543144,-118.4274186
60133,MAIN,13-May-11,3909 CARPENTER AV,N/CL CARPENTER AV,261' S/CL LAURELWOOD DR,6,STEEL,1969,88225,RUST HOLE,1,,,BAD,,E. GARCIA,162-168,,,"FOUND LEAK ON 6"" STEEL MAIN, UNABLE TO COMPLETE REPAIRS. REFERRED TO #485 AM CREW. SEE D. LOPEZ STANDARD OR REPAIR REPORT.",34.14077709,-118.3920935
60528,MAIN,13-May-11,1921 FOX HILLS DR,FOX HILLS DR,40' N/N DUNKIRK AVE,6,C.I.,1924,32926,SPLIT,1,,,BAD,ADOBE,NAVAR,132-159,9,18,"FOUND 6"" C.I. MAIN BREAK UNDER PLATE - RETURNED TO YARD FOR (EYE BOLT) CUT IN 6' OF 6"" D.I. & CPLGS NEED DITCH INSPECTOR TO ASSIST CREW WITH LARGE PICK UP NEXT WEEK.",34.05664629,-118.4200662
60373,MAIN,14-May-11,7209 S. VAN NESS AV,40' S/S FLORENCE AV,17' E/W VAN NESS AV,6,C.I.,1924,34245,RUPTURE,1,,,,,FLOWERS,102-189,7,14,"FOUND A RUPTURE ON THE 6"" CI MAIN, PINCH DOWN MAIN, LOW PRESSURE AND MADE REPAIRS BY INSTALLING A 6""X 12"" 360 DEGREE REPAIR CLAMP TO STOP THE LEAK.",33.97433334,-118.3177595
60244,MAIN,14-May-11,7422 KYLE CT,12' E/CL KYLE CT,174' N/CL VALERIO ST,4,D.I.,1989,100241,RUPTURE,1,,,,FILL,SNYDER,186-096,8,16,"DRILLED HOLES TURN MAIN ON FOUND RUPTURE IN 4"" DI MAIN - SHUT MAIN OFF - DUG OUT LG EXCAVATION REPAIRED WITH 4""X 8"" 360 DEGREE CLAMP 561-TURNED MAIN BACK ON. FLUSHED FROM B/O - 542 CAME IN BACKFILLED & MADE P/U & TEMP. EXTENSIVE ST RAISED 35-40'",34.20496189,-118.6335101
60529,MAIN,14-May-11,RODEO RD & ARLINGTON AV,22' EW ARLINGTON AV,9' SN RODEO RD,6,C.I.,1926,44045,HIT,1,,,,C,GONZALES,118-189,5,12,"CONTRACTOR HIT 6"" MAIN WITH BORING TOOL MAIN MISMARKED CONTRACTOR PUT PLATE OVER EXCAVATION.",34.0182568,-118.3182646
60245,MAIN,15-May-11,VICTORY BLVD/DE SOTO AVE,6' S/CL VICTORY BLVD,16' E/CL DE SOTO AVE,39,STEEL,1917,24298,RUST HOLE,1,,,POOR,CLAY,LAROCHELLE,180-108,7.5,45,"INSTALLED LARGE SCREW PIN INTO 39"" STEEL MAIN. LEAK WAS UNDER STEEL PLATE 8'X 10'",34.18839661,-118.5883972
60530,MAIN,15-May-11,9323 ALCOTT ST,88' EE REXFORD DR,17' NS ALCOTT ST,6,C.I.,1925,35973,SPLIT,1,,,,C,GONZALES,132-168,4,8,"FOUND LEAK ON 4"" C.I. MAIN CUT 3' OF 4"" D.I. WITH TWO UNIONS. MAIN BLOW OUT AGAIN AFTER ENERGIZED.",34.05422962,-118.3939121
60531,MAIN,15-May-11,9323 ALCOTT ST,78' EE REXFORD DR,17' NS ALCOTT ST,4,C.I.,1925,35973,SPLIT,1,,,,C,GONZALES,132-168,5,12.5,"FOUND LEAK ON 4"" C.I. CUT IN 7' OF 4"" D.I. WITH TWO UNIONS.",34.05422955,-118.3939334
60532,MAIN,16-May-11,1065 GOWER ST,22' NS ELEANOR ST,15' EW GOWER ST,8,C.I.,,,,1,,,,,GONZALES,144-189,,,"BLOW OUT ON 8"" C.I. MAIN CUT IN 13' OF 8"" D.I. WITH TWO UNIONS.",34.08982092,-118.3223925
60533,MAIN,16-May-11,8440 YUCCA TRAIL,S/S YUCCA TRAIL,232' EW KIRKWOOD DR,4,STEEL,1926,43232,RUST HOLE,1,,,,,SPEARS,150-174,7,14,"REPAIRED 4"" STEEL MAIN LEAK WITH 4""X 12"" 360 DEGREE CLAMP.",34.10332303,-118.3738796
60724,MAIN,17-May-11,900 N GLENDALE BL,20' EW GLENDALE BL,7' SS MONTROSE ST,4,C.I.,1914,20057,,1,,,POOR,SHALE,CHESTERTON,138-207,13.5,27,"CUT IN 6' OF 4"" DI PIPE, LIFTED ST APPROX. 22'X 7' PIPE IN POOR CONDITION.",34.07525299,-118.2616872
60134,MAIN,17-May-11,13129 FERNMONT ST,S/CL FERNMONT ST,E/CL WHEELER AV,8,C.I.,1960,79945,SPLIT,1,,,FAIR,,E. GARCIA,224-159,,,"FOUND SPLIT ON 8"" CI MAIN, MADE REPAIR. FLUSHED MAIN. BACKFILLED, CLEANED UP AREA. HEAVY CLEAN UP.",34.30719119,-118.4191663
60725,MAIN,17-May-11,4766 MELROSE AVE,14' SN MELROSE AVE,16' EW HARVARD BLVD,6,C.I.,1972,90471,,1,,,,,HOOVER,142-195,5.5,27.5,"REPAIRED 6"" CI MAIN REPLACED5' OF 6"" CI WITH 6"" DI BACKFILLED, TEMP ASPHALT, CLEAN UP & LEFT SITE SAFE.",34.08357614,-118.303973
60727,MAIN,19-May-11,632 MILO TERRACE,,75' NN SAN RAFAEL AV,6,A.C.,1968,87556,CLAMP,1,,,,,SOLIS,152-225,9,18,DUE TO THE PINCH OR ROLL RUBBER THE A.C. MAIN HAD BURN AROUND THE SADDLE CLAMP. HAD TO INSTALL BIGGER SADDLE TO COVER. BAD AREA.,34.11302513,-118.2069796
60534,MAIN,19-May-11,1938 FOX HILLS DR,W FOX HILLS DR,76' SS DUNKIRK,6,C.I.,1924,32926,RUPTURE,1,,,,ADOBE,NAVAR,132-159,8,16,"FOUND LEAK 6"" CI MAIN, INSTALLED 12""X 6"" REPAIR CLAMP, LEFT SITE SAFE, NEED LARGE PICK-UP.",34.05625758,-118.4197312
60728,MAIN,20-May-11,1442 E. 4TH ST,62' E/E MISSION RD,12' N/S 4TH ST,6,C.I.,1926,42866,ROUND CRACK,1,,,,,CHESTERTON,126-219,8,16,"FOUND ROUND CRACK ON 6"" MAIN USED 360 DEGREE FOR REPAIRS ( SYS 462 - CD 14)",34.04160852,-118.2266337
60535,MAIN,20-May-11,5609 AIRDROME ST,N/S AIRDROME ST,110' WW ELLSMERE AVE,8,C.I.,,46701,"RUST HOLE, SPLIT",1,,,,,SPEARS,128-177,8,32,"CUT IN 14' OF 8"" D.I. PIPE TO REPAIR 8"" C.I. MAIN BLOW OUT.",34.04463897,-118.3627697
60536,MAIN,21-May-11,2401 ARBUTUS DR,10' WW CHALON RD,6' SN ARBUTUS DR,12,C.I.,1957,77327,SPLIT,1,,,,C,GONZALES,140-135,14,47.5,"BLOW OUT ON 12"" C.I. MAIN CUT IN 10' OF 12"" D.I. WITH TWO UNIONS.",34.07960385,-118.5024615
60732,MAIN,23-May-11,1824 TEMPLE ST,25' N/S TEMPLE ST,85' W/W BURLINGTON AV,6,C.I.,1887,,"RUST HOLE, SPLIT",1,,,,CLAY,CHESTERTON,136-207,11,36.5,"6"" CI BLOW OUT CUT IN 7' DI PIPE.  PLR: SKETCH BK.4-4(1887)",34.06919673,-118.2649065
60538,MAIN,23-May-11,1255 GORDON ST,W/S GORDON ST,55' SS FOUNTAIN AVE,8,C.I.,1923,47679,ROUND CRACK,1,,,,,SPEARS,146-189,8,24,"REPAIRED ROUND CRACK LEAK ON 8"" C.I. MAIN WITH 8""X 20"" 360 DEGREE CLAMP.",,
60733,MAIN,24-May-11,400 N. FIGUEROA,,90' N/N TEMPLE ST,12,C.I.,1893,,RUPTURE,1,,,POOR,RIVER BED,CHESTERTON,134-210,11.5,50.5,"CUT IN 14' OF 12"" DI TO REPAIR RUPTURE 11' OF ONE SIDE OF PIPE BLEW OFF, MAJOR STREET DAMAGE. PLR: SK-MAP 1-1",34.06015698,-118.2481872
60729,MAIN,24-May-11,1353 SUTHERLAND ST,22' E/W SUTHERLAND ST,600' NN SUNSET AVE,6,C.I.,1927,44471,SPLIT,1,,,BAD,MIX,PRECIADO,140-210,8.5,16.5,"FOUND SPLIT AT BOTTOM OF 6"" MAIN CUT OUT 8FT OF 6"" MONO PIPE & INSTALL 8FT DI PIPE & TWO 6"" DRESSERS.",34.07670808,-118.2524675
60540,MAIN,24-May-11,1924 FOX HILLS,325' N/N MISSISSIPPI,22' E/W FOX HILLS,6,C.I.,1924,32926,SPLIT,1,,,,,JIMENEZ,132-159,4,15,"FOUND SPLIT ON 6"" CI WATER MAIN CUT IN 5' OF DI PIPE REPAIRS COMPLETE BACKFILLED CLEAN UP JOB SITE SAFE.",34.05659511,-118.4200221
60539,MAIN,24-May-11,500 GREENCRAIG,10' E/W GREENCRAIG,831' S/S BONHILL RD,4,C.I.,1925,41823,,1,,,,,NUNEZ,136-141,2,4,THE CREW REPAIRED A MAIN LEAK AFTER A LEAK STARTED WHEN THE CREW WAS INSTALLING A NEW MAIN.,34.06756455,-118.4803396
60537,MAIN,24-May-11,6006 ELEANOR AV,69' GOWER ST,22' NS ELEANOR AV,4,C.I.,1924,34597,,1,,,,C,GONZALES,144-189,6,18,"FOUND LEAK ON 4"" C.I. MAIN USED 4""X 12"" CLAMP FOR REPAIRS.",34.08982043,-118.3225858
60731,MAIN,25-May-11,107 S. CARONDELET ST.,2' NS BEVERLY BL,24' EW CARONDELET ST,4,C.I.,1911,15077,,1,,,,ADOBE,MCCALL,136-204,8.5,25,"UPON ARRIVAL PARKED TRUCK INVESTIGATED LEAK DRILLED HOLES OVER MAIN, PINPOINTED LEAK BROKE OUT SIDEWALK EXCAVATED FOUND ROUND CRACK PLACED REPAIR CLAMP OVER LEAK.",34.06841464,-118.2747033
60730,MAIN,25-May-11,827 S. OXFORD AV,263' NN JAMES M. WOOD,25' EW OXFORD AVE,6,C.I.,,43175192,JOINT,1,,,,,SOLIS,132-192,8.5,17,RE-PACK LEAD; STOP LEAK,34.05666492,-118.307862
43623,MAIN,25-May-11,5010 BUFFALO AV,10' W/C BUFFALO,170' S/C HESBY,2,COPPER,1961,79946,"COUPLING, HIT MAIN",1,,,N/A,MUD,OHARA,170-156,,,"STREET MAINTENANCE HIT AND BROKE THE BLOW OFF ASSEMBLY. REPLACED ASSEMBLY, BACKFILL AND ST. MAINT TO PAVE.",34.16175508,-118.4301767
43625,MAIN,25-May-11,SAN FERNANDO MISSION / NOBLE,,,,,,,,1,,,,,,210-147,,,INSTALLED SCREWPIN ON ABANDONED MAIN. DO NOT PLOT.,,
60271,MAIN,26-May-11,18965 CARMEL CREST DR,13' S/CL CARMEL CREST DR,1476' S/CL NOGA DR,4,STEEL,2000,106303,RUST HOLE,1,,,EXCELLENT,ADOBE/CLAY,LAROCHELLE,162-123,,,"FOUND SMALL HOLE IN 2"" BRASS NIPPLE ( PART OF BLOW-OFF ASSEMBLY), REPLACED VALVE!",34.14133357,-118.5437276
60726,MAIN,26-May-11,3125 W. LONDON ST,90' E/E SILVERLAKE BL,0' N/N LONDON ST,61,STEEL,1952,68799,BLOW OFF,1,,,,,DAVIS,140-201,,,"WORKED ON LEAK FOR ONE MONTH, WITH BEAM AND PLATE SHORING. DUG TO BOTTOM OF 61 IN (TRUNKLINE)STEEL MAIN AND PREFORMED CUT & PLUG ON 12 INCH BLOW OFF.",34.07766702,-118.2796107
60542,MAIN,26-May-11,7357 HOLLYWOOD BL,32' WW CAMINO PALMERO,28' SN HOLLYWOOD BL,12,C.I.,1936,54600,JOINT,1,,,,C,GONZALES,148-180,14.5,47,"FOUND LEAK ON 12"" UNION CUT OUT UNION CUT IN 2' OF 12"" D.I. WITH TWO UNIONS.",34.10166438,-118.3503631
60734,MAIN,27-May-11,1740 W. TEMPLE ST,25' N/S TEMPLE,185' W/W UNION AV,6,C.I.,1887,,RUPTURE,1,,,,ADOBE,MCCALL,136-207,11.5,22,"CALLED FROM HOME TO REPAIR BLOW OUT ON 6"" CAST IRON MAIN. UPON ARRIVAL SET UP TRAFFIC DELINEATION. INVESTIGATED AND FOUND LEAK, BROKE OUT & EXCAVATED, FOUND RUPTURE HOLE MAIN. PLR: SKETCH BK.4-4(1887)",34.06887885,-118.2639416
60735,MAIN,27-May-11,1560 E. WALDRAN AV,35. SN WALDRAN AVE,280' WE FLORISTAN AV,4,C.I.,1928,47520,"CLAMP, ROUND CRACK",1,,,OK,DG,MINGO,162-225,6,12,"MADE REPAIR HOT, ROOT REMOVAL",34.13832595,-118.1997655
60541,MAIN,27-May-11,1928 FOX HILLS,306' N/N MISSISSIPPI,22' E/W FOX HILLS,6,C.I.,1924,32926,JOINT,1,,,,,JIMENEZ,132-159,3,9,"FOUND RUST HOLE ON CORP INSERT ON WATER MAIN, REPAIRS COMPLETE.",34.05655371,-118.4199864
60736,MAIN,31-May-11,1421 EWING ST,80' E/E AVON ST,17' S/N EWING ST,4,C.I.,1931,51304,RUST HOLE,1,,,FAIR,SHALE,CHESTERTON,144-210,,,CONTRACTOR DIGGING BY MAIN SAW DIRT WET FOUND SMALL LEAK USED 360 FOR REPAIRS.,34.08704895,-118.2479332
60192,MAIN,1-Jun-11,4639 LINCOLN AVE,,288' W/W AVE 47,4,C.I.,1926,43358,SPLIT,1,,,,ADOBE,R.MCCALL,156-222,10,20,"UPON ARRIVAL, CLOSED STREET, SET UP TRAFFIC DELINIATION, DRILLED HOLES OVER MAIN. PINPOINTED LEAK, BROKE OUT AND EXCAVATED. FOUND SPLIT ON BOTTOM. REPLACED SECTION OF MAIN.",34.12211946,-118.2148394
60191,MAIN,1-Jun-11,650 ROBINSON ST,,76' S/S ELLSWORTH,6,COPPER,1925,42169,,1,,,,,J. ARIAS,140-201,2,12,"DURING WATER SERVICE RETAP EXCAVATING. BACKHOE REMOVED TOP LAYER OF ASPHALT, FOUND WATER RISING TO TOP OF DIRT. HAND EXCAVATED AND FOUND BLOWN 3/4 CORP VALVE. MAIN REPLACED ON PLR 108717 (2011), LEAK ON OLD PIPE.",34.08012103,-118.2792799
60280,MAIN,1-Jun-11,7312 BONNIE PL,12' E/CL BONNIE PL,169' N/CL WYNDOTTE ST,4,D.I.,1988,99199,,1,,,POOR,CLAY,HARDY,186-117,7,25,,34.20338443,-118.5552197
60756,MAIN,2-Jun-11,2767 HAUSER BL.,W/S HAUSER BL.,60' N/N BLACKWELDER ST.,6,C.I.,1925,41120,SPLIT,1,,,,,SPEARS,122-177,16,31.5,"CUT IN 12' OF 6"" D.I. PIPE TO REPAIR MAIN SPLIT.",34.02889431,-118.3640785
60757,MAIN,3-Jun-11,8478 BRIER DR.,S/S BRIER DR.,35' E/E OAK ST.,4,STEEL,1926,43073,RUST HOLE,1,,,,,SPEARS,150-171,8,24,"REPAIRED 4"" STEEL MAIN LEAK WITH 4""X12"" 360 CLAMP.",34.10431044,-118.3761343
60282,MAIN,6-Jun-11,8846 LANGDON AV,14' W/CL LANGDON AV,176' S/CL RAYEN ST,6,C.I.,1931,38223,,1,,,FAIR,EARTH,CERVANTES,196-144,,,,34.23136335,-118.469854
60135,MAIN,6-Jun-11,4100 LANKERSHIM BLVD,30' W/CL LANKERSHIM BLVD,5' N/CL CHIQUITA ST,6,C.I.,1957,77265,LEAD JOINT LEAK,1,,,,CLAY SILT,R. CRUZ,164-177,5.5,22,"REPACKED 6"" CAST IRON LEAK JOINT INTO BELL OF 6"" CI MAIN.",34.14413076,-118.3621945
60761,MAIN,6-Jun-11,8400 WARING AVE.,S/S WARING AVE.,10' W/W ALFRED ST.,8,C.I.,1931,50823,JOINT,1,,,,,SPEARS,142-174,8,24,"REPAIRED LEAK ON 8"" BELL JOINT WITH 8"" BELL CLAMP.",34.0853004,-118.3754488
60758,MAIN,6-Jun-11,100 CAROLWWOD DR.,13' E/W CAROLWOOD DR.,280' S/S SUNSET BL.,4,A.C.,1967,86351,CLAMP,1,,,,,SCHWEINBOLD,140-156,8,16,CHANGED CLAMP.,34.07985617,-118.4262964
60760,MAIN,6-Jun-11,556 GREENCRAIG RD.,10' N/S GREENCRAIG,268' E/E BONHILL RD.,4,C.I.,1925,41823,,1,,,,,NUNEZ,136-141,,,"THE CREW MADE REPAIRS ON A 4"" C.I. MAIN AFTER THE BACKHOE REMOVED SOME DIRT CAUSING A RUST HOLE.",34.06874441,-118.4802435
60201,MAIN,6-Jun-11,5300 HUNTINGTON DR,,109' W/W LIFUR AVE,8,C.I.,1926,42512,,1,,,,,D. SOLIS,144-237,7,14,"BROKE OUT, EXCAVATED, WAITED ON UTILITIES (USA). REMOVED 5' SPLIT ON C.I. INSTALLED 6' OF 8"" D.I. PIPE. BACKFILLED AND TEMP. LEFT CLEAN AND SAFE.",34.08958597,-118.1674787
60773,MAIN,7-Jun-11,1717 S. LA BREA AVE.,W/S LA BREA AVE.,138' S/S ST. ELMO DR.,12,C.I.,1923,32100,CLAMP,1,,,,,SPEARS,128-183,11.5,34,"REPAIRED 12"" C.I. MAIN LEAK WITH 12""X8"" 360.",34.04376684,-118.346261
