LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,MIKE GIPSON,PROPHET L WALKER,
LOS ANGELES,9002630A,4239,373,N,,VBM PORTION,28,12,7,
LOS ANGELES,9002630A,4239,373,N,400,TOTAL,73,40,20,
LOS ANGELES,9002630B,4240,368,N,413,POLLING PLACE,60,28,26,
LOS ANGELES,9002630B,4240,368,N,,VBM PORTION,2,1,1,
LOS ANGELES,9002630B,4240,368,N,413,TOTAL,62,29,27,
LOS ANGELES,9002632A,4241,368,N,920,POLLING PLACE,186,104,58,
LOS ANGELES,9002632A,4241,368,N,,VBM PORTION,38,20,12,
LOS ANGELES,9002632A,4241,368,N,920,TOTAL,224,124,70,
LOS ANGELES,9002633A,4242,368,N,1062,POLLING PLACE,206,119,75,
LOS ANGELES,9002633A,4242,368,N,,VBM PORTION,21,9,11,
LOS ANGELES,9002633A,4242,368,N,1062,TOTAL,227,128,86,
LOS ANGELES,9002636A,4243,368,N,1011,POLLING PLACE,182,91,73,
LOS ANGELES,9002636A,4243,368,N,,VBM PORTION,34,21,11,
LOS ANGELES,9002636A,4243,368,N,1011,TOTAL,216,112,84,
LOS ANGELES,9002702A,6321,369,Y,14,POLLING PLACE,,,,
LOS ANGELES,9002702A,6321,369,Y,,VBM PORTION,,,,
LOS ANGELES,9002702A,6321,369,Y,14,TOTAL,,,,
LOS ANGELES,9002910A,4299,360,N,779,POLLING PLACE,148,87,55,
LOS ANGELES,9002910A,4299,360,N,,VBM PORTION,39,15,19,
LOS ANGELES,9002910A,4299,360,N,779,TOTAL,187,102,74,
LOS ANGELES,9003029C,4310,358,N,1014,POLLING PLACE,110,68,34,
LOS ANGELES,9003029C,4310,358,N,,VBM PORTION,39,23,9,
LOS ANGELES,9003029C,4310,358,N,1014,TOTAL,149,91,43,
LOS ANGELES,9003220A,4332,358,N,586,POLLING PLACE,91,61,28,
LOS ANGELES,9003220A,4332,358,N,,VBM PORTION,24,12,11,
LOS ANGELES,9003220A,4332,358,N,586,TOTAL,115,73,39,
LOS ANGELES,9003663A,4361,368,N,1114,POLLING PLACE,209,115,71,
LOS ANGELES,9003663A,4361,368,N,,VBM PORTION,43,18,17,
LOS ANGELES,9003663A,4361,368,N,1114,TOTAL,252,133,88,
LOS ANGELES,9003742A,4365,368,N,831,POLLING PLACE,103,41,52,
LOS ANGELES,9003742A,4365,368,N,,VBM PORTION,15,7,7,
LOS ANGELES,9003742A,4365,368,N,831,TOTAL,118,48,59,
LOS ANGELES,9003866A,4368,358,N,997,POLLING PLACE,160,107,45,
LOS ANGELES,9003866A,4368,358,N,,VBM PORTION,37,17,17,
LOS ANGELES,9003866A,4368,358,N,997,TOTAL,197,124,62,
LOS ANGELES,9005284A,4433,360,N,702,POLLING PLACE,141,77,41,
LOS ANGELES,9005284A,4433,360,N,,VBM PORTION,64,38,11,
LOS ANGELES,9005284A,4433,360,N,702,TOTAL,205,115,52,
LOS ANGELES,9008296A,4684,368,N,935,POLLING PLACE,139,79,48,
LOS ANGELES,9008296A,4684,368,N,,VBM PORTION,26,15,11,
LOS ANGELES,9008296A,4684,368,N,935,TOTAL,165,94,59,
BALLOT GROUP 358,9990358A,8358,358,N,,POLLING PLACE,,,,
BALLOT GROUP 358,9990358A,8358,358,N,,VBM PORTION,,,,
BALLOT GROUP 358,9990358A,8358,358,N,,TOTAL,,,,
BALLOT GROUP 359,9990359A,8359,359,N,,POLLING PLACE,,,,
BALLOT GROUP 359,9990359A,8359,359,N,,VBM PORTION,,,,
BALLOT GROUP 359,9990359A,8359,359,N,,TOTAL,,,,
BALLOT GROUP 360,9990360A,8360,360,N,,POLLING PLACE,,,,
BALLOT GROUP 360,9990360A,8360,360,N,,VBM PORTION,,,,
BALLOT GROUP 360,9990360A,8360,360,N,,TOTAL,,,,
BALLOT GROUP 361,9990361A,8361,361,N,,POLLING PLACE,,,,
BALLOT GROUP 361,9990361A,8361,361,N,,VBM PORTION,,,,
BALLOT GROUP 361,9990361A,8361,361,N,,TOTAL,,,,
BALLOT GROUP 362,9990362A,8362,362,N,,POLLING PLACE,,,,
BALLOT GROUP 362,9990362A,8362,362,N,,VBM PORTION,,,,
BALLOT GROUP 362,9990362A,8362,362,N,,TOTAL,,,,
BALLOT GROUP 363,9990363A,8363,363,N,,POLLING PLACE,,,,
BALLOT GROUP 363,9990363A,8363,363,N,,VBM PORTION,,,,
BALLOT GROUP 363,9990363A,8363,363,N,,TOTAL,,,,
BALLOT GROUP 364,9990364A,8364,364,N,,POLLING PLACE,,,,
BALLOT GROUP 364,9990364A,8364,364,N,,VBM PORTION,,,,
BALLOT GROUP 364,9990364A,8364,364,N,,TOTAL,,,,
BALLOT GROUP 365,9990365A,8365,365,N,,POLLING PLACE,,,,
BALLOT GROUP 365,9990365A,8365,365,N,,VBM PORTION,,,,
BALLOT GROUP 365,9990365A,8365,365,N,,TOTAL,,,,
BALLOT GROUP 366,9990366A,8366,366,N,,POLLING PLACE,,,,
BALLOT GROUP 366,9990366A,8366,366,N,,VBM PORTION,,,,
BALLOT GROUP 366,9990366A,8366,366,N,,TOTAL,,,,
BALLOT GROUP 367,9990367A,8367,367,N,,POLLING PLACE,,,,
BALLOT GROUP 367,9990367A,8367,367,N,,VBM PORTION,,,,
BALLOT GROUP 367,9990367A,8367,367,N,,TOTAL,,,,
BALLOT GROUP 368,9990368A,8368,368,N,,POLLING PLACE,,,,
BALLOT GROUP 368,9990368A,8368,368,N,,VBM PORTION,,,,
BALLOT GROUP 368,9990368A,8368,368,N,,TOTAL,,,,
BALLOT GROUP 369,9990369A,8369,369,N,,POLLING PLACE,,,,
BALLOT GROUP 369,9990369A,8369,369,N,,VBM PORTION,,,,
BALLOT GROUP 369,9990369A,8369,369,N,,TOTAL,,,,
BALLOT GROUP 370,9990370A,8370,370,N,,POLLING PLACE,,,,
BALLOT GROUP 370,9990370A,8370,370,N,,VBM PORTION,,,,
BALLOT GROUP 370,9990370A,8370,370,N,,TOTAL,,,,
BALLOT GROUP 371,9990371A,8371,371,N,,POLLING PLACE,,,,
BALLOT GROUP 371,9990371A,8371,371,N,,VBM PORTION,,,,
BALLOT GROUP 371,9990371A,8371,371,N,,TOTAL,,,,
BALLOT GROUP 372,9990372A,8372,372,N,,POLLING PLACE,,,,
BALLOT GROUP 372,9990372A,8372,372,N,,VBM PORTION,,,,
BALLOT GROUP 372,9990372A,8372,372,N,,TOTAL,,,,
BALLOT GROUP 373,9990373A,8373,373,N,,POLLING PLACE,,,,
BALLOT GROUP 373,9990373A,8373,373,N,,VBM PORTION,,,,
BALLOT GROUP 373,9990373A,8373,373,N,,TOTAL,,,,
