SchoolCode	SchoolName	EthnicityRace	Grade	PrimaryResidency	UnaccompaniedYouthIndicator	RunawayYouthIndicator	StartDate	EnrollmentStatusCode	ExitDate	SINFStartDate	EngLangAcqStatus	TitleIMigrant	SpecialEducation
6027288	Barton (Clara) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	8/21/2014	10-Primary enrollment	6/30/2015	8/21/2014	EL  	N	N
6027288	Barton (Clara) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	8/21/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027288	Barton (Clara) Elementary	White	4	100-Temporary Shelters	N	N	2/17/2015	10-Primary enrollment	3/20/2015	11/8/2013	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	8/21/2014	10-Primary enrollment	6/30/2015	9/27/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Missing	KN	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	8/4/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	3/27/2015	9/4/2013	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	8/4/2014	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	8/13/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	2/27/2015	4/26/2016	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	8/15/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	4/20/2015	10-Primary enrollment	6/30/2015	5/8/2014	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2014	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	10/2/2014	3/6/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	3/31/2016	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	2/4/2014	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	4/20/2015	10-Primary enrollment	6/30/2015	5/9/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	2/27/2015	8/5/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/23/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/22/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	2/4/2014	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	IFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	2/3/2015	7/19/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	2/3/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	7/8/2015	3/25/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	9/26/2014	10-Primary enrollment	6/30/2015	8/20/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	9/26/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	8/12/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	8/5/2013	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/15/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	8/4/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	8/15/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	9/11/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	IFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	8/15/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	7/8/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/16/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	8/12/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	2	110-Hotels/motels	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	8/4/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	9/14/2015	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	9/14/2015	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	8/5/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	8/18/2014	10-Primary enrollment	6/30/2015	8/18/2014	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2014	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	9/11/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	1/20/2015	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	8/4/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/23/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	8/14/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	8/14/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	11/24/2014	10-Primary enrollment	12/22/2014	1/8/2015	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	8/14/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2014	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2013	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	2/4/2014	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2014	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/22/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/28/2015	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2013	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	8/15/2013	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	8/14/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	9/14/2015	RFEP	N	N
6027429	Edison (Thomas) Elementary	Missing	5	100-Temporary Shelters	N	N	7/8/2014	10-Primary enrollment	11/4/2014	9/15/2015	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	7/8/2015	2/3/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	7/8/2015	7/22/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	IFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	3/6/2015	7/8/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	9/2/2014	10-Primary enrollment	6/30/2015	3/6/2014	EO  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/19/2013	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2014	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	8/4/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/8/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	8/13/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	7/8/2015	9/10/2013	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	8/22/2014	10-Primary enrollment	6/30/2015	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	8/14/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	8/13/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	3/17/2015	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	2/19/2014	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	8/4/2014	10-Primary enrollment	6/30/2015	8/12/2014	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/2014	10-Primary enrollment	6/30/2015	7/28/2014	RFEP	Y	N
