SchoolCode	SchoolName	EthnicityRace	Grade	PrimaryResidency	UnaccompaniedYouthIndicator	RunawayYouthIndicator	StartDate	EnrollmentStatusCode	ExitDate	SINFStartDate	EngLangAcqStatus	TitleIMigrant	SpecialEducation
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/6/2010	10-Primary enrollment	6/27/2014	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/6/2010	10-Primary enrollment	6/26/2012	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	9/10/2007	10-Primary enrollment	6/26/2012	4/17/2014	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/12/2004	10-Primary enrollment	6/30/2011	8/7/2013	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	8/4/2005	10-Primary enrollment	6/26/2012	7/1/2011	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/10/2006	10-Primary enrollment	6/28/2013	8/26/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	9/16/2004	10-Primary enrollment	6/30/2011	8/29/2011	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	2/27/2006	10-Primary enrollment	5/27/2011	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	10/10/2007	10-Primary enrollment	4/1/2010	9/12/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/9/2009	10-Primary enrollment	6/28/2013	8/26/2013	EO  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/9/2009	10-Primary enrollment	5/27/2011	8/26/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	8/3/2010	10-Primary enrollment	8/26/2011	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/12/2004	10-Primary enrollment	6/30/2011	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/6/2010	10-Primary enrollment	6/28/2013	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/9/2007	10-Primary enrollment	6/30/2014	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/12/2004	10-Primary enrollment	6/30/2011	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/12/2004	10-Primary enrollment	6/30/2011	8/12/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/11/2005	10-Primary enrollment	5/25/2012	7/1/2013	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/6/2010	10-Primary enrollment	1/26/2012	6/1/2015	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	10/1/2009	10-Primary enrollment	6/30/2011	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/12/2004	10-Primary enrollment	5/27/2011	8/28/2011	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	110-Hotels/motels	N	N	1/5/2010	10-Primary enrollment	9/2/2010	3/3/2014	RFEP	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/12/2004	10-Primary enrollment	6/30/2011	8/26/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/9/2007	10-Primary enrollment	6/30/2014	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	11/15/2004	10-Primary enrollment	5/27/2011	8/26/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/11/2005	10-Primary enrollment	6/26/2012	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/11/2005	10-Primary enrollment	6/26/2012	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	3/1/2010	10-Primary enrollment	6/28/2013	8/20/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	10/29/2007	10-Primary enrollment	5/25/2012	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/9/2009	10-Primary enrollment	9/30/2010	9/4/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	3/10/2009	10-Primary enrollment	4/27/2010	8/27/2012	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	110-Hotels/motels	N	N	7/9/2009	10-Primary enrollment	6/28/2013	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Nat Hwiin/Othr Pac Islndr	6	120-Temporarily Doubled Up	N	N	7/12/2004	10-Primary enrollment	6/30/2011	6/18/2014	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/10/2006	10-Primary enrollment	7/11/2011	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/9/2007	10-Primary enrollment	6/30/2014	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	5/4/2005	10-Primary enrollment	6/30/2011	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/10/2006	10-Primary enrollment	9/3/2010	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	2/4/2010	10-Primary enrollment	10/1/2010	10/28/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/10/2006	10-Primary enrollment	6/28/2013	8/26/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	8/5/2008	10-Primary enrollment	4/5/2010	7/1/2009	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/6/2010	10-Primary enrollment	8/17/2012	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	8/1/2008	10-Primary enrollment	4/5/2010	8/26/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/9/2007	10-Primary enrollment	8/28/2013	7/1/2009	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/12/2004	10-Primary enrollment	5/27/2011	8/16/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	8/4/2010	10-Primary enrollment	6/28/2013	2/19/2014	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/9/2007	10-Primary enrollment	5/27/2011	7/1/2009	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	1/30/2006	10-Primary enrollment	6/30/2011	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	8/4/2010	10-Primary enrollment	6/28/2013	8/20/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	8/4/2010	10-Primary enrollment	6/26/2012	7/1/2013	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/6/2010	10-Primary enrollment	6/30/2011	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	8/22/2005	10-Primary enrollment	6/26/2012	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/9/2007	10-Primary enrollment	6/30/2014	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	4/30/2007	10-Primary enrollment	6/26/2012	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/11/2005	10-Primary enrollment	5/25/2012	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	1/23/2006	10-Primary enrollment	6/26/2012	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/9/2007	10-Primary enrollment	6/30/2014	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/9/2007	10-Primary enrollment	6/30/2014	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	12/1/2005	10-Primary enrollment	6/30/2010	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/9/2007	10-Primary enrollment	6/30/2014	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/11/2005	10-Primary enrollment	6/26/2012	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	8/13/2009	10-Primary enrollment	10/7/2009	8/13/2009	EO  	N	N
6027429	Edison (Thomas) Elementary	White	4	120-Temporarily Doubled Up	N	N	8/13/2009	10-Primary enrollment	10/7/2009	8/13/2009	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/6/2010	10-Primary enrollment	6/28/2013	8/26/2013	RFEP	Y	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/12/2004	10-Primary enrollment	5/27/2011	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/9/2007	10-Primary enrollment	6/30/2014	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/10/2006	10-Primary enrollment	8/31/2012	7/1/2012	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/9/2007	10-Primary enrollment	8/31/2012	7/1/2012	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/9/2007	10-Primary enrollment	6/30/2014	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/11/2005	10-Primary enrollment	6/26/2012	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	3/10/2009	10-Primary enrollment	5/14/2010	7/1/2012	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/12/2004	10-Primary enrollment	6/30/2011	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/11/2005	10-Primary enrollment	6/26/2012	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	10/12/2004	10-Primary enrollment	5/27/2011	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	10/10/2006	10-Primary enrollment	6/30/2011	8/26/2013	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/9/2007	10-Primary enrollment	6/30/2014	7/1/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	110-Hotels/motels	N	N	1/21/2010	10-Primary enrollment	2/25/2011	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/6/2010	10-Primary enrollment	3/8/2011	5/20/2014	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/10/2006	10-Primary enrollment	7/19/2011	8/26/2013	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/6/2010	10-Primary enrollment	5/25/2012	7/1/2013	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/6/2010	10-Primary enrollment	5/25/2012	7/1/2013	EL  	Y	N
