LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BRENT C ROSKE,ZEIN E OBAGI JR,M WILLIAMSON,KEVIN MOTTUS,BARBARA L MULVANEY,MATT MILLER,ELAN CARR,DAVID KANUTH,TOM FOX,VINCE FLAHERTY,KRISTIE HOLMES,MARK MATTHEW HERD,JAMES GRAF,WENDY GREUEL,LILY GILANI,MICHAEL SHAPIRO,MICHAEL IAN SACHS,TED LIEU
SANTA MONICA,6250125A,2501,82,N,1194,TOTAL,402,0,3,60,6,7,74,60,4,0,1,3,0,4,88,14,2,1,54
SANTA MONICA,6250127A,2502,82,N,1140,POLLING PLACE,200,0,2,60,3,2,44,6,5,0,1,0,1,0,41,3,1,7,17
SANTA MONICA,6250127A,2502,82,N,0,VBM PORTION,104,0,0,29,2,4,16,8,1,0,1,1,0,0,17,1,1,0,18
SANTA MONICA,6250127A,2502,82,N,1140,TOTAL,304,0,2,89,5,6,60,14,6,0,2,1,1,0,58,4,2,7,35
SANTA MONICA,6250128A,2503,82,N,1004,POLLING PLACE,210,0,2,33,6,2,51,28,3,0,0,0,0,0,42,9,1,1,27
SANTA MONICA,6250128A,2503,82,N,0,VBM PORTION,179,0,0,16,2,3,27,19,3,0,0,2,0,1,51,5,2,0,25
SANTA MONICA,6250128A,2503,82,N,1004,TOTAL,389,0,2,49,8,5,78,47,6,0,0,2,0,1,93,14,3,1,52
TOPANGA,7100002A,2647,88,N,1027,POLLING PLACE,222,0,2,116,2,4,21,11,2,0,1,1,2,0,28,0,0,2,26
TOPANGA,7100002A,2647,88,N,0,VBM PORTION,100,0,1,23,2,6,15,5,0,0,0,3,1,0,18,3,1,1,16
TOPANGA,7100002A,2647,88,N,1027,TOTAL,322,0,3,139,4,10,36,16,2,0,1,4,3,0,46,3,1,3,42
TOPANGA,7100004B,2648,88,N,811,POLLING PLACE,153,1,0,69,1,2,24,5,1,2,1,0,0,0,23,1,0,0,16
TOPANGA,7100004B,2648,88,N,0,VBM PORTION,92,0,0,37,2,3,12,10,0,0,0,1,0,0,15,3,0,1,5
TOPANGA,7100004B,2648,88,N,811,TOTAL,245,1,0,106,3,5,36,15,1,2,1,1,0,0,38,4,0,1,21
TOPANGA,7100006A,2649,88,N,684,POLLING PLACE,162,0,1,69,1,1,23,11,0,0,0,1,0,0,32,1,0,2,16
TOPANGA,7100006A,2649,88,N,0,VBM PORTION,68,0,0,16,1,2,4,6,3,2,0,1,1,0,24,1,0,1,5
TOPANGA,7100006A,2649,88,N,684,TOTAL,230,0,1,85,2,3,27,17,3,2,0,2,1,0,56,2,0,3,21
TOPANGA,7100007A,2650,88,N,1229,POLLING PLACE,140,0,1,45,1,3,16,21,3,0,0,1,1,0,26,7,0,3,10
TOPANGA,7100007A,2650,88,N,0,VBM PORTION,170,0,2,28,1,7,9,28,2,1,2,5,1,0,33,19,1,0,21
TOPANGA,7100007A,2650,88,N,1229,TOTAL,310,0,3,73,2,10,25,49,5,1,2,6,2,0,59,26,1,3,31
TOPANGA,7100030A,2651,88,N,813,POLLING PLACE,214,1,0,91,0,6,37,7,1,0,0,2,1,0,34,2,1,3,20
TOPANGA,7100030A,2651,88,N,0,VBM PORTION,86,0,0,25,0,3,9,9,0,0,0,3,0,0,21,0,0,2,13
TOPANGA,7100030A,2651,88,N,813,TOTAL,300,1,0,116,0,9,46,16,1,0,0,5,1,0,55,2,1,5,33
TOPANGA,7100032A,6168,88,Y,268,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOPANGA,7100032A,6168,88,Y,0,VBM PORTION,119,0,0,47,4,3,12,7,2,1,0,0,2,0,19,1,0,2,13
TOPANGA,7100032A,6168,88,Y,268,TOTAL,119,0,0,47,4,3,12,7,2,1,0,0,2,0,19,1,0,2,13
TOPANGA,7100033A,2652,88,N,1047,POLLING PLACE,176,0,1,29,7,4,29,26,6,2,1,1,3,0,24,9,1,0,18
TOPANGA,7100033A,2652,88,N,0,VBM PORTION,157,0,0,13,5,3,24,35,2,0,0,0,3,1,35,7,1,0,22
TOPANGA,7100033A,2652,88,N,1047,TOTAL,333,0,1,42,12,7,53,61,8,2,1,1,6,1,59,16,2,0,40
TORRANCE,7150021A,2666,180,N,1000,POLLING PLACE,218,0,1,13,3,8,13,63,0,1,1,0,1,0,18,22,1,0,60
TORRANCE,7150021A,2666,180,N,0,VBM PORTION,150,0,0,2,4,3,2,45,2,0,0,0,2,1,14,22,1,0,40
TORRANCE,7150021A,2666,180,N,1000,TOTAL,368,0,1,15,7,11,15,108,2,1,1,0,3,1,32,44,2,0,100
TORRANCE,7150023A,2668,180,N,969,POLLING PLACE,143,0,0,9,5,1,5,43,1,0,2,1,2,1,11,10,1,0,37
TORRANCE,7150023A,2668,180,N,0,VBM PORTION,103,0,1,2,1,0,3,24,0,0,0,1,0,2,14,12,0,0,35
TORRANCE,7150023A,2668,180,N,969,TOTAL,246,0,1,11,6,1,8,67,1,0,2,2,2,3,25,22,1,0,72
TORRANCE,7150024A,2669,180,N,748,POLLING PLACE,114,1,0,8,2,7,2,8,3,1,1,4,4,1,15,7,0,3,36
TORRANCE,7150024A,2669,180,N,0,VBM PORTION,104,0,0,8,3,9,3,17,1,0,0,3,0,0,12,7,1,0,31
TORRANCE,7150024A,2669,180,N,748,TOTAL,218,1,0,16,5,16,5,25,4,1,1,7,4,1,27,14,1,3,67
TORRANCE,7150031B,2675,180,N,1021,POLLING PLACE,225,0,0,5,6,5,12,75,1,0,0,1,1,0,18,28,1,0,58
TORRANCE,7150031B,2675,180,N,0,VBM PORTION,177,0,0,4,3,0,5,44,0,1,0,3,1,0,12,15,1,0,69
TORRANCE,7150031B,2675,180,N,1021,TOTAL,402,0,0,9,9,5,17,119,1,1,0,4,2,0,30,43,2,0,127
TORRANCE,7150032A,2676,180,N,980,POLLING PLACE,140,0,4,14,2,0,6,30,1,2,0,1,4,1,13,9,0,1,43
TORRANCE,7150032A,2676,180,N,0,VBM PORTION,125,0,0,9,1,2,6,33,1,2,0,0,1,1,7,6,0,0,46
TORRANCE,7150032A,2676,180,N,980,TOTAL,265,0,4,23,3,2,12,63,2,4,0,1,5,2,20,15,0,1,89
TORRANCE,7150037A,2678,180,N,956,POLLING PLACE,208,0,1,3,8,5,7,68,2,4,0,2,1,0,11,28,1,0,61
TORRANCE,7150037A,2678,180,N,0,VBM PORTION,131,0,0,3,0,4,2,36,2,3,1,1,2,0,8,12,0,0,43
TORRANCE,7150037A,2678,180,N,956,TOTAL,339,0,1,6,8,9,9,104,4,7,1,3,3,0,19,40,1,0,104
TORRANCE,7150038A,2679,180,N,1203,POLLING PLACE,243,0,3,11,5,4,12,59,2,2,0,0,5,2,17,32,0,1,75
TORRANCE,7150038A,2679,180,N,0,VBM PORTION,228,0,0,7,6,6,4,76,0,1,2,0,1,0,10,18,1,2,73
TORRANCE,7150038A,2679,180,N,1203,TOTAL,471,0,3,18,11,10,16,135,2,3,2,0,6,2,27,50,1,3,148
TORRANCE,7150039A,2680,180,N,1026,POLLING PLACE,82,0,0,6,2,1,3,22,1,0,1,0,0,0,4,11,0,0,21
TORRANCE,7150039A,2680,180,N,0,VBM PORTION,125,0,0,5,4,8,6,29,1,1,4,2,1,1,14,6,1,1,32
TORRANCE,7150039A,2680,180,N,1026,TOTAL,207,0,0,11,6,9,9,51,2,1,5,2,1,1,18,17,1,1,53
TORRANCE,7150046A,2682,180,N,1317,POLLING PLACE,219,1,1,8,7,2,14,68,1,2,2,1,2,1,19,18,1,2,51
TORRANCE,7150046A,2682,180,N,0,VBM PORTION,158,1,1,2,3,2,8,41,1,0,0,3,2,3,13,19,1,1,40
TORRANCE,7150046A,2682,180,N,1317,TOTAL,377,2,2,10,10,4,22,109,2,2,2,4,4,4,32,37,2,3,91
TORRANCE,7150050A,2685,180,N,1028,POLLING PLACE,156,0,0,4,11,2,5,39,1,1,0,0,1,1,9,20,0,1,45
TORRANCE,7150050A,2685,180,N,0,VBM PORTION,152,1,1,3,7,2,6,46,0,0,2,1,0,0,12,11,0,1,48
TORRANCE,7150050A,2685,180,N,1028,TOTAL,308,1,1,7,18,4,11,85,1,1,2,1,1,1,21,31,0,2,93
TORRANCE,7150071A,2696,180,N,984,POLLING PLACE,210,0,1,8,7,4,13,44,1,0,1,1,7,0,23,25,0,0,56
TORRANCE,7150071A,2696,180,N,0,VBM PORTION,133,1,0,5,5,0,4,36,0,0,0,1,0,0,3,7,0,0,60
TORRANCE,7150071A,2696,180,N,984,TOTAL,343,1,1,13,12,4,17,80,1,0,1,2,7,0,26,32,0,0,116
TORRANCE,7150078D,2699,180,N,749,POLLING PLACE,112,0,0,3,2,1,2,29,1,0,0,0,1,0,7,11,0,1,45
TORRANCE,7150078D,2699,180,N,0,VBM PORTION,156,0,1,0,6,6,6,36,0,1,0,5,0,1,22,11,0,0,46
TORRANCE,7150078D,2699,180,N,749,TOTAL,268,0,1,3,8,7,8,65,1,1,0,5,1,1,29,22,0,1,91
TORRANCE,7150081B,2700,180,N,902,POLLING PLACE,142,0,0,7,5,3,4,48,0,1,0,1,1,1,9,17,0,2,39
TORRANCE,7150081B,2700,180,N,0,VBM PORTION,150,0,0,10,4,2,3,38,0,2,0,2,1,0,16,17,0,0,44
TORRANCE,7150081B,2700,180,N,902,TOTAL,292,0,0,17,9,5,7,86,0,3,0,3,2,1,25,34,0,2,83
TORRANCE,7150082A,2701,180,N,1156,POLLING PLACE,224,0,0,9,4,3,12,70,0,0,2,0,4,0,18,19,0,0,65
TORRANCE,7150082A,2701,180,N,0,VBM PORTION,137,0,0,8,3,0,3,36,0,4,0,0,1,1,12,16,0,0,49
TORRANCE,7150082A,2701,180,N,1156,TOTAL,361,0,0,17,7,3,15,106,0,4,2,0,5,1,30,35,0,0,114
TORRANCE,7150084A,2702,180,N,1039,POLLING PLACE,191,0,0,7,8,1,8,61,0,3,0,0,2,2,14,24,0,0,42
TORRANCE,7150084A,2702,180,N,0,VBM PORTION,157,0,0,5,6,5,6,45,0,1,0,5,2,0,15,15,0,0,35
TORRANCE,7150084A,2702,180,N,1039,TOTAL,348,0,0,12,14,6,14,106,0,4,0,5,4,2,29,39,0,0,77
TORRANCE,7150090A,2704,180,N,980,POLLING PLACE,168,1,0,9,3,4,7,36,1,1,0,0,1,0,9,16,0,1,63
TORRANCE,7150090A,2704,180,N,0,VBM PORTION,163,0,0,1,5,1,5,53,2,0,0,0,5,0,13,21,0,0,45
TORRANCE,7150090A,2704,180,N,980,TOTAL,331,1,0,10,8,5,12,89,3,1,0,0,6,0,22,37,0,1,108
TORRANCE,7150092B,2705,180,N,1253,POLLING PLACE,262,2,0,19,4,4,11,70,2,1,0,4,3,1,14,37,0,1,65
TORRANCE,7150092B,2705,180,N,0,VBM PORTION,179,2,0,9,4,5,11,51,1,2,0,0,0,1,12,16,1,2,52
TORRANCE,7150092B,2705,180,N,1253,TOTAL,441,4,0,28,8,9,22,121,3,3,0,4,3,2,26,53,1,3,117
TORRANCE,7150094A,2706,180,N,1374,POLLING PLACE,174,1,0,8,2,4,5,33,1,1,0,1,3,1,17,21,0,1,62
TORRANCE,7150094A,2706,180,N,0,VBM PORTION,163,1,0,8,5,4,5,46,1,0,0,3,0,0,9,16,1,4,52
TORRANCE,7150094A,2706,180,N,1374,TOTAL,337,2,0,16,7,8,10,79,2,1,0,4,3,1,26,37,1,5,114
TORRANCE,7150098A,2707,180,N,1210,POLLING PLACE,263,1,0,18,6,9,9,77,5,2,1,2,2,0,22,33,1,2,57
TORRANCE,7150098A,2707,180,N,0,VBM PORTION,198,0,1,10,9,9,9,50,1,0,0,0,0,0,16,34,1,2,46
TORRANCE,7150098A,2707,180,N,1210,TOTAL,461,1,1,28,15,18,18,127,6,2,1,2,2,0,38,67,2,4,103
TORRANCE,7150101A,2708,180,N,1315,POLLING PLACE,178,0,0,15,4,5,6,39,1,1,0,1,2,1,12,15,1,2,65
TORRANCE,7150101A,2708,180,N,0,VBM PORTION,201,0,0,13,2,7,9,55,0,0,1,4,2,1,15,20,0,2,58
TORRANCE,7150101A,2708,180,N,1315,TOTAL,379,0,0,28,6,12,15,94,1,1,1,5,4,2,27,35,1,4,123
TORRANCE,7150102A,2709,180,N,1117,POLLING PLACE,153,3,1,16,4,1,7,24,0,1,0,0,0,1,24,15,0,1,52
TORRANCE,7150102A,2709,180,N,0,VBM PORTION,168,0,0,6,2,2,5,34,1,1,0,2,1,0,13,25,0,3,60
TORRANCE,7150102A,2709,180,N,1117,TOTAL,321,3,1,22,6,3,12,58,1,2,0,2,1,1,37,40,0,4,112
TORRANCE,7150104A,2710,180,N,885,POLLING PLACE,211,0,0,16,6,3,12,65,0,0,0,2,0,0,15,22,0,1,58
TORRANCE,7150104A,2710,180,N,0,VBM PORTION,188,0,0,5,5,1,9,47,3,0,0,1,5,0,9,24,0,0,62
TORRANCE,7150104A,2710,180,N,885,TOTAL,399,0,0,21,11,4,21,112,3,0,0,3,5,0,24,46,0,1,120
TORRANCE,7150106A,2711,180,N,1291,POLLING PLACE,241,0,0,19,6,0,16,62,1,0,0,0,2,0,28,20,1,1,76
TORRANCE,7150106A,2711,180,N,0,VBM PORTION,271,0,0,11,3,4,14,60,1,0,0,3,1,3,26,30,1,1,101
TORRANCE,7150106A,2711,180,N,1291,TOTAL,512,0,0,30,9,4,30,122,2,0,0,3,3,3,54,50,2,2,177
TORRANCE,7150109A,2712,180,N,1376,POLLING PLACE,268,1,0,15,4,2,20,88,2,1,2,2,2,2,24,21,0,2,68
TORRANCE,7150109A,2712,180,N,0,VBM PORTION,235,2,0,14,4,0,12,60,4,2,0,3,0,0,23,19,0,1,70
TORRANCE,7150109A,2712,180,N,1376,TOTAL,503,3,0,29,8,2,32,148,6,3,2,5,2,2,47,40,0,3,138
TORRANCE,7150112B,2713,180,N,1000,POLLING PLACE,176,0,0,14,2,0,6,53,1,1,1,0,2,1,14,19,0,2,55
TORRANCE,7150112B,2713,180,N,0,VBM PORTION,203,0,0,9,9,6,14,58,1,2,0,3,4,2,14,10,0,0,56
TORRANCE,7150112B,2713,180,N,1000,TOTAL,379,0,0,23,11,6,20,111,2,3,1,3,6,3,28,29,0,2,111
TORRANCE,7150114A,2714,180,N,1038,POLLING PLACE,150,0,0,7,8,3,7,55,1,1,0,1,1,0,9,11,0,2,34
TORRANCE,7150114A,2714,180,N,0,VBM PORTION,172,1,0,13,2,3,6,40,1,1,0,7,0,1,18,24,3,1,38
TORRANCE,7150114A,2714,180,N,1038,TOTAL,322,1,0,20,10,6,13,95,2,2,0,8,1,1,27,35,3,3,72
TORRANCE,7150115A,2715,180,N,899,POLLING PLACE,128,0,0,19,4,4,7,29,2,0,2,1,0,0,11,8,1,2,33
TORRANCE,7150115A,2715,180,N,0,VBM PORTION,88,0,0,9,5,1,3,15,2,0,1,1,0,0,4,14,0,2,24
TORRANCE,7150115A,2715,180,N,899,TOTAL,216,0,0,28,9,5,10,44,4,0,3,2,0,0,15,22,1,4,57
TORRANCE,7150131A,2719,180,N,902,POLLING PLACE,104,1,0,7,4,5,7,24,1,0,0,0,2,0,7,12,1,0,27
TORRANCE,7150131A,2719,180,N,0,VBM PORTION,101,0,1,5,3,4,2,17,1,0,0,3,2,2,11,11,2,0,30
TORRANCE,7150131A,2719,180,N,902,TOTAL,205,1,1,12,7,9,9,41,2,0,0,3,4,2,18,23,3,0,57
TORRANCE,7150132A,2720,180,N,1310,POLLING PLACE,147,0,1,11,3,2,7,35,0,0,0,3,5,1,14,19,1,0,32
TORRANCE,7150132A,2720,180,N,0,VBM PORTION,143,0,1,8,4,11,2,37,2,2,0,0,1,1,14,12,2,0,34
TORRANCE,7150132A,2720,180,N,1310,TOTAL,290,0,2,19,7,13,9,72,2,2,0,3,6,2,28,31,3,0,66
TORRANCE,7150144A,2722,180,N,1016,POLLING PLACE,150,1,0,8,2,0,8,29,1,1,1,2,0,0,18,22,0,0,50
TORRANCE,7150144A,2722,180,N,0,VBM PORTION,155,0,0,6,4,4,5,26,1,1,0,5,0,0,10,18,1,2,51
TORRANCE,7150144A,2722,180,N,1016,TOTAL,305,1,0,14,6,4,13,55,2,2,1,7,0,0,28,40,1,2,101
TORRANCE,7150146A,2723,180,N,922,POLLING PLACE,101,0,0,13,5,2,3,8,0,2,2,5,0,0,11,10,2,1,30
TORRANCE,7150146A,2723,180,N,0,VBM PORTION,93,1,1,3,6,4,3,10,1,0,0,2,2,1,13,9,2,4,27
TORRANCE,7150146A,2723,180,N,922,TOTAL,194,1,1,16,11,6,6,18,1,2,2,7,2,1,24,19,4,5,57
TORRANCE,7150161A,2725,180,N,1004,POLLING PLACE,96,0,0,2,0,4,2,27,0,1,0,2,0,0,8,10,0,0,38
TORRANCE,7150161A,2725,180,N,0,VBM PORTION,119,0,1,6,8,5,3,16,2,0,1,1,0,0,9,18,0,1,38
TORRANCE,7150161A,2725,180,N,1004,TOTAL,215,0,1,8,8,9,5,43,2,1,1,3,0,0,17,28,0,1,76
TORRANCE,7150182A,2726,180,N,964,POLLING PLACE,123,0,0,4,1,3,11,27,2,1,0,1,1,0,11,14,0,0,40
TORRANCE,7150182A,2726,180,N,0,VBM PORTION,180,0,1,4,7,4,8,32,0,0,0,0,2,0,10,30,1,3,59
TORRANCE,7150182A,2726,180,N,964,TOTAL,303,0,1,8,8,7,19,59,2,1,0,1,3,0,21,44,1,3,99
TORRANCE,7150300A,2728,180,N,854,POLLING PLACE,200,0,2,12,3,1,5,50,4,3,0,2,3,0,11,25,0,1,72
TORRANCE,7150300A,2728,180,N,0,VBM PORTION,101,0,0,3,0,0,1,27,0,1,0,0,0,0,2,14,1,0,43
TORRANCE,7150300A,2728,180,N,854,TOTAL,301,0,2,15,3,1,6,77,4,4,0,2,3,0,13,39,1,1,115
TORRANCE,7150301A,2729,180,N,1147,POLLING PLACE,226,0,2,11,6,5,6,68,2,6,0,2,4,0,17,26,1,1,60
TORRANCE,7150301A,2729,180,N,0,VBM PORTION,163,1,0,6,5,2,9,51,2,1,0,1,4,0,11,16,2,3,40
TORRANCE,7150301A,2729,180,N,1147,TOTAL,389,1,2,17,11,7,15,119,4,7,0,3,8,0,28,42,3,4,100
VETERANS ADMIN CENTER,7470001A,6173,108,Y,174,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VETERANS ADMIN CENTER,7470001A,6173,108,Y,0,VBM PORTION,34,0,1,3,0,3,1,2,1,0,0,1,0,0,10,4,0,0,5
VETERANS ADMIN CENTER,7470001A,6173,108,Y,174,TOTAL,34,0,1,3,0,3,1,2,1,0,0,1,0,0,10,4,0,0,5
LOS ANGELES,9000003A,2974,154,N,825,POLLING PLACE,124,0,0,43,0,1,13,4,2,0,0,0,1,0,12,1,0,0,42
LOS ANGELES,9000003A,2974,154,N,0,VBM PORTION,80,0,0,16,1,3,11,4,1,0,0,0,0,0,10,0,0,2,28
LOS ANGELES,9000003A,2974,154,N,825,TOTAL,204,0,0,59,1,4,24,8,3,0,0,0,1,0,22,1,0,2,70
LOS ANGELES,9000039A,2994,155,N,1350,POLLING PLACE,123,0,0,13,4,3,17,13,2,1,0,1,0,0,25,4,0,0,31
LOS ANGELES,9000039A,2994,155,N,0,VBM PORTION,207,0,1,13,3,5,19,40,2,1,0,4,2,0,42,6,0,2,53
LOS ANGELES,9000039A,2994,155,N,1350,TOTAL,330,0,1,26,7,8,36,53,4,2,0,5,2,0,67,10,0,2,84
LOS ANGELES,9000040A,2995,155,N,843,POLLING PLACE,114,0,0,25,1,2,10,15,1,1,0,2,0,0,16,4,0,1,29
LOS ANGELES,9000040A,2995,155,N,0,VBM PORTION,117,0,0,8,3,4,14,26,1,0,1,2,0,1,19,5,0,0,19
LOS ANGELES,9000040A,2995,155,N,843,TOTAL,231,0,0,33,4,6,24,41,2,1,1,4,0,1,35,9,0,1,48
LOS ANGELES,9000264A,3134,82,N,445,POLLING PLACE,80,0,0,8,0,0,25,8,0,0,0,0,0,1,20,5,1,0,6
LOS ANGELES,9000264A,3134,82,N,0,VBM PORTION,70,0,0,4,0,0,16,10,0,1,0,1,0,0,21,5,0,0,5
LOS ANGELES,9000264A,3134,82,N,445,TOTAL,150,0,0,12,0,0,41,18,0,1,0,1,0,1,41,10,1,0,11
LOS ANGELES,9000267A,3135,82,N,1181,POLLING PLACE,142,0,1,19,3,3,33,33,3,0,0,0,0,0,29,4,0,0,7
LOS ANGELES,9000267A,3135,82,N,0,VBM PORTION,185,1,0,14,2,2,38,49,0,1,0,0,2,0,32,10,0,1,16
LOS ANGELES,9000267A,3135,82,N,1181,TOTAL,327,1,1,33,5,5,71,82,3,1,0,0,2,0,61,14,0,1,23
LOS ANGELES,9000272A,3139,83,N,719,POLLING PLACE,130,1,3,9,8,3,33,14,6,0,1,2,1,0,27,4,0,3,5
LOS ANGELES,9000272A,3139,83,N,0,VBM PORTION,87,0,0,3,0,2,25,14,0,1,0,0,0,0,21,8,0,0,8
LOS ANGELES,9000272A,3139,83,N,719,TOTAL,217,1,3,12,8,5,58,28,6,1,1,2,1,0,48,12,0,3,13
LOS ANGELES,9000388A,3212,188,N,738,POLLING PLACE,104,0,3,10,2,4,10,16,1,0,0,2,0,0,19,12,0,0,22
LOS ANGELES,9000388A,3212,188,N,0,VBM PORTION,49,0,0,1,0,1,3,10,1,0,0,2,0,0,13,3,0,0,9
LOS ANGELES,9000388A,3212,188,N,738,TOTAL,153,0,3,11,2,5,13,26,2,0,0,4,0,0,32,15,0,0,31
LOS ANGELES,9000555A,3316,108,N,1263,POLLING PLACE,18,0,1,1,0,1,0,1,1,0,0,1,0,0,2,2,0,2,2
LOS ANGELES,9000555A,3316,108,N,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9000555A,3316,108,N,1263,TOTAL,18,0,1,1,0,1,0,1,1,0,0,1,0,0,2,2,0,2,2
LOS ANGELES,9000561A,3321,154,N,1073,POLLING PLACE,175,0,0,40,3,2,22,29,3,1,1,3,2,0,36,2,2,1,20
LOS ANGELES,9000561A,3321,154,N,0,VBM PORTION,167,0,1,19,3,4,16,23,1,0,1,1,2,1,38,7,0,3,37
LOS ANGELES,9000561A,3321,154,N,1073,TOTAL,342,0,1,59,6,6,38,52,4,1,2,4,4,1,74,9,2,4,57
LOS ANGELES,9000810A,6185,88,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9000810A,6185,88,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9000810A,6185,88,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9001001A,3510,184,N,1531,POLLING PLACE,90,1,0,6,1,7,4,17,1,1,0,1,0,1,20,5,2,2,18
LOS ANGELES,9001001A,3510,184,N,0,VBM PORTION,121,0,1,9,5,11,5,19,1,0,0,5,2,0,22,3,2,0,31
LOS ANGELES,9001001A,3510,184,N,1531,TOTAL,211,1,1,15,6,18,9,36,2,1,0,6,2,1,42,8,4,2,49
LOS ANGELES,9001100A,3565,82,N,741,POLLING PLACE,118,0,2,9,2,1,21,19,0,2,0,1,0,2,26,11,1,1,15
LOS ANGELES,9001100A,3565,82,N,0,VBM PORTION,85,1,0,5,0,4,7,19,2,1,0,2,0,0,16,7,3,1,10
LOS ANGELES,9001100A,3565,82,N,741,TOTAL,203,1,2,14,2,5,28,38,2,3,0,3,0,2,42,18,4,2,25
LOS ANGELES,9001190D,3602,83,N,994,POLLING PLACE,98,0,1,19,1,2,16,20,2,0,0,2,0,0,19,2,1,0,8
LOS ANGELES,9001190D,3602,83,N,0,VBM PORTION,112,1,1,7,4,4,9,14,0,0,0,2,0,0,33,9,3,2,13
LOS ANGELES,9001190D,3602,83,N,994,TOTAL,210,1,2,26,5,6,25,34,2,0,0,4,0,0,52,11,4,2,21
LOS ANGELES,9001212A,3610,82,N,1114,POLLING PLACE,207,0,0,29,1,4,44,11,0,0,0,2,2,1,73,1,2,0,26
LOS ANGELES,9001212A,3610,82,N,0,VBM PORTION,112,1,1,4,1,4,22,15,1,0,1,2,0,0,24,1,1,1,23
LOS ANGELES,9001212A,3610,82,N,1114,TOTAL,319,1,1,33,2,8,66,26,1,0,1,4,2,1,97,2,3,1,49
LOS ANGELES,9001218A,3611,82,N,1017,POLLING PLACE,80,0,0,10,3,2,14,14,2,1,0,1,0,1,10,3,1,2,9
LOS ANGELES,9001218A,3611,82,N,0,VBM PORTION,169,0,2,9,6,5,27,25,2,0,0,0,1,3,37,10,2,0,21
LOS ANGELES,9001218A,3611,82,N,1017,TOTAL,249,0,2,19,9,7,41,39,4,1,0,1,1,4,47,13,3,2,30
LOS ANGELES,9001219A,3612,82,N,809,POLLING PLACE,119,0,1,12,5,0,16,17,5,0,0,0,0,0,33,17,0,0,6
LOS ANGELES,9001219A,3612,82,N,0,VBM PORTION,119,0,0,1,4,2,21,23,4,0,0,2,0,0,39,7,0,0,3
LOS ANGELES,9001219A,3612,82,N,809,TOTAL,238,0,1,13,9,2,37,40,9,0,0,2,0,0,72,24,0,0,9
LOS ANGELES,9001243A,3620,154,N,831,POLLING PLACE,101,0,0,46,1,4,7,4,1,1,0,3,0,0,19,0,0,1,11
LOS ANGELES,9001243A,3620,154,N,0,VBM PORTION,58,0,0,17,1,2,7,2,0,0,0,2,0,0,12,2,0,1,9
LOS ANGELES,9001243A,3620,154,N,831,TOTAL,159,0,0,63,2,6,14,6,1,1,0,5,0,0,31,2,0,2,20
LOS ANGELES,9001244A,3621,154,N,839,POLLING PLACE,132,0,0,46,1,10,13,5,1,0,1,3,2,0,16,3,0,0,22
LOS ANGELES,9001244A,3621,154,N,0,VBM PORTION,90,0,0,28,1,4,6,10,1,1,1,2,3,0,11,2,1,1,16
LOS ANGELES,9001244A,3621,154,N,839,TOTAL,222,0,0,74,2,14,19,15,2,1,2,5,5,0,27,5,1,1,38
LOS ANGELES,9001262A,3629,108,N,1237,POLLING PLACE,113,1,0,13,3,1,22,16,1,1,0,2,3,0,24,10,1,0,9
LOS ANGELES,9001262A,3629,108,N,0,VBM PORTION,159,0,0,10,3,2,28,20,4,0,0,0,0,1,47,16,1,0,20
LOS ANGELES,9001262A,3629,108,N,1237,TOTAL,272,1,0,23,6,3,50,36,5,1,0,2,3,1,71,26,2,0,29
LOS ANGELES,9001306A,3645,82,N,1197,POLLING PLACE,221,0,1,25,6,2,69,36,11,2,2,2,0,0,31,9,0,1,18
LOS ANGELES,9001306A,3645,82,N,0,VBM PORTION,210,0,1,18,2,2,33,34,9,0,0,0,2,0,49,14,3,0,20
LOS ANGELES,9001306A,3645,82,N,1197,TOTAL,431,0,2,43,8,4,102,70,20,2,2,2,2,0,80,23,3,1,38
LOS ANGELES,9001307A,3646,82,N,1271,POLLING PLACE,207,0,1,21,6,1,54,32,12,0,0,0,0,0,41,9,1,0,19
LOS ANGELES,9001307A,3646,82,N,0,VBM PORTION,187,0,0,9,1,3,46,41,2,0,0,0,2,0,39,5,0,0,24
LOS ANGELES,9001307A,3646,82,N,1271,TOTAL,394,0,1,30,7,4,100,73,14,0,0,0,2,0,80,14,1,0,43
LOS ANGELES,9001310A,3647,82,N,1195,POLLING PLACE,166,0,0,27,0,2,31,13,6,0,1,2,0,1,48,6,0,0,21
LOS ANGELES,9001310A,3647,82,N,0,VBM PORTION,169,0,3,18,1,5,21,30,3,0,1,3,2,2,44,5,0,0,17
LOS ANGELES,9001310A,3647,82,N,1195,TOTAL,335,0,3,45,1,7,52,43,9,0,2,5,2,3,92,11,0,0,38
