LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,MARK S REED,PABLO KLEINMAN,MICHAEL W POWELSON,BRAD SHERMAN,MARC LITCHMAN
LOS ANGELES,9001021B,3521,56,N,0,VBM PORTION,69,5,10,1,45,7
LOS ANGELES,9001021B,3521,56,N,553,TOTAL,125,15,25,2,69,10
LOS ANGELES,9001027A,3525,56,N,574,POLLING PLACE,62,12,3,2,36,2
LOS ANGELES,9001027A,3525,56,N,0,VBM PORTION,84,17,11,4,45,1
LOS ANGELES,9001027A,3525,56,N,574,TOTAL,146,29,14,6,81,3
LOS ANGELES,9001036B,3528,56,N,989,POLLING PLACE,125,18,27,2,68,3
LOS ANGELES,9001036B,3528,56,N,0,VBM PORTION,140,21,38,1,66,2
LOS ANGELES,9001036B,3528,56,N,989,TOTAL,265,39,65,3,134,5
LOS ANGELES,9001037A,3529,56,N,776,POLLING PLACE,108,25,8,4,55,4
LOS ANGELES,9001037A,3529,56,N,0,VBM PORTION,89,21,10,3,47,4
LOS ANGELES,9001037A,3529,56,N,776,TOTAL,197,46,18,7,102,8
LOS ANGELES,9001037B,3530,56,N,912,POLLING PLACE,117,25,21,4,56,6
LOS ANGELES,9001037B,3530,56,N,0,VBM PORTION,122,31,14,4,54,2
LOS ANGELES,9001037B,3530,56,N,912,TOTAL,239,56,35,8,110,8
LOS ANGELES,9001039A,3531,56,N,1301,POLLING PLACE,164,27,17,8,93,5
LOS ANGELES,9001039A,3531,56,N,0,VBM PORTION,158,31,21,1,92,8
LOS ANGELES,9001039A,3531,56,N,1301,TOTAL,322,58,38,9,185,13
LOS ANGELES,9001041A,3532,56,N,765,POLLING PLACE,115,17,12,4,75,2
LOS ANGELES,9001041A,3532,56,N,0,VBM PORTION,88,19,2,2,56,2
LOS ANGELES,9001041A,3532,56,N,765,TOTAL,203,36,14,6,131,4
LOS ANGELES,9001044A,3534,56,N,1240,POLLING PLACE,152,33,25,0,88,2
LOS ANGELES,9001044A,3534,56,N,0,VBM PORTION,159,31,29,1,84,3
LOS ANGELES,9001044A,3534,56,N,1240,TOTAL,311,64,54,1,172,5
LOS ANGELES,9001049A,3538,56,N,907,POLLING PLACE,81,13,14,0,48,5
LOS ANGELES,9001049A,3538,56,N,0,VBM PORTION,109,8,28,2,62,4
LOS ANGELES,9001049A,3538,56,N,907,TOTAL,190,21,42,2,110,9
LOS ANGELES,9001052C,3540,63,N,1216,POLLING PLACE,163,19,17,6,103,8
LOS ANGELES,9001052C,3540,63,N,0,VBM PORTION,103,19,8,5,60,6
LOS ANGELES,9001052C,3540,63,N,1216,TOTAL,266,38,25,11,163,14
LOS ANGELES,9001060A,3542,56,N,869,POLLING PLACE,107,11,14,2,60,12
LOS ANGELES,9001060A,3542,56,N,0,VBM PORTION,101,17,11,3,58,3
LOS ANGELES,9001060A,3542,56,N,869,TOTAL,208,28,25,5,118,15
LOS ANGELES,9001063A,3544,63,N,1220,POLLING PLACE,102,10,7,4,70,4
LOS ANGELES,9001063A,3544,63,N,0,VBM PORTION,104,16,10,3,62,6
LOS ANGELES,9001063A,3544,63,N,1220,TOTAL,206,26,17,7,132,10
LOS ANGELES,9001070A,3548,56,N,839,POLLING PLACE,68,17,4,6,34,0
LOS ANGELES,9001070A,3548,56,N,0,VBM PORTION,109,22,14,3,56,7
LOS ANGELES,9001070A,3548,56,N,839,TOTAL,177,39,18,9,90,7
LOS ANGELES,9001073A,3549,56,N,527,POLLING PLACE,56,2,6,0,41,3
LOS ANGELES,9001073A,3549,56,N,0,VBM PORTION,90,18,19,0,45,3
LOS ANGELES,9001073A,3549,56,N,527,TOTAL,146,20,25,0,86,6
LOS ANGELES,9001073B,3550,56,N,1075,POLLING PLACE,114,14,11,0,69,7
LOS ANGELES,9001073B,3550,56,N,0,VBM PORTION,184,24,34,5,101,9
LOS ANGELES,9001073B,3550,56,N,1075,TOTAL,298,38,45,5,170,16
LOS ANGELES,9001074A,3551,56,N,1025,POLLING PLACE,99,14,13,2,60,3
LOS ANGELES,9001074A,3551,56,N,0,VBM PORTION,156,21,20,3,94,9
LOS ANGELES,9001074A,3551,56,N,1025,TOTAL,255,35,33,5,154,12
LOS ANGELES,9001080A,3553,63,N,1262,POLLING PLACE,171,25,15,3,97,19
LOS ANGELES,9001080A,3553,63,N,0,VBM PORTION,162,17,16,2,101,13
LOS ANGELES,9001080A,3553,63,N,1262,TOTAL,333,42,31,5,198,32
LOS ANGELES,9001083A,3555,63,N,868,POLLING PLACE,99,19,6,6,54,5
LOS ANGELES,9001083A,3555,63,N,0,VBM PORTION,75,6,8,6,49,4
LOS ANGELES,9001083A,3555,63,N,868,TOTAL,174,25,14,12,103,9
LOS ANGELES,9001084A,3556,63,N,1189,POLLING PLACE,73,9,2,4,47,7
LOS ANGELES,9001084A,3556,63,N,0,VBM PORTION,96,21,1,5,60,9
LOS ANGELES,9001084A,3556,63,N,1189,TOTAL,169,30,3,9,107,16
LOS ANGELES,9001085B,3557,63,N,1091,POLLING PLACE,89,16,5,4,52,4
LOS ANGELES,9001085B,3557,63,N,0,VBM PORTION,84,10,8,3,50,8
LOS ANGELES,9001085B,3557,63,N,1091,TOTAL,173,26,13,7,102,12
LOS ANGELES,9001090A,3558,56,N,1136,POLLING PLACE,92,12,10,2,56,7
LOS ANGELES,9001090A,3558,56,N,0,VBM PORTION,103,8,13,2,65,2
LOS ANGELES,9001090A,3558,56,N,1136,TOTAL,195,20,23,4,121,9
LOS ANGELES,9001091B,3559,56,N,1131,POLLING PLACE,110,16,17,1,63,8
LOS ANGELES,9001091B,3559,56,N,0,VBM PORTION,125,16,12,2,80,11
LOS ANGELES,9001091B,3559,56,N,1131,TOTAL,235,32,29,3,143,19
LOS ANGELES,9001092A,3560,63,N,1171,POLLING PLACE,104,13,9,3,68,6
LOS ANGELES,9001092A,3560,63,N,0,VBM PORTION,65,10,3,2,41,5
LOS ANGELES,9001092A,3560,63,N,1171,TOTAL,169,23,12,5,109,11
LOS ANGELES,9001094C,3561,63,N,1179,POLLING PLACE,124,9,11,4,80,10
LOS ANGELES,9001094C,3561,63,N,0,VBM PORTION,104,7,13,6,65,4
LOS ANGELES,9001094C,3561,63,N,1179,TOTAL,228,16,24,10,145,14
LOS ANGELES,9001095A,3562,63,N,1280,POLLING PLACE,124,18,10,13,68,9
LOS ANGELES,9001095A,3562,63,N,0,VBM PORTION,120,11,8,0,81,10
LOS ANGELES,9001095A,3562,63,N,1280,TOTAL,244,29,18,13,149,19
LOS ANGELES,9001099A,3564,63,N,581,POLLING PLACE,44,8,5,3,23,3
LOS ANGELES,9001099A,3564,63,N,0,VBM PORTION,85,10,17,2,44,3
LOS ANGELES,9001099A,3564,63,N,581,TOTAL,129,18,22,5,67,6
LOS ANGELES,9001103A,3566,63,N,1106,POLLING PLACE,149,22,12,5,87,14
LOS ANGELES,9001103A,3566,63,N,0,VBM PORTION,187,27,13,4,116,10
LOS ANGELES,9001103A,3566,63,N,1106,TOTAL,336,49,25,9,203,24
LOS ANGELES,9001109A,3568,63,N,1157,POLLING PLACE,129,19,6,7,81,9
LOS ANGELES,9001109A,3568,63,N,0,VBM PORTION,118,10,12,1,77,11
LOS ANGELES,9001109A,3568,63,N,1157,TOTAL,247,29,18,8,158,20
LOS ANGELES,9001113A,3570,63,N,1109,POLLING PLACE,126,14,5,6,80,10
LOS ANGELES,9001113A,3570,63,N,0,VBM PORTION,109,10,8,2,75,8
LOS ANGELES,9001113A,3570,63,N,1109,TOTAL,235,24,13,8,155,18
LOS ANGELES,9001120A,3572,63,N,1312,POLLING PLACE,91,13,4,4,55,14
LOS ANGELES,9001120A,3572,63,N,0,VBM PORTION,107,6,9,11,65,12
LOS ANGELES,9001120A,3572,63,N,1312,TOTAL,198,19,13,15,120,26
LOS ANGELES,9001121A,3573,63,N,1148,POLLING PLACE,88,12,4,3,58,8
LOS ANGELES,9001121A,3573,63,N,0,VBM PORTION,54,11,4,5,26,4
LOS ANGELES,9001121A,3573,63,N,1148,TOTAL,142,23,8,8,84,12
LOS ANGELES,9001122A,3574,63,N,896,POLLING PLACE,122,16,7,4,78,12
LOS ANGELES,9001122A,3574,63,N,0,VBM PORTION,99,11,4,2,63,14
LOS ANGELES,9001122A,3574,63,N,896,TOTAL,221,27,11,6,141,26
LOS ANGELES,9001126A,3575,63,N,1225,POLLING PLACE,90,12,6,7,53,7
LOS ANGELES,9001126A,3575,63,N,0,VBM PORTION,90,13,3,4,56,10
LOS ANGELES,9001126A,3575,63,N,1225,TOTAL,180,25,9,11,109,17
LOS ANGELES,9001131A,3578,63,N,965,POLLING PLACE,150,11,8,2,109,13
LOS ANGELES,9001131A,3578,63,N,0,VBM PORTION,95,13,5,1,59,13
LOS ANGELES,9001131A,3578,63,N,965,TOTAL,245,24,13,3,168,26
LOS ANGELES,9001133A,3579,63,N,964,POLLING PLACE,139,17,8,2,87,15
LOS ANGELES,9001133A,3579,63,N,0,VBM PORTION,100,14,12,3,55,12
LOS ANGELES,9001133A,3579,63,N,964,TOTAL,239,31,20,5,142,27
LOS ANGELES,9001134A,3580,63,N,1138,POLLING PLACE,195,24,15,6,123,11
LOS ANGELES,9001134A,3580,63,N,0,VBM PORTION,158,18,12,4,102,12
LOS ANGELES,9001134A,3580,63,N,1138,TOTAL,353,42,27,10,225,23
LOS ANGELES,9001152A,3583,63,N,1004,POLLING PLACE,71,11,4,4,41,8
LOS ANGELES,9001152A,3583,63,N,0,VBM PORTION,50,10,7,2,26,3
LOS ANGELES,9001152A,3583,63,N,1004,TOTAL,121,21,11,6,67,11
LOS ANGELES,9001157A,3584,63,N,1004,POLLING PLACE,128,27,11,7,54,20
LOS ANGELES,9001157A,3584,63,N,0,VBM PORTION,90,15,5,5,46,16
LOS ANGELES,9001157A,3584,63,N,1004,TOTAL,218,42,16,12,100,36
LOS ANGELES,9001158A,3585,63,N,1141,POLLING PLACE,70,10,2,3,40,9
LOS ANGELES,9001158A,3585,63,N,0,VBM PORTION,83,21,13,3,32,8
LOS ANGELES,9001158A,3585,63,N,1141,TOTAL,153,31,15,6,72,17
LOS ANGELES,9001164A,3587,63,N,945,POLLING PLACE,164,21,13,8,91,22
LOS ANGELES,9001164A,3587,63,N,0,VBM PORTION,82,8,7,1,52,9
LOS ANGELES,9001164A,3587,63,N,945,TOTAL,246,29,20,9,143,31
LOS ANGELES,9001167A,3589,63,N,1275,POLLING PLACE,78,9,12,5,41,5
LOS ANGELES,9001167A,3589,63,N,0,VBM PORTION,68,6,7,3,37,10
LOS ANGELES,9001167A,3589,63,N,1275,TOTAL,146,15,19,8,78,15
LOS ANGELES,9001173A,3590,63,N,1342,POLLING PLACE,108,19,7,6,63,11
LOS ANGELES,9001173A,3590,63,N,0,VBM PORTION,112,15,11,11,57,9
LOS ANGELES,9001173A,3590,63,N,1342,TOTAL,220,34,18,17,120,20
LOS ANGELES,9001174A,3591,63,N,762,POLLING PLACE,85,14,3,0,51,12
LOS ANGELES,9001174A,3591,63,N,0,VBM PORTION,140,17,15,1,80,15
LOS ANGELES,9001174A,3591,63,N,762,TOTAL,225,31,18,1,131,27
LOS ANGELES,9001176B,3593,63,N,487,POLLING PLACE,87,13,4,4,53,10
LOS ANGELES,9001176B,3593,63,N,0,VBM PORTION,62,8,3,3,38,8
LOS ANGELES,9001176B,3593,63,N,487,TOTAL,149,21,7,7,91,18
LOS ANGELES,9001177D,3594,63,N,666,POLLING PLACE,73,8,3,4,43,10
LOS ANGELES,9001177D,3594,63,N,0,VBM PORTION,104,19,13,1,55,12
LOS ANGELES,9001177D,3594,63,N,666,TOTAL,177,27,16,5,98,22
LOS ANGELES,9001178A,3595,63,N,543,POLLING PLACE,56,5,1,2,37,6
LOS ANGELES,9001178A,3595,63,N,0,VBM PORTION,52,9,4,2,25,4
LOS ANGELES,9001178A,3595,63,N,543,TOTAL,108,14,5,4,62,10
LOS ANGELES,9001187A,3599,63,N,1212,POLLING PLACE,134,17,19,0,70,12
LOS ANGELES,9001187A,3599,63,N,0,VBM PORTION,139,12,10,5,100,5
LOS ANGELES,9001187A,3599,63,N,1212,TOTAL,273,29,29,5,170,17
LOS ANGELES,9001666A,3805,63,N,1335,POLLING PLACE,93,12,2,4,65,7
LOS ANGELES,9001666A,3805,63,N,0,VBM PORTION,112,19,7,4,69,5
LOS ANGELES,9001666A,3805,63,N,1335,TOTAL,205,31,9,8,134,12
LOS ANGELES,9001690B,3812,56,N,969,POLLING PLACE,83,17,8,4,48,4
LOS ANGELES,9001690B,3812,56,N,0,VBM PORTION,67,9,15,3,31,3
LOS ANGELES,9001690B,3812,56,N,969,TOTAL,150,26,23,7,79,7
LOS ANGELES,9001695A,3814,56,N,1055,POLLING PLACE,93,18,10,5,52,1
LOS ANGELES,9001695A,3814,56,N,0,VBM PORTION,91,16,13,2,54,2
LOS ANGELES,9001695A,3814,56,N,1055,TOTAL,184,34,23,7,106,3
LOS ANGELES,9001713B,6188,56,Y,0,POLLING PLACE,0,0,0,0,0,0
LOS ANGELES,9001713B,6188,56,Y,0,VBM PORTION,0,0,0,0,0,0
LOS ANGELES,9001713B,6188,56,Y,0,TOTAL,0,0,0,0,0,0
LOS ANGELES,9001754A,3838,9,N,1375,POLLING PLACE,124,37,15,5,63,1
LOS ANGELES,9001754A,3838,9,N,0,VBM PORTION,129,25,18,3,70,3
LOS ANGELES,9001754A,3838,9,N,1375,TOTAL,253,62,33,8,133,4
LOS ANGELES,9001758A,3841,54,N,1480,POLLING PLACE,113,23,8,4,60,8
LOS ANGELES,9001758A,3841,54,N,0,VBM PORTION,99,14,17,0,57,5
LOS ANGELES,9001758A,3841,54,N,1480,TOTAL,212,37,25,4,117,13
LOS ANGELES,9001805A,3869,9,N,1320,POLLING PLACE,138,43,13,1,62,6
LOS ANGELES,9001805A,3869,9,N,0,VBM PORTION,93,14,20,2,47,5
LOS ANGELES,9001805A,3869,9,N,1320,TOTAL,231,57,33,3,109,11
LOS ANGELES,9001808A,3870,56,N,1269,POLLING PLACE,115,36,17,6,47,6
LOS ANGELES,9001808A,3870,56,N,0,VBM PORTION,132,29,28,4,61,4
LOS ANGELES,9001808A,3870,56,N,1269,TOTAL,247,65,45,10,108,10
LOS ANGELES,9001825B,3874,56,N,1322,POLLING PLACE,135,32,12,4,71,7
LOS ANGELES,9001825B,3874,56,N,0,VBM PORTION,129,18,11,1,75,5
LOS ANGELES,9001825B,3874,56,N,1322,TOTAL,264,50,23,5,146,12
LOS ANGELES,9001877B,3891,56,N,1386,POLLING PLACE,90,10,5,3,54,7
LOS ANGELES,9001877B,3891,56,N,0,VBM PORTION,76,13,9,4,46,1
LOS ANGELES,9001877B,3891,56,N,1386,TOTAL,166,23,14,7,100,8
LOS ANGELES,9001892B,3896,56,N,1340,POLLING PLACE,99,10,9,4,66,4
LOS ANGELES,9001892B,3896,56,N,0,VBM PORTION,116,21,7,2,71,6
LOS ANGELES,9001892B,3896,56,N,1340,TOTAL,215,31,16,6,137,10
LOS ANGELES,9001893A,3897,56,N,1344,POLLING PLACE,79,13,10,3,47,0
LOS ANGELES,9001893A,3897,56,N,0,VBM PORTION,134,7,10,1,95,11
LOS ANGELES,9001893A,3897,56,N,1344,TOTAL,213,20,20,4,142,11
LOS ANGELES,9001926C,3907,63,N,1393,POLLING PLACE,163,23,18,6,98,12
LOS ANGELES,9001926C,3907,63,N,0,VBM PORTION,161,29,16,3,89,11
LOS ANGELES,9001926C,3907,63,N,1393,TOTAL,324,52,34,9,187,23
LOS ANGELES,9001928B,3909,63,N,1219,POLLING PLACE,142,20,12,7,82,14
LOS ANGELES,9001928B,3909,63,N,0,VBM PORTION,85,18,2,2,50,8
LOS ANGELES,9001928B,3909,63,N,1219,TOTAL,227,38,14,9,132,22
LOS ANGELES,9001931A,3912,63,N,1253,POLLING PLACE,152,24,14,2,92,14
LOS ANGELES,9001931A,3912,63,N,0,VBM PORTION,120,13,14,2,68,8
LOS ANGELES,9001931A,3912,63,N,1253,TOTAL,272,37,28,4,160,22
LOS ANGELES,9001934A,3914,63,N,1226,POLLING PLACE,133,19,5,8,78,18
LOS ANGELES,9001934A,3914,63,N,0,VBM PORTION,114,14,9,9,63,12
LOS ANGELES,9001934A,3914,63,N,1226,TOTAL,247,33,14,17,141,30
LOS ANGELES,9001934C,3915,63,N,852,POLLING PLACE,76,7,6,3,47,8
LOS ANGELES,9001934C,3915,63,N,0,VBM PORTION,73,9,6,3,45,5
LOS ANGELES,9001934C,3915,63,N,852,TOTAL,149,16,12,6,92,13
LOS ANGELES,9001999A,3937,56,N,632,POLLING PLACE,61,13,8,2,29,5
LOS ANGELES,9001999A,3937,56,N,0,VBM PORTION,67,10,19,5,25,3
LOS ANGELES,9001999A,3937,56,N,632,TOTAL,128,23,27,7,54,8
LOS ANGELES,9002123A,4000,56,N,1269,POLLING PLACE,89,19,7,2,47,9
LOS ANGELES,9002123A,4000,56,N,0,VBM PORTION,142,19,17,8,83,5
LOS ANGELES,9002123A,4000,56,N,1269,TOTAL,231,38,24,10,130,14
LOS ANGELES,9002125B,4002,54,N,1307,POLLING PLACE,86,16,13,3,42,5
LOS ANGELES,9002125B,4002,54,N,0,VBM PORTION,105,19,8,3,66,5
LOS ANGELES,9002125B,4002,54,N,1307,TOTAL,191,35,21,6,108,10
LOS ANGELES,9002267A,4063,64,N,1315,POLLING PLACE,104,19,9,2,58,7
LOS ANGELES,9002267A,4063,64,N,0,VBM PORTION,124,11,9,1,91,4
LOS ANGELES,9002267A,4063,64,N,1315,TOTAL,228,30,18,3,149,11
LOS ANGELES,9002307B,4082,56,N,1552,POLLING PLACE,89,15,8,3,53,4
LOS ANGELES,9002307B,4082,56,N,0,VBM PORTION,107,18,8,4,63,4
LOS ANGELES,9002307B,4082,56,N,1552,TOTAL,196,33,16,7,116,8
LOS ANGELES,9002315A,4084,54,N,1038,POLLING PLACE,67,6,4,3,40,3
LOS ANGELES,9002315A,4084,54,N,0,VBM PORTION,71,18,10,0,35,6
LOS ANGELES,9002315A,4084,54,N,1038,TOTAL,138,24,14,3,75,9
LOS ANGELES,9002509A,4172,9,N,849,POLLING PLACE,73,23,6,1,33,3
LOS ANGELES,9002509A,4172,9,N,0,VBM PORTION,75,12,10,3,45,2
LOS ANGELES,9002509A,4172,9,N,849,TOTAL,148,35,16,4,78,5
LOS ANGELES,9002536A,6197,8,Y,0,POLLING PLACE,0,0,0,0,0,0
LOS ANGELES,9002536A,6197,8,Y,0,VBM PORTION,0,0,0,0,0,0
LOS ANGELES,9002536A,6197,8,Y,0,TOTAL,0,0,0,0,0,0
LOS ANGELES,9002679A,6212,61,Y,64,POLLING PLACE,0,0,0,0,0,0
LOS ANGELES,9002679A,6212,61,Y,0,VBM PORTION,10,7,2,0,1,0
LOS ANGELES,9002679A,6212,61,Y,64,TOTAL,10,7,2,0,1,0
LOS ANGELES,9002828E,4251,14,N,1041,POLLING PLACE,128,25,21,2,63,8
LOS ANGELES,9002828E,4251,14,N,0,VBM PORTION,119,25,18,1,60,4
LOS ANGELES,9002828E,4251,14,N,1041,TOTAL,247,50,39,3,123,12
LOS ANGELES,9002873B,4256,63,N,1181,POLLING PLACE,118,12,11,7,65,15
LOS ANGELES,9002873B,4256,63,N,0,VBM PORTION,69,6,4,1,44,8
LOS ANGELES,9002873B,4256,63,N,1181,TOTAL,187,18,15,8,109,23
LOS ANGELES,9002875C,4257,63,N,538,POLLING PLACE,43,8,3,0,25,6
LOS ANGELES,9002875C,4257,63,N,0,VBM PORTION,83,6,11,1,47,7
LOS ANGELES,9002875C,4257,63,N,538,TOTAL,126,14,14,1,72,13
LOS ANGELES,9002892A,4261,9,N,1110,POLLING PLACE,102,28,13,5,44,7
LOS ANGELES,9002892A,4261,9,N,0,VBM PORTION,75,16,8,0,38,6
LOS ANGELES,9002892A,4261,9,N,1110,TOTAL,177,44,21,5,82,13
LOS ANGELES,9002968A,4277,14,N,1181,POLLING PLACE,141,40,17,5,65,5
LOS ANGELES,9002968A,4277,14,N,0,VBM PORTION,132,54,16,1,45,4
LOS ANGELES,9002968A,4277,14,N,1181,TOTAL,273,94,33,6,110,9
LOS ANGELES,9003055A,4283,14,N,1402,POLLING PLACE,235,68,28,3,111,8
LOS ANGELES,9003055A,4283,14,N,0,VBM PORTION,143,41,22,5,58,7
LOS ANGELES,9003055A,4283,14,N,1402,TOTAL,378,109,50,8,169,15
LOS ANGELES,9003088A,4287,14,N,816,POLLING PLACE,88,23,16,3,34,4
LOS ANGELES,9003088A,4287,14,N,0,VBM PORTION,86,24,9,4,37,5
LOS ANGELES,9003088A,4287,14,N,816,TOTAL,174,47,25,7,71,9
LOS ANGELES,9003122A,4288,56,N,1159,POLLING PLACE,148,19,25,3,87,10
LOS ANGELES,9003122A,4288,56,N,0,VBM PORTION,156,11,26,2,108,5
LOS ANGELES,9003122A,4288,56,N,1159,TOTAL,304,30,51,5,195,15
LOS ANGELES,9003128A,4289,57,N,934,POLLING PLACE,101,30,16,1,41,8
LOS ANGELES,9003128A,4289,57,N,0,VBM PORTION,131,40,30,6,40,3
LOS ANGELES,9003128A,4289,57,N,934,TOTAL,232,70,46,7,81,11
LOS ANGELES,9003129A,4290,57,N,1118,POLLING PLACE,134,36,18,3,60,9
LOS ANGELES,9003129A,4290,57,N,0,VBM PORTION,112,28,20,0,53,4
LOS ANGELES,9003129A,4290,57,N,1118,TOTAL,246,64,38,3,113,13
LOS ANGELES,9003218B,4301,56,N,1243,POLLING PLACE,121,29,22,4,51,5
LOS ANGELES,9003218B,4301,56,N,0,VBM PORTION,147,21,17,2,93,6
LOS ANGELES,9003218B,4301,56,N,1243,TOTAL,268,50,39,6,144,11
LOS ANGELES,9003228A,4303,63,N,1285,POLLING PLACE,86,6,9,4,50,11
LOS ANGELES,9003228A,4303,63,N,0,VBM PORTION,82,9,9,3,50,6
LOS ANGELES,9003228A,4303,63,N,1285,TOTAL,168,15,18,7,100,17
LOS ANGELES,9003238A,4306,63,N,767,POLLING PLACE,62,6,3,1,36,12
LOS ANGELES,9003238A,4306,63,N,0,VBM PORTION,63,4,7,4,41,6
LOS ANGELES,9003238A,4306,63,N,767,TOTAL,125,10,10,5,77,18
LOS ANGELES,9003465A,4320,56,N,449,POLLING PLACE,42,8,6,0,20,5
LOS ANGELES,9003465A,4320,56,N,0,VBM PORTION,79,16,9,2,41,5
LOS ANGELES,9003465A,4320,56,N,449,TOTAL,121,24,15,2,61,10
LOS ANGELES,9003466A,4321,14,N,587,POLLING PLACE,65,18,5,2,34,1
LOS ANGELES,9003466A,4321,14,N,0,VBM PORTION,95,25,12,1,45,2
LOS ANGELES,9003466A,4321,14,N,587,TOTAL,160,43,17,3,79,3
LOS ANGELES,9003600A,4326,56,N,1165,POLLING PLACE,141,33,17,5,66,7
LOS ANGELES,9003600A,4326,56,N,0,VBM PORTION,128,23,22,4,60,13
LOS ANGELES,9003600A,4326,56,N,1165,TOTAL,269,56,39,9,126,20
LOS ANGELES,9003613A,4328,18,N,962,POLLING PLACE,97,21,20,0,44,3
LOS ANGELES,9003613A,4328,18,N,0,VBM PORTION,123,41,30,0,42,3
LOS ANGELES,9003613A,4328,18,N,962,TOTAL,220,62,50,0,86,6
LOS ANGELES,9003614A,4329,18,N,1233,POLLING PLACE,161,43,20,7,72,7
LOS ANGELES,9003614A,4329,18,N,0,VBM PORTION,118,29,22,3,57,5
LOS ANGELES,9003614A,4329,18,N,1233,TOTAL,279,72,42,10,129,12
LOS ANGELES,9003626A,4330,50,N,1393,POLLING PLACE,154,36,16,4,89,6
LOS ANGELES,9003626A,4330,50,N,0,VBM PORTION,158,24,26,9,89,5
LOS ANGELES,9003626A,4330,50,N,1393,TOTAL,312,60,42,13,178,11
LOS ANGELES,9003681A,4333,56,N,1274,POLLING PLACE,81,7,8,3,50,6
LOS ANGELES,9003681A,4333,56,N,0,VBM PORTION,145,14,10,3,101,6
LOS ANGELES,9003681A,4333,56,N,1274,TOTAL,226,21,18,6,151,12
LOS ANGELES,9003683A,4334,56,N,1412,POLLING PLACE,120,9,15,8,77,5
LOS ANGELES,9003683A,4334,56,N,0,VBM PORTION,157,13,23,2,98,10
LOS ANGELES,9003683A,4334,56,N,1412,TOTAL,277,22,38,10,175,15
LOS ANGELES,9004210A,4357,53,N,975,POLLING PLACE,117,15,12,7,71,3
LOS ANGELES,9004210A,4357,53,N,0,VBM PORTION,88,12,8,6,52,3
LOS ANGELES,9004210A,4357,53,N,975,TOTAL,205,27,20,13,123,6
LOS ANGELES,9004217A,4361,57,N,1159,POLLING PLACE,181,55,40,3,71,5
LOS ANGELES,9004217A,4361,57,N,0,VBM PORTION,133,33,20,1,67,8
LOS ANGELES,9004217A,4361,57,N,1159,TOTAL,314,88,60,4,138,13
LOS ANGELES,9004234A,4368,14,N,1263,POLLING PLACE,100,15,12,5,52,4
LOS ANGELES,9004234A,4368,14,N,0,VBM PORTION,142,41,19,3,62,9
LOS ANGELES,9004234A,4368,14,N,1263,TOTAL,242,56,31,8,114,13
LOS ANGELES,9004240A,4371,56,N,1507,POLLING PLACE,60,11,2,0,35,4
LOS ANGELES,9004240A,4371,56,N,0,VBM PORTION,146,28,17,4,78,7
LOS ANGELES,9004240A,4371,56,N,1507,TOTAL,206,39,19,4,113,11
LOS ANGELES,9005136A,4384,63,N,867,POLLING PLACE,81,16,3,5,37,14
LOS ANGELES,9005136A,4384,63,N,0,VBM PORTION,72,5,7,1,39,8
LOS ANGELES,9005136A,4384,63,N,867,TOTAL,153,21,10,6,76,22
LOS ANGELES,9005139A,4385,63,N,1312,POLLING PLACE,110,7,12,7,65,16
LOS ANGELES,9005139A,4385,63,N,0,VBM PORTION,79,14,7,3,43,10
LOS ANGELES,9005139A,4385,63,N,1312,TOTAL,189,21,19,10,108,26
LOS ANGELES,9005142A,4387,63,N,1238,POLLING PLACE,145,20,15,4,81,17
LOS ANGELES,9005142A,4387,63,N,0,VBM PORTION,101,17,15,2,52,13
LOS ANGELES,9005142A,4387,63,N,1238,TOTAL,246,37,30,6,133,30
LOS ANGELES,9005145A,4388,63,N,1159,POLLING PLACE,98,14,3,6,63,10
LOS ANGELES,9005145A,4388,63,N,0,VBM PORTION,116,13,14,8,60,12
LOS ANGELES,9005145A,4388,63,N,1159,TOTAL,214,27,17,14,123,22
LOS ANGELES,9005152A,4391,63,N,1190,POLLING PLACE,126,11,10,7,77,16
LOS ANGELES,9005152A,4391,63,N,0,VBM PORTION,96,14,13,3,54,10
LOS ANGELES,9005152A,4391,63,N,1190,TOTAL,222,25,23,10,131,26
LOS ANGELES,9005155A,4392,63,N,1337,POLLING PLACE,131,19,7,11,65,16
LOS ANGELES,9005155A,4392,63,N,0,VBM PORTION,88,12,8,7,50,7
LOS ANGELES,9005155A,4392,63,N,1337,TOTAL,219,31,15,18,115,23
LOS ANGELES,9005159A,4393,63,N,1290,POLLING PLACE,131,25,12,3,77,7
LOS ANGELES,9005159A,4393,63,N,0,VBM PORTION,133,15,17,3,83,6
LOS ANGELES,9005159A,4393,63,N,1290,TOTAL,264,40,29,6,160,13
LOS ANGELES,9005196A,4397,63,N,1109,POLLING PLACE,122,15,6,6,75,9
LOS ANGELES,9005196A,4397,63,N,0,VBM PORTION,106,10,4,4,66,14
LOS ANGELES,9005196A,4397,63,N,1109,TOTAL,228,25,10,10,141,23
LOS ANGELES,9005199A,4398,63,N,950,POLLING PLACE,114,24,5,3,76,3
LOS ANGELES,9005199A,4398,63,N,0,VBM PORTION,101,19,9,1,57,8
LOS ANGELES,9005199A,4398,63,N,950,TOTAL,215,43,14,4,133,11
LOS ANGELES,9005520A,4429,56,N,1002,POLLING PLACE,109,20,16,3,63,2
