LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,RICHARD BLOOM,BRADLY S TORGAN
WEST HOLLYWOOD,7750007A,2883,81,N,0,VBM PORTION,157,112,13
WEST HOLLYWOOD,7750007A,2883,81,N,1391,TOTAL,298,214,31
WEST HOLLYWOOD,7750008A,2884,81,N,968,POLLING PLACE,104,84,10
WEST HOLLYWOOD,7750008A,2884,81,N,0,VBM PORTION,115,87,17
WEST HOLLYWOOD,7750008A,2884,81,N,968,TOTAL,219,171,27
WEST HOLLYWOOD,7750016A,2885,81,N,1181,POLLING PLACE,127,102,17
WEST HOLLYWOOD,7750016A,2885,81,N,0,VBM PORTION,105,76,15
WEST HOLLYWOOD,7750016A,2885,81,N,1181,TOTAL,232,178,32
WEST HOLLYWOOD,7750017A,2886,81,N,1125,POLLING PLACE,107,87,9
WEST HOLLYWOOD,7750017A,2886,81,N,0,VBM PORTION,82,59,15
WEST HOLLYWOOD,7750017A,2886,81,N,1125,TOTAL,189,146,24
WEST HOLLYWOOD,7750021A,2887,81,N,1301,POLLING PLACE,140,108,13
WEST HOLLYWOOD,7750021A,2887,81,N,0,VBM PORTION,128,92,26
WEST HOLLYWOOD,7750021A,2887,81,N,1301,TOTAL,268,200,39
WEST HOLLYWOOD,7750023A,2888,81,N,1185,POLLING PLACE,120,103,12
WEST HOLLYWOOD,7750023A,2888,81,N,0,VBM PORTION,80,66,6
WEST HOLLYWOOD,7750023A,2888,81,N,1185,TOTAL,200,169,18
WEST HOLLYWOOD,7750024A,2889,81,N,1149,POLLING PLACE,66,56,5
WEST HOLLYWOOD,7750024A,2889,81,N,0,VBM PORTION,77,58,13
WEST HOLLYWOOD,7750024A,2889,81,N,1149,TOTAL,143,114,18
WEST HOLLYWOOD,7750026B,2890,81,N,987,POLLING PLACE,94,77,12
WEST HOLLYWOOD,7750026B,2890,81,N,0,VBM PORTION,75,55,16
WEST HOLLYWOOD,7750026B,2890,81,N,987,TOTAL,169,132,28
WEST HOLLYWOOD,7750030A,2891,81,N,940,POLLING PLACE,78,59,7
WEST HOLLYWOOD,7750030A,2891,81,N,0,VBM PORTION,71,55,9
WEST HOLLYWOOD,7750030A,2891,81,N,940,TOTAL,149,114,16
WEST HOLLYWOOD,7750036B,2892,81,N,884,POLLING PLACE,59,45,6
WEST HOLLYWOOD,7750036B,2892,81,N,0,VBM PORTION,49,35,10
WEST HOLLYWOOD,7750036B,2892,81,N,884,TOTAL,108,80,16
WEST HOLLYWOOD,7750043A,2893,81,N,1105,POLLING PLACE,95,69,15
WEST HOLLYWOOD,7750043A,2893,81,N,0,VBM PORTION,78,60,12
WEST HOLLYWOOD,7750043A,2893,81,N,1105,TOTAL,173,129,27
WEST HOLLYWOOD,7750051A,2894,81,N,936,POLLING PLACE,98,77,11
WEST HOLLYWOOD,7750051A,2894,81,N,0,VBM PORTION,107,84,10
WEST HOLLYWOOD,7750051A,2894,81,N,936,TOTAL,205,161,21
WEST HOLLYWOOD,7750070A,2895,81,N,1177,POLLING PLACE,127,103,12
WEST HOLLYWOOD,7750070A,2895,81,N,0,VBM PORTION,131,107,13
WEST HOLLYWOOD,7750070A,2895,81,N,1177,TOTAL,258,210,25
WEST HOLLYWOOD,7750072A,2896,81,N,837,POLLING PLACE,91,69,11
WEST HOLLYWOOD,7750072A,2896,81,N,0,VBM PORTION,85,64,12
WEST HOLLYWOOD,7750072A,2896,81,N,837,TOTAL,176,133,23
WEST HOLLYWOOD,7750077A,2897,81,N,869,POLLING PLACE,92,69,11
WEST HOLLYWOOD,7750077A,2897,81,N,0,VBM PORTION,76,54,11
WEST HOLLYWOOD,7750077A,2897,81,N,869,TOTAL,168,123,22
WEST HOLLYWOOD,7750077C,2898,81,N,1204,POLLING PLACE,145,100,25
WEST HOLLYWOOD,7750077C,2898,81,N,0,VBM PORTION,139,105,21
WEST HOLLYWOOD,7750077C,2898,81,N,1204,TOTAL,284,205,46
WEST HOLLYWOOD,7750078A,2899,81,N,942,POLLING PLACE,50,35,10
WEST HOLLYWOOD,7750078A,2899,81,N,0,VBM PORTION,54,40,4
WEST HOLLYWOOD,7750078A,2899,81,N,942,TOTAL,104,75,14
LOS ANGELES,9000006A,2976,86,N,1290,POLLING PLACE,127,101,17
LOS ANGELES,9000006A,2976,86,N,0,VBM PORTION,172,107,35
LOS ANGELES,9000006A,2976,86,N,1290,TOTAL,299,208,52
LOS ANGELES,9000264A,3134,82,N,445,POLLING PLACE,80,51,15
LOS ANGELES,9000264A,3134,82,N,0,VBM PORTION,70,40,21
LOS ANGELES,9000264A,3134,82,N,445,TOTAL,150,91,36
LOS ANGELES,9000267A,3135,82,N,1181,POLLING PLACE,142,74,43
LOS ANGELES,9000267A,3135,82,N,0,VBM PORTION,185,89,72
LOS ANGELES,9000267A,3135,82,N,1181,TOTAL,327,163,115
LOS ANGELES,9000272A,3139,83,N,719,POLLING PLACE,130,75,34
LOS ANGELES,9000272A,3139,83,N,0,VBM PORTION,87,49,26
LOS ANGELES,9000272A,3139,83,N,719,TOTAL,217,124,60
LOS ANGELES,9000311A,3163,81,N,1206,POLLING PLACE,72,45,17
LOS ANGELES,9000311A,3163,81,N,0,VBM PORTION,63,42,16
LOS ANGELES,9000311A,3163,81,N,1206,TOTAL,135,87,33
LOS ANGELES,9000389B,3213,81,N,1065,POLLING PLACE,73,47,12
LOS ANGELES,9000389B,3213,81,N,0,VBM PORTION,97,63,12
LOS ANGELES,9000389B,3213,81,N,1065,TOTAL,170,110,24
LOS ANGELES,9000458A,3257,81,N,1264,POLLING PLACE,75,52,7
LOS ANGELES,9000458A,3257,81,N,0,VBM PORTION,64,44,9
LOS ANGELES,9000458A,3257,81,N,1264,TOTAL,139,96,16
LOS ANGELES,9000484A,3271,81,N,751,POLLING PLACE,73,55,10
LOS ANGELES,9000484A,3271,81,N,0,VBM PORTION,54,31,13
LOS ANGELES,9000484A,3271,81,N,751,TOTAL,127,86,23
LOS ANGELES,9000544A,3307,81,N,1182,POLLING PLACE,46,35,7
LOS ANGELES,9000544A,3307,81,N,0,VBM PORTION,59,45,5
LOS ANGELES,9000544A,3307,81,N,1182,TOTAL,105,80,12
LOS ANGELES,9000601A,3344,79,N,868,POLLING PLACE,54,40,7
LOS ANGELES,9000601A,3344,79,N,0,VBM PORTION,35,18,5
LOS ANGELES,9000601A,3344,79,N,868,TOTAL,89,58,12
LOS ANGELES,9000642C,3366,81,N,987,POLLING PLACE,82,40,6
LOS ANGELES,9000642C,3366,81,N,0,VBM PORTION,51,37,12
LOS ANGELES,9000642C,3366,81,N,987,TOTAL,133,77,18
LOS ANGELES,9000664B,3374,81,N,1163,POLLING PLACE,66,43,10
LOS ANGELES,9000664B,3374,81,N,0,VBM PORTION,97,63,25
LOS ANGELES,9000664B,3374,81,N,1163,TOTAL,163,106,35
LOS ANGELES,9000725D,3398,81,N,1106,POLLING PLACE,55,41,6
LOS ANGELES,9000725D,3398,81,N,0,VBM PORTION,65,41,16
LOS ANGELES,9000725D,3398,81,N,1106,TOTAL,120,82,22
LOS ANGELES,9000782A,3419,81,N,1110,POLLING PLACE,41,33,3
LOS ANGELES,9000782A,3419,81,N,0,VBM PORTION,37,21,4
LOS ANGELES,9000782A,3419,81,N,1110,TOTAL,78,54,7
LOS ANGELES,9000810A,6185,88,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9000810A,6185,88,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9000810A,6185,88,Y,0,TOTAL,0,0,0
LOS ANGELES,9000838B,3445,81,N,924,POLLING PLACE,86,60,20
LOS ANGELES,9000838B,3445,81,N,0,VBM PORTION,63,50,9
LOS ANGELES,9000838B,3445,81,N,924,TOTAL,149,110,29
LOS ANGELES,9000932A,3480,81,N,863,POLLING PLACE,44,29,6
LOS ANGELES,9000932A,3480,81,N,0,VBM PORTION,46,36,3
LOS ANGELES,9000932A,3480,81,N,863,TOTAL,90,65,9
LOS ANGELES,9001100A,3565,82,N,741,POLLING PLACE,118,74,22
LOS ANGELES,9001100A,3565,82,N,0,VBM PORTION,85,49,28
LOS ANGELES,9001100A,3565,82,N,741,TOTAL,203,123,50
LOS ANGELES,9001190D,3602,83,N,994,POLLING PLACE,98,59,19
LOS ANGELES,9001190D,3602,83,N,0,VBM PORTION,112,56,31
LOS ANGELES,9001190D,3602,83,N,994,TOTAL,210,115,50
LOS ANGELES,9001195C,3604,81,N,944,POLLING PLACE,83,59,8
LOS ANGELES,9001195C,3604,81,N,0,VBM PORTION,37,29,3
LOS ANGELES,9001195C,3604,81,N,944,TOTAL,120,88,11
LOS ANGELES,9001196A,3605,81,N,858,POLLING PLACE,87,67,9
LOS ANGELES,9001196A,3605,81,N,0,VBM PORTION,68,44,12
LOS ANGELES,9001196A,3605,81,N,858,TOTAL,155,111,21
LOS ANGELES,9001212A,3610,82,N,1114,POLLING PLACE,207,159,18
LOS ANGELES,9001212A,3610,82,N,0,VBM PORTION,112,77,20
LOS ANGELES,9001212A,3610,82,N,1114,TOTAL,319,236,38
LOS ANGELES,9001218A,3611,82,N,1017,POLLING PLACE,80,39,22
LOS ANGELES,9001218A,3611,82,N,0,VBM PORTION,169,99,40
LOS ANGELES,9001218A,3611,82,N,1017,TOTAL,249,138,62
LOS ANGELES,9001219A,3612,82,N,809,POLLING PLACE,119,62,30
LOS ANGELES,9001219A,3612,82,N,0,VBM PORTION,119,68,32
LOS ANGELES,9001219A,3612,82,N,809,TOTAL,238,130,62
LOS ANGELES,9001224C,3614,81,N,871,POLLING PLACE,66,48,13
LOS ANGELES,9001224C,3614,81,N,0,VBM PORTION,105,70,22
LOS ANGELES,9001224C,3614,81,N,871,TOTAL,171,118,35
LOS ANGELES,9001226A,3615,81,N,1117,POLLING PLACE,76,62,7
LOS ANGELES,9001226A,3615,81,N,0,VBM PORTION,124,81,23
LOS ANGELES,9001226A,3615,81,N,1117,TOTAL,200,143,30
LOS ANGELES,9001231A,3616,81,N,955,POLLING PLACE,109,69,29
LOS ANGELES,9001231A,3616,81,N,0,VBM PORTION,147,90,34
LOS ANGELES,9001231A,3616,81,N,955,TOTAL,256,159,63
LOS ANGELES,9001233A,3618,81,N,1245,POLLING PLACE,161,116,23
LOS ANGELES,9001233A,3618,81,N,0,VBM PORTION,114,86,11
LOS ANGELES,9001233A,3618,81,N,1245,TOTAL,275,202,34
LOS ANGELES,9001296A,3642,84,N,1260,POLLING PLACE,94,68,15
LOS ANGELES,9001296A,3642,84,N,0,VBM PORTION,87,55,15
LOS ANGELES,9001296A,3642,84,N,1260,TOTAL,181,123,30
LOS ANGELES,9001299B,3643,84,N,1319,POLLING PLACE,100,70,21
LOS ANGELES,9001299B,3643,84,N,0,VBM PORTION,120,80,23
LOS ANGELES,9001299B,3643,84,N,1319,TOTAL,220,150,44
LOS ANGELES,9001303A,3644,84,N,1334,POLLING PLACE,121,84,20
LOS ANGELES,9001303A,3644,84,N,0,VBM PORTION,95,61,24
LOS ANGELES,9001303A,3644,84,N,1334,TOTAL,216,145,44
LOS ANGELES,9001306A,3645,82,N,1197,POLLING PLACE,221,119,63
LOS ANGELES,9001306A,3645,82,N,0,VBM PORTION,210,103,63
LOS ANGELES,9001306A,3645,82,N,1197,TOTAL,431,222,126
LOS ANGELES,9001307A,3646,82,N,1271,POLLING PLACE,207,122,43
LOS ANGELES,9001307A,3646,82,N,0,VBM PORTION,187,102,50
LOS ANGELES,9001307A,3646,82,N,1271,TOTAL,394,224,93
LOS ANGELES,9001310A,3647,82,N,1195,POLLING PLACE,166,113,29
LOS ANGELES,9001310A,3647,82,N,0,VBM PORTION,169,92,53
LOS ANGELES,9001310A,3647,82,N,1195,TOTAL,335,205,82
LOS ANGELES,9001312A,3648,82,N,873,POLLING PLACE,95,55,20
LOS ANGELES,9001312A,3648,82,N,0,VBM PORTION,77,56,12
LOS ANGELES,9001312A,3648,82,N,873,TOTAL,172,111,32
LOS ANGELES,9001316A,3650,82,N,1282,POLLING PLACE,112,70,20
LOS ANGELES,9001316A,3650,82,N,0,VBM PORTION,121,72,34
LOS ANGELES,9001316A,3650,82,N,1282,TOTAL,233,142,54
LOS ANGELES,9001318A,3651,82,N,1362,POLLING PLACE,104,57,32
LOS ANGELES,9001318A,3651,82,N,0,VBM PORTION,117,64,27
LOS ANGELES,9001318A,3651,82,N,1362,TOTAL,221,121,59
LOS ANGELES,9001326A,3655,82,N,1224,POLLING PLACE,75,41,18
LOS ANGELES,9001326A,3655,82,N,0,VBM PORTION,114,63,31
LOS ANGELES,9001326A,3655,82,N,1224,TOTAL,189,104,49
LOS ANGELES,9001342A,3664,82,N,767,POLLING PLACE,171,97,37
LOS ANGELES,9001342A,3664,82,N,0,VBM PORTION,78,49,15
LOS ANGELES,9001342A,3664,82,N,767,TOTAL,249,146,52
LOS ANGELES,9001343A,3665,82,N,1511,POLLING PLACE,200,117,51
LOS ANGELES,9001343A,3665,82,N,0,VBM PORTION,227,132,67
LOS ANGELES,9001343A,3665,82,N,1511,TOTAL,427,249,118
LOS ANGELES,9001350A,3669,82,N,1105,POLLING PLACE,185,117,44
LOS ANGELES,9001350A,3669,82,N,0,VBM PORTION,176,107,56
LOS ANGELES,9001350A,3669,82,N,1105,TOTAL,361,224,100
LOS ANGELES,9001352A,3670,82,N,1360,POLLING PLACE,141,72,48
LOS ANGELES,9001352A,3670,82,N,0,VBM PORTION,207,109,77
LOS ANGELES,9001352A,3670,82,N,1360,TOTAL,348,181,125
LOS ANGELES,9001354A,3672,82,N,482,POLLING PLACE,74,40,13
LOS ANGELES,9001354A,3672,82,N,0,VBM PORTION,96,61,27
LOS ANGELES,9001354A,3672,82,N,482,TOTAL,170,101,40
LOS ANGELES,9001355A,3673,82,N,587,POLLING PLACE,98,59,25
LOS ANGELES,9001355A,3673,82,N,0,VBM PORTION,112,59,27
LOS ANGELES,9001355A,3673,82,N,587,TOTAL,210,118,52
LOS ANGELES,9001357A,3674,82,N,1011,POLLING PLACE,155,85,45
LOS ANGELES,9001357A,3674,82,N,0,VBM PORTION,157,91,47
LOS ANGELES,9001357A,3674,82,N,1011,TOTAL,312,176,92
LOS ANGELES,9001358A,3675,82,N,884,POLLING PLACE,121,59,40
LOS ANGELES,9001358A,3675,82,N,0,VBM PORTION,178,81,58
LOS ANGELES,9001358A,3675,82,N,884,TOTAL,299,140,98
LOS ANGELES,9001361A,3676,82,N,901,POLLING PLACE,169,101,27
LOS ANGELES,9001361A,3676,82,N,0,VBM PORTION,115,71,24
LOS ANGELES,9001361A,3676,82,N,901,TOTAL,284,172,51
LOS ANGELES,9001364A,3677,82,N,772,POLLING PLACE,102,52,28
LOS ANGELES,9001364A,3677,82,N,0,VBM PORTION,191,114,39
LOS ANGELES,9001364A,3677,82,N,772,TOTAL,293,166,67
LOS ANGELES,9001366A,3678,82,N,862,POLLING PLACE,108,70,24
LOS ANGELES,9001366A,3678,82,N,0,VBM PORTION,167,95,48
LOS ANGELES,9001366A,3678,82,N,862,TOTAL,275,165,72
LOS ANGELES,9001374A,3681,82,N,1187,POLLING PLACE,234,147,58
LOS ANGELES,9001374A,3681,82,N,0,VBM PORTION,201,114,62
LOS ANGELES,9001374A,3681,82,N,1187,TOTAL,435,261,120
LOS ANGELES,9001382A,3683,82,N,1136,POLLING PLACE,201,115,50
LOS ANGELES,9001382A,3683,82,N,0,VBM PORTION,170,98,49
LOS ANGELES,9001382A,3683,82,N,1136,TOTAL,371,213,99
LOS ANGELES,9001391A,3686,82,N,1066,POLLING PLACE,190,116,53
LOS ANGELES,9001391A,3686,82,N,0,VBM PORTION,134,86,27
LOS ANGELES,9001391A,3686,82,N,1066,TOTAL,324,202,80
LOS ANGELES,9001402A,3688,82,N,802,POLLING PLACE,61,30,17
LOS ANGELES,9001402A,3688,82,N,0,VBM PORTION,171,73,59
LOS ANGELES,9001402A,3688,82,N,802,TOTAL,232,103,76
LOS ANGELES,9001408A,3691,82,N,661,POLLING PLACE,88,32,33
LOS ANGELES,9001408A,3691,82,N,0,VBM PORTION,84,32,25
LOS ANGELES,9001408A,3691,82,N,661,TOTAL,172,64,58
LOS ANGELES,9001413A,3693,82,N,1245,POLLING PLACE,124,76,27
LOS ANGELES,9001413A,3693,82,N,0,VBM PORTION,204,115,56
LOS ANGELES,9001413A,3693,82,N,1245,TOTAL,328,191,83
LOS ANGELES,9001418A,3695,82,N,966,POLLING PLACE,99,50,21
LOS ANGELES,9001418A,3695,82,N,0,VBM PORTION,132,61,43
LOS ANGELES,9001418A,3695,82,N,966,TOTAL,231,111,64
LOS ANGELES,9001421A,3697,81,N,877,POLLING PLACE,87,60,16
LOS ANGELES,9001421A,3697,81,N,0,VBM PORTION,41,27,6
LOS ANGELES,9001421A,3697,81,N,877,TOTAL,128,87,22
LOS ANGELES,9001422A,3698,81,N,1024,POLLING PLACE,58,43,11
LOS ANGELES,9001422A,3698,81,N,0,VBM PORTION,57,43,11
LOS ANGELES,9001422A,3698,81,N,1024,TOTAL,115,86,22
LOS ANGELES,9001428A,3700,81,N,1260,POLLING PLACE,106,75,18
LOS ANGELES,9001428A,3700,81,N,0,VBM PORTION,88,59,15
LOS ANGELES,9001428A,3700,81,N,1260,TOTAL,194,134,33
LOS ANGELES,9001429A,3701,81,N,1308,POLLING PLACE,102,79,13
LOS ANGELES,9001429A,3701,81,N,0,VBM PORTION,95,75,9
LOS ANGELES,9001429A,3701,81,N,1308,TOTAL,197,154,22
LOS ANGELES,9001433A,3702,81,N,1301,POLLING PLACE,113,86,16
LOS ANGELES,9001433A,3702,81,N,0,VBM PORTION,105,80,12
LOS ANGELES,9001433A,3702,81,N,1301,TOTAL,218,166,28
LOS ANGELES,9001435C,3704,81,N,1221,POLLING PLACE,109,83,9
LOS ANGELES,9001435C,3704,81,N,0,VBM PORTION,93,70,10
LOS ANGELES,9001435C,3704,81,N,1221,TOTAL,202,153,19
LOS ANGELES,9001436A,3705,81,N,622,POLLING PLACE,50,32,5
LOS ANGELES,9001436A,3705,81,N,0,VBM PORTION,19,11,4
LOS ANGELES,9001436A,3705,81,N,622,TOTAL,69,43,9
LOS ANGELES,9001436B,3706,81,N,916,POLLING PLACE,78,56,8
LOS ANGELES,9001436B,3706,81,N,0,VBM PORTION,72,56,8
LOS ANGELES,9001436B,3706,81,N,916,TOTAL,150,112,16
LOS ANGELES,9001438A,3707,82,N,1260,POLLING PLACE,92,54,17
LOS ANGELES,9001438A,3707,82,N,0,VBM PORTION,119,77,24
LOS ANGELES,9001438A,3707,82,N,1260,TOTAL,211,131,41
LOS ANGELES,9001441A,3709,82,N,1153,POLLING PLACE,104,61,26
LOS ANGELES,9001441A,3709,82,N,0,VBM PORTION,76,50,13
LOS ANGELES,9001441A,3709,82,N,1153,TOTAL,180,111,39
LOS ANGELES,9001442A,3710,82,N,887,POLLING PLACE,56,38,5
LOS ANGELES,9001442A,3710,82,N,0,VBM PORTION,94,67,14
LOS ANGELES,9001442A,3710,82,N,887,TOTAL,150,105,19
LOS ANGELES,9001444A,3711,85,N,1344,POLLING PLACE,90,57,20
LOS ANGELES,9001444A,3711,85,N,0,VBM PORTION,108,78,15
LOS ANGELES,9001444A,3711,85,N,1344,TOTAL,198,135,35
LOS ANGELES,9001449A,3712,85,N,1321,POLLING PLACE,78,57,10
LOS ANGELES,9001449A,3712,85,N,0,VBM PORTION,102,73,16
LOS ANGELES,9001449A,3712,85,N,1321,TOTAL,180,130,26
LOS ANGELES,9001457A,3719,87,N,1309,POLLING PLACE,94,58,26
LOS ANGELES,9001457A,3719,87,N,0,VBM PORTION,149,81,47
LOS ANGELES,9001457A,3719,87,N,1309,TOTAL,243,139,73
LOS ANGELES,9001461A,3720,87,N,1084,POLLING PLACE,92,56,19
LOS ANGELES,9001461A,3720,87,N,0,VBM PORTION,78,42,27
LOS ANGELES,9001461A,3720,87,N,1084,TOTAL,170,98,46
LOS ANGELES,9001463A,3721,87,N,1205,POLLING PLACE,87,53,23
LOS ANGELES,9001463A,3721,87,N,0,VBM PORTION,121,72,33
LOS ANGELES,9001463A,3721,87,N,1205,TOTAL,208,125,56
LOS ANGELES,9001480A,3729,85,N,1249,POLLING PLACE,76,47,12
LOS ANGELES,9001480A,3729,85,N,0,VBM PORTION,76,58,13
LOS ANGELES,9001480A,3729,85,N,1249,TOTAL,152,105,25
LOS ANGELES,9001573A,3768,81,N,996,POLLING PLACE,44,33,9
LOS ANGELES,9001573A,3768,81,N,0,VBM PORTION,64,45,14
LOS ANGELES,9001573A,3768,81,N,996,TOTAL,108,78,23
LOS ANGELES,9001575A,3769,81,N,1184,POLLING PLACE,56,44,7
LOS ANGELES,9001575A,3769,81,N,0,VBM PORTION,69,47,11
LOS ANGELES,9001575A,3769,81,N,1184,TOTAL,125,91,18
LOS ANGELES,9001576A,3770,81,N,933,POLLING PLACE,80,53,13
LOS ANGELES,9001576A,3770,81,N,0,VBM PORTION,55,43,10
LOS ANGELES,9001576A,3770,81,N,933,TOTAL,135,96,23
LOS ANGELES,9001578B,3772,81,N,1246,POLLING PLACE,54,35,11
LOS ANGELES,9001578B,3772,81,N,0,VBM PORTION,62,38,13
LOS ANGELES,9001578B,3772,81,N,1246,TOTAL,116,73,24
LOS ANGELES,9001600A,3781,81,N,943,POLLING PLACE,38,22,8
LOS ANGELES,9001600A,3781,81,N,0,VBM PORTION,43,33,7
LOS ANGELES,9001600A,3781,81,N,943,TOTAL,81,55,15
LOS ANGELES,9001603A,3783,81,N,1265,POLLING PLACE,109,83,13
LOS ANGELES,9001603A,3783,81,N,0,VBM PORTION,86,51,25
LOS ANGELES,9001603A,3783,81,N,1265,TOTAL,195,134,38
LOS ANGELES,9001605B,3784,81,N,1432,POLLING PLACE,105,69,21
LOS ANGELES,9001605B,3784,81,N,0,VBM PORTION,151,98,33
LOS ANGELES,9001605B,3784,81,N,1432,TOTAL,256,167,54
LOS ANGELES,9001608A,3785,82,N,1273,POLLING PLACE,188,117,38
LOS ANGELES,9001608A,3785,82,N,0,VBM PORTION,100,64,21
LOS ANGELES,9001608A,3785,82,N,1273,TOTAL,288,181,59
LOS ANGELES,9001613D,3787,83,N,827,POLLING PLACE,101,57,23
LOS ANGELES,9001613D,3787,83,N,0,VBM PORTION,116,60,44
LOS ANGELES,9001613D,3787,83,N,827,TOTAL,217,117,67
LOS ANGELES,9001623A,3792,83,N,874,POLLING PLACE,108,60,29
LOS ANGELES,9001623A,3792,83,N,0,VBM PORTION,103,41,44
LOS ANGELES,9001623A,3792,83,N,874,TOTAL,211,101,73
LOS ANGELES,9001630A,3795,81,N,930,POLLING PLACE,53,39,7
LOS ANGELES,9001630A,3795,81,N,0,VBM PORTION,38,28,3
LOS ANGELES,9001630A,3795,81,N,930,TOTAL,91,67,10
LOS ANGELES,9001711A,3819,86,N,1078,POLLING PLACE,119,85,10
LOS ANGELES,9001711A,3819,86,N,0,VBM PORTION,96,77,6
LOS ANGELES,9001711A,3819,86,N,1078,TOTAL,215,162,16
LOS ANGELES,9001733A,3831,81,N,1210,POLLING PLACE,66,56,7
LOS ANGELES,9001733A,3831,81,N,0,VBM PORTION,80,53,23
LOS ANGELES,9001733A,3831,81,N,1210,TOTAL,146,109,30
LOS ANGELES,9001951A,3922,81,N,1214,POLLING PLACE,93,73,13
LOS ANGELES,9001951A,3922,81,N,0,VBM PORTION,57,30,19
LOS ANGELES,9001951A,3922,81,N,1214,TOTAL,150,103,32
LOS ANGELES,9002225A,4048,81,N,1041,POLLING PLACE,81,64,7
LOS ANGELES,9002225A,4048,81,N,0,VBM PORTION,64,37,13
LOS ANGELES,9002225A,4048,81,N,1041,TOTAL,145,101,20
LOS ANGELES,9002231A,4049,82,N,999,POLLING PLACE,66,49,7
LOS ANGELES,9002231A,4049,82,N,0,VBM PORTION,85,59,17
LOS ANGELES,9002231A,4049,82,N,999,TOTAL,151,108,24
LOS ANGELES,9002232A,4050,82,N,1055,POLLING PLACE,97,70,10
LOS ANGELES,9002232A,4050,82,N,0,VBM PORTION,45,32,7
LOS ANGELES,9002232A,4050,82,N,1055,TOTAL,142,102,17
LOS ANGELES,9002234A,4051,82,N,924,POLLING PLACE,67,49,6
LOS ANGELES,9002234A,4051,82,N,0,VBM PORTION,31,25,5
LOS ANGELES,9002234A,4051,82,N,924,TOTAL,98,74,11
LOS ANGELES,9002237A,4052,82,N,750,POLLING PLACE,81,47,19
LOS ANGELES,9002237A,4052,82,N,0,VBM PORTION,48,36,6
LOS ANGELES,9002237A,4052,82,N,750,TOTAL,129,83,25
LOS ANGELES,9002238A,4053,82,N,1025,POLLING PLACE,138,82,29
LOS ANGELES,9002238A,4053,82,N,0,VBM PORTION,107,74,18
LOS ANGELES,9002238A,4053,82,N,1025,TOTAL,245,156,47
LOS ANGELES,9002239A,4054,82,N,666,POLLING PLACE,80,55,6
LOS ANGELES,9002239A,4054,82,N,0,VBM PORTION,57,38,9
LOS ANGELES,9002239A,4054,82,N,666,TOTAL,137,93,15
LOS ANGELES,9002247B,4055,86,N,1166,POLLING PLACE,128,106,13
LOS ANGELES,9002247B,4055,86,N,0,VBM PORTION,120,90,16
LOS ANGELES,9002247B,4055,86,N,1166,TOTAL,248,196,29
LOS ANGELES,9002250A,4057,83,N,937,POLLING PLACE,100,68,9
LOS ANGELES,9002250A,4057,83,N,0,VBM PORTION,55,42,4
LOS ANGELES,9002250A,4057,83,N,937,TOTAL,155,110,13
LOS ANGELES,9002252A,4058,83,N,1095,POLLING PLACE,111,81,12
LOS ANGELES,9002252A,4058,83,N,0,VBM PORTION,84,48,19
LOS ANGELES,9002252A,4058,83,N,1095,TOTAL,195,129,31
LOS ANGELES,9002262B,4060,83,N,1084,POLLING PLACE,85,59,14
LOS ANGELES,9002262B,4060,83,N,0,VBM PORTION,79,72,4
LOS ANGELES,9002262B,4060,83,N,1084,TOTAL,164,131,18
LOS ANGELES,9002265B,4062,83,N,1046,POLLING PLACE,151,109,17
LOS ANGELES,9002265B,4062,83,N,0,VBM PORTION,93,65,13
LOS ANGELES,9002265B,4062,83,N,1046,TOTAL,244,174,30
LOS ANGELES,9002270A,4065,82,N,1130,POLLING PLACE,92,74,8
LOS ANGELES,9002270A,4065,82,N,0,VBM PORTION,81,61,9
LOS ANGELES,9002270A,4065,82,N,1130,TOTAL,173,135,17
LOS ANGELES,9002271A,4066,82,N,1009,POLLING PLACE,125,93,9
LOS ANGELES,9002271A,4066,82,N,0,VBM PORTION,106,79,13
LOS ANGELES,9002271A,4066,82,N,1009,TOTAL,231,172,22
LOS ANGELES,9002273A,4067,82,N,967,POLLING PLACE,119,76,19
LOS ANGELES,9002273A,4067,82,N,0,VBM PORTION,80,52,14
LOS ANGELES,9002273A,4067,82,N,967,TOTAL,199,128,33
LOS ANGELES,9002279A,4068,83,N,1072,POLLING PLACE,102,74,10
LOS ANGELES,9002279A,4068,83,N,0,VBM PORTION,148,110,16
LOS ANGELES,9002279A,4068,83,N,1072,TOTAL,250,184,26
LOS ANGELES,9002280A,4069,83,N,1306,POLLING PLACE,138,112,10
LOS ANGELES,9002280A,4069,83,N,0,VBM PORTION,116,90,9
LOS ANGELES,9002280A,4069,83,N,1306,TOTAL,254,202,19
LOS ANGELES,9002283A,4071,86,N,1317,POLLING PLACE,158,119,24
LOS ANGELES,9002283A,4071,86,N,0,VBM PORTION,154,113,18
LOS ANGELES,9002283A,4071,86,N,1317,TOTAL,312,232,42
LOS ANGELES,9002287A,4073,86,N,1293,POLLING PLACE,150,126,7
LOS ANGELES,9002287A,4073,86,N,0,VBM PORTION,158,114,18
LOS ANGELES,9002287A,4073,86,N,1293,TOTAL,308,240,25
LOS ANGELES,9002573B,4201,79,N,636,POLLING PLACE,32,24,6
