LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOHN WOOD JR,MAXINE WATERS
LOS ANGELES,9000452B,3253,158,N,1168,TOTAL,295,127,130
LOS ANGELES,9000455A,3255,158,N,690,POLLING PLACE,27,3,18
LOS ANGELES,9000455A,3255,158,N,0,VBM PORTION,16,1,14
LOS ANGELES,9000455A,3255,158,N,690,TOTAL,43,4,32
LOS ANGELES,9000552A,3313,158,N,1166,POLLING PLACE,87,25,50
LOS ANGELES,9000552A,3313,158,N,0,VBM PORTION,98,31,60
LOS ANGELES,9000552A,3313,158,N,1166,TOTAL,185,56,110
LOS ANGELES,9000571A,3326,186,N,1388,POLLING PLACE,75,40,30
LOS ANGELES,9000571A,3326,186,N,0,VBM PORTION,112,38,67
LOS ANGELES,9000571A,3326,186,N,1388,TOTAL,187,78,97
LOS ANGELES,9000625A,3357,158,N,1319,POLLING PLACE,125,42,77
LOS ANGELES,9000625A,3357,158,N,0,VBM PORTION,128,47,72
LOS ANGELES,9000625A,3357,158,N,1319,TOTAL,253,89,149
LOS ANGELES,9001159C,3586,173,N,1195,POLLING PLACE,47,5,41
LOS ANGELES,9001159C,3586,173,N,0,VBM PORTION,41,3,37
LOS ANGELES,9001159C,3586,173,N,1195,TOTAL,88,8,78
LOS ANGELES,9001246A,3622,174,N,1183,POLLING PLACE,119,3,107
LOS ANGELES,9001246A,3622,174,N,0,VBM PORTION,87,5,80
LOS ANGELES,9001246A,3622,174,N,1183,TOTAL,206,8,187
LOS ANGELES,9001323A,3653,176,N,988,POLLING PLACE,67,9,37
LOS ANGELES,9001323A,3653,176,N,0,VBM PORTION,50,14,34
LOS ANGELES,9001323A,3653,176,N,988,TOTAL,117,23,71
LOS ANGELES,9001381C,3682,117,N,691,POLLING PLACE,49,10,34
LOS ANGELES,9001381C,3682,117,N,0,VBM PORTION,49,6,42
LOS ANGELES,9001381C,3682,117,N,691,TOTAL,98,16,76
LOS ANGELES,9001390A,6187,158,Y,21,POLLING PLACE,0,0,0
LOS ANGELES,9001390A,6187,158,Y,0,VBM PORTION,4,0,1
LOS ANGELES,9001390A,6187,158,Y,21,TOTAL,4,0,1
LOS ANGELES,9001395A,3687,158,N,1165,POLLING PLACE,122,52,61
LOS ANGELES,9001395A,3687,158,N,0,VBM PORTION,100,43,46
LOS ANGELES,9001395A,3687,158,N,1165,TOTAL,222,95,107
LOS ANGELES,9001423C,3699,176,N,736,POLLING PLACE,89,31,43
LOS ANGELES,9001423C,3699,176,N,0,VBM PORTION,97,45,42
LOS ANGELES,9001423C,3699,176,N,736,TOTAL,186,76,85
LOS ANGELES,9001434A,3703,177,N,1086,POLLING PLACE,81,4,64
LOS ANGELES,9001434A,3703,177,N,0,VBM PORTION,52,4,45
LOS ANGELES,9001434A,3703,177,N,1086,TOTAL,133,8,109
LOS ANGELES,9001473A,3727,176,N,1069,POLLING PLACE,41,13,21
LOS ANGELES,9001473A,3727,176,N,0,VBM PORTION,44,14,25
LOS ANGELES,9001473A,3727,176,N,1069,TOTAL,85,27,46
LOS ANGELES,9001718A,3823,158,N,1094,POLLING PLACE,173,70,84
LOS ANGELES,9001718A,3823,158,N,0,VBM PORTION,115,60,47
LOS ANGELES,9001718A,3823,158,N,1094,TOTAL,288,130,131
LOS ANGELES,9001727A,3827,177,N,819,POLLING PLACE,80,6,62
LOS ANGELES,9001727A,3827,177,N,0,VBM PORTION,45,0,41
LOS ANGELES,9001727A,3827,177,N,819,TOTAL,125,6,103
LOS ANGELES,9001728A,3828,176,N,1132,POLLING PLACE,58,15,33
LOS ANGELES,9001728A,3828,176,N,0,VBM PORTION,87,21,51
LOS ANGELES,9001728A,3828,176,N,1132,TOTAL,145,36,84
LOS ANGELES,9001799A,3866,174,N,1206,POLLING PLACE,73,2,59
LOS ANGELES,9001799A,3866,174,N,0,VBM PORTION,29,1,27
LOS ANGELES,9001799A,3866,174,N,1206,TOTAL,102,3,86
LOS ANGELES,9001876A,3890,158,N,993,POLLING PLACE,167,76,78
LOS ANGELES,9001876A,3890,158,N,0,VBM PORTION,115,62,40
LOS ANGELES,9001876A,3890,158,N,993,TOTAL,282,138,118
LOS ANGELES,9001955A,3923,173,N,655,POLLING PLACE,34,0,29
LOS ANGELES,9001955A,3923,173,N,0,VBM PORTION,19,0,19
LOS ANGELES,9001955A,3923,173,N,655,TOTAL,53,0,48
LOS ANGELES,9001959A,3925,150,N,541,POLLING PLACE,25,0,19
LOS ANGELES,9001959A,3925,150,N,0,VBM PORTION,15,1,12
LOS ANGELES,9001959A,3925,150,N,541,TOTAL,40,1,31
LOS ANGELES,9001964A,3927,173,N,1059,POLLING PLACE,50,0,44
LOS ANGELES,9001964A,3927,173,N,0,VBM PORTION,18,1,14
LOS ANGELES,9001964A,3927,173,N,1059,TOTAL,68,1,58
LOS ANGELES,9002047A,3959,150,N,854,POLLING PLACE,26,1,19
LOS ANGELES,9002047A,3959,150,N,0,VBM PORTION,18,0,18
LOS ANGELES,9002047A,3959,150,N,854,TOTAL,44,1,37
LOS ANGELES,9002047B,3960,150,N,828,POLLING PLACE,26,0,22
LOS ANGELES,9002047B,3960,150,N,0,VBM PORTION,33,1,32
LOS ANGELES,9002047B,3960,150,N,828,TOTAL,59,1,54
LOS ANGELES,9002054A,3963,150,N,924,POLLING PLACE,34,0,32
LOS ANGELES,9002054A,3963,150,N,0,VBM PORTION,35,2,31
LOS ANGELES,9002054A,3963,150,N,924,TOTAL,69,2,63
LOS ANGELES,9002059A,3964,150,N,914,POLLING PLACE,43,1,36
LOS ANGELES,9002059A,3964,150,N,0,VBM PORTION,25,0,25
LOS ANGELES,9002059A,3964,150,N,914,TOTAL,68,1,61
LOS ANGELES,9002063A,3965,151,N,985,POLLING PLACE,38,3,24
LOS ANGELES,9002063A,3965,151,N,0,VBM PORTION,16,1,15
LOS ANGELES,9002063A,3965,151,N,985,TOTAL,54,4,39
LOS ANGELES,9002180A,4032,158,N,975,POLLING PLACE,162,77,70
LOS ANGELES,9002180A,4032,158,N,0,VBM PORTION,108,50,48
LOS ANGELES,9002180A,4032,158,N,975,TOTAL,270,127,118
LOS ANGELES,9002181A,4033,117,N,1089,POLLING PLACE,39,3,30
LOS ANGELES,9002181A,4033,117,N,0,VBM PORTION,44,6,37
LOS ANGELES,9002181A,4033,117,N,1089,TOTAL,83,9,67
LOS ANGELES,9002182A,4034,117,N,1250,POLLING PLACE,95,34,56
LOS ANGELES,9002182A,4034,117,N,0,VBM PORTION,95,21,70
LOS ANGELES,9002182A,4034,117,N,1250,TOTAL,190,55,126
LOS ANGELES,9002185A,4035,158,N,977,POLLING PLACE,147,52,83
LOS ANGELES,9002185A,4035,158,N,0,VBM PORTION,80,33,39
LOS ANGELES,9002185A,4035,158,N,977,TOTAL,227,85,122
LOS ANGELES,9002189A,4036,158,N,936,POLLING PLACE,165,57,88
LOS ANGELES,9002189A,4036,158,N,0,VBM PORTION,103,37,60
LOS ANGELES,9002189A,4036,158,N,936,TOTAL,268,94,148
LOS ANGELES,9002194A,4040,158,N,1204,POLLING PLACE,108,39,58
LOS ANGELES,9002194A,4040,158,N,0,VBM PORTION,91,28,53
LOS ANGELES,9002194A,4040,158,N,1204,TOTAL,199,67,111
LOS ANGELES,9002199A,4041,158,N,1116,POLLING PLACE,81,17,56
LOS ANGELES,9002199A,4041,158,N,0,VBM PORTION,75,28,43
LOS ANGELES,9002199A,4041,158,N,1116,TOTAL,156,45,99
LOS ANGELES,9002332A,4095,186,N,749,POLLING PLACE,69,40,26
LOS ANGELES,9002332A,4095,186,N,0,VBM PORTION,80,35,38
LOS ANGELES,9002332A,4095,186,N,749,TOTAL,149,75,64
LOS ANGELES,9002341A,4101,158,N,1086,POLLING PLACE,80,24,50
LOS ANGELES,9002341A,4101,158,N,0,VBM PORTION,109,34,66
LOS ANGELES,9002341A,4101,158,N,1086,TOTAL,189,58,116
LOS ANGELES,9002417A,4132,158,N,786,POLLING PLACE,141,59,74
LOS ANGELES,9002417A,4132,158,N,0,VBM PORTION,85,44,34
LOS ANGELES,9002417A,4132,158,N,786,TOTAL,226,103,108
LOS ANGELES,9002418A,4133,158,N,990,POLLING PLACE,78,33,37
LOS ANGELES,9002418A,4133,158,N,0,VBM PORTION,106,52,41
LOS ANGELES,9002418A,4133,158,N,990,TOTAL,184,85,78
LOS ANGELES,9002421A,4134,158,N,1329,POLLING PLACE,158,63,74
LOS ANGELES,9002421A,4134,158,N,0,VBM PORTION,117,52,54
LOS ANGELES,9002421A,4134,158,N,1329,TOTAL,275,115,128
LOS ANGELES,9002424A,4135,158,N,928,POLLING PLACE,72,25,44
LOS ANGELES,9002424A,4135,158,N,0,VBM PORTION,68,24,41
LOS ANGELES,9002424A,4135,158,N,928,TOTAL,140,49,85
LOS ANGELES,9002425A,4136,186,N,1351,POLLING PLACE,72,28,37
LOS ANGELES,9002425A,4136,186,N,0,VBM PORTION,107,47,53
LOS ANGELES,9002425A,4136,186,N,1351,TOTAL,179,75,90
LOS ANGELES,9002429A,4137,158,N,1202,POLLING PLACE,159,64,83
LOS ANGELES,9002429A,4137,158,N,0,VBM PORTION,140,63,67
LOS ANGELES,9002429A,4137,158,N,1202,TOTAL,299,127,150
LOS ANGELES,9002430A,4138,158,N,1044,POLLING PLACE,20,0,12
LOS ANGELES,9002430A,4138,158,N,0,VBM PORTION,11,2,8
LOS ANGELES,9002430A,4138,158,N,1044,TOTAL,31,2,20
LOS ANGELES,9002432A,4139,158,N,916,POLLING PLACE,194,101,81
LOS ANGELES,9002432A,4139,158,N,0,VBM PORTION,88,29,52
LOS ANGELES,9002432A,4139,158,N,916,TOTAL,282,130,133
LOS ANGELES,9002433A,4140,158,N,1138,POLLING PLACE,183,63,104
LOS ANGELES,9002433A,4140,158,N,0,VBM PORTION,154,75,66
LOS ANGELES,9002433A,4140,158,N,1138,TOTAL,337,138,170
LOS ANGELES,9002438C,4141,158,N,972,POLLING PLACE,163,71,79
LOS ANGELES,9002438C,4141,158,N,0,VBM PORTION,134,61,56
LOS ANGELES,9002438C,4141,158,N,972,TOTAL,297,132,135
LOS ANGELES,9002444A,4142,158,N,957,POLLING PLACE,170,70,89
LOS ANGELES,9002444A,4142,158,N,0,VBM PORTION,91,43,39
LOS ANGELES,9002444A,4142,158,N,957,TOTAL,261,113,128
LOS ANGELES,9002491A,4160,151,N,730,POLLING PLACE,32,4,26
LOS ANGELES,9002491A,4160,151,N,0,VBM PORTION,18,1,16
LOS ANGELES,9002491A,4160,151,N,730,TOTAL,50,5,42
LOS ANGELES,9002494A,4162,174,N,1118,POLLING PLACE,57,4,40
LOS ANGELES,9002494A,4162,174,N,0,VBM PORTION,30,0,30
LOS ANGELES,9002494A,4162,174,N,1118,TOTAL,87,4,70
LOS ANGELES,9002496A,4163,174,N,1063,POLLING PLACE,83,2,77
LOS ANGELES,9002496A,4163,174,N,0,VBM PORTION,72,3,68
LOS ANGELES,9002496A,4163,174,N,1063,TOTAL,155,5,145
LOS ANGELES,9002496B,4164,174,N,781,POLLING PLACE,61,7,48
LOS ANGELES,9002496B,4164,174,N,0,VBM PORTION,39,2,35
LOS ANGELES,9002496B,4164,174,N,781,TOTAL,100,9,83
LOS ANGELES,9002497A,4165,151,N,696,POLLING PLACE,94,5,78
LOS ANGELES,9002497A,4165,151,N,0,VBM PORTION,63,1,55
LOS ANGELES,9002497A,4165,151,N,696,TOTAL,157,6,133
LOS ANGELES,9002499A,4166,151,N,1055,POLLING PLACE,153,3,129
LOS ANGELES,9002499A,4166,151,N,0,VBM PORTION,93,2,84
LOS ANGELES,9002499A,4166,151,N,1055,TOTAL,246,5,213
LOS ANGELES,9002500A,4167,151,N,876,POLLING PLACE,101,2,89
LOS ANGELES,9002500A,4167,151,N,0,VBM PORTION,67,3,62
LOS ANGELES,9002500A,4167,151,N,876,TOTAL,168,5,151
LOS ANGELES,9002502A,4168,161,N,1108,POLLING PLACE,138,4,113
LOS ANGELES,9002502A,4168,161,N,0,VBM PORTION,76,2,70
LOS ANGELES,9002502A,4168,161,N,1108,TOTAL,214,6,183
LOS ANGELES,9002503A,4169,151,N,1106,POLLING PLACE,120,5,97
LOS ANGELES,9002503A,4169,151,N,0,VBM PORTION,78,5,69
LOS ANGELES,9002503A,4169,151,N,1106,TOTAL,198,10,166
LOS ANGELES,9002504A,4170,161,N,1151,POLLING PLACE,124,9,103
LOS ANGELES,9002504A,4170,161,N,0,VBM PORTION,72,0,69
LOS ANGELES,9002504A,4170,161,N,1151,TOTAL,196,9,172
LOS ANGELES,9002507A,4171,161,N,884,POLLING PLACE,127,3,114
LOS ANGELES,9002507A,4171,161,N,0,VBM PORTION,61,2,56
LOS ANGELES,9002507A,4171,161,N,884,TOTAL,188,5,170
LOS ANGELES,9002510A,4173,174,N,1178,POLLING PLACE,111,3,95
LOS ANGELES,9002510A,4173,174,N,0,VBM PORTION,63,4,55
LOS ANGELES,9002510A,4173,174,N,1178,TOTAL,174,7,150
LOS ANGELES,9002520A,4174,173,N,1199,POLLING PLACE,56,5,43
LOS ANGELES,9002520A,4174,173,N,0,VBM PORTION,44,2,37
LOS ANGELES,9002520A,4174,173,N,1199,TOTAL,100,7,80
LOS ANGELES,9002521A,4175,150,N,1237,POLLING PLACE,82,5,70
LOS ANGELES,9002521A,4175,150,N,0,VBM PORTION,45,2,38
LOS ANGELES,9002521A,4175,150,N,1237,TOTAL,127,7,108
LOS ANGELES,9002523A,4176,150,N,1038,POLLING PLACE,62,4,54
LOS ANGELES,9002523A,4176,150,N,0,VBM PORTION,36,1,33
LOS ANGELES,9002523A,4176,150,N,1038,TOTAL,98,5,87
LOS ANGELES,9002525A,4177,150,N,973,POLLING PLACE,65,3,49
LOS ANGELES,9002525A,4177,150,N,0,VBM PORTION,33,1,25
LOS ANGELES,9002525A,4177,150,N,973,TOTAL,98,4,74
LOS ANGELES,9002529A,4178,173,N,1165,POLLING PLACE,62,0,53
LOS ANGELES,9002529A,4178,173,N,0,VBM PORTION,45,0,45
LOS ANGELES,9002529A,4178,173,N,1165,TOTAL,107,0,98
LOS ANGELES,9002531A,4179,173,N,788,POLLING PLACE,45,0,41
LOS ANGELES,9002531A,4179,173,N,0,VBM PORTION,24,4,19
LOS ANGELES,9002531A,4179,173,N,788,TOTAL,69,4,60
LOS ANGELES,9002558A,4195,173,N,1285,POLLING PLACE,55,3,48
LOS ANGELES,9002558A,4195,173,N,0,VBM PORTION,62,6,54
LOS ANGELES,9002558A,4195,173,N,1285,TOTAL,117,9,102
LOS ANGELES,9002562A,4196,158,N,1011,POLLING PLACE,180,90,77
LOS ANGELES,9002562A,4196,158,N,0,VBM PORTION,95,50,39
LOS ANGELES,9002562A,4196,158,N,1011,TOTAL,275,140,116
LOS ANGELES,9002563A,4197,173,N,1177,POLLING PLACE,46,0,43
LOS ANGELES,9002563A,4197,173,N,0,VBM PORTION,33,2,29
LOS ANGELES,9002563A,4197,173,N,1177,TOTAL,79,2,72
LOS ANGELES,9002566A,4198,173,N,823,POLLING PLACE,32,1,23
LOS ANGELES,9002566A,4198,173,N,0,VBM PORTION,25,0,23
LOS ANGELES,9002566A,4198,173,N,823,TOTAL,57,1,46
LOS ANGELES,9002568A,4199,173,N,1127,POLLING PLACE,54,4,41
LOS ANGELES,9002568A,4199,173,N,0,VBM PORTION,37,2,33
LOS ANGELES,9002568A,4199,173,N,1127,TOTAL,91,6,74
LOS ANGELES,9002572A,4200,174,N,1113,POLLING PLACE,62,1,56
LOS ANGELES,9002572A,4200,174,N,0,VBM PORTION,67,2,63
LOS ANGELES,9002572A,4200,174,N,1113,TOTAL,129,3,119
LOS ANGELES,9002583A,4203,173,N,1184,POLLING PLACE,70,3,53
LOS ANGELES,9002583A,4203,173,N,0,VBM PORTION,45,2,41
LOS ANGELES,9002583A,4203,173,N,1184,TOTAL,115,5,94
LOS ANGELES,9002584A,4204,173,N,1306,POLLING PLACE,65,4,53
LOS ANGELES,9002584A,4204,173,N,0,VBM PORTION,60,2,54
LOS ANGELES,9002584A,4204,173,N,1306,TOTAL,125,6,107
LOS ANGELES,9002591A,4207,177,N,682,POLLING PLACE,74,3,65
LOS ANGELES,9002591A,4207,177,N,0,VBM PORTION,27,0,24
LOS ANGELES,9002591A,4207,177,N,682,TOTAL,101,3,89
LOS ANGELES,9002594A,4208,176,N,1227,POLLING PLACE,71,11,48
LOS ANGELES,9002594A,4208,176,N,0,VBM PORTION,84,26,44
LOS ANGELES,9002594A,4208,176,N,1227,TOTAL,155,37,92
LOS ANGELES,9002596A,4209,176,N,739,POLLING PLACE,83,6,64
LOS ANGELES,9002596A,4209,176,N,0,VBM PORTION,54,15,37
LOS ANGELES,9002596A,4209,176,N,739,TOTAL,137,21,101
LOS ANGELES,9002647A,6211,151,Y,13,POLLING PLACE,0,0,0
LOS ANGELES,9002647A,6211,151,Y,0,VBM PORTION,1,1,0
LOS ANGELES,9002647A,6211,151,Y,13,TOTAL,1,1,0
LOS ANGELES,9002673C,4224,150,N,906,POLLING PLACE,57,1,51
LOS ANGELES,9002673C,4224,150,N,0,VBM PORTION,43,0,42
LOS ANGELES,9002673C,4224,150,N,906,TOTAL,100,1,93
LOS ANGELES,9002879A,6218,118,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9002879A,6218,118,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9002879A,6218,118,Y,0,TOTAL,0,0,0
LOS ANGELES,9002910A,4268,176,N,827,POLLING PLACE,51,9,33
LOS ANGELES,9002910A,4268,176,N,0,VBM PORTION,46,3,38
LOS ANGELES,9002910A,4268,176,N,827,TOTAL,97,12,71
LOS ANGELES,9003029C,4279,174,N,1096,POLLING PLACE,59,4,45
LOS ANGELES,9003029C,4279,174,N,0,VBM PORTION,42,1,40
LOS ANGELES,9003029C,4279,174,N,1096,TOTAL,101,5,85
LOS ANGELES,9003072A,4284,158,N,947,POLLING PLACE,127,42,70
LOS ANGELES,9003072A,4284,158,N,0,VBM PORTION,115,41,68
LOS ANGELES,9003072A,4284,158,N,947,TOTAL,242,83,138
LOS ANGELES,9003220A,4302,173,N,621,POLLING PLACE,38,1,37
LOS ANGELES,9003220A,4302,173,N,0,VBM PORTION,22,3,18
LOS ANGELES,9003220A,4302,173,N,621,TOTAL,60,4,55
LOS ANGELES,9003368A,4312,158,N,966,POLLING PLACE,171,69,87
LOS ANGELES,9003368A,4312,158,N,0,VBM PORTION,108,48,54
LOS ANGELES,9003368A,4312,158,N,966,TOTAL,279,117,141
LOS ANGELES,9003866A,4338,174,N,1050,POLLING PLACE,80,4,63
LOS ANGELES,9003866A,4338,174,N,0,VBM PORTION,48,4,42
LOS ANGELES,9003866A,4338,174,N,1050,TOTAL,128,8,105
LOS ANGELES,9004116A,4353,158,N,978,POLLING PLACE,95,28,59
LOS ANGELES,9004116A,4353,158,N,0,VBM PORTION,78,27,40
LOS ANGELES,9004116A,4353,158,N,978,TOTAL,173,55,99
LOS ANGELES,9005045A,4379,186,N,1387,POLLING PLACE,66,23,36
LOS ANGELES,9005045A,4379,186,N,0,VBM PORTION,61,8,45
LOS ANGELES,9005045A,4379,186,N,1387,TOTAL,127,31,81
LOS ANGELES,9005284A,4402,176,N,720,POLLING PLACE,54,27,16
LOS ANGELES,9005284A,4402,176,N,0,VBM PORTION,78,24,50
LOS ANGELES,9005284A,4402,176,N,720,TOTAL,132,51,66
LOS ANGELES,9006344A,4515,158,N,781,POLLING PLACE,104,35,59
LOS ANGELES,9006344A,4515,158,N,0,VBM PORTION,108,39,62
LOS ANGELES,9006344A,4515,158,N,781,TOTAL,212,74,121
LOS ANGELES,9006368A,4523,186,N,891,POLLING PLACE,128,84,35
LOS ANGELES,9006368A,4523,186,N,0,VBM PORTION,96,55,38
LOS ANGELES,9006368A,4523,186,N,891,TOTAL,224,139,73
LOS ANGELES,9006370A,4524,186,N,958,POLLING PLACE,85,37,42
LOS ANGELES,9006370A,4524,186,N,0,VBM PORTION,115,56,51
LOS ANGELES,9006370A,4524,186,N,958,TOTAL,200,93,93
BALLOT GROUP 117,9990117A,8117,117,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 117,9990117A,8117,117,N,0,VBM PORTION,0,0,0
BALLOT GROUP 117,9990117A,8117,117,N,0,TOTAL,0,0,0
BALLOT GROUP 118,9990118A,8118,118,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 118,9990118A,8118,118,N,0,VBM PORTION,2,1,0
BALLOT GROUP 118,9990118A,8118,118,N,0,TOTAL,1,1,0
BALLOT GROUP 150,9990150A,8150,150,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 150,9990150A,8150,150,N,0,VBM PORTION,0,0,0
BALLOT GROUP 150,9990150A,8150,150,N,0,TOTAL,0,0,0
BALLOT GROUP 151,9990151A,8151,151,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 151,9990151A,8151,151,N,0,VBM PORTION,0,0,0
BALLOT GROUP 151,9990151A,8151,151,N,0,TOTAL,0,0,0
BALLOT GROUP 158,9990158A,8158,158,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 158,9990158A,8158,158,N,0,VBM PORTION,2,0,1
BALLOT GROUP 158,9990158A,8158,158,N,0,TOTAL,1,0,1
BALLOT GROUP 160,9990160A,8160,160,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 160,9990160A,8160,160,N,0,VBM PORTION,0,0,0
BALLOT GROUP 160,9990160A,8160,160,N,0,TOTAL,0,0,0
BALLOT GROUP 161,9990161A,8161,161,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 161,9990161A,8161,161,N,0,VBM PORTION,4,0,1
BALLOT GROUP 161,9990161A,8161,161,N,0,TOTAL,2,0,1
BALLOT GROUP 162,9990162A,8162,162,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 162,9990162A,8162,162,N,0,VBM PORTION,22,3,8
BALLOT GROUP 162,9990162A,8162,162,N,0,TOTAL,11,3,8
BALLOT GROUP 163,9990163A,8163,163,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 163,9990163A,8163,163,N,0,VBM PORTION,6,0,3
BALLOT GROUP 163,9990163A,8163,163,N,0,TOTAL,3,0,3
BALLOT GROUP 173,9990173A,8173,173,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 173,9990173A,8173,173,N,0,VBM PORTION,0,0,0
BALLOT GROUP 173,9990173A,8173,173,N,0,TOTAL,0,0,0
BALLOT GROUP 174,9990174A,8174,174,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 174,9990174A,8174,174,N,0,VBM PORTION,0,0,0
BALLOT GROUP 174,9990174A,8174,174,N,0,TOTAL,0,0,0
BALLOT GROUP 176,9990176A,8176,176,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 176,9990176A,8176,176,N,0,VBM PORTION,0,0,0
BALLOT GROUP 176,9990176A,8176,176,N,0,TOTAL,0,0,0
BALLOT GROUP 177,9990177A,8177,177,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 177,9990177A,8177,177,N,0,VBM PORTION,0,0,0
BALLOT GROUP 177,9990177A,8177,177,N,0,TOTAL,0,0,0
BALLOT GROUP 182,9990182A,8182,182,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 182,9990182A,8182,182,N,0,VBM PORTION,2,0,0
BALLOT GROUP 182,9990182A,8182,182,N,0,TOTAL,1,0,0
BALLOT GROUP 183,9990183A,8183,183,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 183,9990183A,8183,183,N,0,VBM PORTION,2,0,1
BALLOT GROUP 183,9990183A,8183,183,N,0,TOTAL,1,0,1
BALLOT GROUP 185,9990185A,8185,185,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 185,9990185A,8185,185,N,0,VBM PORTION,0,0,0
BALLOT GROUP 185,9990185A,8185,185,N,0,TOTAL,0,0,0
BALLOT GROUP 186,9990186A,8186,186,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 186,9990186A,8186,186,N,0,VBM PORTION,8,1,3
BALLOT GROUP 186,9990186A,8186,186,N,0,TOTAL,4,1,3
