LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOHN WOOD JR,MAXINE WATERS
INGLEWOOD,2950087A,1156,160,N,0,VBM PORTION,85,13,70
INGLEWOOD,2950087A,1156,160,N,968,TOTAL,162,24,127
INGLEWOOD,2950088A,1157,160,N,1312,POLLING PLACE,172,29,132
INGLEWOOD,2950088A,1157,160,N,0,VBM PORTION,157,33,120
INGLEWOOD,2950088A,1157,160,N,1312,TOTAL,329,62,252
INGLEWOOD,2950092A,1159,162,N,995,POLLING PLACE,59,2,48
INGLEWOOD,2950092A,1159,162,N,0,VBM PORTION,48,6,38
INGLEWOOD,2950092A,1159,162,N,995,TOTAL,107,8,86
INGLEWOOD,2950095A,1160,162,N,935,POLLING PLACE,106,5,86
INGLEWOOD,2950095A,1160,162,N,0,VBM PORTION,78,5,66
INGLEWOOD,2950095A,1160,162,N,935,TOTAL,184,10,152
INGLEWOOD,2950141A,1161,162,N,641,POLLING PLACE,36,0,29
INGLEWOOD,2950141A,1161,162,N,0,VBM PORTION,20,2,17
INGLEWOOD,2950141A,1161,162,N,641,TOTAL,56,2,46
INGLEWOOD,2950146A,1162,162,N,921,POLLING PLACE,36,3,24
INGLEWOOD,2950146A,1162,162,N,0,VBM PORTION,31,3,24
INGLEWOOD,2950146A,1162,162,N,921,TOTAL,67,6,48
INGLEWOOD,2950146G,6074,163,Y,4,POLLING PLACE,0,0,0
INGLEWOOD,2950146G,6074,163,Y,0,VBM PORTION,1,0,1
INGLEWOOD,2950146G,6074,163,Y,4,TOTAL,1,0,1
INGLEWOOD,2950147A,1163,162,N,834,POLLING PLACE,61,4,49
INGLEWOOD,2950147A,1163,162,N,0,VBM PORTION,37,2,33
INGLEWOOD,2950147A,1163,162,N,834,TOTAL,98,6,82
INGLEWOOD,2950149A,1164,162,N,1173,POLLING PLACE,75,2,56
INGLEWOOD,2950149A,1164,162,N,0,VBM PORTION,52,6,42
INGLEWOOD,2950149A,1164,162,N,1173,TOTAL,127,8,98
INGLEWOOD,2950152A,1165,162,N,833,POLLING PLACE,165,6,147
INGLEWOOD,2950152A,1165,162,N,0,VBM PORTION,58,3,53
INGLEWOOD,2950152A,1165,162,N,833,TOTAL,223,9,200
LAWNDALE,3650001A,1370,162,N,1083,POLLING PLACE,61,16,39
LAWNDALE,3650001A,1370,162,N,0,VBM PORTION,79,27,44
LAWNDALE,3650001A,1370,162,N,1083,TOTAL,140,43,83
LAWNDALE,3650002A,1371,162,N,1052,POLLING PLACE,77,28,40
LAWNDALE,3650002A,1371,162,N,0,VBM PORTION,56,18,32
LAWNDALE,3650002A,1371,162,N,1052,TOTAL,133,46,72
LAWNDALE,3650004A,1372,162,N,984,POLLING PLACE,63,8,38
LAWNDALE,3650004A,1372,162,N,0,VBM PORTION,49,22,20
LAWNDALE,3650004A,1372,162,N,984,TOTAL,112,30,58
LAWNDALE,3650005A,1373,162,N,1041,POLLING PLACE,58,12,41
LAWNDALE,3650005A,1373,162,N,0,VBM PORTION,42,3,37
LAWNDALE,3650005A,1373,162,N,1041,TOTAL,100,15,78
LAWNDALE,3650006A,1374,162,N,1073,POLLING PLACE,98,30,56
LAWNDALE,3650006A,1374,162,N,0,VBM PORTION,41,23,16
LAWNDALE,3650006A,1374,162,N,1073,TOTAL,139,53,72
LAWNDALE,3650007A,1375,162,N,1092,POLLING PLACE,45,14,22
LAWNDALE,3650007A,1375,162,N,0,VBM PORTION,94,34,51
LAWNDALE,3650007A,1375,162,N,1092,TOTAL,139,48,73
LAWNDALE,3650009A,1376,162,N,931,POLLING PLACE,56,16,28
LAWNDALE,3650009A,1376,162,N,0,VBM PORTION,47,13,27
LAWNDALE,3650009A,1376,162,N,931,TOTAL,103,29,55
LAWNDALE,3650011A,1377,162,N,882,POLLING PLACE,50,10,33
LAWNDALE,3650011A,1377,162,N,0,VBM PORTION,40,12,23
LAWNDALE,3650011A,1377,162,N,882,TOTAL,90,22,56
LAWNDALE,3650012A,1378,162,N,956,POLLING PLACE,82,28,46
LAWNDALE,3650012A,1378,162,N,0,VBM PORTION,40,18,19
LAWNDALE,3650012A,1378,162,N,956,TOTAL,122,46,65
LAWNDALE,3650013A,1379,162,N,1046,POLLING PLACE,74,22,45
LAWNDALE,3650013A,1379,162,N,0,VBM PORTION,58,16,38
LAWNDALE,3650013A,1379,162,N,1046,TOTAL,132,38,83
LAWNDALE,3650014A,1380,162,N,953,POLLING PLACE,46,28,14
LAWNDALE,3650014A,1380,162,N,0,VBM PORTION,37,18,16
LAWNDALE,3650014A,1380,162,N,953,TOTAL,83,46,30
LAWNDALE,3650015A,1381,162,N,1264,POLLING PLACE,74,19,37
LAWNDALE,3650015A,1381,162,N,0,VBM PORTION,55,19,33
LAWNDALE,3650015A,1381,162,N,1264,TOTAL,129,38,70
LAWNDALE,3650018A,1382,162,N,1041,POLLING PLACE,52,20,25
LAWNDALE,3650018A,1382,162,N,0,VBM PORTION,37,17,19
LAWNDALE,3650018A,1382,162,N,1041,TOTAL,89,37,44
LENNOX,3670001A,1383,162,N,723,POLLING PLACE,54,8,29
LENNOX,3670001A,1383,162,N,0,VBM PORTION,18,7,10
LENNOX,3670001A,1383,162,N,723,TOTAL,72,15,39
LENNOX,3670005A,1384,162,N,1054,POLLING PLACE,35,6,21
LENNOX,3670005A,1384,162,N,0,VBM PORTION,29,4,24
LENNOX,3670005A,1384,162,N,1054,TOTAL,64,10,45
LENNOX,3670007A,1385,162,N,1015,POLLING PLACE,45,6,25
LENNOX,3670007A,1385,162,N,0,VBM PORTION,21,4,17
LENNOX,3670007A,1385,162,N,1015,TOTAL,66,10,42
LENNOX,3670030A,1386,162,N,602,POLLING PLACE,33,5,22
LENNOX,3670030A,1386,162,N,0,VBM PORTION,17,5,10
LENNOX,3670030A,1386,162,N,602,TOTAL,50,10,32
LENNOX,3670031A,1387,162,N,1012,POLLING PLACE,57,5,34
LENNOX,3670031A,1387,162,N,0,VBM PORTION,31,8,21
LENNOX,3670031A,1387,162,N,1012,TOTAL,88,13,55
LENNOX,3670032A,1388,162,N,998,POLLING PLACE,53,7,34
LENNOX,3670032A,1388,162,N,0,VBM PORTION,30,8,20
LENNOX,3670032A,1388,162,N,998,TOTAL,83,15,54
LENNOX,3670033A,1389,162,N,1033,POLLING PLACE,23,2,15
LENNOX,3670033A,1389,162,N,0,VBM PORTION,24,4,18
LENNOX,3670033A,1389,162,N,1033,TOTAL,47,6,33
LOMITA,3800001A,1398,183,N,929,POLLING PLACE,104,52,39
LOMITA,3800001A,1398,183,N,0,VBM PORTION,92,42,45
LOMITA,3800001A,1398,183,N,929,TOTAL,196,94,84
LOMITA,3800002A,1399,183,N,993,POLLING PLACE,69,33,31
LOMITA,3800002A,1399,183,N,0,VBM PORTION,90,55,29
LOMITA,3800002A,1399,183,N,993,TOTAL,159,88,60
LOMITA,3800003A,1400,183,N,999,POLLING PLACE,114,51,49
LOMITA,3800003A,1400,183,N,0,VBM PORTION,66,24,32
LOMITA,3800003A,1400,183,N,999,TOTAL,180,75,81
LOMITA,3800004A,1401,183,N,1280,POLLING PLACE,95,45,41
LOMITA,3800004A,1401,183,N,0,VBM PORTION,117,58,50
LOMITA,3800004A,1401,183,N,1280,TOTAL,212,103,91
LOMITA,3800006A,1402,183,N,1172,POLLING PLACE,101,52,42
LOMITA,3800006A,1402,183,N,0,VBM PORTION,99,42,37
LOMITA,3800006A,1402,183,N,1172,TOTAL,200,94,79
LOMITA,3800007A,1403,183,N,1288,POLLING PLACE,111,58,40
LOMITA,3800007A,1403,183,N,0,VBM PORTION,153,71,68
LOMITA,3800007A,1403,183,N,1288,TOTAL,264,129,108
LOMITA,3800010A,1404,183,N,953,POLLING PLACE,122,66,44
LOMITA,3800010A,1404,183,N,0,VBM PORTION,98,56,35
LOMITA,3800010A,1404,183,N,953,TOTAL,220,122,79
LOMITA,3800012A,1405,183,N,988,POLLING PLACE,101,40,48
LOMITA,3800012A,1405,183,N,0,VBM PORTION,84,31,43
LOMITA,3800012A,1405,183,N,988,TOTAL,185,71,91
LOMITA,3800013A,1406,183,N,1357,POLLING PLACE,120,66,42
LOMITA,3800013A,1406,183,N,0,VBM PORTION,130,74,48
LOMITA,3800013A,1406,183,N,1357,TOTAL,250,140,90
LOMITA,3800017A,1407,183,N,1278,POLLING PLACE,136,75,47
LOMITA,3800017A,1407,183,N,0,VBM PORTION,119,56,55
LOMITA,3800017A,1407,183,N,1278,TOTAL,255,131,102
TORRANCE,7150001A,2653,185,N,735,POLLING PLACE,93,52,32
TORRANCE,7150001A,2653,185,N,0,VBM PORTION,94,33,51
TORRANCE,7150001A,2653,185,N,735,TOTAL,187,85,83
TORRANCE,7150002A,2654,185,N,906,POLLING PLACE,163,95,53
TORRANCE,7150002A,2654,185,N,0,VBM PORTION,125,63,53
TORRANCE,7150002A,2654,185,N,906,TOTAL,288,158,106
TORRANCE,7150003A,2655,185,N,994,POLLING PLACE,113,42,59
TORRANCE,7150003A,2655,185,N,0,VBM PORTION,101,54,37
TORRANCE,7150003A,2655,185,N,994,TOTAL,214,96,96
TORRANCE,7150004A,2656,185,N,1245,POLLING PLACE,107,39,62
TORRANCE,7150004A,2656,185,N,0,VBM PORTION,126,65,53
TORRANCE,7150004A,2656,185,N,1245,TOTAL,233,104,115
TORRANCE,7150005A,2657,185,N,882,POLLING PLACE,109,66,38
TORRANCE,7150005A,2657,185,N,0,VBM PORTION,103,43,48
TORRANCE,7150005A,2657,185,N,882,TOTAL,212,109,86
TORRANCE,7150008A,2658,185,N,910,POLLING PLACE,93,42,41
TORRANCE,7150008A,2658,185,N,0,VBM PORTION,123,60,54
TORRANCE,7150008A,2658,185,N,910,TOTAL,216,102,95
TORRANCE,7150009A,2659,185,N,969,POLLING PLACE,117,62,40
TORRANCE,7150009A,2659,185,N,0,VBM PORTION,125,57,61
TORRANCE,7150009A,2659,185,N,969,TOTAL,242,119,101
TORRANCE,7150010A,2660,185,N,1478,POLLING PLACE,130,58,59
TORRANCE,7150010A,2660,185,N,0,VBM PORTION,171,69,81
TORRANCE,7150010A,2660,185,N,1478,TOTAL,301,127,140
TORRANCE,7150012A,2661,185,N,904,POLLING PLACE,103,55,40
TORRANCE,7150012A,2661,185,N,0,VBM PORTION,103,42,52
TORRANCE,7150012A,2661,185,N,904,TOTAL,206,97,92
TORRANCE,7150013A,2662,185,N,1369,POLLING PLACE,161,83,73
TORRANCE,7150013A,2662,185,N,0,VBM PORTION,176,88,69
TORRANCE,7150013A,2662,185,N,1369,TOTAL,337,171,142
TORRANCE,7150015A,2663,185,N,1238,POLLING PLACE,180,100,74
TORRANCE,7150015A,2663,185,N,0,VBM PORTION,174,83,64
TORRANCE,7150015A,2663,185,N,1238,TOTAL,354,183,138
TORRANCE,7150016A,2664,185,N,768,POLLING PLACE,142,74,59
TORRANCE,7150016A,2664,185,N,0,VBM PORTION,103,39,54
TORRANCE,7150016A,2664,185,N,768,TOTAL,245,113,113
TORRANCE,7150017A,2665,185,N,1103,POLLING PLACE,174,99,61
TORRANCE,7150017A,2665,185,N,0,VBM PORTION,168,88,69
TORRANCE,7150017A,2665,185,N,1103,TOTAL,342,187,130
TORRANCE,7150022A,2667,185,N,1043,POLLING PLACE,140,44,75
TORRANCE,7150022A,2667,185,N,0,VBM PORTION,99,39,45
TORRANCE,7150022A,2667,185,N,1043,TOTAL,239,83,120
TORRANCE,7150025A,2670,185,N,1028,POLLING PLACE,160,89,61
TORRANCE,7150025A,2670,185,N,0,VBM PORTION,128,65,55
TORRANCE,7150025A,2670,185,N,1028,TOTAL,288,154,116
TORRANCE,7150026B,2671,185,N,850,POLLING PLACE,103,60,35
TORRANCE,7150026B,2671,185,N,0,VBM PORTION,107,54,41
TORRANCE,7150026B,2671,185,N,850,TOTAL,210,114,76
TORRANCE,7150027A,2672,185,N,1026,POLLING PLACE,131,70,49
TORRANCE,7150027A,2672,185,N,0,VBM PORTION,86,46,36
TORRANCE,7150027A,2672,185,N,1026,TOTAL,217,116,85
TORRANCE,7150028A,2673,185,N,1089,POLLING PLACE,131,66,46
TORRANCE,7150028A,2673,185,N,0,VBM PORTION,148,67,68
TORRANCE,7150028A,2673,185,N,1089,TOTAL,279,133,114
TORRANCE,7150029A,2674,185,N,1152,POLLING PLACE,110,65,39
TORRANCE,7150029A,2674,185,N,0,VBM PORTION,145,61,72
TORRANCE,7150029A,2674,185,N,1152,TOTAL,255,126,111
TORRANCE,7150033A,2677,185,N,1297,POLLING PLACE,126,65,51
TORRANCE,7150033A,2677,185,N,0,VBM PORTION,102,64,31
TORRANCE,7150033A,2677,185,N,1297,TOTAL,228,129,82
TORRANCE,7150041A,2681,185,N,1266,POLLING PLACE,139,65,71
TORRANCE,7150041A,2681,185,N,0,VBM PORTION,175,88,73
TORRANCE,7150041A,2681,185,N,1266,TOTAL,314,153,144
TORRANCE,7150048A,2683,185,N,1320,POLLING PLACE,102,42,50
TORRANCE,7150048A,2683,185,N,0,VBM PORTION,96,45,44
TORRANCE,7150048A,2683,185,N,1320,TOTAL,198,87,94
TORRANCE,7150049A,2684,185,N,1024,POLLING PLACE,159,94,57
TORRANCE,7150049A,2684,185,N,0,VBM PORTION,146,101,37
TORRANCE,7150049A,2684,185,N,1024,TOTAL,305,195,94
TORRANCE,7150051B,2686,185,N,1102,POLLING PLACE,126,61,54
TORRANCE,7150051B,2686,185,N,0,VBM PORTION,148,74,66
TORRANCE,7150051B,2686,185,N,1102,TOTAL,274,135,120
TORRANCE,7150055A,2687,185,N,911,POLLING PLACE,111,60,34
TORRANCE,7150055A,2687,185,N,0,VBM PORTION,130,71,47
TORRANCE,7150055A,2687,185,N,911,TOTAL,241,131,81
TORRANCE,7150056A,2688,185,N,1075,POLLING PLACE,194,97,82
TORRANCE,7150056A,2688,185,N,0,VBM PORTION,137,57,67
TORRANCE,7150056A,2688,185,N,1075,TOTAL,331,154,149
TORRANCE,7150058A,2689,185,N,1161,POLLING PLACE,137,70,59
TORRANCE,7150058A,2689,185,N,0,VBM PORTION,105,51,44
TORRANCE,7150058A,2689,185,N,1161,TOTAL,242,121,103
TORRANCE,7150061A,2690,182,N,1306,POLLING PLACE,163,82,57
TORRANCE,7150061A,2690,182,N,0,VBM PORTION,176,96,62
TORRANCE,7150061A,2690,182,N,1306,TOTAL,339,178,119
TORRANCE,7150064A,2691,182,N,1292,POLLING PLACE,255,161,69
TORRANCE,7150064A,2691,182,N,0,VBM PORTION,250,142,80
TORRANCE,7150064A,2691,182,N,1292,TOTAL,505,303,149
TORRANCE,7150065A,2692,182,N,1043,POLLING PLACE,101,53,38
TORRANCE,7150065A,2692,182,N,0,VBM PORTION,169,89,63
TORRANCE,7150065A,2692,182,N,1043,TOTAL,270,142,101
TORRANCE,7150067A,2693,182,N,1355,POLLING PLACE,217,138,62
TORRANCE,7150067A,2693,182,N,0,VBM PORTION,224,124,74
TORRANCE,7150067A,2693,182,N,1355,TOTAL,441,262,136
TORRANCE,7150068B,2694,182,N,1173,POLLING PLACE,180,97,66
TORRANCE,7150068B,2694,182,N,0,VBM PORTION,179,85,74
TORRANCE,7150068B,2694,182,N,1173,TOTAL,359,182,140
TORRANCE,7150069A,2695,182,N,1152,POLLING PLACE,166,89,51
TORRANCE,7150069A,2695,182,N,0,VBM PORTION,140,77,50
TORRANCE,7150069A,2695,182,N,1152,TOTAL,306,166,101
TORRANCE,7150076A,2697,185,N,1121,POLLING PLACE,109,60,34
TORRANCE,7150076A,2697,185,N,0,VBM PORTION,177,95,66
TORRANCE,7150076A,2697,185,N,1121,TOTAL,286,155,100
TORRANCE,7150077A,2698,185,N,950,POLLING PLACE,114,53,55
TORRANCE,7150077A,2698,185,N,0,VBM PORTION,143,67,58
TORRANCE,7150077A,2698,185,N,950,TOTAL,257,120,113
TORRANCE,7150087A,2703,182,N,1243,POLLING PLACE,137,75,42
TORRANCE,7150087A,2703,182,N,0,VBM PORTION,169,90,55
TORRANCE,7150087A,2703,182,N,1243,TOTAL,306,165,97
TORRANCE,7150116A,2716,182,N,1224,POLLING PLACE,194,96,67
TORRANCE,7150116A,2716,182,N,0,VBM PORTION,146,73,61
TORRANCE,7150116A,2716,182,N,1224,TOTAL,340,169,128
TORRANCE,7150121A,2717,182,N,1406,POLLING PLACE,252,123,88
TORRANCE,7150121A,2717,182,N,0,VBM PORTION,252,136,104
TORRANCE,7150121A,2717,182,N,1406,TOTAL,504,259,192
TORRANCE,7150125A,2718,185,N,838,POLLING PLACE,65,23,34
TORRANCE,7150125A,2718,185,N,0,VBM PORTION,74,36,31
TORRANCE,7150125A,2718,185,N,838,TOTAL,139,59,65
TORRANCE,7150137A,2721,185,N,902,POLLING PLACE,92,44,41
TORRANCE,7150137A,2721,185,N,0,VBM PORTION,89,52,35
TORRANCE,7150137A,2721,185,N,902,TOTAL,181,96,76
TORRANCE,7150149A,2724,185,N,1238,POLLING PLACE,160,50,73
TORRANCE,7150149A,2724,185,N,0,VBM PORTION,116,44,56
TORRANCE,7150149A,2724,185,N,1238,TOTAL,276,94,129
TORRANCE,7150201A,2727,185,N,1014,POLLING PLACE,122,61,44
TORRANCE,7150201A,2727,185,N,0,VBM PORTION,147,72,60
TORRANCE,7150201A,2727,185,N,1014,TOTAL,269,133,104
WEST ATHENS,7670001A,2783,151,N,1100,POLLING PLACE,53,1,45
WEST ATHENS,7670001A,2783,151,N,0,VBM PORTION,34,3,31
WEST ATHENS,7670001A,2783,151,N,1100,TOTAL,87,4,76
WEST ATHENS,7670003A,2784,151,N,1093,POLLING PLACE,51,1,49
WEST ATHENS,7670003A,2784,151,N,0,VBM PORTION,41,4,34
WEST ATHENS,7670003A,2784,151,N,1093,TOTAL,92,5,83
WEST ATHENS,7670004A,2785,161,N,1161,POLLING PLACE,60,2,47
WEST ATHENS,7670004A,2785,161,N,0,VBM PORTION,32,4,26
WEST ATHENS,7670004A,2785,161,N,1161,TOTAL,92,6,73
WEST ATHENS,7670005A,2786,161,N,830,POLLING PLACE,37,1,33
WEST ATHENS,7670005A,2786,161,N,0,VBM PORTION,29,2,25
WEST ATHENS,7670005A,2786,161,N,830,TOTAL,66,3,58
WEST ATHENS,7670006A,2787,161,N,1100,POLLING PLACE,128,6,118
WEST ATHENS,7670006A,2787,161,N,0,VBM PORTION,107,4,101
WEST ATHENS,7670006A,2787,161,N,1100,TOTAL,235,10,219
WEST ATHENS,7670007A,2788,161,N,845,POLLING PLACE,28,0,24
WEST ATHENS,7670007A,2788,161,N,0,VBM PORTION,36,1,32
WEST ATHENS,7670007A,2788,161,N,845,TOTAL,64,1,56
WEST ATHENS,7670009A,2789,151,N,1184,POLLING PLACE,50,2,40
WEST ATHENS,7670009A,2789,151,N,0,VBM PORTION,39,1,37
WEST ATHENS,7670009A,2789,151,N,1184,TOTAL,89,3,77
WEST ATHENS,7670010A,2790,161,N,1079,POLLING PLACE,76,0,66
WEST ATHENS,7670010A,2790,161,N,0,VBM PORTION,49,2,47
WEST ATHENS,7670010A,2790,161,N,1079,TOTAL,125,2,113
WEST ATHENS,7670011A,2791,161,N,758,POLLING PLACE,83,4,75
WEST ATHENS,7670011A,2791,161,N,0,VBM PORTION,39,2,37
WEST ATHENS,7670011A,2791,161,N,758,TOTAL,122,6,112
WEST ATHENS,7670012B,2792,161,N,1168,POLLING PLACE,99,3,86
WEST ATHENS,7670012B,2792,161,N,0,VBM PORTION,74,3,68
WEST ATHENS,7670012B,2792,161,N,1168,TOTAL,173,6,154
WEST ATHENS,7670013A,2793,161,N,834,POLLING PLACE,105,5,93
WEST ATHENS,7670013A,2793,161,N,0,VBM PORTION,58,3,50
WEST ATHENS,7670013A,2793,161,N,834,TOTAL,163,8,143
WEST ATHENS,7670014A,2794,161,N,940,POLLING PLACE,40,1,36
WEST ATHENS,7670014A,2794,161,N,0,VBM PORTION,22,2,20
WEST ATHENS,7670014A,2794,161,N,940,TOTAL,62,3,56
WEST ATHENS,7670015A,2795,163,N,698,POLLING PLACE,46,6,32
WEST ATHENS,7670015A,2795,163,N,0,VBM PORTION,34,1,32
WEST ATHENS,7670015A,2795,163,N,698,TOTAL,80,7,64
WEST ATHENS,7670016A,2796,161,N,913,POLLING PLACE,57,4,48
WEST ATHENS,7670016A,2796,161,N,0,VBM PORTION,30,2,26
WEST ATHENS,7670016A,2796,161,N,913,TOTAL,87,6,74
WEST ATHENS,7670017A,2797,163,N,1021,POLLING PLACE,71,5,53
WEST ATHENS,7670017A,2797,163,N,0,VBM PORTION,33,3,27
WEST ATHENS,7670017A,2797,163,N,1021,TOTAL,104,8,80
WEST ATHENS,7670018A,2798,163,N,884,POLLING PLACE,97,6,82
WEST ATHENS,7670018A,2798,163,N,0,VBM PORTION,54,1,50
WEST ATHENS,7670018A,2798,163,N,884,TOTAL,151,7,132
WEST ATHENS,7670019A,2799,163,N,781,POLLING PLACE,83,1,62
WEST ATHENS,7670019A,2799,163,N,0,VBM PORTION,30,3,26
WEST ATHENS,7670019A,2799,163,N,781,TOTAL,113,4,88
WEST ATHENS,7670020A,2800,163,N,967,POLLING PLACE,155,6,121
WEST ATHENS,7670020A,2800,163,N,0,VBM PORTION,82,2,77
WEST ATHENS,7670020A,2800,163,N,967,TOTAL,237,8,198
WEST ATHENS,7670021A,2801,163,N,837,POLLING PLACE,119,6,97
WEST ATHENS,7670021A,2801,163,N,0,VBM PORTION,69,5,53
WEST ATHENS,7670021A,2801,163,N,837,TOTAL,188,11,150
WEST ATHENS,7670022A,2802,161,N,1029,POLLING PLACE,54,3,44
WEST ATHENS,7670022A,2802,161,N,0,VBM PORTION,41,6,34
WEST ATHENS,7670022A,2802,161,N,1029,TOTAL,95,9,78
WEST ATHENS,7670023A,2803,161,N,935,POLLING PLACE,97,4,81
WEST ATHENS,7670023A,2803,161,N,0,VBM PORTION,51,1,49
WEST ATHENS,7670023A,2803,161,N,935,TOTAL,148,5,130
WEST ATHENS,7670024A,2804,161,N,817,POLLING PLACE,79,3,68
WEST ATHENS,7670024A,2804,161,N,0,VBM PORTION,47,7,40
WEST ATHENS,7670024A,2804,161,N,817,TOTAL,126,10,108
WEST CARSON,7680001A,6174,176,Y,22,POLLING PLACE,0,0,0
WEST CARSON,7680001A,6174,176,Y,0,VBM PORTION,1,1,0
WEST CARSON,7680001A,6174,176,Y,22,TOTAL,1,1,0
WEST CARSON,7680002A,2805,186,N,1042,POLLING PLACE,35,13,17
WEST CARSON,7680002A,2805,186,N,0,VBM PORTION,77,29,47
WEST CARSON,7680002A,2805,186,N,1042,TOTAL,112,42,64
WEST CARSON,7680003A,2806,186,N,1015,POLLING PLACE,86,37,43
WEST CARSON,7680003A,2806,186,N,0,VBM PORTION,90,36,47
WEST CARSON,7680003A,2806,186,N,1015,TOTAL,176,73,90
WEST CARSON,7680005A,2807,186,N,707,POLLING PLACE,66,33,29
WEST CARSON,7680005A,2807,186,N,0,VBM PORTION,47,19,22
WEST CARSON,7680005A,2807,186,N,707,TOTAL,113,52,51
WEST CARSON,7680006A,6175,176,Y,2,POLLING PLACE,0,0,0
WEST CARSON,7680006A,6175,176,Y,0,VBM PORTION,0,0,0
WEST CARSON,7680006A,6175,176,Y,2,TOTAL,0,0,0
WEST CARSON,7680009A,2808,186,N,1095,POLLING PLACE,73,22,45
WEST CARSON,7680009A,2808,186,N,0,VBM PORTION,103,40,58
WEST CARSON,7680009A,2808,186,N,1095,TOTAL,176,62,103
WEST CARSON,7680010A,2809,186,N,1107,POLLING PLACE,87,25,52
WEST CARSON,7680010A,2809,186,N,0,VBM PORTION,96,34,55
WEST CARSON,7680010A,2809,186,N,1107,TOTAL,183,59,107
WEST CARSON,7680011C,2810,186,N,1505,POLLING PLACE,105,40,57
WEST CARSON,7680011C,2810,186,N,0,VBM PORTION,127,55,68
WEST CARSON,7680011C,2810,186,N,1505,TOTAL,232,95,125
WEST CARSON,7680012A,2811,186,N,1242,POLLING PLACE,179,63,100
WEST CARSON,7680012A,2811,186,N,0,VBM PORTION,160,81,68
WEST CARSON,7680012A,2811,186,N,1242,TOTAL,339,144,168
WEST CARSON,7680013A,2812,186,N,789,POLLING PLACE,107,23,78
WEST CARSON,7680013A,2812,186,N,0,VBM PORTION,80,13,63
WEST CARSON,7680013A,2812,186,N,789,TOTAL,187,36,141
WEST CARSON,7680015B,2813,186,N,1283,POLLING PLACE,95,38,45
WEST CARSON,7680015B,2813,186,N,0,VBM PORTION,124,52,65
WEST CARSON,7680015B,2813,186,N,1283,TOTAL,219,90,110
WEST CARSON,7680016A,2814,186,N,903,POLLING PLACE,49,20,23
WEST CARSON,7680016A,2814,186,N,0,VBM PORTION,121,52,59
WEST CARSON,7680016A,2814,186,N,903,TOTAL,170,72,82
WEST CARSON,7680018A,2815,186,N,679,POLLING PLACE,81,26,52
WEST CARSON,7680018A,2815,186,N,0,VBM PORTION,67,26,40
WEST CARSON,7680018A,2815,186,N,679,TOTAL,148,52,92
LOS ANGELES,9000004A,2975,158,N,1045,POLLING PLACE,143,61,66
LOS ANGELES,9000004A,2975,158,N,0,VBM PORTION,108,44,53
LOS ANGELES,9000004A,2975,158,N,1045,TOTAL,251,105,119
LOS ANGELES,9000020A,6177,158,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9000020A,6177,158,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9000020A,6177,158,Y,0,TOTAL,0,0,0
LOS ANGELES,9000216A,3106,158,N,833,POLLING PLACE,91,18,60
LOS ANGELES,9000216A,3106,158,N,0,VBM PORTION,61,20,35
LOS ANGELES,9000216A,3106,158,N,833,TOTAL,152,38,95
LOS ANGELES,9000288A,3149,151,N,1283,POLLING PLACE,199,9,178
LOS ANGELES,9000288A,3149,151,N,0,VBM PORTION,123,4,117
LOS ANGELES,9000288A,3149,151,N,1283,TOTAL,322,13,295
LOS ANGELES,9000289A,3150,150,N,1091,POLLING PLACE,71,0,64
LOS ANGELES,9000289A,3150,150,N,0,VBM PORTION,28,3,24
LOS ANGELES,9000289A,3150,150,N,1091,TOTAL,99,3,88
LOS ANGELES,9000290A,3151,150,N,1002,POLLING PLACE,43,2,39
LOS ANGELES,9000290A,3151,150,N,0,VBM PORTION,22,1,20
LOS ANGELES,9000290A,3151,150,N,1002,TOTAL,65,3,59
LOS ANGELES,9000294A,3153,173,N,1182,POLLING PLACE,50,2,44
LOS ANGELES,9000294A,3153,173,N,0,VBM PORTION,54,3,51
LOS ANGELES,9000294A,3153,173,N,1182,TOTAL,104,5,95
LOS ANGELES,9000295A,3154,173,N,1245,POLLING PLACE,54,2,46
LOS ANGELES,9000295A,3154,173,N,0,VBM PORTION,38,5,30
LOS ANGELES,9000295A,3154,173,N,1245,TOTAL,92,7,76
LOS ANGELES,9000296C,3155,174,N,1268,POLLING PLACE,130,3,115
LOS ANGELES,9000296C,3155,174,N,0,VBM PORTION,75,1,69
LOS ANGELES,9000296C,3155,174,N,1268,TOTAL,205,4,184
LOS ANGELES,9000341A,3183,186,N,1392,POLLING PLACE,71,28,29
LOS ANGELES,9000341A,3183,186,N,0,VBM PORTION,126,37,74
LOS ANGELES,9000341A,3183,186,N,1392,TOTAL,197,65,103
LOS ANGELES,9000346B,3187,186,N,1410,POLLING PLACE,100,47,44
LOS ANGELES,9000346B,3187,186,N,0,VBM PORTION,91,39,43
LOS ANGELES,9000346B,3187,186,N,1410,TOTAL,191,86,87
LOS ANGELES,9000447A,6183,186,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9000447A,6183,186,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9000447A,6183,186,Y,0,TOTAL,0,0,0
LOS ANGELES,9000452B,3253,158,N,1168,POLLING PLACE,165,64,83
LOS ANGELES,9000452B,3253,158,N,0,VBM PORTION,130,63,47
