LENGTH,OWNER,LAST_UPDAT,STATUS,USE_TYPE,PIPE_DIAME,PIPE_DIA_1,PIPE_LENGT,PIPE_THICK,JOINT_METH,PIPE_TYPE,PIPE_MATER,PIPE_LININ,PIPE_PLR_Y,PIPE_LOGIC,SOILRES,LoF_G,CoF_G,BRE_G,GrDate
0,DWP,2/16/2012 0:00,ACTIVE,TRUNK,36,N,84.21,0.1875,#NULL#,RIV,STL,CL,1924,N,5297,C,C,C,20-Jun-13
0,DWP,2/16/2012 0:00,ACTIVE,TRUNK,60.75,N,18.84,0.375,WJ,W,STL,CL,1961,N,5589,B,B,B,20-Jun-13
0,DWP,2/16/2012 0:00,ACTIVE,TRUNK,51,N,718.18,0.375,CJ,W,STL,CL,1931,N,5631,C,A,B,20-Jun-13
0,DWP,2/16/2012 0:00,ACTIVE,TRUNK,36,N,142.03,0.1875,#NULL#,RIV,STL,CL,1924,N,6172,C,C,C,20-Jun-13
0,DWP,2/16/2012 0:00,ACTIVE,TRUNK,36,N,382,0.1875,#NULL#,RIV,STL,CL,1924,N,6027,C,C,C,20-Jun-13
0,DWP,2/16/2012 0:00,ACTIVE,TRUNK,36,N,26.8,0.1875,#NULL#,RIV,STL,CL,1924,N,6270,C,D,C,20-Jun-13
0,DWP,2/16/2012 0:00,ACTIVE,TRUNK,60,N,13.42,0.375,WJ,W,STL,CL,2002,N,1329,C,C,C,20-Jun-13
0,DWP,2/16/2012 0:00,ACTIVE,TRUNK,61.5,N,8.14,0.3125,WJ,W,STL,CL,1960,Y,1088,C,B,B,20-Jun-13
0,DWP,2/16/2012 0:00,ACTIVE,TRUNK,61.5,N,524.59,0.3125,WJ,W,STL,CL,1960,N,1160,C,B,B,20-Jun-13
0,DWP,3/1/2012 0:00,ACTIVE,TRUNK,48.75,N,12.76,0.375,WJ,W,STL,CL,1959,N,2998,C,A,B,20-Jun-13
0,DWP,3/1/2012 0:00,ACTIVE,TRUNK,52,N,56.99,0.1875,#NULL#,DRIV,STL,CL,1917,N,3023,C,D,C,20-Jun-13
0,DWP,2/23/2012 0:00,ACTIVE,TRUNK,61.5,N,6.64,0.3125,WJ,W,STL,CL,1962,Y,4811,C,B,B,20-Jun-13
0,DWP,2/23/2012 0:00,ACTIVE,TRUNK,61.5,N,7.75,0.3125,WJ,W,STL,CL,1962,Y,4802,C,B,B,20-Jun-13
0,DWP,2/23/2012 0:00,ACTIVE,TRUNK,36,N,238.43,0.1875,#NULL#,RIV,STL,CL,1924,N,6691,C,B,B,20-Jun-13
0,DWP,3/1/2012 0:00,ACTIVE,TRUNK,48,N,13.58,0,#NULL#,MPCC,CONC,CL,1957,N,1396,B,D,C,20-Jun-13
0,DWP,3/1/2012 0:00,ACTIVE,TRUNK,48,N,155.05,0,#NULL#,MPCC,CONC,CL,1957,N,784,B,A,B,20-Jun-13
0,DWP,3/1/2012 0:00,ACTIVE,TRUNK,49.5,N,288.07,0.2813,WJ,W,STL,CL,1957,N,682,C,A,B,20-Jun-13
7.32837943,DWP,3/9/2012 0:00,ACTIVE,TRUNK,36,N,7.33,0.3125,WJ,W,STL,CL,1967,Y,1964,C,D,C,20-Jun-13
73.70518294,DWP,3/8/2012 0:00,ACTIVE,DIST,60,Y,73.71,0.375,WJ,W,STL,CL,1968,N,1666,C,B,B,20-Jun-13
0,DWP,3/6/2012 0:00,ACTIVE,TRUNK,48,N,412.47,0,#NULL#,MPCC,CONC,CL,1957,N,1434,B,A,B,20-Jun-13
0,DWP,3/6/2012 0:00,ACTIVE,TRUNK,49.5,N,118.3,0.3125,WJ,W,STL,CL,1957,N,1618,C,B,C,20-Jun-13
0,DWP,3/6/2012 0:00,ACTIVE,TRUNK,48,N,2095.21,0,#NULL#,MPCC,CONC,CL,1957,N,1153,B,C,B,20-Jun-13
0,DWP,3/6/2012 0:00,ACTIVE,TRUNK,48,N,203.68,0,WJ,MPCC,CONC,CL,1979,N,1391,B,C,B,20-Jun-13
0,DWP,3/6/2012 0:00,ACTIVE,TRUNK,49.5,N,14,0.25,WJ,W,STL,CL,1957,N,1393,C,D,D,20-Jun-13
0,DWP,3/6/2012 0:00,ACTIVE,TRUNK,49.5,N,123,0.25,WJ,W,STL,CL,1955,N,1389,C,D,D,20-Jun-13
0,DWP,3/6/2012 0:00,ACTIVE,TRUNK,48,N,387,2.3125,#NULL#,MPCC,CONC,CL,1955,N,936,B,D,C,20-Jun-13
0,DWP,3/6/2012 0:00,ACTIVE,TRUNK,48,N,1460.3,2.4375,#NULL#,MPCC,CONC,CL,1955,N,720,B,B,B,20-Jun-13
0,DWP,3/6/2012 0:00,ACTIVE,TRUNK,49.5,N,40.74,0.34,WJ,W,STL,CL,1956,N,861,D,D,D,20-Jun-13
0,DWP,3/6/2012 0:00,ACTIVE,TRUNK,49.5,N,905.7,0.3125,WJ,W,STL,CL,1956,N,768,D,B,C,20-Jun-13
0,DWP,3/6/2012 0:00,ACTIVE,TRUNK,49.5,N,308.68,0.3125,WJ,W,STL,CL,1956,N,789,D,D,D,20-Jun-13
0,DWP,3/7/2012 0:00,ACTIVE,TRUNK,49.75,N,6.46,0.375,WJ,W,STL,CL,1979,N,861,C,D,D,20-Jun-13
0,DWP,3/7/2012 0:00,ACTIVE,TRUNK,68,N,1091,0.375,WJ,W,STL,CL,1979,N,867,C,C,C,20-Jun-13
0,DWP,3/7/2012 0:00,ACTIVE,TRUNK,30,N,18.44,0,WJ,W,STL,CL,1956,Y,876,D,C,C,20-Jun-13
0,DWP,3/7/2012 0:00,ACTIVE,TRUNK,49.5,N,255.37,0.2813,WJ,W,STL,CL,1956,N,723,D,A,B,20-Jun-13
0,DWP,3/7/2012 0:00,ACTIVE,TRUNK,68,N,604.61,0.25,WJ,W,STL,CL,1979,N,653,C,B,B,20-Jun-13
0,DWP,3/7/2012 0:00,ACTIVE,TRUNK,49.5,N,9.33,0.438,WJ,W,STL,CL,2004,N,1725,C,A,B,20-Jun-13
0,DWP,3/7/2012 0:00,ACTIVE,TRUNK,49.5,N,92.12,0.25,WJ,W,STL,CL,1967,N,1838,C,A,B,20-Jun-13
0,DWP,3/7/2012 0:00,ACTIVE,TRUNK,49.5,N,9.21,0.3125,WJ,W,STL,CL,1983,N,1961,C,A,B,20-Jun-13
4.57052513,DWP,,ACTIVE,TRUNK,36, ,0,0, ,W,STL,CL,0,Y,1686,C,A,B,20-Jun-13
10.00149527,DWP,3/9/2012 0:00,ACTIVE,TRUNK,54,Y,10,0.3125,WJ,W,STL,CL,1967,Y,1669,C,D,D,20-Jun-13
13.05981476,DWP,8/4/2011 0:00,ACTIVE,DIST,51,N,13.06,0.38,WJ,W,STL,CL,1950,N,5685,B,B,B,20-Jun-13
0,DWP,4/4/2012 0:00,ACTIVE,TRUNK,57,N,284.5,6.25,#NULL#,RCC,CONC,CL,1950,N,603,C,C,C,20-Jun-13
0,DWP,8/11/2011 0:00,ACTIVE,WELL,51,N,2.69,0.38,WJ,W,STL,CL,1950,N,5619,B,B,B,20-Jun-13
411.227776,DWP,2/9/2011 0:00,ACTIVE,RECL,36,N,411.2305,0.53,RG,DIA,DI,CL,1999,N,6369,B,A,A,20-Jun-13
1508.526767,DWP,2/9/2011 0:00,ACTIVE,DIST,24,N,1508.5279,0.44,RG,DIA,DI,CL,1997,N,4288,B,B,B,20-Jun-13
0,DWP,8/11/2011 0:00,ACTIVE,DIST,48,N,14.9,0.38,WJ,W,STL,CL,1992,N,5950,B,B,B,20-Jun-13
2447.469195,DWP,2/14/2011 0:00,ACTIVE,TRUNK,51,N,2447.4592,5.75,RG,RCC,CONC,CL,1948,N,4286,B,A,B,20-Jun-13
411.4088444,DWP,2/14/2011 0:00,ACTIVE,WELL,24,N,409.6685,2,#NULL#,MPCC,CONC,CL,1950,N,4427,B,A,A,20-Jun-13
0,DWP,1/17/2012 0:00,ACTIVE,TRUNK,69,N,6.94,0.625,WJ,W,STL,CL,1954,N,903,C,D,C,20-Jun-13
0,DWP,2/8/2012 0:00,ACTIVE,TRUNK,36,N,2.5,0.375,WJ,W,STL,CL,1931,N,1220,C,B,B,20-Jun-13
0,DWP,1/17/2012 0:00,ACTIVE,TRUNK,68,N,303.4,0,#NULL#,RCC,CONC,CL,1954,N,1100,B,D,C,20-Jun-13
0,DWP,5/24/2012 0:00,ACTIVE,TRUNK,70,N,38.43,0.47,WJ,W,STL,CL,1962,N,994,D,C,C,20-Jun-13
0,DWP,5/24/2012 0:00,ACTIVE,TRUNK,30,N,190.39,0.47,RG,DIA,DI,CL,1998,N,1295,B,C,C,20-Jun-13
0,DWP,5/24/2012 0:00,ACTIVE,TRUNK,70,N,351.08,0.4688,WJ,W,STL,CL,1962,N,1334,D,B,C,20-Jun-13
0,DWP,5/24/2012 0:00,ACTIVE,TRUNK,68,N,924.92,0,#NULL#,RCC,CONC,CL,1953,N,1243,C,C,C,20-Jun-13
0,DWP,5/24/2012 0:00,ACTIVE,TRUNK,68,N,327.65,0,#NULL#,RCC,CONC,CL,1953,N,414,C,C,C,20-Jun-13
183.0863467,DWP,9/19/2011 0:00,ACTIVE,DIST,24,N,183.09,0.38,CJ,W,STL,NO CL,1937,N,4535,C,B,C,20-Jun-13
0,DWP,5/24/2012 0:00,ACTIVE,TRUNK,68,N,118.19,0,#NULL#,RCC,CONC,CL,1953,N,1001,C,B,C,20-Jun-13
0,DWP,5/24/2012 0:00,ACTIVE,TRUNK,68,N,97.76,0,#NULL#,RCC,CONC,CL,1953,N,1017,C,C,C,20-Jun-13
0,DWP,5/24/2012 0:00,ACTIVE,TRUNK,60,N,264.84,0,#NULL#,CONC,CONC,CL,1941,N,1047,C,C,C,20-Jun-13
0,DWP,5/24/2012 0:00,ACTIVE,DRAIN,96,N,1257.31,0,#NULL#,CONC,CONC,CL,1960,N,2479,C,D,C,20-Jun-13
0,DWP,11/8/2011 0:00,ACTIVE,WELL,54,N,625.03,0.38,WJ,W,STL,CL,1987,N,5893,B,B,B,20-Jun-13
0,DWP,4/20/2012 0:00,ACTIVE,WELL,60,N,333.76,0,#NULL#,PCC,CONC,CL,1990,N,8636,B,D,B,20-Jun-13
0,DWP,4/20/2012 0:00,ACTIVE,WELL,48,N,716.69,0,WJ,W,STL,CL,1990,N,8008,B,C,B,20-Jun-13
30.81712334,DWP,9/22/2011 0:00,ACTIVE,DIST,24,N,30.82,0.375,CJ,W,STL,NO CL,1937,N,3811,C,A,B,20-Jun-13
0,DWP,5/30/2012 0:00,ACTIVE,TRUNK,60,N,1499.82,0.38,#NULL#,RCC,CONC,CL,1951,N,807,B,B,B,20-Jun-13
0,DWP,5/30/2012 0:00,ACTIVE,TRUNK,67,N,78.96,0.38,WJ,W,STL,CL,1951,N,1114,C,C,C,20-Jun-13
0,DWP,5/30/2012 0:00,ACTIVE,TRUNK,67,N,1801.81,0.375,WJ,W,STL,CL,1951,N,941,C,B,C,20-Jun-13
0,DWP,5/30/2012 0:00,ACTIVE,TRUNK,67,N,1132.98,0.375,WJ,W,STL,CL,1951,N,852,C,B,C,20-Jun-13
0,DWP,5/30/2012 0:00,ACTIVE,TRUNK,42,N,1.74,0.2188,#NULL#,RIV,STL,CL,1910,Y,836,C,C,C,20-Jun-13
0,DWP,5/30/2012 0:00,ACTIVE,TRUNK,36,N,2217.38,0.53,RG,DIA,DI,CL,1999,N,1603,B,B,B,20-Jun-13
0,DWP,5/30/2012 0:00,ACTIVE,TRUNK,60,N,473.63,0,#NULL#,CONC,CONC,NO CL,1917,N,693,C,C,C,20-Jun-13
0,DWP,5/30/2012 0:00,ACTIVE,TRUNK,30,N,54.14,0.25,#NULL#,RIV,STL,CL,1929,N,1062,C,B,C,20-Jun-13
0,DWP,5/30/2012 0:00,ACTIVE,TRUNK,30,N,606.31,0.38,WJ,W,STL,CL,1949,N,592,C,C,C,20-Jun-13
0,DWP,5/31/2012 0:00,ACTIVE,TRUNK,93,N,25.1,0.4375,#NULL#,RIV,STL,CL,0,N,1894,C,B,B,20-Jun-13
0,DWP,5/31/2012 0:00,ACTIVE,TRUNK,93,N,678.03,0.4375,#NULL#,RIV,STL,CL,0,N,1942,C,B,B,20-Jun-13
0,DWP,5/31/2012 0:00,ACTIVE,TRUNK,96,N,415.45,0.375,#NULL#,TRIV,STL,CL,1911,N,2205,D,B,C,20-Jun-13
0,DWP,5/31/2012 0:00,ACTIVE,TRUNK,60.75,N,9.26,0.375,WJ,W,STL,CL,1972,N,2214,C,B,B,20-Jun-13
0,DWP,5/31/2012 0:00,ACTIVE,TRUNK,77,N,385.94,0.5,WJ,W,STL,CL,0,N,2304,C,B,B,20-Jun-13
0,DWP,5/31/2012 0:00,ACTIVE,TRUNK,54,N,9.32,0,WJ,W,STL,CL,0,Y,2307,C,A,B,20-Jun-13
0,DWP,5/29/2012 0:00,ACTIVE,TRUNK,42,N,322.36,0.2188,#NULL#,RIV,STL,CL,1910,N,663,C,B,B,20-Jun-13
0,DWP,2/10/2012 0:00,ACTIVE,TRUNK,36,N,1517.88,0.375,WJ,W,STL,CL,1940,N,1197,D,A,B,20-Jun-13
0,DWP,2/10/2012 0:00,ACTIVE,TRUNK,36,N,28.45,0.375,B&S,W,STL,CL,1940,N,791,D,D,D,20-Jun-13
0,DWP,2/10/2012 0:00,ACTIVE,TRUNK,36,N,45.61,0.375,B&S,W,STL,CL,1940,N,786,D,A,B,20-Jun-13
0,DWP,2/10/2012 0:00,ACTIVE,TRUNK,36,N,166.25,0.375,#NULL#,W,STL,NO CL,1931,N,1113,D,B,C,20-Jun-13
0,DWP,2/10/2012 0:00,ACTIVE,TRUNK,30,N,11.49,0,#NULL#,W,STL,NO CL,1931,Y,1123,D,A,B,20-Jun-13
16.00373724,DWP,11/17/2011 0:00,ACTIVE,DIST,30,N,16,0,WJ,W,STL,CL,1992,N,5721,B,A,A,20-Jun-13
1.75002857,DWP,12/5/2011 0:00,ACTIVE,TRUNK,24,N,1.75,0,WJ,W,STL,CL,1992,Y,5751,B,A,A,20-Jun-13
2.50002,DWP,12/5/2011 0:00,ACTIVE,DIST,24,N,2.5,0,WJ,W,STL,CL,1992,Y,5661,B,A,A,20-Jun-13
1.00001421,DWP,11/17/2011 0:00,ACTIVE,TRUNK,144,N,1,0, , , ,CL,0,Y,5660,B,B,B,20-Jun-13
0,DWP,6/6/2012 0:00,ACTIVE,TRUNK,73,N,85.95,0.375,RG,W,STL,CL,1960,N,1074,C,C,C,20-Jun-13
0,DWP,6/6/2012 0:00,ACTIVE,TRUNK,36,N,2.56,0.375,WJ,W,STL,CL,1960,Y,2199,C,B,C,20-Jun-13
0,DWP,6/6/2012 0:00,ACTIVE,TRUNK,24,N,59.11,0.1875,#NULL#,RIV,STL,CL,1921,N,2014,D,C,C,20-Jun-13
0,DWP,6/6/2012 0:00,ACTIVE,TRUNK,24,N,17,0.3125,WJ,W,STL,CL,1967,N,2993,C,B,B,20-Jun-13
0,DWP,6/6/2012 0:00,ACTIVE,TRUNK,24,N,202.3,0.5,RG,DIA,DI,CL,1997,N,1832,B,C,C,20-Jun-13
0,DWP,6/6/2012 0:00,ACTIVE,TRUNK,30,N,8.52,0.25,#NULL#,RIV,STL,CL,1917,Y,1322,D,A,B,20-Jun-13
0,DWP,6/6/2012 0:00,ACTIVE,TRUNK,30,N,512.01,0.25,#NULL#,RIV,STL,CL,1917,N,1326,D,C,D,20-Jun-13
0,DWP,6/6/2012 0:00,ACTIVE,TRUNK,30,N,252.71,0.25,#NULL#,RIV,STL,CL,1917,N,1204,C,B,C,20-Jun-13
0,DWP,6/6/2012 0:00,ACTIVE,TRUNK,36,N,23.24,0.5,WJ,W,STL,CL,1953,N,1246,C,B,C,20-Jun-13
0,DWP,6/6/2012 0:00,ACTIVE,TRUNK,36,N,8,0.375,WJ,W,STL,CL,1991,N,1247,C,B,C,20-Jun-13
0,DWP,6/6/2012 0:00,ACTIVE,TRUNK,61,N,153.92,0.4375,WJ,W,STL,CL,1953,N,1923,C,C,C,20-Jun-13
0,DWP,6/6/2012 0:00,ACTIVE,TRUNK,61.75,N,93.46,0.375,WJ,W,STL,CL,1986,N,3832,B,B,B,20-Jun-13
27.89368291,DWP,11/8/2011 0:00,ACTIVE,WELL,54,N,27.89,0.38,WJ,W,STL,CL,1987,N,5293,B,A,B,20-Jun-13
0,DWP,5/29/2012 0:00,ACTIVE,TRUNK,68,N,469.08,0,#NULL#,RCC,CONC,CL,1954,N,1344,B,D,C,20-Jun-13
0,DWP,5/29/2012 0:00,ACTIVE,TRUNK,69,N,16.32,0,WJ,W,STL,CL,1954,N,1084,C,D,C,20-Jun-13
0,DWP,5/29/2012 0:00,ACTIVE,TRUNK,68,N,9.87,0,RG,RCC,CONC,CL,1954,N,1218,B,D,C,20-Jun-13
6.49158233,DWP,6/7/2012 0:00,ACTIVE,TRUNK,30,N,6.49,0.3125,WJ,W,STL,CL,1958,N,5983,C,C,C,20-Jun-13
0,DWP,2/22/2012 0:00,ACTIVE,WELL,54,N,683.76,0.38,WJ,W,STL,CL,1987,N,6933,B,B,B,20-Jun-13
0,DWP,11/8/2011 0:00,ACTIVE,WELL,36,N,44,0.38,WJ,W,STL,CL,1987,N,8886,B,C,B,20-Jun-13
0,DWP,11/8/2011 0:00,ACTIVE,WELL,36,N,23.17,0.38,WJ,W,STL,CL,1987,N,9237,B,C,B,20-Jun-13
0,DWP,11/22/2011 0:00,ACTIVE,DIST,31.5,N,12.96,0.25,WJ,W,STL,CL,1963,N,1613,C,A,A,20-Jun-13
527.9497938,DWP,6/7/2012 0:00,ACTIVE,RECL,24,N,527.95,0.44,RG,DIA,DI,CL,1997,N,3376,B,C,B,20-Jun-13
0,DWP,3/21/2012 0:00,ACTIVE,TRUNK,30,N,5.55,0,WJ,W,STL,CL,1950,N,1157,C,C,C,20-Jun-13
0,DWP,3/21/2012 0:00,ACTIVE,TRUNK,58,N,15.32,0.375,WJ,W,STL,CL,1950,N,1158,C,D,D,20-Jun-13
0,DWP,3/21/2012 0:00,ACTIVE,TRUNK,67,N,20.04,0.375,WJ,W,STL,CL,1951,N,1377,C,B,B,20-Jun-13
0,DWP,3/21/2012 0:00,ACTIVE,TRUNK,58,N,9.53,0.375,WJ,W,STL,CL,1951,N,1380,C,A,B,20-Jun-13
0,DWP,3/1/2012 0:00,ACTIVE,TRUNK,49,N,27.59,0.2813,WJ,W,STL,CL,1957,N,1728,C,A,B,20-Jun-13
0,DWP,3/1/2012 0:00,ACTIVE,TRUNK,48,N,60.33,0,#NULL#,MPCC,CONC,CL,1957,N,1622,B,B,B,20-Jun-13
13.33,DWP,12/5/2011 0:00,ACTIVE,TRUNK,42,N,13.33,0,WJ,W,STL,CL,1992,N,5667,B,A,A,20-Jun-13
0,DWP,11/29/2011 0:00,ACTIVE,TRUNK,42,N,6.02,0,WJ,W,STL,CL,1992,N,5686,B,A,A,20-Jun-13
0.9980358,DWP,12/5/2011 0:00,ACTIVE,TRUNK,42,N,1,0,WJ,W,STL,CL,1992,Y,5652,B,A,A,20-Jun-13
42.47,DWP,9/14/2011 0:00,ACTIVE,DIST,24,N,42.47,0.38,CJ,W,STL,NO CL,1937,N,8875,B,B,B,20-Jun-13
1.00000712,DWP,12/5/2011 0:00,ACTIVE,TRUNK,36,N,1,0.38,WJ,W,STL,CL,1992,Y,5708,B,A,A,20-Jun-13
0.99981637,DWP,12/5/2011 0:00,ACTIVE,TRUNK,36,N,1,0.38,WJ,W,STL,CL,1992,Y,5710,B,A,A,20-Jun-13
0,DWP,12/5/2011 0:00,ACTIVE,TRUNK,57,N,3.37,0.3125,#NULL#,STL,STL,CL,1992,N,5472,B,B,B,20-Jun-13
0,DWP,6/5/2012 0:00,ACTIVE,TRUNK,54,N,15.04,0.38,WJ,W,STL,CL,2002,N,1336,C,C,C,20-Jun-13
0,DWP,6/5/2012 0:00,ACTIVE,TRUNK,42,N,82,0.38,WJ,W,STL,CL,2002,N,1319,C,C,C,20-Jun-13
0,DWP,6/5/2012 0:00,ACTIVE,TRUNK,60,N,21.03,0.5,WJ,W,STL,CL,1940,N,1197,D,D,D,20-Jun-13
0,DWP,6/5/2012 0:00,ACTIVE,TRUNK,30,N,548.78,0.25,#NULL#,RIV,STL,CL,1917,N,1049,D,B,C,20-Jun-13
0,DWP,12/5/2011 0:00,ACTIVE,DIST,36,N,3.16,0,#NULL#,STL,STL,CL,1992,N,5679,B,A,A,20-Jun-13
409.8734035,DWP,9/16/2011 0:00,ACTIVE,DIST,24,N,409.87,0.35,CJ,W,STL,NO CL,1937,N,6516,C,A,B,20-Jun-13
0,DWP,10/28/2011 0:00,ACTIVE,TRUNK,36,N,2.11,0.38,WJ,W,STL,CL,1937,N,1101,C,A,B,20-Jun-13
0,DWP,3/1/2012 0:00,ACTIVE,TRUNK,49.5,N,16.48,0.2813,WJ,W,STL,CL,1957,N,1112,C,A,B,20-Jun-13
0,DWP,10/28/2011 0:00,ACTIVE,DIST,24,N,9.31,0.3125,WJ,W,STL,CL,1962,Y,1729,C,A,B,20-Jun-13
0,DWP,6/25/2012 0:00,ACTIVE,DRAIN,30,N,14.81,0,#NULL#,RIV,STL,CL,1951,N,945,C,C,C,20-Jun-13
82.97178069,DWP,9/5/2012 0:00,ACTIVE,TRUNK,72,N,82.98,0,#NULL#,RCC,CONC,CL,0,N,3572,B,B,B,20-Jun-13
0,DWP,9/5/2012 0:00,ACTIVE,TRUNK,75.75,N,1879.27,0,#NULL#,RCC,CONC,CL,0,N,3389,B,B,B,20-Jun-13
0,DWP,9/5/2012 0:00,ACTIVE,TRUNK,24,N,123.05,0.3125,WJ,W,STL,CL,1969,N,2193,C,A,B,20-Jun-13
0,DWP,9/5/2012 0:00,ACTIVE,TRUNK,72,N,15.71,0,RG,RCC,CONC,CL,1981,N,2285,B,B,B,20-Jun-13
0,DWP,9/5/2012 0:00,ACTIVE,TRUNK,68,N,3166.48,0,#NULL#,RCC,CONC,CL,0,N,5373,B,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,12.4425,0,WJ,W,STL,NO CL,1937,Y,771,D,C,D,20-Jun-13
0,DWP,2/23/2012 0:00,ACTIVE,TRUNK,36,N,9.9,0,WJ,W,STL,CL,1962,Y,4811,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,176.0027,0.38,WJ,W,STL,CL,1958,N,2357,D,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,938.2591,0,#NULL#,CI,CI,CL,1922,N,999,D,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,2.4807,0.38,WJ,W,STL,CL,1950,N,1023,C,A,B,20-Jun-13
0,DWP,2/11/2011 0:00,ACTIVE,DIST,30,N,259.9002,0.375,WJ,W,STL,CL,1932,N,716,C,A,B,20-Jun-13
0,DWP,2/11/2011 0:00,ACTIVE,DIST,40,N,69.9745,0.375,WJ,W,STL,CL,1934,N,1194,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,324.9948,0,#NULL#,CI,CI,CL,1914,N,1411,C,A,B,20-Jun-13
0,DWP,5/29/2012 0:00,ACTIVE,TRUNK,42,N,7.41,0,WJ,W,STL,CL,1954,Y,1086,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,5.652,0.25,#NULL#,RIV,STL,CL,1923,N,2698,C,A,B,20-Jun-13
0,DWP,10/28/2011 0:00,ACTIVE,TRUNK,24,N,5.08,0.38,WJ,W,STL,NO CL,1937,N,1100,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,67,N,3.6624,0.375,WJ,W,STL,CL,1951,Y,1221,C,A,B,20-Jun-13
0,DWP,2/11/2011 0:00,ACTIVE,DIST,24,N,417.7835,0,#NULL#,RIV,STL,CL,1904,N,1411,D,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,5.5561,0,#NULL#,STL,STL,CL,1974,N,1016,C,A,B,20-Jun-13
0,DWP,2/14/2011 0:00,ACTIVE,DIST,49,N,40.6281,0.375,WJ,W,STL,CL,1987,N,983,B,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,42,N,436.4451,0,#NULL#,RCC,CONC,CL,1952,N,1446,B,B,B,20-Jun-13
0.99439066,DWP,12/1/2011 0:00,ACTIVE,TRUNK,48,N,0.99,0, , , ,CL,0,Y,5581,B,A,B,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,DIST,30,N,13.7697,0.1875,#NULL#,DRIV,STL,CL,1925,N,7309,B,B,B,20-Jun-13
0,DWP,2/14/2011 0:00,ACTIVE,TRUNK,42,N,28.3509,0.375,WJ,W,STL,CL,2004,N,1528,C,D,C,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,TRUNK,39,N,645.5459,0.25,#NULL#,TRIV,STL,CL,1917,N,1615,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,RECL,24,N,11.6954,0,#NULL#,STL,STL,CL,1992,N,2516,B,A,A,20-Jun-13
0,DWP,2/14/2011 0:00,ACTIVE,DIST,24,N,10.2805,0.3125,WJ,W,STL,CL,1963,Y,2340,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,6.2845,0,#NULL#,STL,STL,CL,1930,Y,1053,D,B,B,20-Jun-13
0,DWP,2/14/2011 0:00,ACTIVE,TRUNK,66,N,2133.6,0.7,#NULL#,RCC,CONC,CL,1948,N,3090,B,B,B,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,TRUNK,36,N,9,0.38,WJ,W,STL,CL,1984,N,996,C,A,B,20-Jun-13
0,DWP,2/11/2011 0:00,ACTIVE,TRUNK,58,N,16.5672,0.375,WJ,W,STL,CL,1949,N,2278,C,A,B,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,RECL,54,N,1508.2738,0.58,RG,DIA,DI,CL,1999,N,6582,B,C,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,15.057,0, ,MONO,CI,CL,1931,N,4056,C,D,C,20-Jun-13
0,DWP,2/11/2011 0:00,ACTIVE,DIST,24,N,287.3651,0,#NULL#,AM,CI,CL,1929,N,1012,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,52.9633,0.25,#NULL#,RIV,STL,CL,1917,N,1082,D,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,54,N,53.6769,0.25,#NULL#,RIV,STL,CL,1916,N,1905,C,A,B,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,TRUNK,48,N,65.8461,0.38,WJ,W,STL,CL,1940,N,8209,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,50.1397,0,#NULL#,AM,CI,CL,1931,N,736,C,A,B,20-Jun-13
0,DWP,2/14/2011 0:00,ACTIVE,TRUNK,24,N,45.2587,0.375,CJ,W,STL,CL,1937,N,2118,D,B,C,20-Jun-13
0,DWP,2/9/2011 0:00,ACTIVE,DIST,60,N,6.8676,0.38,WJ,W,STL,CL,1963,N,723,C,B,B,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,TRUNK,49.5,N,63.2525,0.28,RG,W,STL,CL,1959,N,1895,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,24,N,5.1631,0,#NULL#,CI,CI,CL,1914,Y,1604,C,C,C,20-Jun-13
0,DWP,2/11/2011 0:00,ACTIVE,TRUNK,40,N,1104.671,0.25,#NULL#,RIV,STL,CL,1914,N,2218,C,A,B,20-Jun-13
