LOCATION,PRECINCT,REGISTRATION,TYPE,BALLOTS CAST,YES,NO
30TH ST SENATE,N,26286,POLLING PLACE,3601,2572,816
30TH ST SENATE,N,0,VBM PORTION,3110,2134,647
30TH ST SENATE,N,26286,TOTAL,6703,4706,1463
