Precinct,Ballot_Group,Consolidation,IsVoteByMail
2600067B,67,2600067A,0
9000193E,58,9000193A,0
3850055B,208,3850055A,0
7700031F,64,7700031A,0
1850026A,129,1850028A,0
3850072D,204,3850072A,0
3450004A,158,3450004A,0
1940005E,71,1940005A,0
9003998F,21,9002318A,0
9001547A,150,9001547A,0
9007774F,11,9007774A,0
4060001M,83,4060001A,0
5150044A,36,5150044A,0
6000018A,39,6000018A,0
9000737F,58,9000737B,0
9001084F,60,9001015D,0
9000352G,10,9000352A,0
3550025E,1,3550053A,0
2750023A,193,2750023A,0
1960011B,180,1960011A,0
9002097D,104,9002084A,0
9004230B,94,9004230A,0
9000600C,47,9000600A,0
7150101A,191,7150101A,0
9000902C,86,9000900D,0
9001970A,175,9001964A,0
9000445B,215,9000427A,0
7100032B,83,7100032A,1
5000093H,2,5000093B,0
2950068B,155,2950017A,0
9000818C,86,9000815A,0
9001721C,93,9001721A,0
9005303C,104,9005303A,0
0150064C,68,0150064A,0
2950146J,155,2950146A,0
9005045A,199,9005045A,0
9001187B,60,9001187A,0
9000337B,55,9000098A,0
9002285E,104,9002285A,0
3850152B,204,3850152A,0
1040071C,14,1040020A,0
1030024C,178,1030024B,0
9005147B,58,9007129B,0
2550024C,45,2550024A,0
4450012D,126,4450012A,0
3670033E,155,3670033A,0
1780078C,110,1780078A,0
5100017C,163,5100017A,0
0950002C,46,0950151A,0
9002473A,55,9000065A,0
9000606C,58,9000572A,0
9000231B,60,9000231A,0
3850361C,204,3850361A,0
3850549F,208,3850549A,0
6250067B,81,6250067A,0
3400005C,39,3400005A,0
9000823A,86,9003518A,0
7600009A,112,7600009A,0
0200046B,36,0200018A,0
9002316G,104,9002306A,0
9000082G,58,9000082A,0
0050022B,7,0050022A,1
5150193G,36,5150183A,0
9001484B,215,9001405A,0
9007402D,148,9002429A,0
9000260A,60,9000260A,0
1300014B,37,1300014A,0
5550029A,190,5550029A,0
3200004H,46,3200004A,0
9001257B,107,9001257B,0
9000345E,21,9000345A,0
7700116A,109,7700116A,0
0200003A,36,0200003A,0
9000496C,58,9000494A,0
6220132F,18,6220044A,0
9000899A,93,9001801B,0
1450011A,179,1450007B,0
0350048A,68,0350048A,0
7750021C,79,7750021A,0
1040023A,14,1040001A,0
5150191C,36,5150181A,0
9001111C,104,9001111A,0
3850645B,214,3850645A,0
9002461A,136,9002461A,0
2000024B,87,2000024A,0
7850043D,180,7850043A,0
6220101Y,18,6220101B,0
2600023C,65,2600023A,0
7800012A,120,7800012A,0
0400001A,124,0400001A,0
6250010B,81,6250005A,0
3850289A,214,3850290A,0
9002250F,81,9002250A,0
4500016B,69,4500016A,0
5150080B,36,5150080A,0
9002303C,104,9002303A,0
9000798C,86,9000368C,0
9000839E,79,9000484B,0
7150073C,191,7150021A,0
7680018A,196,7680018A,0
7800067B,120,7800066C,0
9002020E,136,9002021A,0
7800014B,120,7800014A,0
2550104A,45,2550067A,0
4100013F,192,4100012B,0
6220044H,18,6220044A,0
1900013B,67,1900021C,0
6220114J,14,6220114A,0
3850069G,169,3850069B,0
7670013C,154,7670013A,0
9001463A,84,9001463A,0
5150079D,36,5150079A,0
9001356C,81,9001357A,0
9005916D,81,9005916B,0
9003448A,21,9003448A,0
1550020A,164,1550020A,0
6600003B,36,6600003A,0
5000080A,2,5000080A,0
3750005Q,2,3750005A,0
6250070A,81,6250070A,0
6250085D,81,6250085A,0
9000683B,49,9001184A,0
2100115G,72,2100013A,0
9001454C,107,9001454A,0
7680003E,196,7680003A,0
6220194C,14,6220194A,0
7150056E,198,7150056A,0
9004226A,21,9004226A,0
0200031A,44,0200031A,1
7050008H,68,7050008B,0
6220010D,14,6220010A,0
0750032E,124,0750032A,0
3550047J,1,3550044A,0
3150008D,46,3150004A,0
6220181C,3,6220180A,0
3850246D,209,3850246A,0
9001276D,11,9001276A,0
1030103C,178,1030103A,0
4780011C,120,4780011A,0
5250018D,90,5250018A,0
9000165E,21,9000165A,0
9000269B,104,9000269B,0
5550096B,190,5550095A,0
1450149M,179,1450149A,0
2600108B,65,2600019A,0
5550021B,190,5550006A,0
0550074F,64,0550081A,0
9002156D,136,9002156A,0
4780015D,120,4780004A,0
9002648C,85,9002648B,0
9002278A,81,9007697A,0
3700042S,2,3700042B,0
4800050C,124,4800050A,0
6250050F,81,6250051A,0
7150093C,191,7150092B,0
2020011A,35,2020012A,0
9000512F,21,9000512A,0
0950025A,46,0950032A,0
5000058D,2,5000058A,0
2930062S,114,2930017A,1
9000264C,81,9000264A,0
1450305C,179,1450305A,0
0950182A,48,0950182A,0
9001370A,95,9001372A,0
5200005B,2,5200040D,0
7700165B,64,7700165A,0
2600022F,65,2600022A,0
5250023H,90,5250023A,0
9000219A,30,9005667A,0
6220102D,14,6220102A,0
0800011D,134,0800007A,0
3850614A,205,3850614A,0
3550038A,1,3550035B,0
3850040A,204,3850040A,0
6220087F,14,6220087A,0
9001041B,55,9001041A,0
9000325C,21,9000325A,0
9006260C,52,9006260A,0
2300011B,139,2300011A,0
9002211E,136,9002211A,0
0750039B,124,0750031C,0
9000328F,21,9002888A,0
6230018D,120,6230018A,0
4100027D,192,4100047A,0
9002394A,100,9002394A,0
6000007A,39,6000007A,0
4800028F,124,4800028A,0
9000528C,107,9001257B,0
0550010E,64,0550010D,0
6220005B,14,6220005A,0
1900001B,67,1900001A,0
3850701F,219,3850701A,0
0950154A,46,0950154A,0
6200005E,75,6200005A,0
9001719E,136,9001719A,0
9001796D,43,9001796B,0
6220092C,14,6220046A,0
9001187C,60,9001187A,0
3150009G,46,3150009A,0
3550099D,2,3550099B,0
3850085E,209,3850085B,0
9002051A,43,9002046A,0
9002346B,86,9000319A,0
9001063E,60,9001063A,0
9000522E,86,9000522A,0
3850374C,209,3850374A,0
6250113E,81,6250113A,0
9001305A,104,9001455A,0
3550093B,2,3550093B,0
9001867A,86,9006315A,0
0150040C,68,0150039A,0
9006483G,55,9006483A,0
1600017C,104,1600011A,0
7700079C,109,7700079A,0
9002969E,19,9002828E,0
9001255D,107,9001253A,0
0600013B,64,0600013A,0
5230032C,127,5230032A,0
3850008E,188,3850008A,0
9000141D,21,9000141A,0
9001482B,104,9001482A,0
1450002C,179,1450002A,0
6220019H,14,6220098B,0
9001269A,136,9002020D,0
9000689A,55,9000689A,0
1850021A,129,1850019A,0
9000311B,79,9000311A,0
5000073A,2,5000032A,0
7410021A,114,7410003B,0
7150028E,198,7150028A,0
9001770C,104,9001765A,0
0150034C,68,0150037A,0
9005207D,175,9001246A,0
1450043A,179,1450020A,0
1780085E,110,1780085A,0
0750022F,124,0750022A,0
9008147G,21,9008147A,0
0150056C,68,0150056A,0
3850140B,209,3850286A,0
3850146F,206,3850146A,0
9000341E,199,9000341A,0
2700030A,155,2700030A,0
9000636B,30,9000636A,0
1600027E,104,1600025A,0
1900009B,67,1900009A,0
5150091D,36,5150091A,0
9003951E,97,9003951B,0
9002506A,42,9000580A,0
9002424D,152,9002424A,0
3750003C,2,3750005A,0
9002875F,60,9001176B,0
1500003D,63,1500012A,0
6220103F,18,6220103A,0
2550080C,45,2550080A,0
9002293A,21,9000497A,0
3850016B,169,3850016A,0
9000572A,58,9000572A,0
9000559A,52,9000559A,0
2950031F,155,2950031A,0
0150022C,68,0150022A,0
1040028C,14,1040028A,0
7680002A,196,7680002A,0
1020014D,14,1020014A,0
3150009D,46,3150009A,0
3850306A,212,3850305A,0
1850063C,129,1850063A,0
9000144K,21,9000144A,0
5150108A,36,5150108A,0
3450010C,158,3450010A,0
7150078J,191,7150078D,0
9006473B,55,9006473A,0
9000585A,94,9000585A,0
7700002E,64,7700002A,0
1070037D,124,1070013A,0
9004219A,104,9002070A,0
6220018C,14,6220018A,0
5250044J,90,5250044D,0
9006316A,86,9006317A,0
5600012A,121,5600011A,1
6400007F,36,6400006A,0
6530043F,115,6530041A,0
9000042B,55,9000042A,0
7900011B,2,7900011A,0
7750021B,79,7750021A,0
2300037A,140,2300001A,0
1900021A,67,1900009A,0
6220062K,14,6220065A,0
5000081D,2,5000081A,0
2550122A,45,2550088C,0
5230022D,127,5230022D,0
4150053F,149,4150053A,0
9001446B,136,9001583B,0
9002224B,62,9000155B,0
3850618C,205,3850618A,0
2000040B,87,2000040A,0
3990012B,156,3990015A,0
3330021D,114,3330021A,0
3850271C,214,3850271A,0
9005140C,58,9005140A,0
3850546C,169,3850546A,0
0950159C,46,0950158B,0
9006320F,86,9006320D,0
7360006H,18,7360001A,0
2950034C,155,2950076A,0
9000198D,11,9006258A,0
3850073A,204,3850072A,0
3550069A,1,5400019A,0
9002271F,81,9002271A,0
5550016B,190,5550016A,0
1040071N,14,1040001A,0
3450009A,158,3450009A,0
5250148A,90,5250148A,0
6220057A,14,6220055A,0
9000400D,58,9000400A,0
7700116D,109,7700056C,0
0950134D,46,0950134A,0
6000011C,39,6000011A,0
3150021B,46,3150021A,0
4400067C,39,4400067A,0
1030109D,178,1030109A,0
1850058E,129,1850058A,0
4450024C,126,4450024A,0
1020244R,3,1020244A,0
0200032A,36,0200032A,0
2950067H,155,2950067A,0
7360006E,18,7360001A,0
7150010A,198,7150010A,0
2950069E,155,2950007A,0
5000044H,2,5000044A,0
5000048A,2,5000048A,0
2550080F,45,2550080A,0
2250012B,149,2250012A,0
1500029A,63,1500029A,0
5150119H,36,5150119A,0
3850701A,219,3850701A,0
3400001F,39,3400001A,0
0950003E,46,0950134A,0
9004090C,86,9005537A,0
0850011D,87,0850011B,0
1550005G,164,1550009A,0
2000008A,87,2000007A,0
9001402C,81,9001402A,0
4400066E,39,4400066A,0
9007101F,58,9007101E,0
1800020B,180,1800020B,0
9002365C,21,9001050A,0
5750020E,69,5750020A,0
9004219C,104,9003050A,0
9001473A,186,9001473A,0
9002278C,81,9007697A,0
6550035G,171,6550035A,0
1040226Q,14,1040226B,0
7410006F,114,7410006B,0
9000226B,55,9000804A,0
6250061B,81,6250061A,0
9001462A,84,9001463A,0
3990062E,156,3990062A,0
6220010H,14,6220010A,0
9000196A,55,9000203A,0
3850045K,209,3850045B,0
9002668C,215,9002668A,0
9000182F,55,9000182A,0
9003448C,21,9003448A,0
2550019D,45,2550023A,0
6220021F,14,6220020A,0
1100077B,64,1100077A,0
9002116D,104,9002116A,0
9007864E,55,9007864A,0
9001686C,86,9001686A,0
3850034D,206,3850151A,0
0600030N,64,0600030A,0
9002256D,33,9002256A,0
6220179B,3,6220179A,0
3850136B,206,3850136A,0
9002120A,21,9000460A,0
3550053A,1,3550053A,0
4100027A,192,4100031A,0
9002005C,137,9002005A,0
9003886D,95,9001407B,0
3300010A,120,3300010A,0
2550183B,45,2550102A,0
3670005D,155,3670005A,0
3850618A,205,3850618A,0
7150308B,191,7150094A,0
9001572A,104,9001716A,0
5150209A,36,5150209A,0
5000055L,2,5000055A,0
9002357G,104,9002357B,0
3990001A,156,3990001A,0
4450030A,126,4450036A,0
0550079A,64,0550081A,0
0750039E,124,0750040A,0
9001271D,102,9001271A,0
4500016D,69,4500016A,0
0050010A,36,3500055A,1
0950013A,46,0950013A,0
7770010D,50,7770011A,0
0950019A,46,0950019A,0
3990033E,156,3990033A,0
7510005D,104,7510006A,0
2020001B,35,2020012A,0
7150096C,191,7150102A,0
2610017V,2,2610009A,1
9000610C,42,9000610A,0
1850001F,129,1850001A,0
1450149F,179,1450149A,0
9002916A,94,9000957C,0
2250006A,149,2250006A,0
9002758A,137,9001129B,0
4500003B,69,4500003A,0
0800016F,134,0800016A,0
6220069F,14,6220069A,0
0150033D,68,0150033A,0
9000628E,54,9006447A,0
9001037C,55,9001037A,0
9001489A,147,9001489A,0
9002110C,104,9002110B,0
9003770B,54,9000025A,0
7700148B,64,7700142A,0
9004225B,21,9006206A,0
5100024B,163,5100024B,0
9002012D,93,9002012B,0
4450027E,76,4450092A,0
3450034B,162,3450034A,0
9002445B,94,9002122A,0
3450053B,160,3450053A,0
9000229A,55,9000229A,0
3700001B,2,3700001A,0
9001783C,104,9001783A,0
9002770B,55,9000755A,0
9001453C,137,9001453A,0
1750053E,1,1750061D,1
6220003E,14,6220003A,0
3550065B,2,3550067A,0
4100013D,192,4100012B,0
9002069D,104,9002117B,0
9006216C,21,9006216A,0
9002350B,139,9001940D,0
9005928A,81,9005923A,0
9002290A,58,9000469A,0
4100001A,192,4100002A,0
0300001F,2,0300002A,0
2850007A,99,2850001A,0
9000062F,55,9000062A,0
3850036B,209,3850036A,0
3850017B,169,3850017B,0
7600009E,112,7600009A,0
9003431A,81,9003431A,0
5730005D,192,5730005A,0
9000420G,215,9000420A,1
7750070A,79,7750072A,0
3550043C,1,3550020B,0
7150041E,198,7150041A,0
6550052A,171,6550052A,0
9003991F,43,9001232A,0
9001262E,101,9001262A,0
6220062R,14,6220065A,0
3500055A,36,3500055A,1
5850211B,110,5850211A,0
9001554A,151,9001554A,0
9001364D,81,9001364A,0
9005520A,55,9005520A,0
1780079G,110,1780071A,0
6220069A,14,6220069A,0
9000771A,30,9005656A,0
9006252A,17,9006252A,0
2600061F,67,2600061A,0
2630199A,123,2630199A,0
7410004A,114,7410005A,0
9002913A,104,9002913A,0
9000058D,62,9000058A,0
4100013C,192,4100012B,0
9000005B,54,9000158A,0
9003280A,147,9003280A,0
9002298D,104,9002299A,0
6220008F,14,6220008A,0
0950146A,46,0950146A,0
9002659B,85,9006307A,1
1770063D,2,5000005A,0
9000206C,55,9000206A,0
0080052D,83,0080052A,0
9002037D,137,9002037A,0
9000061H,21,9000061A,0
7750071B,79,7750072A,0
9001851A,94,9001851A,0
5000018C,2,5000018A,0
9001334C,101,9001334A,0
9004212B,21,9004212B,0
9001373E,81,9005925A,0
9000571B,199,9000571A,0
9001741B,96,9001000C,0
2100101H,72,2100101A,0
2500003E,196,2500003A,0
9000040C,149,9000040B,0
9000601E,77,9000601A,0
3850386C,188,3850386C,0
9000980A,58,9000581A,0
2550001A,45,2550002A,0
1030007C,178,1030007A,0
0800009E,134,0800009A,0
2000025B,87,2000025A,0
9000856D,86,9000491A,0
0670001B,64,0670006A,0
0200019B,36,0200019B,0
9002069B,104,9002069B,0
3550024G,1,3550024A,0
9002010B,137,9002010A,0
1850067C,129,1850067A,0
3550004H,1,3550004A,0
9005188E,58,9005188A,0
7150038D,191,7150038A,0
9002549C,180,9002549A,0
5250076I,90,5250076A,0
9000878F,86,9000522A,0
1030082A,178,1030029A,0
9000892A,86,9001344B,0
5550071A,190,5550010A,0
9002357A,104,9002337A,0
1600076B,104,1600076A,0
9002052B,137,9002050A,0
9007971C,55,9007971A,0
9001220C,102,9001220C,0
1600007E,104,1600007A,0
2550086B,45,2550086A,0
2250017G,149,2250017A,0
6220178G,3,6220167C,0
4100004B,192,4100001F,0
9001902G,94,9001859A,0
2750012B,193,2750012A,0
9000371F,86,9000371A,0
4400013D,39,4400013A,0
9002128F,104,9002128A,0
2700109A,155,2700109A,0
9000133A,55,9002125B,0
6230001B,120,6230001A,0
7360006G,18,6820015A,0
9002366A,21,9000382A,0
5230036D,127,5230036A,0
0350026G,68,0350030A,0
3700003E,7,3700003A,1
9002687A,58,9000214A,0
9000056A,30,9000641D,0
2630064A,123,2630064A,0
3550024C,1,3550090A,0
9003896A,94,9003896A,0
6250050D,81,6250050A,0
3500019A,36,3500016A,1
3850201F,204,3850201A,0
6220147A,14,6220146A,0
6220016D,18,6220101B,0
2550159B,45,2550117A,0
7750077A,79,7750077A,0
6220155C,14,6220155A,0
9001724G,104,9000650C,0
1250004B,65,2600062A,0
9006260A,52,9006260A,0
2550114E,45,2550074A,0
3550026C,2,3550026A,0
3550073A,1,3550080A,0
3550090B,1,3550090A,0
9006233E,11,9006233A,0
5000063A,2,5000063A,0
9000214F,58,9000214A,0
2350026L,36,2350026A,0
5150091C,36,5150091A,0
9005373A,60,9001173A,0
7700008A,64,7700008A,0
9002388B,150,9002388A,0
7510010D,104,7510010A,0
9005147D,58,9005147A,0
9000558C,102,9000558B,0
9002445A,94,9002122A,0
9004116B,152,9004116A,0
2930006E,114,2930017A,1
1780065C,110,1780065A,0
9003465C,55,9003465A,0
9001933B,60,9001926C,0
5250018B,90,5250018A,0
2250017B,149,2250030A,0
3700046B,2,3700046A,0
5250113B,90,5250003A,0
5530041A,192,5530041A,0
2000034B,88,2000034B,0
6220116D,14,6220116A,0
3850686B,166,3850687A,0
3990004C,156,3990004A,0
9000058C,62,9000058A,0
7150050B,191,7150050A,0
3300014C,120,3300014A,0
0200002C,36,0200002A,0
7410003I,114,7410003B,0
4800007C,124,4800006B,0
5500100A,63,5500100A,0
3850251E,209,3850251A,0
6750021A,108,5500109A,0
6550042D,171,6550031A,0
0750043C,124,0750043A,0
9005291D,104,9005291B,0
9002895C,21,9000331A,0
9001545E,150,9001545A,0
9007687C,81,9005928C,0
6300025E,3,6300002B,1
9001525C,104,9002954A,0
7600031D,112,7600031A,0
3330003J,114,3330002B,0
0750034C,124,0750034A,0
6530040B,115,6530004A,0
9002177D,153,9002177A,0
1450033B,179,1450033A,0
9002625A,98,9002625A,1
6220101F,18,6220101B,0
6220163L,14,6220163A,0
0850001D,86,0850001A,0
3850082F,209,3850082A,0
9006315C,86,9006315A,0
3500055R,36,3500055A,1
9007313B,30,9007313A,0
2700094D,155,2700094A,0
1030011D,178,1030053A,0
6100023C,68,6100023A,0
5150038C,36,5150038A,0
9000330A,21,9000330A,0
5250077F,90,5250077A,0
6250128A,81,6250128A,0
7800006E,120,7800006A,0
9001041D,55,9001041A,0
0350038J,68,0350038A,0
4800076F,120,4800076A,0
4700001E,18,4700001A,1
4100025A,192,4100026A,0
3850636C,209,3850636A,0
9001358E,81,9001358A,0
9000957D,94,9000957C,0
2700017D,155,2700017A,0
9002129E,104,9002129B,0
0600025C,64,0600025A,0
9001103B,60,9001103A,0
9000245D,11,9006253A,0
7510003B,104,7510012A,0
2780001F,55,2780002A,0
1850023A,129,1850023A,0
9007221C,80,9007221A,0
2550009C,45,2550009A,0
1900004E,67,1900004A,0
2550040E,45,2550040A,0
1070034A,124,1070010A,0
0600026A,64,0600026A,0
7150018A,191,7150301A,0
1850138A,129,1850138A,0
2020010A,35,2020004A,0
5750019A,70,5750019A,0
2100112F,72,2100112A,0
9000215C,60,9000215B,0
9002531B,175,9002531A,0
6700015D,120,6700015A,0
1450163D,179,1450163A,0
9001410D,94,9001410A,0
1300042F,37,1300042A,0
7150092C,191,7150092B,0
3850539D,214,3850539A,0
9001092C,60,9001092A,0
6220161A,14,6220161A,0
0670141D,64,0670141A,0
7700164B,109,7700164A,0
9000030E,54,9000030A,0
3300056E,120,3300056A,0
3450090G,158,3450079A,0
3850120E,209,3850120A,0
9002730C,21,9002730A,0
9007857E,55,9007857B,0
9000451A,147,9000451A,0
7700015D,64,7700015B,0
3850251A,209,3850251A,0
9002914A,55,9001074A,0
3670031B,155,3670031A,0
9001876C,152,9001876A,0
6550001A,171,6550001A,0
5230016A,127,5230013A,0
1430035C,132,1430035A,0
9000640B,30,9000640A,0
1780008F,110,1780008A,0
1450053A,179,1450154A,0
9002584D,175,9002584A,0
0150049G,68,0150021A,0
2500005C,155,2500021E,0
1960011A,180,1960011A,0
7050043E,68,7050043A,0
1780041E,110,1780041A,0
7700150E,64,7700150A,0
6400006E,36,6400006A,0
6220011D,14,6220011B,0
9002050D,137,9002050A,0
6300247E,14,6300040B,0
9000961B,86,9001664A,0
2950014F,155,2950014B,0
7750008C,79,7750008A,0
9002156B,136,9002156A,0
6550015B,171,6550015A,0
9000792A,21,9000331A,0
6220194J,14,6220194A,0
2500006D,196,2500010A,0
9001184B,49,9001184A,0
6450002A,210,6450002A,0
9000908F,104,9002163A,0
9001469C,94,9001469A,0
6550060D,171,6550060A,0
7800015C,120,7800014A,0
9000831F,55,9000831B,0
9000364B,58,9000364A,0
1500035A,63,1500035A,0
1070032A,124,1070032A,0
3700042E,2,3700042B,0
0550074H,64,0550074A,0
9007126B,21,9001451A,0
6700056F,120,6700056A,0
0350005C,68,0350005A,0
1500014D,63,1500014A,0
7800075D,120,7800054A,0
5150183F,36,5150183A,0
9002780B,85,9002780A,0
1300004B,37,1300004A,0
9001449B,82,9001449A,0
0150051F,68,0150059B,0
9001418A,81,9001418A,0
7670002C,138,7670009A,0
3850362B,204,3850362A,0
9002105A,104,9002105A,0
1300062B,37,1300062A,0
1300062J,37,1300062A,0
1940007B,71,1940007A,0
9006370A,199,9006370A,0
5250046B,90,5250042A,0
3450023A,159,3450023A,0
6250089E,81,6250089A,0
7700008C,64,7700012C,0
9002842B,86,9002714A,0
3400006E,39,3400006A,0
2550111F,45,2550111A,0
4450042F,126,4450043B,0
9001805A,11,9001805A,0
2630199E,123,2630199A,0
5200001G,2,5200040D,0
0800002E,134,0800002A,0
9002525B,138,9002525A,0
3850535B,214,3850535A,0
0550078G,64,0550078A,0
9002908C,136,9002908A,0
0950194E,41,0950194A,0
0200024D,36,0200088B,0
6250107G,81,6250107A,0
0150025E,68,0150025A,0
9000737C,58,9000737B,0
9005537G,86,9005537A,0
1550005F,165,1550005C,1
6220056A,14,6220148A,0
2000002C,87,2000002A,0
9000687F,47,9000687A,0
1070004B,124,1070004A,0
3850558B,209,3850043A,0
9001343A,81,9001343A,0
9006632D,55,9006632C,0
9003374C,30,9003374A,0
9001212D,81,9001212A,0
3450007C,161,3450007A,0
9001381D,105,9001381C,0
6220023D,14,6220023A,0
1750006A,1,1750061D,1
9001419C,86,9001419A,0
6220064E,14,6220064B,0
3850117D,206,3850117A,0
9002303F,104,9003674E,0
9000040E,149,9000040B,0
2300021F,140,2300042A,0
3850229A,204,3850229A,0
7150137E,198,7150137A,0
9000692D,21,9000692A,0
9000933A,43,9001796B,0
1850019F,129,1850019A,0
7410002B,114,7410002A,0
7150140D,194,7150068B,0
6220047E,14,6220047A,0
9001123A,180,9002537A,0
9001377B,104,9001985A,0
3450019B,158,3450019A,0
9000181B,55,9000181A,0
1780002E,110,1780002A,0
9001081B,137,9001081A,0
0750035F,124,0750035A,0
0150025B,68,0150024A,0
9002169D,86,9002169B,0
2000022C,87,2000025A,0
2550105E,45,2550105A,0
0350018K,68,0350018A,0
0950138A,46,0950139A,0
1850072C,129,1850102A,0
9003228D,60,9003228A,0
0600036D,64,0600036A,0
9002186D,148,9002185A,0
7150006A,198,7150010A,0
9005503C,104,9001785A,0
3400012D,39,3400012A,0
0150039D,68,0150039A,0
9002453A,85,9006302A,0
7800057B,120,7800057A,0
4800054E,120,4800054A,0
4800019B,120,4800018A,0
7100004J,83,7100004B,0
0080074A,83,0080070A,0
9000466E,43,9000466A,0
9000241A,30,9000655A,0
0150025A,68,0150025A,0
4500003A,69,4500003A,0
6220033J,14,6220118A,0
3450048A,173,3450048A,0
9001229A,30,9007311A,0
9001274F,102,9001274A,0
9002590B,19,9006256A,0
7410130A,64,7410130A,0
2630002A,123,2630179A,0
9002420A,17,9006249A,0
9006258A,11,9006258A,0
0200017D,36,0200017A,0
9006306D,43,9000466A,0
9002228A,58,9000148A,0
9001317F,81,9001326A,0
7680002D,196,7680002A,0
9001417C,101,9001336A,0
7750077B,79,7750077A,0
9002047C,138,9002047B,0
9001959C,138,9001959A,0
7510012H,104,7510012A,0
9004240A,55,9004240A,0
9000214E,58,9007129B,0
9007774C,11,9007774A,0
4400014C,39,4400014A,0
1850003B,129,1850016A,0
9000987D,60,9001002B,0
3700044G,2,3700046A,0
6250065E,81,6250098A,0
1430031D,132,1430031A,0
9000892C,86,9000900D,0
9001418D,81,9001418A,0
9001666E,60,9001666A,0
6100043B,68,6100043A,0
6220154A,28,6220191A,1
6550057B,171,6550056A,0
7700153F,64,7700153A,0
1450024E,179,1450024A,0
2500019B,196,2500019A,0
9000362C,10,9000352A,0
