id,california,name,incidents,inspections,enforcement-actions,hazardous-liquid,states-of-operation-hl,inspected-miles-hl,gas-transmission,states-of-operation-gt,inspected-miles-gt,gas-gathering,states-of-operation-gg,inspected-miles-gg
32609,,"CHEROKEE BASIN PIPELINE, LLC",,,,,,,TRUE,KS,1,TRUE,KS,5
38920,,"CHERRY ISLAND RENEWABLE ENERGY, LLC (CIRE)",,,,,,,TRUE,DE,4,,,
31246,,"CHESAPEAKE APPALACHIA, L.L.C.",,1,1,,,,TRUE,"KY,WV",26,TRUE,"KY,WV",99
32646,,CHESAPEAKE OPERATING INC.,,,,TRUE,OK,0,TRUE,"AR,LA,TX",7,TRUE,"AR,LA,TX",29
2309,,CHESAPEAKE UTILITIES CORPORATION,,,,,,,TRUE,DE,9,,,
31727,,"CHEVRON KEYSTONE GAS STORAGE, LLC",,,,,,,TRUE,TX,12,,,
31556,,CHEVRON MIDSTREAM PIPELINES LLC,,,,TRUE,LA,390,TRUE,LA,19,,,
31554,,CHEVRON PETROCHEMICAL PIPELINE LLC,,8,6,TRUE,"LA,TX",176,,,,,,
2731,TRUE,CHEVRON PIPE LINE CO,,114,28,TRUE,"CA,CO,ID,LA,MS,NMOR,TX,UT,WA,WY",6807,TRUE,"AL,CA,LA,MS",478,,,
31826,,CHEVRON PRODUCTS COMPANY,,,,,,,TRUE,UT,2,,,
2339,,CHEVRON PRODUCTS COMPANY - HAWAII,,11,1,TRUE,HI,63,,,,,,
31336,,CHEVRON U.S.A. INC,,10,3,TRUE,LA,30,,,,TRUE,"LA,LA",17
38963,,CHEVRON U.S.A. INC - APPALACHIAN/MICHIGAN BUSINESS UNIT,,,,,,,,,,TRUE,MI,32
31707,,CHEVRON U.S.A. INC - PERMIAN BASIN,,,,TRUE,TX,5,TRUE,CO,6,TRUE,TX,3
2332,,CHEYENNE LIGHT FUEL & POWER,,,,,,,TRUE,WY,30,,,
32510,,"CHIEF GATHERING, LLC",,,,,,,TRUE,PA,1,,,
2304,,CHILDERSBURG GAS BOARD,,,,,,,TRUE,AL,28,,,
30713,,CHINN EXPLORATION COMPANY,,,,,,,,,,TRUE,TX,32
32406,,"CHROMA OPERATING, INC.",,,,,,,TRUE,LA,1,TRUE,"LA,TX",5
31908,,CHS OILSEED PROCESSING-NW GAS CONTRACTED,,,,,,,TRUE,MN,5,,,
31382,,CIMAREX ENERGY CO. OF COLORADO,,,,,,,TRUE,TX,10,TRUE,TX,2
39024,,CINCO NATURAL RESOURCES CORPORATION,,,,,,,,,,TRUE,TX,20
2382,,CITATION OIL & GAS CORP,,,,,,,TRUE,IL,6,,,
32676,,CITATION PIPELINE LLC,,,,,,,,,,TRUE,OK,3
30825,,CITGO PETROLEUM CORPORATION (REFINERY),,1,,TRUE,LA,7,TRUE,LA,4,,,
99031,,CITGO PETROLEUM CORPORATION (TERMINALS),,12,3,TRUE,"FL,IL,IN,MI,NJ,OH",19,,,,,,
2387,,CITGO PIPELINE CO,,25,5,TRUE,"LA,TX",65,,,,,,
30755,,CITGO PRODUCTS PIPELINE CO,,2,,TRUE,"LA,TX",364,,,,,,
31023,,CITGO REFINING & CHEMICAL CO. L.P.,,,,TRUE,TX,75,TRUE,TX,8,,,
2392,,CITIZENS GAS & COKE UTILITY,,,,,,,TRUE,IN,240,,,
2408,,CITIZENS GAS FUEL CO,,,,,,,TRUE,MI,16,,,
32520,,CITY OF BANGOR,,4,2,TRUE,ME,1,,,,,,
3590,,CITY OF DULUTH PUBLIC WORKS & UTILITIES,,9,8,,,,TRUE,"MN,WI",5,,,
31093,,CITY OF FOSSTON MUNICIPAL GAS,,,,,,,TRUE,MN,0,,,
32287,,CITY OF GARDNER,,,,,,,TRUE,KS,1,,,
30040,,CITY OF GIRARD,,,,,,,TRUE,KS,2,,,
31986,TRUE,"CITY OF GLENDALE, GLENDALE WATER & POWER",,4,3,,,,TRUE,CA,6,,,
32567,,CITY OF LITTLE ROCK,,,,,,,TRUE,AR,1,,,
32304,TRUE,CITY OF REDDING,,4,2,,,,TRUE,CA,3,,,
32263,,CITY OF ULYSSES,,,,,,,,,,TRUE,KS,3
31955,TRUE,CITY OF VERNON,,16,4,,,,TRUE,CA,4,,,
31416,,CITY OF WALL LAKE,,,,,,,TRUE,IA,12,,,
31494,,CITY WATER AND LIGHT PLANT,,,,,,,TRUE,AR,23,,,
2465,,CLAIBORNE NATURAL GAS INC,,,,,,,TRUE,MS,26,,,
2456,,CLARKE - MOBILE COUNTIES GAS DIST,,,,,,,TRUE,AL,150,,,
31974,,CLAUSEN-KOCH APC,,,,,,,TRUE,KS,3,,,
30943,,CLE INTRASTATE PIPELINE INC,,,,,,,TRUE,LA,2,,,
32637,,CLEAN HARBORS LONE MOUNTAIN FACILITY,,,,,,,TRUE,OK,5,,,
2480,,CLEARFIELD MUNICIPAL GAS SYSTEM,,,,,,,TRUE,IA,7,,,
38890,,CLEARWATER PIPELINE COMPANY LLC,,,,,,,,,,TRUE,TX,1
31330,,CLECO POWER LLC,,,,,,,TRUE,LA,9,,,
2512,,CLINTON - NEWBERRY NATURAL GAS AUTH,,,,,,,TRUE,SC,103,,,
39025,,CLOVER PRODUCTION COMPANY,,,,,,,,,,TRUE,TX,2
31263,,CMF OF KANSAS LLC,,,,,,,TRUE,KS,2,,,
30688,,CMS GAS TRANSMISSION CO,,,,,,,TRUE,MI,56,TRUE,MI,2
38910,,CNX GAS COMPANY LLC,,,,,,,TRUE,PA,17,TRUE,PA,31
31725,,COALFIELD PIPELINE CO,,,,,,,TRUE,TN,16,,,
39000,,COASTLAND OPERATIONS LLC,,,,TRUE,TX,3,,,,,,
31791,,COBRA OPERATING COMPANY,,,,,,,,,,TRUE,TX,3
32379,,"COBRA PIPELINE COMPANY, LTD.",,,,,,,TRUE,OH,92,TRUE,OH,132
5081,,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",,7,5,TRUE,"KS,OK",359,,,,,,
26120,,COLLINS PIPELINE CO,,8,4,TRUE,"LA,MS",127,,,,,,
11856,,COLONIAL GAS CO - LOWELL DIV,,,,,,,TRUE,MA,6,,,
2552,,COLONIAL PIPELINE CO,,192,12,TRUE,"AL,DC,DE,GA,LA,MDMS,NC,NJ,NY,PA,SCTN,TX,VA",5589,,,,,,
32654,,COLONIAL RESOURCES,,,,,,,,,,TRUE,OK,2
32076,,COLORADO ENERGY MANAGEMENT,,,,,,,TRUE,UT,5,,,
2564,,COLORADO INTERSTATE GAS CO,,91,8,TRUE,WY,10,TRUE,"CO,KS,MT,NV,OK,ORTX,UT,WY",6181,,,
31316,,COLORADO NATURAL GAS INC.,,,,,,,TRUE,CO,7,,,
2585,,COLUMBIA GAS OF KENTUCKY INC,,,,,,,TRUE,KY,58,,,
2588,,COLUMBIA GAS OF MARYLAND INC,,,,,,,TRUE,MD,5,,,
1209,,COLUMBIA GAS OF MASSACHUSETTS,,,,,,,TRUE,MA,2,,,
2596,,COLUMBIA GAS OF OHIO INC,,,,,,,TRUE,OH,131,,,
2600,,COLUMBIA GAS OF PENNSYLVANIA,,,,,,,TRUE,PA,70,,,
2604,,COLUMBIA GAS OF VIRGINIA INC,,,,,,,TRUE,VA,94,,,
2616,,"COLUMBIA GAS TRANSMISSION, LLC",,339,45,,,,TRUE,"DE,KY,MD,NC,NJ,NYOH,PA,VA,WV",10881,TRUE,"KY,PA,WV",42
2620,,COLUMBIA GULF TRANSMISSION CO,,53,6,,,,TRUE,"KY,LA,MS,TN",3359,,,
38990,,"COLUMBUS ENERGY, LLC",,,,,,,,,,TRUE,TX,11
32128,,COMMERCE PIPELINE L.P.,,,,,,,TRUE,TX,3,,,
38909,,"COMPRESSED ENERGY SYSTEMS, LLC",,,,,,,TRUE,IL,0,,,
32351,,"CONNECT NGL PIPELINE, LLC",,,,TRUE,TX,20,,,,,,
38973,,"CONNECT TERMINALS, LLC",,,,TRUE,OK,0,,,,,,
13131,,CONOCOPHILLIPS (E&P - L-48),,1,,,,,TRUE,TX,30,TRUE,"CO,LA,NM",15
15480,,CONOCOPHILLIPS ALASKA NATURAL GAS CORP.,,17,,,,,TRUE,AK,44,,,
31970,,"CONOCOPHILLIPS ALASKA, INC.",,6,1,TRUE,AK,35,,,,,,
31506,,CONOCOPHILLIPS COMPANY (E&P-L-48),,,,TRUE,NM,114,,,,,,
2704,,CONSOLIDATED EDISON CO OF NEW YORK,,,,,,,TRUE,NY,50,,,
2710,,CONSTITUTION GAS TRANSPORT CO,,,,,,,TRUE,OH,16,,,
31571,,CONSUMERS ENERGY,,,,,,,TRUE,IA,12,,,
2748,,CONSUMERS ENERGY CO,,8,,,,,TRUE,MI,2422,,,
2767,,COOK INLET PIPE LINE CO,,9,2,TRUE,AK,44,,,,,,
32144,,COOS COUNTY PIPELINE,,,,,,,TRUE,OR,77,,,
30691,,COPANO FIELD SERVICES/COPANO BAY LP,,,,,,,,,,TRUE,TX,1
32293,,"COPANO FIELD SERVICES/NORTH TEXAS, LLC",,,,,,,TRUE,TX,12,TRUE,"OK,TX",15
31924,,"COPANO FIELD SERVICES/UPPER GULF COAST, L.P.",,,,,,,,,,TRUE,TX,9
32541,,"COPANO NGL SERVICES (MARKHAM), LLC",,,,TRUE,TX,131,,,,,,
32114,,"COPANO NGL SERVICES, L.P.",,,,TRUE,TX,206,,,,,,
31925,,"COPANO PIPELINES/SOUTH TEXAS, L.P.",,,,,,,,,,TRUE,TX,6
31926,,"COPANO PIPELINES/UP GULF COAST, L.P.",,,,,,,TRUE,TX,172,,,
32049,,CORLENA OIL COMPANY,,,,,,,,,,TRUE,TX,3
32177,,"CORNHUSKER ENERGY LEXINGTON, L.L.C.",,,,,,,TRUE,NE,2,,,
2796,,CORNING MUNICIPAL UTILITIES,,,,,,,TRUE,IA,14,,,
32319,,"CORONADO ENERGY E&P COMPANY, LLC",,,,,,,TRUE,TX,2,TRUE,TX,1
32507,,"CORONADO PIPELINE COMPANY , LLC",,,,TRUE,OK,16,,,,,,
31231,,COTTRELLVILLE PIPELINE,,,,,,,TRUE,MI,1,TRUE,MI,3
26049,,"COUNTRYMARK REFINING AND LOGISTICS, LLC",,6,2,TRUE,"IL,IN,KY",444,,,,,,
32526,,COWTOWN PIPELINE PARTNERS L.P.,,,,TRUE,TX,26,TRUE,TX,13,TRUE,TX,133
32143,,COYOTE SPRINGS PLANT - PORTLAND GENERAL ELECTRIC,,,,,,,TRUE,OR,0,,,
31477,TRUE,CPN PIPELINE COMPANY,,19,7,,,,TRUE,"AR,AZ,CA,MN,OR",125,TRUE,CA,9
32505,,CPR PIPELINE,,,,,,,TRUE,TX,8,,,
18104,,CPS ENERGY,,,,,,,TRUE,TX,90,,,
2859,,CRANBERRY PIPELINE CORP (WV),,,,,,,TRUE,WV,140,TRUE,WV,84
32639,,"CRAWFORD COUNTY GAS GATHERING, LLC",,,,,,,TRUE,IL,0,,,
32568,,CRESTWOOD ARKANSAS PIPELINE LLC,,,,,,,TRUE,AR,43,,,
32576,,CRESTWOOD PANHANDLE PIPELINE LLC,,,,TRUE,TX,17,TRUE,TX,4,,,
32103,TRUE,CRIMSON PIPELINE L.P.,,,,TRUE,CA,615,,,,,,
31090,,"CROOKS MUNICIPAL GAS, CITY OF",,,,,,,TRUE,SD,14,,,
993,,CROSSROADS PIPELINE COMPANY,,4,,,,,TRUE,"IN,OH",202,,,
31643,,"CROSSTEX DC GATHERING COMPANY, J.V.",,,,,,,,,,TRUE,TX,24
31596,,"CROSSTEX ENERGY SERVICES, L.P.",,,,,,,TRUE,OK,1,,,
32005,,"CROSSTEX LIG, LLC",,,,,,,TRUE,LA,1838,,,
31883,,CROSSTEX LOUISIANA GATHERING LLC,,,,,,,,,,TRUE,LA,2
32107,,"CROSSTEX NGL PIPELINE, L.P.",,1,,TRUE,TX,33,,,,,,
32118,,"CROSSTEX NORTH TEXAS GATHERING, L.P.",,,,,,,TRUE,TX,26,TRUE,TX,206
32113,,"CROSSTEX NORTH TEXAS PIPELINE, L.P.",,,,,,,TRUE,TX,136,,,
32597,,"CROSSTEX PERMIAN II, LLC",,,,TRUE,TX,17,,,,,,
32634,,"CROSSTEX PERMIAN, LLC",,,,TRUE,TX,8,TRUE,TX,1,,,
2899,,"CROSSTEX PIPELINE PARTNERS, LTD",,,,,,,,,,TRUE,TX,3
32117,,"CROSSTEX PROCESSING SERVICES, LLC",,,,TRUE,LA,488,TRUE,LA,6,,,
19761,,"CROSSTEX TUSCALOOSA, LLC",,,,,,,TRUE,LA,34,,,
32644,,"CUMBERLAND PIPELINE COMPANY, L.L.C.",,,,,,,TRUE,OK,10,,,
7640,,CYPRESS GAS MARKETING COMPANY,,,,,,,TRUE,LA,2,,,
12696,,CYPRESS GAS PIPELINE COMPANY,,,,,,,TRUE,LA,590,,,
4472,,CYPRESS INTERSTATE PIPELINE LLC,,22,10,TRUE,"LA,TX",104,,,,,,
30518,,D & L INC,,,,,,,TRUE,MS,1,,,
32328,,DAIRY FARMERS OF AMERICA,,,,,,,TRUE,NM,5,,,
515,,DAKOTA GASIFICATION COMPANY,,4,5,TRUE,ND,167,TRUE,ND,37,,,
3081,,DAL - TILE CORP,,,,,,,TRUE,TX,3,,,
32372,,DAL-TILE CORPORATION,,,,,,,TRUE,TX,3,,,
31408,,DALLAS PRODUCTION INC,,,,,,,TRUE,TX,2,TRUE,TX,8
3090,,DALTON WATER LIGHT & SINKING FUND COMMISSION,,,,,,,TRUE,GA,29,,,
32384,,DALTON-WHITFIELD REGIONAL SOLID WASTE MANAGMENT AUTHORITY,,,,,,,TRUE,GA,2,,,
3093,,DAMASCUS GAS CO,,,,,,,,,,TRUE,OH,1
31100,,DANISCO CULTOR USA INC,,,,,,,TRUE,KS,3,,,
3133,,DART OIL & GAS CORP,,,,,,,TRUE,MI,1,,,
3156,,DAVIS GAS PROCESSING,,,,TRUE,TX,31,TRUE,TX,1,,,
32205,,"DAVIS PETROLEUM PIPELINE, LLC.",,,,,,,,,,TRUE,TX,29
3170,,DAYTON POWER & LIGHT CO,,,,,,,TRUE,OH,14,,,
32083,TRUE,"DCOR, LLC",,27,2,TRUE,"CA,OC(B)",43,,,,TRUE,"CA,CA,OC(B),OC(B)",54
31130,,DCP MIDSTREAM,15,35,8,TRUE,"CO,KS,LA,MI,NM,OKTX,WY",2123,TRUE,"AL,CO,KS,LA,MI,NMOK,TX,WY",1201,TRUE,"AL,AL,CO,KS,LA,MINM,OC(B),OC(B),OK,TX,TXWY",1489
39028,,DCP MIDSTREAM - PEPL,,2,1,,,,TRUE,"KS,OK,TX",431,,,
32575,,"DEEPROCK OIL OPERATING, LLC",,2,,TRUE,OK,1,,,,,,
99001,,DEFENSE FUEL SUPPLY POINT,,2,,TRUE,SC,5,,,,,,
32495,,"DELAWARE PIPELINE COMPANY, LLC",,4,2,TRUE,"DE,PA",23,,,,,,
31252,,DELAWARE SOLID WASTE AUTHORITY,,,,,,,TRUE,DE,1,,,
31526,,DELAWARE STORAGE AND PIPELINE COMPANY,,7,2,TRUE,DE,10,,,,,,
26031,,DELAWARE TERMINAL CO,,,,TRUE,DE,3,,,,,,
26061,,"DELEK CRUDE LOGISTICS, LLC.",,,,TRUE,TX,121,,,,,,
11551,,"DELEK LOGISTICS OPERATING, LLC.",,14,4,TRUE,"AR,LA,TX",544,,,,,,
15851,,"DELEK MARKETING AND SUPPLY, LP",,,,TRUE,TX,105,,,,,,
3240,,DELMARVA POWER & LIGHT COMPANY,,,,,,,TRUE,DE,7,,,
31393,TRUE,DELTA GAS GATHERING INC,,1,,,,,,,,TRUE,CA,24
3260,,DELTA NATURAL GAS CO INC,,,,,,,TRUE,KY,146,TRUE,KY,20
32543,,"DENBURY GREEN PIPELINE-TEXAS, LLC",,4,,TRUE,TX,135,,,,,,
32545,,"DENBURY GULF COAST PIPELINES, LLC",,8,,TRUE,"LA,MS",368,,,,,,
31627,,"DENBURY ONSHORE, LLC",,15,8,TRUE,"AL,LA,MS",332,TRUE,WY,9,,,
32168,,"DENTON GATHERING MANAGEMENT, L.L.C.",,,,,,,,,,TRUE,TX,3
32533,,DESOTO GATHERING COMPANY LLC,,,,,,,,,,TRUE,AR,3
31088,,"DESTIN PIPELINE COMPANY, LLC",,6,3,,,,TRUE,"AL,MS,OC(B)",272,,,
32187,,DETROIT EDISON - GREENWOOD ENERGY CENTER,,1,,TRUE,MI,19,,,,,,
3345,,DEVON ENERGY PRODUCTION CO. LP,,1,,TRUE,TX,1,,,,TRUE,"LA,TX",13
31304,,"DEVON GAS SERVICES, LP",,3,2,TRUE,WY,46,TRUE,"OK,TX,WY",18,TRUE,"OK,TX",271
32427,,DEWBRE PETROLEUM CORP,,,,,,,TRUE,TX,3,TRUE,TX,7
32354,,"DFW MIDSTREAM SERVICES, LLC",,,,,,,TRUE,TX,22,TRUE,TX,87
3370,,DIAMOND SHAMROCK REFINING & MARKETING CO,,,,TRUE,TX,4,TRUE,TX,9,,,
32213,,DIAMOND SHAMROCK REFINING CO. LP,,,,,,,TRUE,TX,9,,,
32116,TRUE,DICK BROWN TECHNICAL SERVICES,,10,1,TRUE,CA,11,TRUE,CA,10,,,
3445,,DIXIE PIPELINE COMPANY LLC,,27,9,TRUE,"AL,GA,LA,MS,NC,SCTX",1306,,,,,,
31460,TRUE,DOD DEFENSE ENERGY SUPPORT CENTER,,,,TRUE,CA,19,,,,,,
32265,,"DOGWOOD ENERGY, LLC",,,,,,,TRUE,MO,7,,,
3466,,DOME PETROLEUM CORP,,3,,TRUE,"MI,OH",136,,,,,,
4060,,DOMINION EAST OHIO,,4,,,,,TRUE,OH,1071,TRUE,OH,972
31679,,DOMINION EXPLORATION & PRODUCTION,,,,,,,TRUE,AL,7,TRUE,TX,3
7348,,DOMINION HOPE,,,,,,,,,,TRUE,WV,93
2714,,"DOMINION TRANSMISSION, INC",,146,26,TRUE,"PA,WV",104,TRUE,"MD,NY,OH,PA,VA,WV",3567,TRUE,"PA,WV",28
31442,,DOUGLAS PIPELINE CO,,1,,,,,TRUE,"AL,ID,NH,NY,OK,PASC,VA",34,,,
31307,,"DOW HYDROCARBONS & RESOURCES, INC",,,,,,,TRUE,LA,3,,,
3532,,DOW INTRASTATE GAS CO,,,,,,,TRUE,LA,76,,,
3527,,DOW PIPELINE CO,,6,2,TRUE,TX,243,TRUE,TX,378,TRUE,TX,30
3535,,DOW PIPELINE CO,,,,TRUE,LA,200,TRUE,LA,30,,,
2162,,DOW PIPELINE CO - CAYUSE,,5,1,TRUE,"LA,TX",249,,,,,,
32454,,"DRY TRAILS MIDSTREAM ENERGY, LLC",,2,,TRUE,"KS,OK",45,TRUE,LA,2,,,
12408,,DTE GAS COMPANY,,2,2,,,,TRUE,MI,2152,TRUE,MI,42
32574,,"DTE METHANE RESOURCES, LLC",,,,,,,TRUE,IL,1,TRUE,IL,10
31866,,DUKE ENERGY - ASHEVILLE COMBUSTION TURBINE,,,,,,,TRUE,NC,3,,,
31892,,DUKE ENERGY - DEBARY COMBUSTION TURBINE,,,,,,,TRUE,FL,3,,,
31893,,DUKE ENERGY - INTERCESSION CITY COMBUSTION TURBINE STATION,,,,,,,TRUE,FL,0,,,
5320,,"DUKE ENERGY FLORIDA, INC. D/B/A DUKE ENERGY",,8,1,TRUE,FL,34,,,,,,
20110,,DUKE ENERGY KENTUCKY,,,,,,,TRUE,KY,54,,,
31887,,DUKE ENERGY KENTUCKY - LIQUID,,5,6,TRUE,KY,3,,,,,,
2364,,DUKE ENERGY OHIO,,,,,,,TRUE,OH,60,,,
31886,,DUKE ENERGY OHIO - LIQUID,,3,3,TRUE,OH,5,,,,,,
32210,,"DYNEGY KENDALL ENERGY, LLC",,,,,,,TRUE,IL,2,,,
4005,,E M W GAS ASSOCIATION,,,,,,,TRUE,NM,101,,,
39038,TRUE,E&T LLC,,,,TRUE,CA,0,,,,,,
32636,,"EAGLE CHIEF MIDSTREAM, LLC",,,,,,,TRUE,OK,3,,,
38892,,EAGLE ENERGY DEVELOPMENT COMPANY,,,,,,,,,,TRUE,LA,6
38943,,"EAGLE FORD MIDSTREAM, LP",,,,,,,TRUE,TX,55,,,
31916,,"EAGLE HILL RENEWABLE ENERGY, LLC",,,,,,,TRUE,VA,22,,,
32014,,EAGLE MOUNTAIN PIPELINE CO LP,,,,,,,TRUE,TX,15,TRUE,TX,63
32045,,"EAGLE ROCK DESOTO PIPELINE, L.P.",,,,,,,TRUE,TX,257,TRUE,TX,19
32635,,"EAGLE ROCK ENERGY SERVICES, L.P.",,,,TRUE,TX,12,,,,,,
32236,,"EAGLE ROCK FIELD SERVICES, L.P.",,,,TRUE,TX,26,TRUE,TX,16,TRUE,TX,11
32112,,"EAGLE ROCK MIDSTREAM, LP",,,,,,,,,,TRUE,TX,1
32234,,"EAGLE ROCK OPERATING, L.P.",,,,TRUE,TX,19,TRUE,"LA,TX",14,TRUE,"LA,TX",16
15825,,EAGLE US 2 LLC,,7,4,,,,TRUE,"LA,TX",43,,,
32655,,"EAST CHEYENNE GAS STORAGE, LLC",,2,,,,,TRUE,CO,6,,,
31000,,EAST KENTUCKY POWER CORPORATION,,,,,,,TRUE,KY,7,,,
31512,,EAST RESOURCES INC,,,,,,,,,,TRUE,WV,10
4070,,EAST TENNESSEE NATURAL GAS CO,,35,2,,,,TRUE,"GA,NC,TN,VA",1516,,,
32586,,EAST TEXAS RENEWABLES,,,,,,,TRUE,TX,1,,,
4149,,EASTERN SHORE NATURAL GAS CO,,14,3,,,,TRUE,"DE,MD,PA",427,,,
32590,,"EASTMAN GAS COMPANY, LLC",,,,,,,,,,TRUE,TX,12
32491,,EASTOK PIPELINE LLC,,,,,,,TRUE,OK,12,,,
32561,,ECOELECTRICA L.P.,,7,3,,,,TRUE,PR,2,,,
31904,TRUE,EDISON MISSION OPERATIONS AND MAINTENANCE,,4,3,,,,TRUE,CA,5,,,
31361,,EDMOND CITYLINK LLC,,,,,,,,,,TRUE,OK,1
39017,,EFS MIDSTREAM LLC,,,,,,,TRUE,TX,1,,,
30028,,"EGAN HUB STORAGE, LLC",,3,,,,,TRUE,LA,59,,,
4273,,EGYPTIAN GAS STORAGE CORP,,,,,,,TRUE,IL,16,,,
32577,,"EIF KC LANDFILL GAS, LLC",,,,,,,TRUE,KS,1,,,
32056,,EL PASO CGP GAS TRANSMISSION CO.,,,,,,,TRUE,TX,8,,,
30950,,EL PASO FIELD SERVICES,,2,,TRUE,TX,12,TRUE,"TX,UT",31,TRUE,UT,29
4280,,EL PASO NATURAL GAS CO,,86,13,,,,TRUE,"AZ,CO,NM,OK,TX",10141,,,
32497,,EL PASO REMEDIATION COMPANY,,,,,,,,,,TRUE,OC(B),9
4310,,ELBERTON NATURAL GAS SYSTEM,,,,,,,TRUE,GA,12,,,
32540,,ELECTRAGAS INC.,,,,TRUE,TX,3,,,,,,
4350,,ELIZABETHTOWN GAS CO,,,,,,,TRUE,NJ,22,,,
32217,,ELWOOD ENERGY LLC,,,,,,,TRUE,IL,3,,,
38882,,"EM BIOGAS, LLC",,,,,,,TRUE,TX,7,,,
38989,,EMERALD GATHERING AND TRANSMISSION,,,,,,,,,,TRUE,TX,8
38941,,EMKEY GATHERING LLC,,,,,,,,,,TRUE,"NY,PA",1
38944,,EMKEY TRANSPORTATION INC,,,,,,,TRUE,NY,28,,,
4440,,EMMETSBURG MUNICIPAL UTILITIES,,,,,,,TRUE,IA,3,,,
32569,,EMPIRE GENERATING COMPANY LLC.,,,,,,,TRUE,NY,9,,,
32171,,EMPIRE PIPELINE CORPORATION,,,,,,,TRUE,TX,24,TRUE,TX,30
31592,,EMPIRE PIPELINE INC,,8,,,,,TRUE,"NY,PA",250,,,
32239,,"EMS USA, INC.",,1,,,,,TRUE,"AK,LA,MS,NE,TX",102,,,
602,,"ENABLE GAS TRANSMISSION, LLC",,72,20,,,,TRUE,"AR,KS,LA,MO,MS,OKTN,TX",5993,,,
8035,,"ENABLE ILLINOIS INTRASTATE TRANSMISSION, LLC",,,,,,,TRUE,IL,20,,,
31202,,"ENABLE MIDSTREAM PARTNERS, LP",,,,,,,TRUE,"AR,LA,MS,OK,TX",70,TRUE,"AR,LA,OK,TX",103
12576,,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",,13,5,,,,TRUE,"AR,IL,LA,MO,TX",1664,,,
26330,,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",,,,TRUE,OK,7,TRUE,"OK,TX",2320,TRUE,OK,27
32318,,"ENABLE TEXAS LIQUIDS PIPELINE, LLC",,,,TRUE,TX,86,,,,,,
31423,,ENBRIDGE ENERGY MARKETING LLC,,4,,TRUE,MS,38,,,,,,
11169,,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",,110,16,TRUE,"IL,IN,MI,MN,ND,NYWI",4316,,,,,,
31722,,"ENBRIDGE G & P (OKLAHOMA), L.P.",,,,,,,TRUE,OK,26,,,
31943,,ENBRIDGE GATHERING (NORTH TEXAS) L.P.,,,,TRUE,TX,59,TRUE,TX,141,TRUE,TX,97
31615,,ENBRIDGE GATHERING (TEXARKANA) L.L.C.,,,,,,,,,,TRUE,AR,36
32101,,ENBRIDGE MARKETING (NORTH TEXAS) L.P.,,,,TRUE,TX,28,,,,,,
31485,,ENBRIDGE OFFSHORE (GAS GATHERING) L.L.C.,,8,1,TRUE,OC(B),26,TRUE,"LA,OC(B)",145,TRUE,OC(B),409
18646,,ENBRIDGE OFFSHORE (GAS TRANSMISSION) LLC,,4,,,,,TRUE,"LA,OC(B)",99,TRUE,OC(B),284
31616,,ENBRIDGE OFFSHORE PIPELINES (UTOS) LLC,,1,,,,,TRUE,"LA,OC(B)",29,,,
31613,,ENBRIDGE PIPELINES (EAST TEXAS) L.P.,,,,TRUE,TX,112,TRUE,TX,847,TRUE,"AR,TX",166
31884,,ENBRIDGE PIPELINES (LOUISIANA LIQUIDS) L.L.C.,,,,TRUE,LA,42,,,,,,
31614,,ENBRIDGE PIPELINES (NE TEXAS) L.P.,,,,TRUE,TX,2,TRUE,TX,8,,,
31944,,ENBRIDGE PIPELINES (NORTH TEXAS) L.P.,,,,,,,TRUE,TX,113,TRUE,TX,8
31947,,ENBRIDGE PIPELINES (OZARK) L.L.C.,,17,4,TRUE,"IL,KS,MO,OK",498,,,,,,
32502,,ENBRIDGE PIPELINES (SOUTHERN LIGHTS) L.L.C.,,6,1,TRUE,"IL,MN,ND,WI",816,,,,,,
31425,,ENBRIDGE PIPELINES (TEXAS GATHERING) L.P.,,,,TRUE,TX,77,TRUE,"OK,TX",339,,,
31322,,ENBRIDGE PIPELINES (TEXAS INTRASTATE) L.P.,,,,,,,TRUE,TX,39,,,
31448,,ENBRIDGE PIPELINES (TOLEDO) INC,,3,2,TRUE,"MI,OH",88,,,,,,
31778,,ENCANA OIL & GAS (USA) INC,,5,,TRUE,"CO,UT",17,TRUE,WY,67,TRUE,"CO,WY",4
915,,"ENCINAL GATHERING, LTD",,,,,,,,,,TRUE,TX,49
32474,,"ENCORE OPERATING, L.P.",,,,,,,TRUE,TX,2,TRUE,TX,54
30588,,ENERFIN RESOURCES I LIMITED PARTNERSHIP,,,,,,,TRUE,OK,15,TRUE,OK,13
952,,ENERFIN RESOURCES II-92 LIMITED PARTNERSHIP,,,,,,,TRUE,TX,10,,,
19102,,ENERGEN RESOURCES CORP.,,,,TRUE,TX,2,TRUE,AL,1,TRUE,AL,7
31740,,ENERGY CORPORATION OF AMERICA,,,,,,,TRUE,"PA,WV",7,TRUE,"PA,WV",13
31772,,ENERGY MANAGEMENT & SVCS CO,,,,,,,TRUE,KY,9,,,
16667,,ENERGY NORTH NATURAL GAS INC,,,,,,,TRUE,NH,3,,,
31983,,"ENERGY PARTNERS, LTD",2,1,,TRUE,LA,17,,,,TRUE,LA,12
