LOCATION,PRECINCT,REGISTRATION,TYPE,BALLOTS CAST,YES,NO
38TH US CONGRESSIONAL,N,46005,POLLING PLACE,4311,2176,1782
38TH US CONGRESSIONAL,N,0,VBM PORTION,3748,1596,1650
38TH US CONGRESSIONAL,N,46005,TOTAL,8056,3772,3432
